Provincias;Municipios;Secciones;Sexo;Nivel de formación alcanzado;Periodo;Total
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;298
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;295
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Educación superior;2023;320
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Educación superior;2022;319
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Total;Educación superior;2021;307
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Total;2023;652
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Total;2022;642
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Total;2021;641
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Educación primaria e inferior;2023;62
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Educación primaria e inferior;2022;59
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Educación primaria e inferior;2021;61
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Primera etapa de Educación Secundaria y similar;2023;285
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Primera etapa de Educación Secundaria y similar;2022;275
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Primera etapa de Educación Secundaria y similar;2021;280
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;152
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;157
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;157
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Educación superior;2023;153
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Educación superior;2022;151
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Educación superior;2021;143
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Total;2023;586
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Total;2022;587
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Total;2021;597
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Educación primaria e inferior;2023;92
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Educación primaria e inferior;2022;94
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Educación primaria e inferior;2021;106
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Primera etapa de Educación Secundaria y similar;2023;188
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Primera etapa de Educación Secundaria y similar;2022;184
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Primera etapa de Educación Secundaria y similar;2021;189
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;139
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;141
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;138
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Educación superior;2023;167
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Educación superior;2022;168
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Educación superior;2021;164
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Total;2023;1.124
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Total;2022;1.138
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Total;2021;1.122
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Educación primaria e inferior;2023;147
