Provincias;Municipios;Secciones;Sexo;Nivel de formación alcanzado;Periodo;Total
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Total;2022;253
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Total;2021;240
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Educación primaria e inferior;2023;61
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Educación primaria e inferior;2022;63
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Educación primaria e inferior;2021;59
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Primera etapa de Educación Secundaria y similar;2023;80
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Primera etapa de Educación Secundaria y similar;2022;82
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Primera etapa de Educación Secundaria y similar;2021;86
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;46
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;45
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;38
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Educación superior;2023;66
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Educación superior;2022;63
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Educación superior;2021;57
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Hombres;Total;2023;151
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Hombres;Total;2022;153
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Hombres;Total;2021;139
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Hombres;Educación primaria e inferior;2023;33
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Hombres;Educación primaria e inferior;2022;33
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Hombres;Educación primaria e inferior;2021;29
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Hombres;Primera etapa de Educación Secundaria y similar;2023;52
