Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Mediana de la renta por unidad de consumo;2022;18.900
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Mediana de la renta por unidad de consumo;2021;21.700
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Mediana de la renta por unidad de consumo;2020;19.250
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Mediana de la renta por unidad de consumo;2019;16.450
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Mediana de la renta por unidad de consumo;2018;17.150
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Mediana de la renta por unidad de consumo;2017;15.750
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Mediana de la renta por unidad de consumo;2016;15.050
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Mediana de la renta por unidad de consumo;2015;15.750
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2023;19.185
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2022;18.052
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2021;18.802
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2020;17.051
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2019;15.621
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2018;14.794
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2017;13.717
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2016;13.480
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por persona;2015;13.198
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por hogar;2023;48.834
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por hogar;2022;42.552
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por hogar;2021;46.728
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por hogar;2020;43.545
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por hogar;2019;39.282
