Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;4,7
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otras prestaciones;2023;5,4
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otras prestaciones;2022;5,6
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otras prestaciones;2021;5,3
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otras prestaciones;2020;5,6
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otras prestaciones;2019;5,3
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otras prestaciones;2018;6,1
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otras prestaciones;2017;4,6
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otras prestaciones;2016;3,9
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otras prestaciones;2015;3,6
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otros ingresos;2023;11,5
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otros ingresos;2022;12,4
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otros ingresos;2021;11,8
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otros ingresos;2020;10
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otros ingresos;2019;11,8
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otros ingresos;2018;10,6
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otros ingresos;2017;10,9
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otros ingresos;2016;10,8
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201001 Adrada, La sección 01001;Fuente de ingreso: otros ingresos;2015;11,5
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201002 Adrada, La sección 01002;Fuente de ingreso: salario;2023;56,6
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201002 Adrada, La sección 01002;Fuente de ingreso: salario;2022;55,1
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201002 Adrada, La sección 01002;Fuente de ingreso: salario;2021;55,4
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201002 Adrada, La sección 01002;Fuente de ingreso: salario;2020;54,4
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201002 Adrada, La sección 01002;Fuente de ingreso: salario;2019;57,1
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201002 Adrada, La sección 01002;Fuente de ingreso: salario;2018;56,7
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201002 Adrada, La sección 01002;Fuente de ingreso: salario;2017;54,9
05002 Adrada, La;0500201 Adrada, La distrito 01;0500201002 Adrada, La sección 01002;Fuente de ingreso: salario;2016;52,4
