CUSEC_origen;ceas_id;CUSEC_servicio;distancia
4718607006;193;4718608032;1235,213
4718607006;180;4718609002;1352,709
4718607006;187;4718610022;3831,746
4718607006;189;4718610030;4896,776
4718607006;188;4718610034;2511,907
4718607006;198;4718610034;2511,907
4718607006;186;4718610046;2175,772
4718607006;183;4718611015;2754,084
4718607006;185;4718611033;4552,235
4718607006;184;4718611040;3375,611
4718607006;201;4701001004;5611,813
4718607006;174;4705001001;9317,476
4718607006;167;4705201003;6077,772
4718607006;162;4707601001;7681,133
4718607006;166;4716101001;12342,870
4718607006;164;4717501001;13779,855
4718607006;114;3406901002;26914,866
4718607006;196;4712202001;24693,330
4718607006;165;4715901001;24043,722
4718607006;173;4716502001;25559,419
4718607007;195;4718606017;594,679
4718607007;194;4718607005;342,935
4718607007;197;4718607011;681,480
4718607007;190;4718608004;378,323
4718607007;182;4718602017;2553,087
4718607007;181;4718603003;1119,373
4718607007;199;4718604037;1946,455
4718607007;178;4718604038;2180,188
4718607007;179;4718604038;2180,188
4718607007;175;4718606030;1203,707
4718607007;176;4718606030;1203,707
4718607007;177;4718606036;3003,098
4718607007;192;4718608024;1407,797
4718607007;191;4718608031;1303,839
4718607007;193;4718608032;1136,713
4718607007;180;4718609002;1443,537
4718607007;187;4718610022;3969,321
4718607007;188;4718610034;2627,277
4718607007;198;4718610034;2627,277
4718607007;186;4718610046;2176,006
4718607007;183;4718611015;2890,771
4718607007;185;4718611033;4687,860
4718607007;184;4718611040;3511,703
4718607007;201;4701001004;5745,324
4718607007;174;4705001001;9202,712
4718607007;167;4705201003;6065,552
4718607007;162;4707601001;7785,877
4718607007;166;4716101001;12475,555
4718607007;164;4717501001;13755,740
4718607007;189;4718610030;5030,547
4718607007;114;3406901002;26782,643
4718607007;196;4712202001;24737,045
4718607007;165;4715901001;24175,159
4718607007;173;4716502001;25695,332
4718607008;195;4718606017;462,586
4718607008;194;4718607005;253,415
4718607008;197;4718607011;621,321
4718607008;190;4718608004;568,065
4718607008;182;4718602017;2523,152
4718607008;181;4718603003;1051,825
4718607008;199;4718604037;1844,695
4718607008;178;4718604038;1992,859
4718607008;179;4718604038;1992,859
4718607008;175;4718606030;1008,935
4718607008;176;4718606030;1008,935
4718607008;177;4718606036;2856,287
4718607008;192;4718608024;1597,013
4718607008;191;4718608031;1506,997
4718607008;193;4718608032;1324,579
4718607008;180;4718609002;1549,000
4718607008;187;4718610022;3915,381
4718607008;188;4718610034;2681,844
4718607008;198;4718610034;2681,844
4718607008;186;4718610046;2367,438
4718607008;183;4718611015;2854,908
4718607008;185;4718611033;4594,118
4718607008;184;4718611040;3423,126
4718607008;201;4701001004;5731,638
4718607008;174;4705001001;9365,126
4718607008;167;4705201003;5879,135
4718607008;162;4707601001;7612,280
4718607008;166;4716101001;12465,008
4718607008;164;4717501001;13577,449
4718607008;189;4718610030;5015,714
4718607008;114;3406901002;26899,921
4718607008;196;4712202001;24533,547
4718607008;165;4715901001;24055,935
4718607008;173;4716502001;25661,883
4718607010;195;4718606017;570,824
4718607010;175;4718606030;916,688
4718607010;176;4718606030;916,688
4718607010;194;4718607005;452,244
4718607010;197;4718607011;451,050
4718607010;190;4718608004;726,939
4718607010;182;4718602017;2683,241
4718607010;181;4718603003;1195,191
4718607010;199;4718604037;1929,682
4718607010;178;4718604038;1910,065
4718607010;179;4718604038;1910,065
4718607010;177;4718606036;2603,700
4718607010;192;4718608024;1832,198
4718607010;191;4718608031;1691,280
4718607010;193;4718608032;1452,725
4718607010;180;4718609002;1796,819
4718607010;187;4718610022;4045,280
4718607010;188;4718610034;2905,391
4718607010;198;4718610034;2905,391
4718607010;186;4718610046;2599,842
4718607010;183;4718611015;3007,519
4718607010;185;4718611033;4674,209
4718607010;184;4718611040;3513,610
4718607010;201;4701001004;5898,759
4718607010;174;4705001001;9412,445
4718607010;167;4705201003;5641,148
4718607010;162;4707601001;7551,437
4718607010;166;4716101001;12631,574
4718607010;164;4717501001;13332,646
4718607010;189;4718610030;5182,684
4718607010;114;3406901002;26866,237
4718607010;196;4712202001;24349,764
4718607010;165;4715901001;24090,778
4718607010;173;4716502001;25804,276
4718607011;194;4718607005;868,523
4718607011;197;4718607011;0,000
4718607011;190;4718608004;775,909
4718607011;182;4718602017;3128,367
4718607011;181;4718603003;1642,778
4718607011;199;4718604037;2377,034
4718607011;178;4718604038;2242,307
4718607011;179;4718604038;2242,307
4718607011;195;4718606017;1020,427
4718607011;175;4718606030;1273,759
4718607011;176;4718606030;1273,759
4718607011;177;4718606036;2384,647
4718607011;192;4718608024;1971,515
4718607011;191;4718608031;1682,453
4718607011;193;4718608032;1336,378
4718607011;180;4718609002;2124,666
4718607011;187;4718610022;4496,256
4718607011;188;4718610034;3296,593
4718607011;198;4718610034;3296,593
4718607011;186;4718610046;2709,957
4718607011;183;4718611015;3455,021
4718607011;184;4718611040;3960,305
4718607011;201;4701001004;6342,185
4718607011;174;4705001001;9087,359
4718607011;167;4705201003;5570,549
4718607011;162;4707601001;7880,134
4718607011;166;4716101001;13075,631
4718607011;164;4717501001;13209,006
4718607011;189;4718610030;5626,067
4718607011;185;4718611033;5117,098
4718607011;114;3406901002;26454,773
4718607011;196;4712202001;24448,889
4718607011;165;4715901001;24506,133
4718607011;173;4716502001;26254,659
4718607013;195;4718606017;629,611
4718607013;175;4718606030;834,183
4718607013;176;4718606030;834,183
4718607013;194;4718607005;566,021
4718607013;197;4718607011;452,925
4718607013;190;4718608004;873,454
4718607013;182;4718602017;2738,052
4718607013;181;4718603003;1250,458
4718607013;199;4718604037;1938,606
4718607013;178;4718604038;1819,392
4718607013;179;4718604038;1819,392
4718607013;177;4718606036;2463,556
4718607013;192;4718608024;1986,792
4718607013;191;4718608031;1839,060
4718607013;193;4718608032;1584,810
4718607013;180;4718609002;1928,790
4718607013;187;4718610022;4075,698
4718607013;188;4718610034;3009,475
4718607013;198;4718610034;3009,475
4718607013;186;4718610046;2754,543
4718607013;183;4718611015;3056,026
4718607013;185;4718611033;4670,671
4718607013;184;4718611040;3518,919
4718607013;201;4701001004;5953,727
4718607013;174;4705001001;9499,277
4718607013;167;4705201003;5486,553
4718607013;162;4707601001;7463,311
4718607013;166;4716101001;12683,926
4718607013;164;4717501001;13179,346
4718607013;189;4718610030;5238,106
4718607013;114;3406901002;26906,215
4718607013;196;4712202001;24205,742
4718607013;165;4715901001;24053,855
4718607013;173;4716502001;25837,711
4718607014;197;4718607011;651,079
4718607014;190;4718608004;625,410
4718607014;193;4718608032;772,209
4718607014;182;4718602017;3398,132
4718607014;181;4718603003;1978,317
4718607014;199;4718604037;2796,713
4718607014;178;4718604038;2850,371
4718607014;179;4718604038;2850,371
4718607014;195;4718606017;1418,652
4718607014;175;4718606030;1861,059
4718607014;176;4718606030;1861,059
4718607014;177;4718606036;2831,010
4718607014;194;4718607005;1187,138
4718607014;192;4718608024;1653,541
4718607014;191;4718608031;1202,234
4718607014;180;4718609002;2097,103
4718607014;187;4718610022;4824,669
4718607014;188;4718610034;3359,387
4718607014;198;4718610034;3359,387
4718607014;186;4718610046;2311,213
4718607014;183;4718611015;3738,612
4718607014;184;4718611040;4368,650
4718607014;201;4701001004;6568,331
4718607014;174;4705001001;8468,232
4718607014;167;4705201003;6118,360
4718607014;162;4707601001;8494,303
4718607014;166;4716101001;13289,464
4718607014;164;4717501001;13694,389
4718607014;189;4718610030;5856,023
4718607014;185;4718611033;5543,281
4718607014;114;3406901002;25943,797
4718607014;196;4712202001;25079,626
4718607014;165;4715901001;25011,956
4718607014;173;4716502001;26532,996
4718607015;195;4718606017;721,822
4718607015;194;4718607005;483,314
4718607015;197;4718607011;540,699
4718607015;190;4718608004;330,718
4718607015;182;4718602017;2718,753
4718607015;181;4718603003;1276,416
4718607015;199;4718604037;2093,320
4718607015;178;4718604038;2255,699
4718607015;179;4718604038;2255,699
4718607015;175;4718606030;1266,341
4718607015;176;4718606030;1266,341
4718607015;177;4718606036;2899,757
4718607015;192;4718608024;1473,527
4718607015;191;4718608031;1295,412
4718607015;193;4718608032;1069,880
4718607015;180;4718609002;1589,342
4718607015;187;4718610022;4131,785
4718607015;188;4718610034;2787,950
4718607015;198;4718610034;2787,950
4718607015;186;4718610046;2232,551
4718607015;183;4718611015;3055,853
4718607015;185;4718611033;4839,158
4718607015;184;4718611040;3664,625
4718607015;201;4701001004;5912,328
4718607015;174;4705001001;9095,245
4718607015;167;4705201003;6009,742
4718607015;162;4707601001;7880,670
4718607015;166;4716101001;12642,641
4718607015;164;4717501001;13684,321
4718607015;189;4718610030;5197,503
4718607015;114;3406901002;26641,114
4718607015;196;4712202001;24745,925
4718607015;165;4715901001;24315,364
4718607015;173;4716502001;25861,293
4718607016;195;4718606017;695,569
4718607016;194;4718607005;510,426
4718607016;197;4718607011;368,011
4718607016;190;4718608004;550,965
4718607016;182;4718602017;2779,649
4718607016;181;4718603003;1303,262
4718607016;199;4718604037;2077,047
4718607016;178;4718604038;2110,982
4718607016;179;4718604038;2110,982
4718607016;175;4718606030;1117,225
4718607016;176;4718606030;1117,225
4718607016;177;4718606036;2679,031
4718607016;192;4718608024;1703,791
4718607016;191;4718608031;1515,615
4718607016;193;4718608032;1256,592
4718607016;180;4718609002;1767,838
4718607016;187;4718610022;4166,045
4718607016;188;4718610034;2928,767
4718607016;198;4718610034;2928,767
4718607016;186;4718610046;2463,831
4718607016;183;4718611015;3110,362
4718607016;185;4718611033;4826,465
4718607016;184;4718611040;3659,576
4718607016;201;4701001004;5989,215
4718607016;174;4705001001;9213,794
4718607016;167;4705201003;5778,450
4718607016;162;4707601001;7751,086
4718607016;166;4716101001;12722,649
4718607016;164;4717501001;13453,787
4718607016;189;4718610030;5273,252
4718607016;114;3406901002;26690,305
4718607016;196;4712202001;24533,784
4718607016;165;4715901001;24265,653
4718607016;173;4716502001;25916,400
4718607018;181;4718603003;521,746
4718607018;195;4718606017;161,865
4718607018;175;4718606030;848,149
4718607018;176;4718606030;848,149
4718607018;194;4718607005;281,013
4718607018;190;4718608004;958,160
4718607018;182;4718602017;1999,902
4718607018;199;4718604037;1333,350
4718607018;178;4718604038;1713,999
4718607018;179;4718604038;1713,999
4718607018;177;4718606036;3161,065
4718607018;197;4718607011;1128,882
4718607018;192;4718608024;1630,700
4718607018;191;4718608031;1741,058
4718607018;193;4718608032;1686,802
4718607018;180;4718609002;1264,916
4718607018;187;4718610022;3385,316
4718607018;189;4718610030;4497,204
4718607018;188;4718610034;2250,077
4718607018;198;4718610034;2250,077
4718607018;186;4718610046;2384,132
4718607018;183;4718611015;2328,658
4718607018;185;4718611033;4076,979
4718607018;184;4718611040;2902,387
4718607018;201;4701001004;5213,324
4718607018;174;4705001001;9783,002
4718607018;167;4705201003;5991,002
4718607018;162;4707601001;7238,858
4718607018;166;4716101001;11946,749
4718607018;164;4717501001;13721,180
4718607018;114;3406901002;27395,455
4718607018;196;4712202001;24408,710
4718607018;165;4715901001;23562,847
4718607018;173;4716502001;25133,971
4718607019;195;4718606017;740,042
4718607019;194;4718607005;528,093
4718607019;197;4718607011;406,968
4718607019;190;4718608004;446,102
4718607019;182;4718602017;2792,823
4718607019;181;4718603003;1329,260
4718607019;199;4718604037;2123,442
4718607019;178;4718604038;2204,032
4718607019;179;4718604038;2204,032
4718607019;175;4718606030;1210,307
4718607019;176;4718606030;1210,307
4718607019;177;4718606036;2759,663
4718607019;192;4718608024;1610,966
4718607019;191;4718608031;1409,667
4718607019;193;4718608032;1151,328
4718607019;180;4718609002;1717,967
4718607019;187;4718610022;4192,224
4718607019;188;4718610034;2901,605
4718607019;198;4718610034;2901,605
4718607019;186;4718610046;2367,484
4718607019;183;4718611015;3126,760
4718607019;185;4718611033;4873,144
4718607019;184;4718611040;3702,633
4718607019;201;4701001004;5995,959
4718607019;174;4705001001;9126,482
4718607019;167;4705201003;5877,567
4718607019;162;4707601001;7840,817
4718607019;166;4716101001;12728,400
4718607019;164;4717501001;13547,797
4718607019;189;4718610030;5280,410
4718607019;114;3406901002;26627,526
4718607019;196;4712202001;24640,611
4718607019;165;4715901001;24328,157
4718607019;173;4716502001;25934,317
4718607020;195;4718606017;731,754
4718607020;194;4718607005;564,669
4718607020;197;4718607011;304,532
4718607020;190;4718608004;613,433
4718607020;182;4718602017;2829,424
4718607020;181;4718603003;1347,791
4718607020;199;4718604037;2106,677
4718607020;178;4718604038;2094,747
4718607020;179;4718604038;2094,747
4718607020;175;4718606030;1102,914
4718607020;176;4718606030;1102,914
4718607020;177;4718606036;2603,558
4718607020;192;4718608024;1776,086
4718607020;191;4718608031;1574,877
4718607020;193;4718608032;1300,591
4718607020;180;4718609002;1841,378
4718607020;187;4718610022;4207,796
4718607020;188;4718610034;2995,995
4718607020;198;4718610034;2995,995
4718607020;186;4718610046;2534,481
4718607020;183;4718611015;3158,203
4718607020;185;4718611033;4854,308
4718607020;184;4718611040;3690,413
4718607020;201;4701001004;6041,489
4718607020;174;4705001001;9225,316
4718607020;167;4705201003;5709,555
4718607020;162;4707601001;7737,732
4718607020;166;4716101001;12775,044
4718607020;164;4717501001;13381,785
4718607020;189;4718610030;5325,414
4718607020;114;3406901002;26676,727
4718607020;196;4712202001;24481,761
4718607020;165;4715901001;24279,940
4718607020;173;4716502001;25962,003
4718607021;195;4718606017;868,768
4718607021;175;4718606030;938,835
4718607021;176;4718606030;938,835
4718607021;194;4718607005;809,549
4718607021;197;4718607011;370,794
4718607021;182;4718602017;2966,954
4718607021;181;4718603003;1483,411
4718607021;199;4718604037;2135,560
4718607021;178;4718604038;1884,647
4718607021;179;4718604038;1884,647
4718607021;177;4718606036;2234,230
4718607021;190;4718608004;1009,963
4718607021;192;4718608024;2171,148
4718607021;191;4718608031;1965,822
4718607021;193;4718608032;1663,182
4718607021;180;4718609002;2166,397
4718607021;187;4718610022;4285,967
4718607021;188;4718610034;3254,904
4718607021;198;4718610034;3254,904
4718607021;186;4718610046;2931,885
4718607021;183;4718611015;3280,649
4718607021;185;4718611033;4848,195
4718607021;184;4718611040;3707,346
4718607021;201;4701001004;6180,681
4718607021;174;4705001001;9454,998
4718607021;167;4705201003;5311,154
4718607021;162;4707601001;7515,740
4718607021;166;4716101001;12908,142
4718607021;164;4717501001;12986,503
4718607021;189;4718610030;5465,592
4718607021;114;3406901002;26782,402
4718607021;196;4712202001;24111,421
4718607021;165;4715901001;24184,912
4718607021;173;4716502001;26046,877
4718608001;195;4718606017;955,114
4718608001;194;4718607005;751,425
4718608001;190;4718608004;559,417
4718608001;192;4718608024;807,101
4718608001;191;4718608031;909,009
4718608001;193;4718608032;987,987
4718608001;180;4718609002;925,493
4718608001;182;4718602017;2358,184
4718608001;181;4718603003;1171,286
4718608001;199;4718604037;2013,278
4718608001;178;4718604038;2571,643
4718608001;179;4718604038;2571,643
4718608001;175;4718606030;1671,071
4718608001;176;4718606030;1671,071
4718608001;177;4718606036;3626,910
4718608001;197;4718607011;1268,039
4718608001;187;4718610022;3812,885
4718608001;189;4718610030;4744,733
4718608001;188;4718610034;2191,938
4718608001;198;4718610034;2191,938
4718608001;186;4718610046;1578,074
4718608001;183;4718611015;2702,312
4718608001;185;4718611033;4651,890
4718608001;184;4718611040;3476,395
4718608001;201;4701001004;5450,805
4718608001;174;4705001001;9040,192
4718608001;167;4705201003;6679,724
4718608001;162;4707601001;8054,481
4718608001;166;4716101001;12152,552
4718608001;164;4717501001;14378,674
4718608001;114;3406901002;26797,103
4718608001;196;4712202001;25250,386
4718608001;165;4715901001;24187,646
4718608001;173;4716502001;25426,735
4718608002;195;4718606017;748,410
4718608002;194;4718607005;509,453
4718608002;197;4718607011;971,883
4718608002;190;4718608004;349,806
4718608002;182;4718602017;2448,887
4718608002;181;4718603003;1117,511
4718608002;199;4718604037;1970,971
4718608002;178;4718604038;2380,482
4718608002;179;4718604038;2380,482
4718608002;175;4718606030;1438,646
4718608002;176;4718606030;1438,646
4718608002;177;4718606036;3322,163
4718608002;192;4718608024;1091,044
4718608002;191;4718608031;1062,034
4718608002;193;4718608032;1001,008
4718608002;180;4718609002;1172,092
4718608002;187;4718610022;3891,473
4718608002;189;4718610030;4888,889
4718608002;188;4718610034;2403,530
4718608002;198;4718610034;2403,530
4718608002;186;4718610046;1861,653
4718608002;183;4718611015;2792,056
4718608002;185;4718611033;4673,773
4718608002;184;4718611040;3494,407
4718608002;201;4701001004;5600,210
4718608002;174;4705001001;9099,667
4718608002;167;4705201003;6384,143
4718608002;162;4707601001;7932,438
4718608002;166;4716101001;12319,327
4718608002;164;4717501001;14077,841
4718608002;114;3406901002;26773,306
4718608002;196;4712202001;25008,980
4718608002;165;4715901001;24194,487
4718608002;173;4716502001;25569,138
4718608004;195;4718606017;964,693
4718608004;194;4718607005;709,186
4718608004;197;4718607011;775,909
4718608004;190;4718608004;0,000
4718608004;191;4718608031;965,681
4718608004;193;4718608032;758,639
4718608004;182;4718602017;2796,768
4718608004;181;4718603003;1431,933
4718608004;199;4718604037;2278,599
4718608004;178;4718604038;2557,615
4718608004;179;4718604038;2557,615
4718608004;175;4718606030;1576,900
4718608004;176;4718606030;1576,900
4718608004;177;4718606036;3160,447
4718608004;192;4718608024;1195,816
4718608004;180;4718609002;1481,903
4718608004;187;4718610022;4236,344
4718608004;188;4718610034;2735,912
4718608004;198;4718610034;2735,912
4718608004;186;4718610046;1937,409
4718608004;183;4718611015;3139,516
4718608004;184;4718611040;3822,473
4718608004;201;4701001004;5949,394
4718608004;174;4705001001;8831,941
4718608004;167;4705201003;6318,025
4718608004;162;4707601001;8162,903
4718608004;166;4716101001;12666,905
4718608004;164;4717501001;13977,153
4718608004;189;4718610030;5238,355
4718608004;185;4718611033;5001,539
4718608004;114;3406901002;26451,703
4718608004;196;4712202001;25076,641
4718608004;165;4715901001;24510,632
4718608004;173;4716502001;25918,896
4718608005;194;4718607005;778,432
4718608005;190;4718608004;338,022
4718608005;192;4718608024;881,089
4718608005;191;4718608031;792,235
4718608005;193;4718608032;768,285
4718608005;182;4718602017;2601,213
4718608005;181;4718603003;1347,567
4718608005;199;4718604037;2200,148
4718608005;178;4718604038;2650,201
4718608005;179;4718604038;2650,201
4718608005;195;4718606017;1017,953
4718608005;175;4718606030;1706,029
4718608005;176;4718606030;1706,029
4718608005;177;4718606036;3481,632
4718608005;197;4718607011;1099,748
4718608005;180;4718609002;1174,804
4718608005;187;4718610022;4053,864
4718608005;189;4718610030;4999,474
4718608005;188;4718610034;2446,305
4718608005;198;4718610034;2446,305
4718608005;186;4718610046;1641,028
4718608005;183;4718611015;2945,519
4718608005;185;4718611033;4873,210
4718608005;184;4718611040;3695,262
4718608005;201;4701001004;5706,149
4718608005;174;4705001001;8856,446
4718608005;167;4705201003;6599,347
4718608005;162;4707601001;8193,471
4718608005;166;4716101001;12408,974
4718608005;164;4717501001;14277,011
4718608005;114;3406901002;26572,172
4718608005;196;4712202001;25270,137
4718608005;165;4715901001;24404,445
4718608005;173;4716502001;25681,858
4718608006;194;4718607005;984,784
4718608006;190;4718608004;300,169
4718608006;191;4718608031;677,492
4718608006;193;4718608032;475,584
4718608006;182;4718602017;2937,886
4718608006;181;4718603003;1649,531
4718608006;199;4718604037;2503,193
4718608006;178;4718604038;2849,645
4718608006;179;4718604038;2849,645
4718608006;195;4718606017;1239,331
4718608006;175;4718606030;1873,587
4718608006;176;4718606030;1873,587
4718608006;177;4718606036;3381,122
4718608006;197;4718607011;1014,454
4718608006;192;4718608024;1007,840
4718608006;180;4718609002;1488,184
4718608006;187;4718610022;4389,576
4718608006;188;4718610034;2766,621
4718608006;198;4718610034;2766,621
4718608006;186;4718610046;1708,520
4718608006;183;4718611015;3282,182
4718608006;184;4718611040;4018,579
4718608006;201;4701001004;6041,112
4718608006;174;4705001001;8571,907
4718608006;167;4705201003;6581,982
4718608006;162;4707601001;8441,185
4718608006;166;4716101001;12739,581
4718608006;164;4717501001;14221,761
4718608006;189;4718610030;5335,293
4718608006;185;4718611033;5197,516
4718608006;114;3406901002;26247,722
4718608006;196;4712202001;25373,786
4718608006;165;4715901001;24723,429
4718608006;173;4716502001;26017,136
4718608009;190;4718608004;813,595
4718608009;192;4718608024;506,162
4718608009;191;4718608031;781,038
4718608009;180;4718609002;775,661
4718608009;182;4718602017;2365,742
4718608009;181;4718603003;1352,551
4718608009;199;4718604037;2159,253
4718608009;178;4718604038;2829,645
4718608009;179;4718604038;2829,645
4718608009;195;4718606017;1241,026
4718608009;175;4718606030;1960,699
4718608009;176;4718606030;1960,699
4718608009;177;4718606036;3933,867
4718608009;194;4718607005;1055,750
4718608009;197;4718607011;1562,710
4718608009;193;4718608032;1011,097
4718608009;187;4718610022;3818,249
4718608009;189;4718610030;4671,574
4718608009;188;4718610034;2053,521
4718608009;198;4718610034;2053,521
4718608009;186;4718610046;1271,354
4718608009;183;4718611015;2705,803
4718608009;185;4718611033;4712,055
4718608009;184;4718611040;3547,256
4718608009;201;4701001004;5369,100
4718608009;174;4705001001;8928,712
4718608009;167;4705201003;6995,150
4718608009;162;4707601001;8243,581
4718608009;166;4716101001;12041,917
4718608009;164;4717501001;14694,296
4718608009;114;3406901002;26763,073
4718608009;196;4712202001;25534,147
4718608009;165;4715901001;24246,623
4718608009;173;4716502001;25340,485
4718608012;194;4718607005;906,267
4718608012;190;4718608004;586,461
4718608012;192;4718608024;666,945
4718608012;191;4718608031;745,367
4718608012;193;4718608032;867,836
4718608012;180;4718609002;959,982
4718608012;182;4718602017;2473,355
4718608012;181;4718603003;1333,384
4718608012;199;4718604037;2170,164
4718608012;178;4718604038;2739,036
4718608012;179;4718604038;2739,036
4718608012;195;4718606017;1118,620
4718608012;175;4718606030;1831,645
4718608012;176;4718606030;1831,645
4718608012;177;4718606036;3718,400
4718608012;197;4718607011;1341,381
4718608012;187;4718610022;3929,120
4718608012;189;4718610030;4828,271
4718608012;188;4718610034;2239,587
4718608012;198;4718610034;2239,587
4718608012;186;4718610046;1437,542
4718608012;183;4718611015;2816,559
4718608012;185;4718611033;4787,862
4718608012;184;4718611040;3614,990
4718608012;201;4701001004;5530,614
4718608012;174;4705001001;8886,850
4718608012;167;4705201003;6807,147
4718608012;162;4707601001;8220,504
4718608012;166;4716101001;12219,076
4718608012;164;4717501001;14496,540
4718608012;114;3406901002;26667,055
4718608012;196;4712202001;25410,808
4718608012;165;4715901001;24325,035
4718608012;173;4716502001;25506,029
4718608013;194;4718607005;970,612
4718608013;190;4718608004;514,591
4718608013;192;4718608024;682,504
4718608013;191;4718608031;618,173
4718608013;193;4718608032;702,668
4718608013;182;4718602017;2638,043
4718608013;181;4718603003;1470,509
4718608013;199;4718604037;2314,602
4718608013;178;4718604038;2831,882
4718608013;179;4718604038;2831,882
4718608013;195;4718606017;1200,994
4718608013;175;4718606030;1900,692
4718608013;176;4718606030;1900,692
4718608013;177;4718606036;3673,998
4718608013;197;4718607011;1289,432
4718608013;180;4718609002;1114,612
4718608013;187;4718610022;4093,805
4718608013;189;4718610030;4991,818
4718608013;188;4718610034;2394,969
4718608013;198;4718610034;2394,969
4718608013;186;4718610046;1435,803
4718608013;183;4718611015;2981,385
4718608013;185;4718611033;4947,652
4718608013;184;4718611040;3773,538
4718608013;201;4701001004;5693,443
4718608013;174;4705001001;8738,578
4718608013;167;4705201003;6805,697
4718608013;162;4707601001;8346,060
4718608013;166;4716101001;12378,417
4718608013;164;4717501001;14479,703
4718608013;114;3406901002;26504,847
4718608013;196;4712202001;25471,666
4718608013;165;4715901001;24484,418
4718608013;173;4716502001;25668,376
4718608014;190;4718608004;693,919
4718608014;192;4718608024;526,309
4718608014;191;4718608031;644,397
4718608014;193;4718608032;840,755
4718608014;180;4718609002;947,247
4718608014;182;4718602017;2522,596
4718608014;181;4718603003;1445,332
4718608014;199;4718604037;2271,431
4718608014;178;4718604038;2875,289
4718608014;179;4718604038;2875,289
4718608014;195;4718606017;1259,502
4718608014;175;4718606030;1974,156
4718608014;176;4718606030;1974,156
4718608014;177;4718606036;3844,170
4718608014;194;4718607005;1050,040
4718608014;197;4718607011;1462,214
4718608014;187;4718610022;3976,886
4718608014;189;4718610030;4841,556
4718608014;188;4718610034;2224,977
4718608014;198;4718610034;2224,977
4718608014;186;4718610046;1295,322
4718608014;183;4718611015;2863,948
4718608014;185;4718611033;4857,759
4718608014;184;4718611040;3689,093
4718608014;201;4701001004;5539,741
4718608014;174;4705001001;8796,571
4718608014;167;4705201003;6947,056
4718608014;162;4707601001;8337,701
4718608014;166;4716101001;12213,527
4718608014;164;4717501001;14632,830
4718608014;114;3406901002;26608,172
4718608014;196;4712202001;25553,549
4718608014;165;4715901001;24394,346
4718608014;173;4716502001;25511,669
4718608015;190;4718608004;784,744
4718608015;192;4718608024;427,470
4718608015;191;4718608031;605,682
4718608015;193;4718608032;858,130
4718608015;180;4718609002;929,030
4718608015;182;4718602017;2539,375
4718608015;181;4718603003;1510,665
4718608015;199;4718604037;2326,846
4718608015;178;4718604038;2960,017
4718608015;179;4718604038;2960,017
4718608015;195;4718606017;1350,081
4718608015;175;4718606030;2066,512
4718608015;176;4718606030;2066,512
4718608015;177;4718606036;3939,344
4718608015;194;4718607005;1144,864
4718608015;197;4718607011;1556,210
4718608015;187;4718610022;3990,961
4718608015;189;4718610030;4831,005
4718608015;188;4718610034;2198,420
4718608015;198;4718610034;2198,420
4718608015;186;4718610046;1196,546
4718608015;183;4718611015;2878,875
4718608015;185;4718611033;4887,400
4718608015;184;4718611040;3722,518
4718608015;201;4701001004;5526,043
4718608015;174;4705001001;8754,401
4718608015;167;4705201003;7045,929
4718608015;162;4707601001;8403,909
4718608015;166;4716101001;12188,795
4718608015;164;4717501001;14731,146
4718608015;114;3406901002;26589,300
4718608015;172;4708601001;29936,407
4718608015;196;4712202001;25645,804
4718608015;165;4715901001;24421,826
4718608015;173;4716502001;25493,937
4718608016;190;4718608004;853,619
4718608016;192;4718608024;357,373
4718608016;191;4718608031;597,085
4718608016;193;4718608032;886,866
4718608016;180;4718609002;911,954
4718608016;182;4718602017;2543,294
4718608016;181;4718603003;1551,550
4718608016;199;4718604037;2359,326
4718608016;178;4718604038;3015,207
4718608016;179;4718604038;3015,207
4718608016;195;4718606017;1410,913
4718608016;175;4718606030;2128,596
4718608016;176;4718606030;2128,596
4718608016;177;4718606036;4009,441
4718608016;194;4718607005;1209,602
4718608016;197;4718607011;1625,995
4718608016;187;4718610022;3992,080
4718608016;189;4718610030;4814,375
4718608016;188;4718610034;2171,999
4718608016;198;4718610034;2171,999
4718608016;186;4718610046;1127,391
4718608016;183;4718611015;2881,183
4718608016;185;4718611033;4899,565
4718608016;184;4718611040;3737,826
4718608016;201;4701001004;5507,066
4718608016;174;4705001001;8734,646
4718608016;167;4705201003;7115,977
4718608016;162;4707601001;8443,397
4718608016;166;4716101001;12161,666
4718608016;164;4717501001;14801,714
4718608016;114;3406901002;26586,421
4718608016;172;4708601001;29867,571
4718608016;196;4712202001;25707,263
4718608016;165;4715901001;24431,463
4718608016;173;4716502001;25471,376
4718608017;190;4718608004;731,660
4718608017;192;4718608024;466,779
4718608017;191;4718608031;479,279
4718608017;193;4718608032;717,983
4718608017;182;4718602017;2676,181
4718608017;181;4718603003;1609,457
4718608017;199;4718604037;2437,110
4718608017;178;4718604038;3023,887
4718608017;179;4718604038;3023,887
4718608017;195;4718606017;1399,960
4718608017;175;4718606030;2108,709
4718608017;176;4718606030;2108,709
4718608017;177;4718606036;3891,690
4718608017;194;4718607005;1179,604
4718608017;197;4718607011;1507,469
4718608017;180;4718609002;1070,856
4718608017;187;4718610022;4128,890
4718608017;189;4718610030;4972,952
4718608017;188;4718610034;2338,614
4718608017;198;4718610034;2338,614
4718608017;186;4718610046;1210,204
4718608017;183;4718611015;3016,407
4718608017;184;4718611040;3851,128
4718608017;201;4701001004;5667,871
