CUSEC_origen;centro_salud_id;CUSEC_servicio;distancia
4718602012;358;4717502003;12720,100
4718602012;197;4723101003;5312,742
4718602012;360;4723101003;5312,742
4718602012;169;4712202001;24602,862
4718602012;315;4712202001;24602,862
4718602012;136;4715901001;22440,755
4718602012;357;4715901001;22440,755
4718602012;159;4716502002;22350,336
4718602012;389;4716502002;22350,336
4718602013;116;4718602005;327,029
4718602013;117;4718602005;327,029
4718602013;212;4718611004;911,064
4718602013;29;4701001006;4354,014
4718602013;349;4701001006;4354,014
4718602013;258;4718604001;1350,289
4718602013;143;4718604038;2274,429
4718602013;211;4718604038;2274,429
4718602013;388;4718604038;2274,429
4718602013;256;4718606014;2248,187
4718602013;28;4718606018;1860,303
4718602013;260;4718606018;1860,303
4718602013;176;4718606030;2038,145
4718602013;374;4718607016;2337,679
4718602013;186;4718608006;2415,176
4718602013;38;4718608031;2592,134
4718602013;166;4718608031;2592,134
4718602013;320;4718608031;2592,134
4718602013;165;4718609011;1556,886
4718602013;140;4718610030;2949,264
4718602013;132;4718610036;1085,894
4718602013;214;4718610046;2531,766
4718602013;84;4718610049;1357,330
4718602013;359;4718610049;1357,330
4718602013;62;4718611031;4117,198
4718602013;128;4718608036;4446,831
4718602013;129;4705001001;10686,934
4718602013;379;4705001001;10686,934
4718602013;173;4707601001;6818,898
4718602013;352;4707601001;6818,898
4718602013;114;4713301001;9555,849
4718602013;343;4713301001;9555,849
4718602013;196;4717502003;12831,754
4718602013;358;4717502003;12831,754
4718602013;197;4723101003;5200,937
4718602013;360;4723101003;5200,937
4718602013;169;4712202001;24697,954
4718602013;315;4712202001;24697,954
4718602013;136;4715901001;22444,885
4718602013;357;4715901001;22444,885
4718602013;159;4716502002;22310,812
4718602013;389;4716502002;22310,812
4718602014;116;4718602005;407,291
4718602014;117;4718602005;407,291
4718602014;212;4718611004;720,798
4718602014;29;4701001006;4103,548
4718602014;349;4701001006;4103,548
4718602014;258;4718604001;1515,601
4718602014;143;4718604038;2349,146
4718602014;211;4718604038;2349,146
4718602014;388;4718604038;2349,146
4718602014;256;4718606014;2437,386
4718602014;28;4718606018;2100,384
4718602014;260;4718606018;2100,384
4718602014;176;4718606030;2217,390
4718602014;374;4718607016;2589,345
4718602014;186;4718608006;2685,588
4718602014;38;4718608031;2856,893
4718602014;166;4718608031;2856,893
4718602014;320;4718608031;2856,893
4718602014;165;4718609011;1818,334
4718602014;140;4718610030;2688,056
4718602014;132;4718610036;1178,107
4718602014;214;4718610046;2750,430
4718602014;84;4718610049;1088,426
4718602014;359;4718610049;1088,426
4718602014;62;4718611031;3879,232
4718602014;128;4718608036;4716,045
4718602014;129;4705001001;10936,355
4718602014;379;4705001001;10936,355
4718602014;173;4707601001;6657,539
4718602014;352;4707601001;6657,539
4718602014;114;4713301001;9757,635
4718602014;343;4713301001;9757,635
4718602014;196;4717502003;12893,058
4718602014;358;4717502003;12893,058
4718602014;197;4723101003;5129,571
4718602014;360;4723101003;5129,571
4718602014;169;4712202001;24624,593
4718602014;315;4712202001;24624,593
4718602014;136;4715901001;22187,521
4718602014;357;4715901001;22187,521
4718602014;159;4716502002;22041,185
4718602014;389;4716502002;22041,185
4718602015;116;4718602005;633,008
4718602015;117;4718602005;633,008
4718602015;84;4718610049;802,273
4718602015;359;4718610049;802,273
4718602015;212;4718611004;601,901
4718602015;29;4701001006;3832,184
4718602015;349;4701001006;3832,184
4718602015;258;4718604001;1731,157
4718602015;143;4718604038;2470,869
4718602015;211;4718604038;2470,869
4718602015;388;4718604038;2470,869
4718602015;256;4718606014;2664,118
4718602015;28;4718606018;2370,685
4718602015;260;4718606018;2370,685
4718602015;176;4718606030;2436,888
4718602015;374;4718607016;2867,805
4718602015;186;4718608006;2977,182
4718602015;38;4718608031;3141,017
4718602015;166;4718608031;3141,017
4718602015;320;4718608031;3141,017
4718602015;165;4718609011;2100,071
4718602015;140;4718610030;2405,682
4718602015;132;4718610036;1323,759
4718602015;214;4718610046;2989,416
4718602015;62;4718611031;3634,188
4718602015;129;4705001001;11201,695
4718602015;379;4705001001;11201,695
4718602015;173;4707601001;6501,511
4718602015;352;4707601001;6501,511
4718602015;114;4713301001;9985,927
4718602015;343;4713301001;9985,927
4718602015;196;4717502003;12976,135
4718602015;358;4717502003;12976,135
4718602015;197;4723101003;5056,520
4718602015;360;4723101003;5056,520
4718602015;128;4718608036;5004,995
4718602015;169;4712202001;24559,795
4718602015;315;4712202001;24559,795
4718602015;136;4715901001;21914,413
4718602015;357;4715901001;21914,413
4718602015;159;4716502002;21749,923
4718602015;389;4716502002;21749,923
4718602017;116;4718602005;522,804
4718602017;117;4718602005;522,804
4718602017;84;4718610049;826,638
4718602017;359;4718610049;826,638
4718602017;212;4718611004;445,986
4718602017;29;4701001006;3942,971
4718602017;349;4701001006;3942,971
4718602017;258;4718604001;1589,345
4718602017;143;4718604038;2294,602
4718602017;211;4718604038;2294,602
4718602017;388;4718604038;2294,602
4718602017;256;4718606014;2525,088
4718602017;28;4718606018;2271,572
4718602017;260;4718606018;2271,572
4718602017;176;4718606030;2294,160
4718602017;374;4718607016;2779,649
4718602017;186;4718608006;2937,886
4718602017;38;4718608031;3140,371
4718602017;166;4718608031;3140,371
4718602017;320;4718608031;3140,371
4718602017;165;4718609011;2106,751
4718602017;140;4718610030;2500,261
4718602017;132;4718610036;1447,605
4718602017;214;4718610046;3053,635
4718602017;62;4718611031;3576,721
4718602017;128;4718608036;4986,896
4718602017;129;4705001001;11234,494
4718602017;379;4705001001;11234,494
4718602017;173;4707601001;6375,505
4718602017;352;4707601001;6375,505
4718602017;114;4713301001;9842,987
4718602017;343;4713301001;9842,987
4718602017;196;4717502003;12794,664
4718602017;358;4717502003;12794,664
4718602017;197;4723101003;5238,182
4718602017;360;4723101003;5238,182
4718602017;169;4712202001;24397,675
4718602017;315;4712202001;24397,675
4718602017;136;4715901001;21894,908
4718602017;357;4715901001;21894,908
4718602017;159;4716502002;21803,750
4718602017;389;4716502002;21803,750
4718602019;116;4718602005;229,806
4718602019;117;4718602005;229,806
4718602019;212;4718611004;609,805
4718602019;29;4701001006;4493,986
4718602019;349;4701001006;4493,986
4718602019;258;4718604001;1023,877
4718602019;143;4718604038;1779,573
4718602019;211;4718604038;1779,573
4718602019;388;4718604038;1779,573
4718602019;256;4718606014;1959,906
4718602019;28;4718606018;1760,199
4718602019;260;4718606018;1760,199
4718602019;176;4718606030;1727,376
4718602019;374;4718607016;2284,036
4718602019;186;4718608006;2551,068
4718602019;38;4718608031;2853,607
4718602019;166;4718608031;2853,607
4718602019;320;4718608031;2853,607
4718602019;165;4718609011;1870,962
4718602019;140;4718610030;3038,874
4718602019;132;4718610036;1638,234
4718602019;214;4718610046;2967,237
4718602019;84;4718610049;1314,981
4718602019;359;4718610049;1314,981
4718602019;62;4718611031;3802,431
4718602019;128;4718608036;4633,802
4718602019;129;4705001001;11001,858
4718602019;379;4705001001;11001,858
4718602019;173;4707601001;6331,861
4718602019;352;4707601001;6331,861
4718602019;114;4713301001;9275,385
4718602019;343;4713301001;9275,385
4718602019;196;4717502003;12324,405
4718602019;358;4717502003;12324,405
4718602019;197;4723101003;5698,495
4718602019;360;4723101003;5698,495
4718602019;169;4712202001;24147,861
4718602019;315;4712202001;24147,861
4718602019;136;4715901001;22188,047
4718602019;357;4715901001;22188,047
4718602019;159;4716502002;22264,748
4718602019;389;4716502002;22264,748
4718603001;258;4718604001;613,385
4718603001;28;4718606018;733,846
4718603001;260;4718606018;733,846
4718603001;116;4718602005;1029,882
4718603001;117;4718602005;1029,882
4718603001;143;4718604038;1721,126
4718603001;211;4718604038;1721,126
4718603001;388;4718604038;1721,126
4718603001;256;4718606014;1227,874
4718603001;176;4718606030;1070,115
4718603001;374;4718607016;1228,197
4718603001;186;4718608006;1508,991
4718603001;38;4718608031;1919,980
4718603001;166;4718608031;1919,980
4718603001;320;4718608031;1919,980
4718603001;165;4718609011;1124,809
4718603001;140;4718610030;4046,023
4718603001;132;4718610036;1774,845
4718603001;214;4718610046;2351,493
4718603001;84;4718610049;2364,814
4718603001;359;4718610049;2364,814
4718603001;212;4718611004;1684,722
4718603001;62;4718611031;4816,798
4718603001;128;4718608036;3597,452
4718603001;29;4701001006;5470,996
4718603001;349;4701001006;5470,996
4718603001;129;4705001001;10051,122
4718603001;379;4705001001;10051,122
4718603001;173;4707601001;7055,393
4718603001;352;4707601001;7055,393
4718603001;114;4713301001;8458,634
4718603001;343;4713301001;8458,634
4718603001;196;4717502003;12099,179
4718603001;358;4717502003;12099,179
4718603001;197;4723101003;6070,558
4718603001;360;4723101003;6070,558
4718603001;169;4712202001;24450,540
4718603001;315;4712202001;24450,540
4718603001;136;4715901001;23215,215
4718603001;357;4715901001;23215,215
4718603001;159;4716502002;23336,108
4718603001;389;4716502002;23336,108
4718603002;116;4718602005;726,048
4718603002;117;4718602005;726,048
4718603002;258;4718604001;583,174
4718603002;143;4718604038;1674,562
4718603002;211;4718604038;1674,562
4718603002;388;4718604038;1674,562
4718603002;256;4718606014;1400,097
4718603002;28;4718606018;1023,337
4718603002;260;4718606018;1023,337
4718603002;176;4718606030;1205,476
4718603002;374;4718607016;1533,048
4718603002;186;4718608006;1805,647
4718603002;38;4718608031;2174,117
4718603002;166;4718608031;2174,117
4718603002;320;4718608031;2174,117
4718603002;165;4718609011;1289,535
4718603002;140;4718610030;3747,802
4718603002;132;4718610036;1660,224
4718603002;214;4718610046;2492,946
4718603002;84;4718610049;2056,264
4718603002;359;4718610049;2056,264
4718603002;212;4718611004;1372,870
4718603002;62;4718611031;4521,507
4718603002;128;4718608036;3894,224
4718603002;29;4701001006;5180,965
4718603002;349;4701001006;5180,965
4718603002;129;4705001001;10321,495
4718603002;379;4705001001;10321,495
4718603002;173;4707601001;6840,425
4718603002;352;4707601001;6840,425
4718603002;114;4713301001;8693,980
4718603002;343;4713301001;8693,980
4718603002;196;4717502003;12161,308
4718603002;358;4717502003;12161,308
4718603002;197;4723101003;5939,181
4718603002;360;4723101003;5939,181
4718603002;169;4712202001;24364,198
4718603002;315;4712202001;24364,198
4718603002;136;4715901001;22918,539
4718603002;357;4715901001;22918,539
4718603002;159;4716502002;23024,626
4718603002;389;4716502002;23024,626
4718603003;116;4718602005;967,110
4718603003;117;4718602005;967,110
4718603003;258;4718604001;460,547
4718603003;28;4718606018;783,744
4718603003;260;4718606018;783,744
4718603003;176;4718606030;989,188
4718603003;143;4718604038;1573,838
4718603003;211;4718604038;1573,838
4718603003;388;4718604038;1573,838
4718603003;256;4718606014;1169,992
4718603003;374;4718607016;1303,262
4718603003;186;4718608006;1649,531
4718603003;38;4718608031;2078,737
4718603003;166;4718608031;2078,737
4718603003;320;4718608031;2078,737
4718603003;165;4718609011;1284,437
4718603003;140;4718610030;3989,206
4718603003;132;4718610036;1851,353
4718603003;214;4718610046;2509,807
4718603003;84;4718610049;2288,047
4718603003;359;4718610049;2288,047
4718603003;212;4718611004;1583,610
4718603003;62;4718611031;4681,859
4718603003;128;4718608036;3735,132
4718603003;29;4701001006;5425,802
4718603003;349;4701001006;5425,802
4718603003;129;4705001001;10203,042
4718603003;379;4705001001;10203,042
4718603003;173;4707601001;6893,313
4718603003;352;4707601001;6893,313
4718603003;114;4713301001;8449,539
4718603003;343;4713301001;8449,539
4718603003;196;4717502003;11992,307
4718603003;358;4717502003;11992,307
4718603003;197;4723101003;6143,183
4718603003;360;4723101003;6143,183
4718603003;169;4712202001;24298,959
4718603003;315;4712202001;24298,959
4718603003;136;4715901001;23080,069
4718603003;357;4715901001;23080,069
4718603003;159;4716502002;23244,992
4718603003;389;4716502002;23244,992
4718603004;258;4718604001;444,249
4718603004;28;4718606018;682,994
4718603004;260;4718606018;682,994
4718603004;176;4718606030;904,042
4718603004;116;4718602005;1070,718
4718603004;117;4718602005;1070,718
4718603004;143;4718604038;1543,894
4718603004;211;4718604038;1543,894
4718603004;388;4718604038;1543,894
4718603004;256;4718606014;1076,049
4718603004;374;4718607016;1206,767
4718603004;186;4718608006;1588,024
4718603004;38;4718608031;2043,338
4718603004;166;4718608031;2043,338
4718603004;320;4718608031;2043,338
4718603004;165;4718609011;1293,855
4718603004;140;4718610030;4092,360
4718603004;132;4718610036;1934,631
4718603004;214;4718610046;2521,493
4718603004;84;4718610049;2388,165
4718603004;359;4718610049;2388,165
4718603004;212;4718611004;1677,295
4718603004;62;4718611031;4754,169
4718603004;128;4718608036;3668,421
4718603004;29;4701001006;5530,074
4718603004;349;4701001006;5530,074
4718603004;129;4705001001;10151,743
4718603004;379;4705001001;10151,743
4718603004;173;4707601001;6921,009
4718603004;352;4707601001;6921,009
4718603004;114;4713301001;8346,442
4718603004;343;4713301001;8346,442
4718603004;196;4717502003;11923,575
4718603004;358;4717502003;11923,575
4718603004;197;4723101003;6229,074
4718603004;360;4723101003;6229,074
4718603004;169;4712202001;24274,729
4718603004;315;4712202001;24274,729
4718603004;136;4715901001;23151,116
4718603004;357;4715901001;23151,116
4718603004;159;4716502002;23339,842
4718603004;389;4716502002;23339,842
4718603005;116;4718602005;973,572
4718603005;117;4718602005;973,572
4718603005;258;4718604001;225,161
4718603005;28;4718606018;865,183
4718603005;260;4718606018;865,183
4718603005;176;4718606030;859,419
4718603005;143;4718604038;1337,434
4718603005;211;4718604038;1337,434
4718603005;388;4718604038;1337,434
4718603005;256;4718606014;1070,431
4718603005;374;4718607016;1399,234
4718603005;186;4718608006;1840,390
4718603005;38;4718608031;2302,979
4718603005;166;4718608031;2302,979
4718603005;320;4718608031;2302,979
4718603005;165;4718609011;1529,667
4718603005;140;4718610030;3967,593
4718603005;132;4718610036;2025,733
4718603005;214;4718610046;2755,059
4718603005;84;4718610049;2242,189
4718603005;359;4718610049;2242,189
4718603005;212;4718611004;1502,539
4718603005;62;4718611031;4518,855
4718603005;128;4718608036;3914,622
4718603005;29;4701001006;5419,440
4718603005;349;4701001006;5419,440
4718603005;129;4705001001;10408,067
4718603005;379;4705001001;10408,067
4718603005;173;4707601001;6661,934
4718603005;352;4707601001;6661,934
4718603005;114;4713301001;8388,899
4718603005;343;4713301001;8388,899
4718603005;196;4717502003;11797,038
4718603005;358;4717502003;11797,038
4718603005;197;4723101003;6302,359
4718603005;360;4723101003;6302,359
4718603005;169;4712202001;24056,915
4718603005;315;4712202001;24056,915
4718603005;136;4715901001;22912,378
4718603005;357;4715901001;22912,378
4718603005;159;4716502002;23156,965
4718603005;389;4716502002;23156,965
4718603007;116;4718602005;866,621
4718603007;117;4718602005;866,621
4718603007;258;4718604001;328,228
4718603007;28;4718606018;931,399
4718603007;260;4718606018;931,399
4718603007;176;4718606030;976,054
4718603007;143;4718604038;1427,120
4718603007;211;4718604038;1427,120
4718603007;388;4718604038;1427,120
4718603007;256;4718606014;1184,791
4718603007;374;4718607016;1462,680
4718603007;186;4718608006;1854,197
4718603007;38;4718608031;2287,864
4718603007;166;4718608031;2287,864
4718603007;320;4718608031;2287,864
4718603007;165;4718609011;1473,898
4718603007;140;4718610030;3871,877
4718603007;132;4718610036;1913,485
4718603007;214;4718610046;2694,009
4718603007;84;4718610049;2152,610
4718603007;359;4718610049;2152,610
4718603007;212;4718611004;1424,268
4718603007;62;4718611031;4483,990
4718603007;128;4718608036;3937,144
4718603007;29;4701001006;5320,022
4718603007;349;4701001006;5320,022
4718603007;129;4705001001;10411,648
4718603007;379;4705001001;10411,648
4718603007;173;4707601001;6686,817
4718603007;352;4707601001;6686,817
4718603007;114;4713301001;8500,493
4718603007;343;4713301001;8500,493
4718603007;196;4717502003;11906,644
4718603007;358;4717502003;11906,644
4718603007;197;4723101003;6186,859
4718603007;360;4723101003;6186,859
4718603007;169;4712202001;24133,800
4718603007;315;4712202001;24133,800
4718603007;136;4715901001;22881,127
4718603007;357;4715901001;22881,127
4718603007;159;4716502002;23085,357
4718603007;389;4716502002;23085,357
4718603008;116;4718602005;683,958
4718603008;117;4718602005;683,958
4718603008;258;4718604001;462,470
4718603008;143;4718604038;1504,463
4718603008;211;4718604038;1504,463
4718603008;388;4718604038;1504,463
4718603008;256;4718606014;1360,530
4718603008;28;4718606018;1102,588
4718603008;260;4718606018;1102,588
4718603008;176;4718606030;1145,593
4718603008;374;4718607016;1629,949
4718603008;186;4718608006;1973,083
4718603008;38;4718608031;2367,785
4718603008;166;4718608031;2367,785
4718603008;320;4718608031;2367,785
4718603008;165;4718609011;1495,835
4718603008;140;4718610030;3689,698
4718603008;132;4718610036;1793,685
4718603008;214;4718610046;2698,465
4718603008;84;4718610049;1973,330
4718603008;359;4718610049;1973,330
4718603008;212;4718611004;1253,761
4718603008;62;4718611031;4353,244
4718603008;128;4718608036;4061,294
4718603008;29;4701001006;5136,978
4718603008;349;4701001006;5136,978
4718603008;129;4705001001;10509,462
4718603008;379;4705001001;10509,462
4718603008;173;4707601001;6635,492
4718603008;352;4707601001;6635,492
4718603008;114;4713301001;8679,798
4718603008;343;4713301001;8679,798
4718603008;196;4717502003;12024,107
4718603008;358;4717502003;12024,107
4718603008;197;4723101003;6047,157
4718603008;360;4723101003;6047,157
4718603008;169;4712202001;24170,421
4718603008;315;4712202001;24170,421
4718603008;136;4715901001;22751,743
4718603008;357;4715901001;22751,743
4718603008;159;4716502002;22916,432
4718603008;389;4716502002;22916,432
4718603009;116;4718602005;867,734
4718603009;117;4718602005;867,734
4718603009;258;4718604001;616,475
4718603009;28;4718606018;893,179
4718603009;260;4718606018;893,179
4718603009;143;4718604038;1729,209
4718603009;211;4718604038;1729,209
4718603009;388;4718604038;1729,209
4718603009;256;4718606014;1341,004
4718603009;176;4718606030;1164,951
4718603009;374;4718607016;1390,573
4718603009;186;4718608006;1646,338
4718603009;38;4718608031;2023,890
4718603009;166;4718608031;2023,890
4718603009;320;4718608031;2023,890
4718603009;165;4718609011;1167,780
4718603009;140;4718610030;3883,827
4718603009;132;4718610036;1674,582
4718603009;214;4718610046;2384,183
4718603009;84;4718610049;2203,307
4718603009;359;4718610049;2203,307
4718603009;212;4718611004;1529,646
4718603009;62;4718611031;4680,280
4718603009;128;4718608036;3735,023
4718603009;29;4701001006;5309,940
4718603009;349;4701001006;5309,940
4718603009;129;4705001001;10167,845
4718603009;379;4705001001;10167,845
4718603009;173;4707601001;6974,321
4718603009;352;4707601001;6974,321
4718603009;114;4713301001;8602,529
4718603009;343;4713301001;8602,529
4718603009;196;4717502003;12167,845
4718603009;358;4717502003;12167,845
4718603009;197;4723101003;5967,166
4718603009;360;4723101003;5967,166
4718603009;169;4712202001;24444,019
4718603009;315;4712202001;24444,019
4718603009;136;4715901001;23077,593
4718603009;357;4715901001;23077,593
4718603009;159;4716502002;23176,224
4718603009;389;4716502002;23176,224
4718604001;258;4718604001;0,000
4718604001;256;4718606014;936,052
4718604001;28;4718606018;907,927
4718604001;260;4718606018;907,927
4718604001;176;4718606030;705,743
4718604001;116;4718602005;1110,411
4718604001;117;4718602005;1110,411
4718604001;143;4718604038;1114,155
4718604001;211;4718604038;1114,155
4718604001;388;4718604038;1114,155
4718604001;374;4718607016;1433,299
4718604001;186;4718608006;1962,608
4718604001;38;4718608031;2464,151
4718604001;166;4718608031;2464,151
4718604001;320;4718608031;2464,151
4718604001;165;4718609011;1736,751
4718604001;140;4718610030;4051,152
4718604001;132;4718610036;2240,262
4718604001;214;4718610046;2964,130
4718604001;84;4718610049;2313,899
4718604001;359;4718610049;2313,899
4718604001;212;4718611004;1552,387
4718604001;62;4718611031;4458,529
4718604001;128;4718608036;4013,914
4718604001;29;4701001006;5512,681
4718604001;349;4701001006;5512,681
4718604001;129;4705001001;10534,023
4718604001;379;4705001001;10534,023
4718604001;173;4707601001;6499,928
4718604001;352;4707601001;6499,928
4718604001;114;4713301001;8255,105
4718604001;343;4713301001;8255,105
4718604001;196;4717502003;11578,719
4718604001;358;4717502003;11578,719
4718604001;197;4723101003;6506,943
4718604001;360;4723101003;6506,943
4718604001;169;4712202001;23838,697
4718604001;315;4712202001;23838,697
4718604001;136;4715901001;22838,831
4718604001;357;4715901001;22838,831
4718604001;159;4716502002;23169,161
4718604001;389;4716502002;23169,161
4718604002;258;4718604001;76,254
4718604002;256;4718606014;943,145
4718604002;28;4718606018;969,405
4718604002;260;4718606018;969,405
4718604002;176;4718606030;706,710
4718604002;116;4718602005;1123,418
4718604002;117;4718602005;1123,418
4718604002;143;4718604038;1046,267
4718604002;211;4718604038;1046,267
4718604002;388;4718604038;1046,267
4718604002;374;4718607016;1490,401
4718604002;186;4718608006;2034,426
4718604002;38;4718608031;2539,662
4718604002;166;4718608031;2539,662
4718604002;320;4718608031;2539,662
4718604002;165;4718609011;1811,217
4718604002;140;4718610030;4037,245
4718604002;132;4718610036;2288,927
4718604002;214;4718610046;3038,377
4718604002;84;4718610049;2297,851
4718604002;359;4718610049;2297,851
4718604002;212;4718611004;1531,276
4718604002;62;4718611031;4401,744
4718604002;128;4718608036;4081,354
4718604002;29;4701001006;5501,564
4718604002;349;4701001006;5501,564
4718604002;129;4705001001;10605,168
4718604002;379;4705001001;10605,168
4718604002;173;4707601001;6424,932
4718604002;352;4707601001;6424,932
4718604002;114;4713301001;8253,431
4718604002;343;4713301001;8253,431
4718604002;196;4717502003;11528,438
4718604002;358;4717502003;11528,438
4718604002;197;4723101003;6547,021
4718604002;360;4723101003;6547,021
4718604002;169;4712202001;23767,046
4718604002;315;4712202001;23767,046
4718604002;136;4715901001;22777,892
4718604002;357;4715901001;22777,892
4718604002;159;4716502002;23130,065
4718604002;389;4716502002;23130,065
4718604003;258;4718604001;248,882
4718604003;143;4718604038;893,060
4718604003;211;4718604038;893,060
4718604003;388;4718604038;893,060
4718604003;256;4718606014;973,037
4718604003;176;4718606030;730,445
4718604003;116;4718602005;1178,735
4718604003;117;4718602005;1178,735
4718604003;28;4718606018;1111,027
4718604003;260;4718606018;1111,027
4718604003;374;4718607016;1620,335
4718604003;186;4718608006;2195,402
4718604003;38;4718608031;2709,545
4718604003;166;4718608031;2709,545
4718604003;320;4718608031;2709,545
4718604003;165;4718609011;1981,812
4718604003;140;4718610030;4019,367
4718604003;132;4718610036;2410,453
4718604003;214;4718610046;3208,489
4718604003;84;4718610049;2279,014
4718604003;359;4718610049;2279,014
4718604003;212;4718611004;1505,205
4718604003;62;4718611031;4281,401
4718604003;128;4718608036;4231,231
4718604003;29;4701001006;5488,676
4718604003;349;4701001006;5488,676
4718604003;129;4705001001;10763,361
4718604003;379;4705001001;10763,361
4718604003;173;4707601001;6256,997
4718604003;352;4707601001;6256,997
4718604003;114;4713301001;8243,767
4718604003;343;4713301001;8243,767
4718604003;196;4717502003;11409,319
4718604003;358;4717502003;11409,319
4718604003;197;4723101003;6647,106
4718604003;360;4723101003;6647,106
4718604003;169;4712202001;23602,154
4718604003;315;4712202001;23602,154
4718604003;136;4715901001;22645,528
4718604003;357;4715901001;22645,528
4718604003;159;4716502002;23049,630
4718604003;389;4716502002;23049,630
4718604004;258;4718604001;201,106
4718604004;143;4718604038;943,307
4718604004;211;4718604038;943,307
4718604004;388;4718604038;943,307
4718604004;256;4718606014;786,962
4718604004;28;4718606018;920,123
4718604004;260;4718606018;920,123
4718604004;176;4718606030;546,799
4718604004;116;4718602005;1292,916
4718604004;117;4718602005;1292,916
4718604004;374;4718607016;1420,446
4718604004;186;4718608006;2023,379
4718604004;38;4718608031;2560,819
4718604004;166;4718608031;2560,819
4718604004;320;4718608031;2560,819
4718604004;165;4718609011;1889,954
4718604004;140;4718610030;4193,688
4718604004;132;4718610036;2440,899
4718604004;214;4718610046;3116,848
4718604004;84;4718610049;2453,279
4718604004;359;4718610049;2453,279
4718604004;212;4718611004;1683,033
4718604004;62;4718611031;4486,504
4718604004;128;4718608036;4042,483
4718604004;29;4701001006;5660,022
4718604004;349;4701001006;5660,022
4718604004;129;4705001001;10583,302
4718604004;379;4705001001;10583,302
4718604004;173;4707601001;6419,270
4718604004;352;4707601001;6419,270
4718604004;114;4713301001;8087,772
4718604004;343;4713301001;8087,772
4718604004;196;4717502003;11378,958
4718604004;358;4717502003;11378,958
4718604004;197;4723101003;6707,705
4718604004;360;4723101003;6707,705
4718604004;169;4712202001;23674,652
4718604004;315;4712202001;23674,652
4718604004;136;4715901001;22846,983
4718604004;357;4715901001;22846,983
4718604004;159;4716502002;23252,491
4718604004;389;4716502002;23252,491
4718604005;258;4718604001;438,620
4718604005;143;4718604038;925,012
4718604005;211;4718604038;925,012
4718604005;388;4718604038;925,012
4718604005;256;4718606014;518,454
4718604005;28;4718606018;804,867
4718604005;260;4718606018;804,867
4718604005;176;4718606030;277,400
4718604005;116;4718602005;1548,801
4718604005;117;4718602005;1548,801
4718604005;374;4718607016;1253,964
4718604005;186;4718608006;1935,778
4718604005;38;4718608031;2517,573
4718604005;166;4718608031;2517,573
4718604005;320;4718608031;2517,573
4718604005;165;4718609011;1948,972
4718604005;140;4718610030;4463,116
4718604005;132;4718610036;2633,018
4718604005;214;4718610046;3164,154
4718604005;84;4718610049;2722,663
4718604005;359;4718610049;2722,663
4718604005;212;4718611004;1951,962
4718604005;62;4718611031;4702,367
4718604005;128;4718608036;3900,778
4718604005;29;4701001006;5929,462
4718604005;349;4701001006;5929,462
4718604005;129;4705001001;10458,520
4718604005;379;4705001001;10458,520
4718604005;173;4707601001;6516,881
4718604005;352;4707601001;6516,881
4718604005;114;4713301001;7821,639
4718604005;343;4713301001;7821,639
4718604005;196;4717502003;11206,322
4718604005;358;4717502003;11206,322
4718604005;197;4723101003;6917,319
4718604005;360;4723101003;6917,319
4718604005;169;4712202001;23622,078
4718604005;315;4712202001;23622,078
4718604005;136;4715901001;23040,023
4718604005;357;4715901001;23040,023
4718604005;159;4716502002;23501,936
4718604005;389;4716502002;23501,936
4718604006;258;4718604001;430,746
4718604006;143;4718604038;761,000
4718604006;211;4718604038;761,000
4718604006;388;4718604038;761,000
4718604006;256;4718606014;658,709
4718604006;28;4718606018;992,503
4718604006;260;4718606018;992,503
4718604006;176;4718606030;420,150
4718604006;116;4718602005;1504,483
4718604006;117;4718602005;1504,483
4718604006;374;4718607016;1448,014
4718604006;186;4718608006;2121,066
4718604006;38;4718608031;2691,718
4718604006;166;4718608031;2691,718
4718604006;320;4718608031;2691,718
4718604006;165;4718609011;2079,255
4718604006;140;4718610030;4356,882
4718604006;132;4718610036;2670,494
4718604006;214;4718610046;3302,185
4718604006;84;4718610049;2617,136
4718604006;359;4718610049;2617,136
4718604006;212;4718611004;1842,561
4718604006;62;4718611031;4521,578
4718604006;128;4718608036;4094,522
4718604006;29;4701001006;5827,096
4718604006;349;4701001006;5827,096
4718604006;129;4705001001;10651,374
4718604006;379;4705001001;10651,374
4718604006;173;4707601001;6326,511
4718604006;352;4707601001;6326,511
4718604006;114;4713301001;7903,130
4718604006;343;4713301001;7903,130
4718604006;196;4717502003;11150,063
4718604006;358;4717502003;11150,063
4718604006;197;4723101003;6936,482
4718604006;360;4723101003;6936,482
4718604006;169;4712202001;23483,559
4718604006;315;4712202001;23483,559
4718604006;136;4715901001;22850,711
4718604006;357;4715901001;22850,711
4718604006;159;4716502002;23342,358
4718604006;389;4716502002;23342,358
4718604007;258;4718604001;402,227
4718604007;143;4718604038;712,168
4718604007;211;4718604038;712,168
4718604007;388;4718604038;712,168
4718604007;256;4718606014;850,144
4718604007;176;4718606030;612,238
4718604007;116;4718602005;1384,010
4718604007;117;4718602005;1384,010
4718604007;28;4718606018;1135,667
4718604007;260;4718606018;1135,667
4718604007;374;4718607016;1614,084
4718604007;186;4718608006;2252,691
4718604007;38;4718608031;2799,963
4718604007;166;4718608031;2799,963
4718604007;320;4718608031;2799,963
4718604007;165;4718609011;2127,719
4718604007;140;4718610030;4184,689
4718604007;132;4718610036;2614,476
4718604007;214;4718610046;3355,171
4718604007;84;4718610049;2447,047
