CUSEC,dist_min_especializada_km,n_especializada_1km,n_especializada_5km,n_especializada_15km,n_especializada_30km,disp_ponderada_especializada,dist_min_primaria_km,n_primaria_1km,n_primaria_5km,n_primaria_15km,n_primaria_30km,disp_ponderada_primaria
0501906001,0.8934660511486552,2,2,3,3,2.3,0.0,3,7,7,16,6.300000000000001
0501906002,0.0,1,2,3,3,1.9000000000000001,0.0,5,7,7,14,6.9
0501906003,3.6986284965504677,0,2,3,3,1.5,3.261357238278788,0,7,7,16,5.1000000000000005
0501906004,0.7896961804259838,1,2,3,3,1.9000000000000001,0.22959431709407394,3,7,7,16,6.300000000000001
0501906005,0.9567378019402087,1,2,3,3,1.9000000000000001,0.34912420292536667,3,7,7,16,6.300000000000001
0501906006,0.7737902064200882,1,2,3,3,1.9000000000000001,0.5050149181613847,3,7,7,16,6.300000000000001
0501906008,1.1748945107273012,0,3,3,3,1.7999999999999998,0.9635150469761308,1,7,7,15,5.3999999999999995
0501906009,0.5913551102009539,2,2,3,3,2.3,0.34365169219226865,3,7,7,16,6.300000000000001
0501906010,0.5453856831829799,1,2,3,3,1.9000000000000001,0.5453856831829799,3,7,7,14,6.1000000000000005
0501906011,10.576886859314099,0,0,3,3,0.8999999999999999,12.318477745792482,0,0,9,17,3.5
0501906012,1.5016513377352367,0,3,3,3,1.7999999999999998,1.5016513377352367,0,7,7,13,4.800000000000001
0501906013,0.0,1,1,3,3,1.6,5.50716494459534,0,0,7,14,2.8000000000000003
0501906014,0.8081859092535486,1,3,3,3,2.2,0.8081859092535486,2,7,7,14,5.7
0502101001,20.374752464227324,0,0,0,1,0.1,1.916809159281931,0,2,2,8,1.8
0502101002,22.270358528392176,0,0,0,1,0.1,0.0,2,2,2,6,2.4
0502201001,19.592232839388455,0,0,0,3,0.30000000000000004,9.325188884608377,0,0,3,16,2.2
0502201002,28.648160436931636,0,0,0,2,0.2,0.0,1,1,5,14,3.1
0502301001,25.16200241506546,0,0,0,1,0.1,10.576091482203001,0,0,4,18,2.6
0502401001,11.647981410969573,0,0,1,1,0.3,10.268103746403384,0,0,4,8,1.6
0502501001,41.10292820823737,0,0,0,0,0.0,8.921977264259898,0,0,2,10,1.4
0502601001,27.214145092594197,0,0,0,1,0.1,9.451438471135775,0,0,4,13,2.1
0502701001,15.071344055117148,0,0,0,3,0.30000000000000004,8.771002274480983,0,0,2,17,2.1
0502901001,34.5083883720152,0,0,0,0,0.0,5.530335283921281,0,0,2,13,1.7000000000000002
0503001001,4.867060264205444,0,1,3,3,1.2,8.94123106488511,0,0,7,16,3.0
0503301001,40.40832174076667,0,0,0,0,0.0,10.908215075343955,0,0,4,12,2.0
0503401001,16.653104793021527,0,0,0,1,0.1,4.493040744107129,0,2,2,16,2.6
0503501001,19.63967996302424,0,0,0,3,0.30000000000000004,17.591038223058863,0,0,0,17,1.7000000000000002
0503601001,25.30704239720853,0,0,0,3,0.30000000000000004,12.960011009220603,0,0,2,13,1.7000000000000002
0503701001,28.6443114694892,0,0,0,1,0.1,11.279744391816749,0,0,2,10,1.4
0503801001,38.57438794356395,0,0,0,0,0.0,11.495716840817066,0,0,2,8,1.2000000000000002
0503901001,23.219320435405397,0,0,0,3,0.30000000000000004,6.297533688768477,0,0,4,17,2.5
0504001001,15.359565209799047,0,0,0,3,0.30000000000000004,7.249324714343136,0,0,3,15,2.1
0504101001,29.864871241313388,0,0,0,1,0.1,0.0,2,2,2,13,3.1
0504201001,30.590559700731763,0,0,0,0,0.0,10.490603146064391,0,0,2,9,1.3
0504301001,31.4668535683091,0,0,0,0,0.0,8.50946381505327,0,0,4,13,2.1
0504401001,43.46676531774346,0,0,0,0,0.0,14.242075162530519,0,0,2,10,1.4
0504501001,26.258075513522147,0,0,0,3,0.30000000000000004,12.972420101003507,0,0,4,11,1.9
0504601001,31.782141905495088,0,0,0,0,0.0,9.119494900521,0,0,2,13,1.7000000000000002
0504701001,15.036785809419964,0,0,0,1,0.1,6.422074759727188,0,0,2,10,1.4
0504703001,19.97973665890291,0,0,0,1,0.1,0.0,2,2,2,8,2.6
0504703002,19.033970422241143,0,0,0,1,0.1,8.1699682168851,0,0,2,10,1.4
0504703003,12.486844147476088,0,0,1,1,0.3,8.676728640733248,0,0,4,10,1.8
0504801001,36.452346971423154,0,0,0,0,0.0,3.4215926246631585,0,2,2,14,2.4000000000000004
0504901001,8.10292997490729,0,0,3,3,0.8999999999999999,9.401231940798413,0,0,9,17,3.5
0505101001,18.085139192671967,0,0,0,1,0.1,4.273979608868227,0,2,2,8,1.8
0505201001,34.31342533324641,0,0,0,0,0.0,14.853959502526228,0,0,2,8,1.2000000000000002
0505301001,10.912617394111514,0,0,3,3,0.8999999999999999,10.747292306380038,0,0,9,13,3.0999999999999996
0505401001,27.69647437060359,0,0,0,1,0.1,9.828299463232405,0,0,4,13,2.1
0505501001,36.61677705779683,0,0,0,0,0.0,3.089202771180677,0,2,3,7,1.9
0505601001,22.576090447992314,0,0,0,1,0.1,10.939797801520301,0,0,2,14,1.8000000000000003
0505701001,28.84108592175292,0,0,0,2,0.2,2.8547392259517976,0,2,3,16,2.8
0505702001,28.891314008715344,0,0,0,2,0.2,2.605166481969447,0,2,3,16,2.8
0505702002,30.809195663357123,0,0,0,0,0.0,0.0,2,2,3,8,2.8
0505801001,25.77808272888699,0,0,0,1,0.1,13.041617438679056,0,0,2,14,1.8000000000000003
0505901001,25.646828028753724,0,0,0,3,0.30000000000000004,4.118149186491828,0,2,6,17,3.5
0506001001,35.819161071797865,0,0,0,0,0.0,7.0447846264277585,0,0,2,16,2.0
0506101001,5.505857750303459,0,0,3,3,0.8999999999999999,5.40093509069233,0,0,7,15,2.9000000000000004
0506201001,31.357709255252654,0,0,0,0,0.0,5.115327661353095,0,0,4,12,2.0
0506301001,39.18103789634328,0,0,0,0,0.0,9.221394627245614,0,0,2,8,1.2000000000000002
0506401001,31.920238569162027,0,0,0,0,0.0,6.479822969950389,0,0,4,12,2.0
0506501001,32.52850853081253,0,0,0,0,0.0,7.3986325498038905,0,0,4,14,2.2
0506601001,9.122684490939355,0,0,1,1,0.3,9.122684490939355,0,0,8,12,2.8
0506701001,23.1037327776931,0,0,0,3,0.30000000000000004,7.456694271972978,0,0,4,17,2.5
0506901001,34.204333624663285,0,0,0,0,0.0,9.89041623848178,0,0,4,9,1.7
0507001001,24.012421895153892,0,0,0,1,0.1,10.850068686352055,0,0,3,14,2.0
0507201001,35.41934870912514,0,0,0,0,0.0,2.8311124175158056,0,2,2,11,2.1
0507301001,40.31560395891414,0,0,0,0,0.0,10.692330493854369,0,0,4,14,2.2
0507401001,36.21705619063071,0,0,0,0,0.0,0.0,2,2,2,14,3.2
0507501001,36.316051669708735,0,0,0,0,0.0,9.760938774985313,0,0,2,9,1.3
0507601001,5.959926339301281,0,0,3,3,0.8999999999999999,5.603966406718072,0,0,7,16,3.0
0507701001,34.351731651240975,0,0,0,0,0.0,7.520849397943486,0,0,2,11,1.5
0507801001,28.651593674924943,0,0,0,1,0.1,11.738052508199845,0,0,4,15,2.3
0507901001,19.43304757608637,0,0,0,3,0.30000000000000004,10.524693414497383,0,0,6,15,2.6999999999999997
0508001001,38.621643287405085,0,0,0,0,0.0,9.11478270861636,0,0,2,10,1.4
0508101001,25.516291709915425,0,0,0,1,0.1,11.573585128545936,0,0,2,14,1.8000000000000003
0508201001,18.984028273915005,0,0,0,1,0.1,10.721915361243202,0,0,6,13,2.5
0508301001,10.05508358616705,0,0,2,3,0.7,9.612996065241063,0,0,7,16,3.0
0508401001,15.274234045578156,0,0,0,1,0.1,9.769252737177743,0,0,3,8,1.4
0508501001,19.025516125812075,0,0,0,1,0.1,10.944167633679246,0,0,2,4,0.8
0508601001,44.22818166554177,0,0,0,0,0.0,6.997499818523072,0,0,2,14,1.8000000000000003
0508701001,15.871939232937207,0,0,0,3,0.30000000000000004,12.444975647673713,0,0,2,18,2.2
0508801001,26.46378985080434,0,0,0,3,0.30000000000000004,8.243656602338241,0,0,4,17,2.5
0508901001,5.1448772492886725,0,0,1,1,0.3,5.1448772492886725,0,0,6,10,2.1999999999999997
0509001001,29.96329824406587,0,0,0,1,0.1,7.659623793697635,0,0,2,13,1.7000000000000002
0509201001,18.37307307927227,0,0,0,3,0.30000000000000004,14.445635682205879,0,0,2,16,2.0
0509301001,14.256240542631522,0,0,2,3,0.7,13.493918641171646,0,0,6,18,3.0
0509401001,34.2480311440081,0,0,0,0,0.0,10.585621739125228,0,0,4,10,1.8
0509501001,40.52639350568932,0,0,0,0,0.0,9.424897280719607,0,0,2,9,1.3
0509601001,27.539086842756262,0,0,0,2,0.2,9.95335572672325,0,0,2,15,1.9
0509701001,25.941182772633958,0,0,0,1,0.1,9.225060827956158,0,0,4,8,1.6
0509901001,28.56651105013076,0,0,0,1,0.1,8.570554328066859,0,0,4,12,2.0
0510001001,5.589557630834418,0,0,1,1,0.3,5.589557630834418,0,0,6,12,2.4
0510101001,21.51531505754063,0,0,0,1,0.1,12.592053029921928,0,0,2,12,1.6
0510201001,31.806535995381424,0,0,0,0,0.0,7.704660582815531,0,0,4,11,1.9
0510201002,25.512882261013996,0,0,0,3,0.30000000000000004,7.377652578535532,0,0,4,18,2.6
0510301001,31.69321050441827,0,0,0,0,0.0,6.133924742502286,0,0,4,8,1.6
0510401001,18.97153531003495,0,0,0,1,0.1,7.6842815109542455,0,0,2,16,2.0
0510501001,13.60153262097988,0,0,1,1,0.3,5.601342000054742,0,0,4,14,2.2
0510601001,18.46580842094723,0,0,0,1,0.1,6.2885729522552305,0,0,2,14,1.8000000000000003
0510701001,35.06564677435985,0,0,0,0,0.0,6.623482396321586,0,0,4,10,1.8
0510801001,17.588705029899216,0,0,0,1,0.1,7.79662015776724,0,0,2,8,1.2000000000000002
0510901001,31.487539196476156,0,0,0,0,0.0,12.402678716981432,0,0,4,11,1.9
0511001001,12.903974603016836,0,0,1,1,0.3,0.0,2,2,6,10,3.6
0511201001,20.00536620766387,0,0,0,1,0.1,5.050381444499141,0,0,2,8,1.2000000000000002
0511301001,25.679434753314464,0,0,0,1,0.1,3.7292865527633303,0,2,2,8,1.8
0511401001,20.66446636958827,0,0,0,1,0.1,0.0,2,2,4,18,4.0
0511402001,24.556027058248585,0,0,0,1,0.1,4.061054490917932,0,2,4,18,3.2
0511501001,15.320293036951625,0,0,0,3,0.30000000000000004,13.26893318551378,0,0,3,19,2.5
0511601001,38.4454761108632,0,0,0,0,0.0,5.373061283851886,0,0,2,8,1.2000000000000002
0511701001,31.654533882534874,0,0,0,0,0.0,10.756807168334891,0,0,4,15,2.3
0511801001,41.7952001866393,0,0,0,0,0.0,11.543626663916394,0,0,4,12,2.0
0511901001,32.20891892781678,0,0,0,0,0.0,5.19378569710756,0,0,4,10,1.8
0512001001,13.239372429193418,0,0,3,3,0.8999999999999999,9.820722103383844,0,0,9,15,3.3
0512101001,8.288338899401271,0,0,3,3,0.8999999999999999,7.887537040468053,0,0,9,13,3.0999999999999996
0512201001,44.21012318752215,0,0,0,0,0.0,17.68563096506044,0,0,0,10,1.0
0512301001,8.077037906993056,0,0,3,3,0.8999999999999999,12.175462610279444,0,0,9,16,3.4
0512401001,15.955872310048829,0,0,0,1,0.1,13.235048112056754,0,0,3,8,1.4
0512501001,31.032799602255604,0,0,0,0,0.0,10.85317946933104,0,0,2,10,1.4
0512601001,37.416881342973554,0,0,0,0,0.0,5.628018911365214,0,0,2,8,1.2000000000000002
0512701001,22.452046472332505,0,0,0,1,0.1,12.268400007279991,0,0,4,13,2.1
0512801001,7.826589169896566,0,0,3,3,0.8999999999999999,12.032484271905314,0,0,7,16,3.0
0512901001,36.636729620931256,0,0,0,0,0.0,10.959339436684624,0,0,2,8,1.2000000000000002
0513001001,15.126836521021488,0,0,0,3,0.30000000000000004,14.687601289628127,0,0,1,16,1.8
0513101001,34.5661943298764,0,0,0,0,0.0,5.192476240889976,0,0,2,10,1.4
0513201001,6.667896792334003,0,0,1,1,0.3,0.0,2,2,6,12,3.8000000000000003
0513301001,14.138615727462936,0,0,1,3,0.5,7.327260341748345,0,0,3,17,2.3
0513401001,18.72361952723299,0,0,0,1,0.1,7.061679704542157,0,0,2,16,2.0
0513501001,28.387573426282867,0,0,0,2,0.2,0.0,2,2,4,15,3.7
0513601001,29.76445607592193,0,0,0,1,0.1,0.0,2,2,4,12,3.4000000000000004
0513801001,18.803072475851444,0,0,0,3,0.30000000000000004,9.891321304526128,0,0,2,15,1.9
0513901001,27.710386849098388,0,0,0,3,0.30000000000000004,6.403783980932827,0,0,6,17,2.9
0514001001,27.70898021149546,0,0,0,3,0.30000000000000004,8.406346707783522,0,0,4,16,2.4000000000000004
0514101001,10.58651166632069,0,0,2,3,0.7,10.448933358899883,0,0,7,15,2.9000000000000004
0514201001,40.71932317764004,0,0,0,0,0.0,6.184415022360276,0,0,2,14,1.8000000000000003
0514301001,31.14533380765576,0,0,0,0,0.0,6.3215212291844445,0,0,2,10,1.4
0514401001,32.965370962464576,0,0,0,0,0.0,16.053370722353257,0,0,0,8,0.8
0514501001,22.653560239041433,0,0,0,3,0.30000000000000004,7.56561997257088,0,0,4,15,2.3
0514701001,38.284114026130474,0,0,0,0,0.0,12.041362409085103,0,0,4,14,2.2
0514801001,28.431787751119025,0,0,0,2,0.2,7.01632579674636,0,0,2,15,1.9
0514901001,27.576184812054784,0,0,0,3,0.30000000000000004,8.817908683761523,0,0,4,15,2.3
0515101001,29.92209405199427,0,0,0,1,0.1,15.033006794171017,0,0,0,10,1.0
0515201001,34.21693910196545,0,0,0,0,0.0,6.713186722686017,0,0,2,14,1.8000000000000003
0515301001,22.165106207143108,0,0,0,1,0.1,10.358650051889759,0,0,2,8,1.2000000000000002
0515401001,21.707872184854324,0,0,0,1,0.1,8.254707459003546,0,0,2,14,1.8000000000000003
0515501001,30.2456862576887,0,0,0,0,0.0,6.687530237980112,0,0,2,8,1.2000000000000002
0515601001,38.498296608205564,0,0,0,0,0.0,10.1542239663635,0,0,5,7,1.7
0515701001,28.06118800308896,0,0,0,1,0.1,16.114676834414656,0,0,0,15,1.5
0515801001,21.242510924667048,0,0,0,3,0.30000000000000004,8.64561570451241,0,0,3,16,2.2
0515901001,27.492143347947934,0,0,0,1,0.1,12.51026185898009,0,0,2,8,1.2000000000000002
0516001001,22.877678307154973,0,0,0,1,0.1,12.331440949559376,0,0,2,15,1.9
0516101001,20.88640937938671,0,0,0,3,0.30000000000000004,9.637989884749413,0,0,2,16,2.0
0516201001,19.8466369165832,0,0,0,1,0.1,13.900272507033906,0,0,2,12,1.6
0516301001,29.521467196159296,0,0,0,1,0.1,5.026245347067826,0,0,5,13,2.3
0516301002,27.496190161404765,0,0,0,2,0.2,7.39824177868233,0,0,5,14,2.4
0516401001,26.14934141152045,0,0,0,1,0.1,12.595247758254493,0,0,2,15,1.9
0516501001,14.078880155107761,0,0,1,1,0.3,0.0,2,2,4,16,3.8000000000000003
0516601001,26.20867071079998,0,0,0,2,0.2,7.550225800740245,0,0,2,20,2.4
0516701001,23.215775569852514,0,0,0,1,0.1,8.727092881178754,0,0,2,15,1.9
0516801001,30.6255180991605,0,0,0,0,0.0,2.1575963326012038,0,2,4,8,2.1999999999999997
0516801002,28.57698599770464,0,0,0,1,0.1,0.0,2,2,4,11,3.3000000000000003
0516802001,25.295294054509203,0,0,0,3,0.30000000000000004,3.3935151347060613,0,2,2,16,2.6
0516802002,28.97554337477041,0,0,0,2,0.2,4.893962214137908,0,2,4,14,2.8
0516901001,28.223059018927923,0,0,0,2,0.2,7.0200940086157235,0,0,2,17,2.1
0517001001,20.985385102441153,0,0,0,1,0.1,4.369934516225652,0,2,2,6,1.6
0517101001,11.12818684544144,0,0,1,1,0.3,9.79053375847961,0,0,4,12,2.0
0517201001,14.261506150959603,0,0,1,3,0.5,13.950281350325904,0,0,3,15,2.1
0517301001,12.11805495941449,0,0,1,3,0.5,8.612127482952253,0,0,2,14,1.8000000000000003
0517401001,32.75273720676347,0,0,0,0,0.0,5.087838105217751,0,0,2,13,1.7000000000000002
0517501001,19.782541441773187,0,0,0,3,0.30000000000000004,10.345918573087614,0,0,2,16,2.0
0517601001,14.686303518256938,0,0,1,3,0.5,13.766218435732712,0,0,4,15,2.3
0517701001,24.551569674586467,0,0,0,2,0.2,12.849644009786898,0,0,2,17,2.1
0517801001,23.00771482505141,0,0,0,1,0.1,8.38157595220043,0,0,5,14,2.4
0517901001,25.535893551619775,0,0,0,3,0.30000000000000004,9.474928665591829,0,0,4,15,2.3
0518001001,29.795488331104867,0,0,0,1,0.1,10.177447927636528,0,0,6,11,2.3
0518101001,48.56753374264288,0,0,0,0,0.0,20.239901436450047,0,0,0,10,1.0
0518201001,15.010324115363996,0,0,0,1,0.1,6.226088867183636,0,0,4,12,2.0
0518301001,28.855518242746435,0,0,0,1,0.1,12.472183399775801,0,0,4,10,1.8
0518401001,27.453418127927023,0,0,0,1,0.1,9.69053439454306,0,0,4,8,1.6
0518501001,12.441070383416266,0,0,1,3,0.5,12.48752200508488,0,0,2,18,2.2
0518601001,34.733058392064585,0,0,0,0,0.0,0.0,2,2,2,6,2.4
0518701001,32.67539785571746,0,0,0,0,0.0,7.913280448011895,0,0,5,11,2.1
0518702001,34.572971795652265,0,0,0,0,0.0,7.508733208624873,0,0,5,11,2.1
0518801001,34.451870325559376,0,0,0,0,0.0,6.1753479966339855,0,0,2,8,1.2000000000000002
0518901001,8.978180991033156,0,0,1,1,0.3,8.978180991033156,0,0,6,10,2.1999999999999997
0519001001,11.673808492786357,0,0,1,3,0.5,16.251347626803753,0,0,0,16,1.6
0519101001,34.58796482847346,0,0,0,0,0.0,7.741187003246043,0,0,2,8,1.2000000000000002
0519201001,17.12749564953926,0,0,0,1,0.1,13.922527993340886,0,0,2,4,0.8
0519301001,31.5328375801655,0,0,0,0,0.0,10.960184625975954,0,0,4,10,1.8
0519401001,20.042744539072647,0,0,0,3,0.30000000000000004,7.528354889127168,0,0,2,15,1.9
0519501001,13.254107997300116,0,0,2,3,0.7,12.70579866039127,0,0,7,18,3.2
0519601001,36.84459440755345,0,0,0,0,0.0,6.406341587968577,0,0,2,10,1.4
0519701001,10.496035853294138,0,0,2,3,0.7,10.210198868938924,0,0,7,16,3.0
0519801001,41.92839823842927,0,0,0,0,0.0,10.724697357551323,0,0,4,14,2.2
0519901001,8.26764925611711,0,0,1,1,0.3,6.872377753071632,0,0,4,12,2.0
0520001001,35.35710897083454,0,0,0,0,0.0,3.897552951032779,0,2,2,8,1.8
0520101001,21.2651451123794,0,0,0,3,0.30000000000000004,10.394181828738285,0,0,2,18,2.2
0520401001,22.38222538900321,0,0,0,3,0.30000000000000004,12.898712711562833,0,0,1,17,1.9000000000000001
0520501001,16.264006228350777,0,0,0,3,0.30000000000000004,12.795290496639527,0,0,6,15,2.6999999999999997
0520601001,4.96455472640461,0,1,3,3,1.2,10.428887845603498,0,0,7,16,3.0
0520701001,12.261148400819591,0,0,1,1,0.3,8.955331832775997,0,0,6,10,2.1999999999999997
0520801001,20.570077580042057,0,0,0,1,0.1,11.3430433876562,0,0,3,14,2.0
0520901001,37.790363943240486,0,0,0,0,0.0,9.007797051721617,0,0,2,10,1.4
0521001001,20.651021952929977,0,0,0,3,0.30000000000000004,4.478232886392977,0,2,2,17,2.7
0521101001,20.209189244372997,0,0,0,3,0.30000000000000004,10.237287068669255,0,0,3,14,2.0
0521201001,23.851762952647437,0,0,0,2,0.2,10.56739974124168,0,0,2,16,2.0
0521301001,31.312479187678157,0,0,0,0,0.0,5.774054394790985,0,0,4,8,1.6
0521401001,23.222328135512818,0,0,0,1,0.1,2.5464518140279453,0,2,2,8,1.8
0521501001,23.767839069397436,0,0,0,1,0.1,10.004559796943399,0,0,4,12,2.0
0521601001,15.357286250638397,0,0,0,1,0.1,6.319137189623331,0,0,2,14,1.8000000000000003
0521701001,33.91413510566973,0,0,0,0,0.0,5.575559656229285,0,0,2,8,1.2000000000000002
0521801001,45.3637949574651,0,0,0,0,0.0,20.03476991003012,0,0,0,10,1.0
0521901001,22.992412348068868,0,0,0,3,0.30000000000000004,15.274124675122488,0,0,0,14,1.4000000000000001
0522001001,21.349572907215393,0,0,0,3,0.30000000000000004,0.0,2,2,2,17,3.5
0522101001,7.423229803638241,0,0,1,1,0.3,0.8945025992232486,2,2,6,12,3.8000000000000003
0522201001,15.249851966580476,0,0,0,3,0.30000000000000004,14.153679065594686,0,0,5,18,2.8
0522401001,21.46200880668931,0,0,0,3,0.30000000000000004,7.036024946982609,0,0,4,15,2.3
0522501001,32.99080650456723,0,0,0,0,0.0,7.7063069769729085,0,0,2,6,1.0
0522601001,26.738752414028824,0,0,0,1,0.1,5.815428399156687,0,0,4,8,1.6
0522701001,40.08283470650746,0,0,0,0,0.0,4.716904057276239,0,2,3,7,1.9
0522801001,31.18716284655769,0,0,0,0,0.0,4.74156960250721,0,2,2,6,1.6
0522901001,11.029272571330447,0,0,1,3,0.5,16.149075428840142,0,0,0,14,1.4000000000000001
0523001001,23.378129655439626,0,0,0,3,0.30000000000000004,2.742810622840809,0,2,4,17,3.0999999999999996
0523101001,32.273781665046045,0,0,0,0,0.0,11.418799819787937,0,0,4,9,1.7
0523201001,8.179096253821942,0,0,3,3,0.8999999999999999,7.977308337880279,0,0,7,15,2.9000000000000004
0523301001,18.75402587236409,0,0,0,1,0.1,12.95332348635752,0,0,2,13,1.7000000000000002
0523401001,26.148774082973148,0,0,0,3,0.30000000000000004,5.6851861496475165,0,0,6,17,2.9
0523501001,23.643100271849548,0,0,0,1,0.1,13.432849066216425,0,0,3,16,2.2
0523601001,12.070325277823361,0,0,1,1,0.3,11.03232006481301,0,0,4,6,1.4
0523701001,28.69027262105088,0,0,0,2,0.2,4.518182099601104,0,2,4,17,3.0999999999999996
0523801001,22.31375608747533,0,0,0,3,0.30000000000000004,11.007987837536199,0,0,2,17,2.1
0523901001,21.034339813139276,0,0,0,3,0.30000000000000004,15.600823191786688,0,0,0,16,1.6
0524001001,37.97296267840183,0,0,0,0,0.0,0.0,2,2,3,7,2.6999999999999997
0524002001,42.45615146214372,0,0,0,0,0.0,4.5052917677214745,0,2,3,7,1.9
0524101001,33.44192313322074,0,0,0,0,0.0,8.147994218606895,0,0,5,9,1.9
0524101002,31.534712517524635,0,0,0,0,0.0,7.1368424392892615,0,0,5,9,1.9
0524201001,28.396582373135864,0,0,0,1,0.1,8.84546286833334,0,0,2,11,1.5
0524301001,8.490128364533254,0,0,3,3,0.8999999999999999,13.92590476753123,0,0,8,16,3.2
0524401001,24.079611428265704,0,0,0,1,0.1,5.399622019149207,0,0,2,8,1.2000000000000002
0524501001,8.396263232672231,0,0,3,3,0.8999999999999999,7.467535609351394,0,0,7,16,3.0
0524601001,41.72581368251115,0,0,0,0,0.0,12.593793840696176,0,0,2,8,1.2000000000000002
0524701001,23.531370272022542,0,0,0,3,0.30000000000000004,4.86098410217783,0,2,4,15,2.9
