CUSEC;dist_min_ceas_km;n_ceas_1km;n_ceas_5km;n_ceas_15km;n_ceas_30km;disp_ponderada_ceas;dist_min_especializada_km;n_especializada_1km;n_especializada_5km;n_especializada_15km;n_especializada_30km;disp_ponderada_especializada;dist_min_primaria_km;n_primaria_1km;n_primaria_5km;n_primaria_15km;n_primaria_30km;disp_ponderada_primaria;dist_min_infantil_y_primaria_km;n_infantil_y_primaria_1km;n_infantil_y_primaria_5km;n_infantil_y_primaria_15km;n_infantil_y_primaria_30km;disp_ponderada_infantil_y_primaria;dist_min_adultos_e_idiomas_km;n_adultos_e_idiomas_1km;n_adultos_e_idiomas_5km;n_adultos_e_idiomas_15km;n_adultos_e_idiomas_30km;disp_ponderada_adultos_e_idiomas;dist_min_secundaria_y_bachillerato_km;n_secundaria_y_bachillerato_1km;n_secundaria_y_bachillerato_5km;n_secundaria_y_bachillerato_15km;n_secundaria_y_bachillerato_30km;disp_ponderada_secundaria_y_bachillerato;dist_min_educación_especial_km;n_educación_especial_1km;n_educación_especial_5km;n_educación_especial_15km;n_educación_especial_30km;disp_ponderada_educación_especial;dist_min_formación_profesional_km;n_formación_profesional_1km;n_formación_profesional_5km;n_formación_profesional_15km;n_formación_profesional_30km;disp_ponderada_formación_profesional;dist_min_inclusión_social_km;n_inclusión_social_1km;n_inclusión_social_5km;n_inclusión_social_15km;n_inclusión_social_30km;disp_ponderada_inclusión_social;dist_min_población_general_km;n_población_general_1km;n_población_general_5km;n_población_general_15km;n_población_general_30km;disp_ponderada_población_general;dist_min_toxicomanías_y_adicciones_km;n_toxicomanías_y_adicciones_1km;n_toxicomanías_y_adicciones_5km;n_toxicomanías_y_adicciones_15km;n_toxicomanías_y_adicciones_30km;disp_ponderada_toxicomanías_y_adicciones;dist_min_personas_con_discapacidad_km;n_personas_con_discapacidad_1km;n_personas_con_discapacidad_5km;n_personas_con_discapacidad_15km;n_personas_con_discapacidad_30km;disp_ponderada_personas_con_discapacidad;dist_min_familia_km;n_familia_1km;n_familia_5km;n_familia_15km;n_familia_30km;disp_ponderada_familia;dist_min_mujer_km;n_mujer_1km;n_mujer_5km;n_mujer_15km;n_mujer_30km;disp_ponderada_mujer;dist_min_infancia_y_juventud_km;n_infancia_y_juventud_1km;n_infancia_y_juventud_5km;n_infancia_y_juventud_15km;n_infancia_y_juventud_30km;disp_ponderada_infancia_y_juventud;dist_min_voluntariado_km;n_voluntariado_1km;n_voluntariado_5km;n_voluntariado_15km;n_voluntariado_30km;disp_ponderada_voluntariado;dist_min_personas_mayores_km;n_personas_mayores_1km;n_personas_mayores_5km;n_personas_mayores_15km;n_personas_mayores_30km;disp_ponderada_personas_mayores;Seccion_id
3731601001;0,000;1;1;1;2;1,100;35,288;0;0;0;0;0,000;0,000;2;2;2;12;3,000;0,000;1;1;2;12;2,300;26,330;0;0;0;1;0,100;17,684;0;0;0;3;0,300;48,368;0;0;0;0;0,000;41,980;0;0;0;0;0,000;25,129;0;0;0;1;0,100;48,362;0;0;0;0;0,000;48,362;0;0;0;0;0,000;48,539;0;0;0;0;0,000;48,362;0;0;0;0;0,000;48,539;0;0;0;0;0,000;48,539;0;0;0;0;0,000;48,539;0;0;0;0;0,000;17,800;0;0;0;1;0,100;2023
3731701001;21,392;0;0;0;4;0,400;31,097;0;0;0;0;0,000;7,457;0;0;2;12;1,600;7,457;0;0;8;23;3,900;28,606;0;0;0;1;0,100;23,015;0;0;0;3;0,300;42,586;0;0;0;0;0,000;29,513;0;0;0;1;0,100;33,007;0;0;0;0;0,000;31,097;0;0;0;0;0,000;39,450;0;0;0;0;0,000;40,474;0;0;0;0;0,000;31,097;0;0;0;0;0,000;33,007;0;0;0;0;0,000;39,172;0;0;0;0;0,000;39,450;0;0;0;0;0,000;15,010;0;0;0;2;0,200;2024
3731801001;10,517;0;0;1;12;1,400;21,046;0;0;0;3;0,300;9,173;0;0;6;28;4,000;9,173;0;0;5;70;8,000;19,758;0;0;0;3;0,300;10,517;0;0;1;16;1,800;22,959;0;0;0;1;0,100;19,612;0;0;0;2;0,200;18,321;0;0;0;69;6,900;18,321;0;0;0;10;1,000;18,321;0;0;0;11;1,100;19,937;0;0;0;8;0,800;18,321;0;0;0;10;1,000;18,321;0;0;0;15;1,500;18,321;0;0;0;24;2,400;18,321;0;0;0;5;0,500;12,166;0;0;2;21;2,500;2025
3731901001;10,428;0;0;1;4;0,600;20,899;0;0;0;1;0,100;10,428;0;0;2;8;1,200;5,879;0;0;6;23;3,500;10,428;0;0;1;2;0,400;10,428;0;0;1;5;0,700;56,131;0;0;0;0;0,000;20,413;0;0;0;1;0,100;10,169;0;0;3;7;1,300;57,999;0;0;0;0;0,000;54,828;0;0;0;0;0,000;10,169;0;0;5;5;1,500;57,999;0;0;0;0;0,000;10,169;0;0;1;1;0,300;56,567;0;0;0;0;0,000;57,928;0;0;0;0;0,000;30,133;0;0;0;0;0,000;2026
3732001001;7,290;0;0;2;2;0,600;35,773;0;0;0;0;0,000;7,290;0;0;4;14;2,200;7,290;0;0;3;14;2,000;33,522;0;0;0;0;0,000;11,029;0;0;1;3;0,500;44,439;0;0;0;0;0,000;36,150;0;0;0;0;0,000;18,979;0;0;0;1;0,100;44,883;0;0;0;0;0,000;44,361;0;0;0;0;0,000;44,883;0;0;0;0;0,000;44,883;0;0;0;0;0,000;44,883;0;0;0;0;0,000;44,883;0;0;0;0;0,000;44,883;0;0;0;0;0,000;11,029;0;0;1;1;0,300;2027
3732101001;14,988;0;0;2;3;0,700;14,832;0;0;1;1;0,300;14,832;0;0;2;8;1,200;8,098;0;0;4;12;2,000;8,557;0;0;1;1;0,300;9,613;0;0;2;4;0,800;69,451;0;0;0;0;0,000;56,062;0;0;0;0;0,000;16,217;0;0;0;4;0,400;68,842;0;0;0;0;0,000;68,842;0;0;0;0;0,000;69,326;0;0;0;0;0,000;68,842;0;0;0;0;0,000;69,326;0;0;0;0;0,000;69,326;0;0;0;0;0,000;69,326;0;0;0;0;0,000;16,217;0;0;0;2;0,200;2028
3732201001;4,769;0;1;11;12;3,700;14,438;0;0;2;3;0,700;7,458;0;0;15;28;5,800;2,992;0;2;42;68;15,800;7,458;0;0;2;4;0,800;0,000;1;1;11;18;4,700;12,104;0;0;1;1;0,300;13,254;0;0;2;2;0,600;10,558;0;0;54;69;17,700;14,006;0;0;6;10;2,200;10,558;0;0;5;11;2,100;13,222;0;0;7;8;2,200;14,168;0;0;6;10;2,200;11,881;0;0;13;15;4,100;11,881;0;0;20;24;6,400;13,222;0;0;4;5;1,300;2,963;0;1;12;20;4,700;2029
3732201002;6,381;0;0;12;12;3,600;11,807;0;0;2;3;0,700;8,599;0;0;18;28;6,400;0,000;2;2;50;68;18,200;8,262;0;0;4;4;1,200;2,992;0;1;15;18;5,100;9,584;0;0;1;1;0,300;10,349;0;0;2;2;0,600;8,025;0;0;68;69;20,500;11,254;0;0;10;10;3,000;8,025;0;0;11;11;3,300;10,446;0;0;8;8;2,400;11,526;0;0;10;10;3,000;9,141;0;0;15;15;4,500;9,141;0;0;24;24;7,200;10,446;0;0;5;5;1,500;5,796;0;0;16;20;5,200;2030
3732301001;12,379;0;0;1;12;1,400;24,348;0;0;0;3;0,300;11,289;0;0;4;26;3,400;8,772;0;0;2;68;7,200;23,225;0;0;0;3;0,300;12,379;0;0;1;16;1,800;26,646;0;0;0;1;0,100;24,021;0;0;0;2;0,200;20,782;0;0;0;69;6,900;21,924;0;0;0;10;1,000;21,924;0;0;0;11;1,100;22,968;0;0;0;8;0,800;21,924;0;0;0;10;1,000;21,924;0;0;0;15;1,500;21,924;0;0;0;24;2,400;21,924;0;0;0;5;0,500;14,106;0;0;1;21;2,300;2031
3732401001;12,495;0;0;2;11;1,500;29,922;0;0;0;2;0,200;12,854;0;0;2;18;2,200;7,679;0;0;5;53;6,300;14,193;0;0;1;4;0,600;4,889;0;1;3;15;2,400;28,320;0;0;0;1;0,100;27,084;0;0;0;2;0,200;26,915;0;0;0;48;4,800;28,896;0;0;0;6;0,600;26,915;0;0;0;6;0,600;28,086;0;0;0;1;0,100;28,707;0;0;0;5;0,500;27,187;0;0;0;14;1,400;27,187;0;0;0;11;1,100;28,086;0;0;0;3;0,300;20,240;0;0;0;12;1,200;2032
3732501001;5,292;0;0;1;4;0,600;19,924;0;0;0;1;0,100;5,292;0;0;4;12;2,000;5,616;0;0;6;25;3,700;20,002;0;0;0;1;0,100;5,292;0;0;1;5;0,700;47,985;0;0;0;0;0,000;20,246;0;0;0;1;0,100;3,412;0;1;1;4;0,900;49,077;0;0;0;0;0,000;47,380;0;0;0;0;0,000;36,074;0;0;0;0;0,000;49,077;0;0;0;0;0,000;36,074;0;0;0;0;0,000;49,077;0;0;0;0;0,000;49,077;0;0;0;0;0,000;5,292;0;0;1;2;0,400;2033
3732701001;17,000;0;0;0;13;1,300;18,136;0;0;0;3;0,300;6,876;0;0;2;28;3,200;6,876;0;0;4;64;7,200;17,491;0;0;0;3;0,300;13,595;0;0;1;16;1,800;20,757;0;0;0;1;0,100;19,420;0;0;0;2;0,200;13,595;0;0;1;69;7,100;16,865;0;0;0;10;1,000;16,865;0;0;0;11;1,100;16,932;0;0;0;8;0,800;16,865;0;0;0;10;1,000;17,156;0;0;0;15;1,500;16,932;0;0;0;24;2,400;17,156;0;0;0;5;0,500;6,978;0;0;4;21;2,900;2034
3732801001;26,390;0;0;0;3;0,300;58,439;0;0;0;0;0,000;5,600;0;0;1;7;0,900;5,600;0;0;3;10;1,600;22,544;0;0;0;1;0,100;19,399;0;0;0;3;0,300;59,622;0;0;0;0;0,000;62,515;0;0;0;0;0,000;59,813;0;0;0;0;0,000;60,273;0;0;0;0;0,000;59,813;0;0;0;0;0,000;60,885;0;0;0;0;0,000;60,273;0;0;0;0;0,000;60,531;0;0;0;0;0,000;59,946;0;0;0;0;0,000;61,518;0;0;0;0;0,000;13,804;0;0;1;1;0,300;2035
3732901001;14,120;0;0;1;3;0,500;35,748;0;0;0;0;0,000;14,120;0;0;2;5;0,900;8,728;0;0;4;11;1,900;21,359;0;0;0;1;0,100;14,120;0;0;1;2;0,400;46,334;0;0;0;0;0,000;45,872;0;0;0;0;0,000;41,021;0;0;0;0;0,000;42,747;0;0;0;0;0,000;42,747;0;0;0;0;0,000;43,955;0;0;0;0;0,000;42,747;0;0;0;0;0,000;44,595;0;0;0;0;0,000;43,955;0;0;0;0;0,000;44,595;0;0;0;0;0,000;11,438;0;0;1;1;0,300;2036
3733001001;12,295;0;0;1;5;0,700;30,368;0;0;0;0;0,000;9,255;0;0;2;13;1,700;0,000;1;1;4;43;5,800;9,255;0;0;1;3;0,500;9,614;0;0;2;12;1,600;28,199;0;0;0;1;0,100;28,426;0;0;0;2;0,200;26,641;0;0;0;16;1,600;29,692;0;0;0;1;0,100;26,641;0;0;0;2;0,200;28,860;0;0;0;1;0,100;30,079;0;0;0;0;0,000;27,632;0;0;0;3;0,300;27,632;0;0;0;2;0,200;28,860;0;0;0;1;0,100;15,739;0;0;0;7;0,700;2037
3733101001;10,520;0;0;2;4;0,800;10,520;0;0;1;1;0,300;10,520;0;0;6;12;2,400;7,485;0;0;13;25;5,100;10,597;0;0;1;2;0,400;10,159;0;0;4;6;1,400;54,323;0;0;0;0;0,000;10,836;0;0;1;1;0,300;6,472;0;0;4;7;1,500;55,637;0;0;0;0;0,000;53,525;0;0;0;0;0,000;27,861;0;0;0;5;0,500;55,637;0;0;0;0;0,000;27,861;0;0;0;1;0,100;55,413;0;0;0;0;0,000;55,637;0;0;0;0;0,000;14,573;0;0;2;2;0,600;2038
3733201001;7,697;0;0;1;4;0,600;7,697;0;0;1;1;0,300;7,697;0;0;4;12;2,000;6,990;0;0;10;24;4,400;8,292;0;0;1;2;0,400;7,408;0;0;2;6;1,000;60,150;0;0;0;0;0,000;8,204;0;0;1;1;0,300;10,595;0;0;1;7;0,900;61,450;0;0;0;0;0,000;59,362;0;0;0;0;0,000;27,692;0;0;0;5;0,500;61,450;0;0;0;0;0,000;27,692;0;0;0;1;0,100;61,250;0;0;0;0;0,000;61,450;0;0;0;0;0,000;8,781;0;0;1;2;0,400;2039
3733301001;9,165;0;0;2;4;0,800;14,038;0;0;1;1;0,300;10,389;0;0;4;10;1,800;4,582;0;4;14;26;6,600;13,632;0;0;1;2;0,400;8,070;0;0;3;5;1,100;48,703;0;0;0;0;0,000;14,102;0;0;1;1;0,300;8,070;0;0;4;7;1,500;50,141;0;0;0;0;0,000;47,803;0;0;0;0;0,000;26,162;0;0;0;5;0,500;50,141;0;0;0;0;0,000;26,162;0;0;0;1;0,100;49,692;0;0;0;0;0,000;50,141;0;0;0;0;0,000;15,192;0;0;0;2;0,200;2040
3733401001;19,104;0;0;0;2;0,200;19,104;0;0;0;1;0,100;10,204;0;0;2;8;1,200;4,155;0;1;3;18;2,700;20,005;0;0;0;1;0,100;16,121;0;0;0;4;0,400;68,749;0;0;0;0;0,000;19,643;0;0;0;1;0,100;18,052;0;0;0;1;0,100;69,780;0;0;0;0;0,000;68,181;0;0;0;0;0,000;39,279;0;0;0;0;0,000;69,780;0;0;0;0;0,000;39,279;0;0;0;0;0,000;69,780;0;0;0;0;0,000;69,780;0;0;0;0;0,000;11,733;0;0;1;2;0,400;2041
3733501001;21,395;0;0;0;13;1,300;26,254;0;0;0;3;0,300;12,438;0;0;2;28;3,200;8,893;0;0;2;59;6,300;25,324;0;0;0;3;0,300;21,395;0;0;0;16;1,600;28,697;0;0;0;1;0,100;27,151;0;0;0;2;0,200;21,708;0;0;0;68;6,800;24,493;0;0;0;10;1,000;24,493;0;0;0;10;1,000;24,778;0;0;0;8;0,800;24,493;0;0;0;10;1,000;24,493;0;0;0;15;1,500;24,493;0;0;0;24;2,400;24,493;0;0;0;5;0,500;5,301;0;0;1;21;2,300;2042
3733601001;5,961;0;0;2;12;1,600;16,428;0;0;0;3;0,300;6,485;0;0;5;28;3,800;5,796;0;0;23;68;11,400;6,485;0;0;2;4;0,800;2,963;0;1;6;18;3,300;14,010;0;0;1;1;0,300;15,426;0;0;0;2;0,200;12,527;0;0;4;69;7,700;16,047;0;0;0;10;1,000;12,527;0;0;1;11;1,300;15,431;0;0;0;8;0,800;16,047;0;0;0;10;1,000;14,063;0;0;1;15;1,700;14,063;0;0;1;24;2,600;15,431;0;0;0;5;0,500;0,000;1;1;1;20;2,900;2043
3733701001;10,525;0;0;2;2;0,600;45,832;0;0;0;0;0,000;10,525;0;0;3;8;1,400;8,601;0;0;3;11;1,700;8,601;0;0;1;1;0,300;10,525;0;0;1;2;0,400;73,149;0;0;0;0;0,000;72,950;0;0;0;0;0,000;55,598;0;0;0;0;0,000;69,918;0;0;0;0;0,000;69,918;0;0;0;0;0,000;71,301;0;0;0;0;0,000;69,918;0;0;0;0;0,000;71,622;0;0;0;0;0,000;71,301;0;0;0;0;0,000;71,622;0;0;0;0;0,000;27,847;0;0;0;1;0,100;2044
3733801001;14,725;0;0;1;13;1,500;16,314;0;0;0;3;0,300;3,523;0;2;8;28;5,000;3,523;0;1;16;71;10,600;15,250;0;0;0;3;0,300;12,623;0;0;4;18;2,600;18,668;0;0;0;1;0,100;16,347;0;0;0;2;0,200;12,623;0;0;27;69;12,300;14,020;0;0;1;10;1,200;14,020;0;0;2;11;1,500;14,901;0;0;1;8;1,000;14,020;0;0;3;10;1,600;14,020;0;0;3;15;2,100;14,020;0;0;9;24;4,200;14,020;0;0;1;5;0,700;10,113;0;0;10;21;4,100;2045
3733901001;6,002;0;0;1;4;0,600;23,341;0;0;0;1;0,100;6,002;0;0;4;12;2,000;2,247;0;1;5;22;3,500;23,676;0;0;0;1;0,100;6,002;0;0;1;5;0,700;51,597;0;0;0;0;0,000;23,770;0;0;0;1;0,100;7,562;0;0;1;4;0,600;52,478;0;0;0;0;0,000;51,164;0;0;0;0;0,000;41,450;0;0;0;0;0,000;52,478;0;0;0;0;0,000;41,450;0;0;0;0;0,000;52,478;0;0;0;0;0,000;52,478;0;0;0;0;0,000;6,002;0;0;1;2;0,400;2046
3734001001;12,188;0;0;2;2;0,600;49,545;0;0;0;0;0,000;12,188;0;0;4;8;1,600;9,084;0;0;4;11;1,900;9,084;0;0;1;1;0,300;12,188;0;0;1;2;0,400;71,896;0;0;0;0;0,000;71,608;0;0;0;0;0,000;59,376;0;0;0;0;0,000;68,534;0;0;0;0;0,000;68,534;0;0;0;0;0,000;69,858;0;0;0;0;0,000;68,534;0;0;0;0;0,000;70,293;0;0;0;0;0,000;69,858;0;0;0;0;0,000;70,293;0;0;0;0;0,000;24,358;0;0;0;1;0,100;2047
3734101001;11,378;0;0;2;4;0,800;11,378;0;0;1;1;0,300;11,362;0;0;4;12;2,000;5,811;0;0;13;26;5,200;11,102;0;0;1;2;0,400;10,806;0;0;3;6;1,200;51,661;0;0;0;0;0,000;11,516;0;0;1;1;0,300;8,423;0;0;4;7;1,500;53,065;0;0;0;0;0,000;50,788;0;0;0;0;0,000;25,763;0;0;0;5;0,500;53,065;0;0;0;0;0,000;25,763;0;0;0;1;0,100;52,678;0;0;0;0;0,000;53,065;0;0;0;0;0,000;15,510;0;0;0;2;0,200;2048
3734201001;10,634;0;0;11;14;3,600;11,936;0;0;3;3;0,900;5,466;0;0;18;30;6,600;5,466;0;0;43;67;15,300;11,085;0;0;2;3;0,700;7,146;0;0;12;18;4,200;14,300;0;0;1;1;0,300;13,010;0;0;2;2;0,600;7,146;0;0;68;69;20,500;10,381;0;0;10;10;3,000;10,381;0;0;10;11;3,100;10,529;0;0;8;8;2,400;10,381;0;0;10;10;3,000;10,978;0;0;15;15;4,500;10,529;0;0;24;24;7,200;10,978;0;0;5;5;1,500;7,146;0;0;20;22;6,200;2049
3734301001;5,182;0;0;1;4;0,600;5,182;0;0;1;1;0,300;4,019;0;1;2;10;1,700;4,250;0;2;9;25;4,900;4,250;0;1;1;2;0,700;4,824;0;1;3;5;1,400;58,926;0;0;0;0;0,000;4,824;0;1;1;1;0,600;14,618;0;0;3;7;1,300;60,487;0;0;0;0;0,000;57,910;0;0;0;0;0,000;17,367;0;0;0;5;0,500;60,487;0;0;0;0;0,000;17,367;0;0;0;1;0,100;59,785;0;0;0;0;0,000;60,487;0;0;0;0;0,000;14,507;0;0;1;2;0,400;2050
3734401001;22,106;0;0;0;14;1,400;19,526;0;0;0;3;0,300;6,747;0;0;2;26;3,000;6,747;0;0;2;63;6,700;27,652;0;0;0;3;0,300;22,106;0;0;0;17;1,700;25,827;0;0;0;1;0,100;27,077;0;0;0;2;0,200;25,835;0;0;0;70;7,000;26,219;0;0;0;10;1,000;25,835;0;0;0;11;1,100;26,219;0;0;0;8;0,800;26,219;0;0;0;10;1,000;26,219;0;0;0;15;1,500;26,219;0;0;0;24;2,400;26,219;0;0;0;5;0,500;22,106;0;0;0;19;1,900;2051
3734501001;14,636;0;0;1;12;1,400;13,326;0;0;1;3;0,500;14,636;0;0;2;26;3,000;13,326;0;0;3;63;6,900;20,157;0;0;0;3;0,300;14,636;0;0;1;15;1,700;22,367;0;0;0;1;0,100;21,743;0;0;0;2;0,200;16,731;0;0;0;69;6,900;18,601;0;0;0;10;1,000;18,601;0;0;0;11;1,100;19,717;0;0;0;8;0,800;18,601;0;0;0;10;1,000;20,513;0;0;0;15;1,500;19,717;0;0;0;24;2,400;20,513;0;0;0;5;0,500;14,882;0;0;1;20;2,200;2052
3734601001;19,091;0;0;0;13;1,300;22,801;0;0;0;3;0,300;12,547;0;0;2;22;2,600;12,547;0;0;1;52;5,400;27,330;0;0;0;4;0,400;19,091;0;0;0;10;1,000;26,690;0;0;0;1;0,100;28,131;0;0;0;1;0,100;25,426;0;0;0;50;5,000;27,508;0;0;0;9;0,900;26,355;0;0;0;9;0,900;27,508;0;0;0;8;0,800;27,508;0;0;0;8;0,800;27,508;0;0;0;12;1,200;27,508;0;0;0;18;1,800;27,508;0;0;0;4;0,400;19,091;0;0;0;12;1,200;2053
3734701001;13,779;0;0;5;13;2,300;15,555;0;0;0;3;0,300;2,480;0;2;15;28;6,400;2,480;0;1;33;70;13,900;14,244;0;0;2;3;0,700;12,898;0;0;10;18;3,800;17,133;0;0;0;1;0,100;13,525;0;0;1;2;0,400;12,826;0;0;39;69;14,700;12,826;0;0;2;10;1,400;12,826;0;0;3;11;1,700;14,706;0;0;2;8;1,200;12,826;0;0;3;10;1,600;12,826;0;0;5;15;2,500;12,826;0;0;10;24;4,400;12,826;0;0;2;5;0,900;6,632;0;0;16;22;5,400;2054
3734801001;10,822;0;0;1;13;1,500;27,873;0;0;0;2;0,200;6,246;0;0;4;28;3,600;6,246;0;0;7;64;7,800;14,003;0;0;1;5;0,700;9,303;0;0;3;18;2,400;26,942;0;0;0;1;0,100;24,583;0;0;0;2;0,200;25,460;0;0;0;68;6,800;26,656;0;0;0;10;1,000;25,845;0;0;0;11;1,100;25,960;0;0;0;8;0,800;25,961;0;0;0;10;1,000;25,460;0;0;0;15;1,500;25,460;0;0;0;24;2,400;25,960;0;0;0;5;0,500;14,916;0;0;1;19;2,100;2055
3734901001;16,854;0;0;0;2;0,200;54,979;0;0;0;0;0,000;8,721;0;0;3;6;1,200;8,721;0;0;4;8;1,600;13,264;0;0;1;1;0,300;16,854;0;0;0;2;0,200;72,192;0;0;0;0;0,000;72,055;0;0;0;0;0,000;64,827;0;0;0;0;0,000;68,940;0;0;0;0;0,000;68,940;0;0;0;0;0,000;70,174;0;0;0;0;0,000;68,940;0;0;0;0;0,000;70,766;0;0;0;0;0,000;70,174;0;0;0;0;0,000;70,766;0;0;0;0;0,000;21,813;0;0;0;1;0,100;2056
3735001001;27,409;0;0;0;2;0,200;52,590;0;0;0;0;0,000;6,624;0;0;3;8;1,400;6,624;0;0;3;7;1,300;26,319;0;0;0;1;0,100;16,029;0;0;0;2;0,200;90,952;0;0;0;0;0,000;90,742;0;0;0;0;0,000;61,287;0;0;0;0;0,000;87,702;0;0;0;0;0,000;87,702;0;0;0;0;0,000;89,071;0;0;0;0;0,000;87,702;0;0;0;0;0,000;89,415;0;0;0;0;0,000;89,071;0;0;0;0;0,000;89,415;0;0;0;0;0,000;42,934;0;0;0;0;0,000;2057
3735101001;17,766;0;0;0;3;0,300;34,388;0;0;0;0;0,000;5,675;0;0;2;14;1,800;5,675;0;0;4;25;3,300;23,466;0;0;0;1;0,100;19,904;0;0;0;4;0,400;39,185;0;0;0;0;0,000;33,100;0;0;0;0;0,000;36,320;0;0;0;0;0,000;34,388;0;0;0;0;0,000;36,829;0;0;0;0;0,000;37,305;0;0;0;0;0,000;34,388;0;0;0;0;0,000;36,320;0;0;0;0;0,000;36,320;0;0;0;0;0,000;36,829;0;0;0;0;0,000;9,840;0;0;1;2;0,400;2058
3735201001;5,334;0;0;3;13;1,900;15,740;0;0;0;3;0,300;10,023;0;0;9;28;4,600;6,347;0;0;31;72;13,400;10,023;0;0;2;5;0,900;6,481;0;0;11;19;4,100;14,051;0;0;1;1;0,300;13,136;0;0;2;2;0,600;12,641;0;0;31;69;13,100;14,788;0;0;1;10;1,200;12,641;0;0;2;11;1,500;13,960;0;0;1;8;1,000;14,813;0;0;1;10;1,200;12,974;0;0;4;15;2,300;12,974;0;0;7;24;3,800;13,960;0;0;1;5;0,700;9,825;0;0;8;21;3,700;2059
3735301001;17,861;0;0;0;3;0,300;22,509;0;0;0;1;0,100;6,256;0;0;2;8;1,200;6,256;0;0;1;13;1,500;32,695;0;0;0;0;0,000;18,808;0;0;0;2;0,200;31,644;0;0;0;0;0,000;32,600;0;0;0;0;0,000;31,080;0;0;0;0;0,000;31,080;0;0;0;0;0,000;31,080;0;0;0;0;0,000;31,507;0;0;0;0;0,000;31,080;0;0;0;0;0,000;31,507;0;0;0;0;0,000;31,507;0;0;0;0;0,000;31,507;0;0;0;0;0,000;24,547;0;0;0;1;0,100;2060
3735401001;2,599;0;8;11;13;5,900;4,012;0;2;3;3;1,500;2,450;0;15;22;30;11,900;0,000;2;26;56;67;26,500;3,102;0;2;3;4;1,600;1,231;0;8;14;18;7,000;6,449;0;0;1;1;0,300;5,026;0;0;2;2;0,600;1,231;0;58;69;69;38,100;3,086;0;10;10;10;6,000;3,086;0;9;11;11;6,000;2,545;0;7;8;8;4,500;2,545;0;10;10;10;6,000;3,175;0;13;15;15;8,400;2,545;0;23;24;24;14,100;3,175;0;4;5;5;2,700;1,231;0;16;19;22;10,800;2061
3735401002;3,586;0;4;11;13;4,700;4,792;0;2;3;3;1,500;3,641;0;6;22;30;9,200;1,231;0;14;55;67;21,900;3,963;0;2;3;4;1,600;0,000;1;4;14;18;6,200;7,162;0;0;1;1;0,300;5,877;0;0;2;2;0,600;0,000;1;15;69;69;25,600;3,368;0;4;10;10;4,200;3,368;0;6;11;11;5,100;3,415;0;1;8;8;2,700;3,368;0;4;10;10;4,200;4,378;0;2;15;15;5,100;3,415;0;4;24;24;8,400;4,378;0;1;5;5;1,800;0,000;3;7;19;22;9,300;2062
3735401003;3,028;0;8;11;13;5,900;4,423;0;2;3;3;1,500;2,854;0;13;22;30;11,300;0,430;2;23;56;67;25,600;3,521;0;2;3;4;1,600;0,939;1;8;14;18;7,400;6,856;0;0;1;1;0,300;5,448;0;0;2;2;0,600;0,939;1;58;69;69;38,500;3,388;0;10;10;10;6,000;3,388;0;9;11;11;6,000;2,963;0;7;8;8;4,500;2,963;0;10;10;10;6,000;3,568;0;13;15;15;8,400;2,963;0;23;24;24;14,100;3,568;0;4;5;5;2,700;0,939;3;16;19;22;12,000;2063
3735401004;2,589;0;9;11;13;6,200;4,110;0;2;3;3;1,500;2,176;0;15;22;30;11,900;0,593;2;28;56;67;27,100;3,173;0;2;3;4;1,600;1,736;0;9;14;18;7,300;6,550;0;0;1;1;0,300;5,054;0;0;2;2;0,600;1,736;0;58;69;69;38,100;2,851;0;10;10;10;6,000;2,851;0;9;11;11;6,000;2,636;0;7;8;8;4,500;2,636;0;10;10;10;6,000;2,851;0;13;15;15;8,400;2,636;0;23;24;24;14,100;2,851;0;4;5;5;2,700;1,736;0;16;19;22;10,800;2064
3735501001;11,958;0;0;1;4;0,600;24,550;0;0;0;1;0,100;4,112;0;2;6;12;3,000;4,112;0;1;5;22;3,500;25,096;0;0;0;1;0,100;10,118;0;0;2;5;0,900;57,273;0;0;0;0;0,000;25,049;0;0;0;1;0,100;11,815;0;0;1;4;0,600;58,078;0;0;0;0;0,000;56,896;0;0;0;0;0,000;44,038;0;0;0;0;0,000;58,078;0;0;0;0;0,000;44,038;0;0;0;0;0,000;58,078;0;0;0;0;0,000;58,078;0;0;0;0;0,000;11,958;0;0;1;2;0,400;2065
3735601001;16,713;0;0;0;2;0,200;15,846;0;0;0;1;0,100;12,879;0;0;2;8;1,200;11,060;0;0;2;10;1,400;24,757;0;0;0;1;0,100;16,957;0;0;0;2;0,200;92,804;0;0;0;0;0,000;85,946;0;0;0;0;0,000;17,631;0;0;0;4;0,400;91,230;0;0;0;0;0,000;91,230;0;0;0;0;0,000;92,182;0;0;0;0;0,000;91,230;0;0;0;0;0,000;92,182;0;0;0;0;0,000;92,182;0;0;0;0;0,000;92,182;0;0;0;0;0,000;17,631;0;0;0;2;0,200;2066
3735701001;26,583;0;0;0;2;0,200;23,498;0;0;0;1;0,100;19,416;0;0;0;6;0,600;0,000;1;1;1;9;1,800;31,193;0;0;0;0;0,000;22,839;0;0;0;2;0,200;94,647;0;0;0;0;0,000;94,341;0;0;0;0;0,000;28,033;0;0;0;4;0,400;92,648;0;0;0;0;0,000;92,648;0;0;0;0;0,000;93,800;0;0;0;0;0,000;92,648;0;0;0;0;0,000;93,800;0;0;0;0;0,000;93,800;0;0;0;0;0,000;93,800;0;0;0;0;0,000;28,033;0;0;0;1;0,100;2067
