fid,d_tipocent,a_nombre,a_complejo,a_direccio,n_latitud,n_longitud,a_cod_post,centro_salud_id,Grupo,CUSEC
1,Hospital,Hospital de Benavente,Complejo Asistencial de Zamora,"C/ HOSPITAL DE SAN JUAN, 4-6",42.00447199999999,-5.6765815,49600,1,especializada,4902101004
2,Hospital,Hospital Los Montalvos,Complejo Asistencial Universitario de Salamanca,"CTRA. CIUDAD RODRIGO, S/N",40.927106899999984,-5.7409168,37197,2,especializada,3708701001
3,Hospital,Hospital Clínico Universitario de Valladolid,,"AVDA. RAMÓN Y CAJAL, 3",41.6556843,-4.7194705,47005,3,especializada,4718608002
4,Hospital,Hospital de León,Complejo Asistencial Universitario de León,"C/ ALTOS DE NAVA, S/N",42.619271499999996,-5.573334600000001,24071,4,especializada,2408903008
5,Hospital,Hospital Provincial de Ávila,Complejo Asistencial de Ávila,"C/ JESÚS DEL GRAN PODER, 42",40.650288700000004,-4.6925986,05003,5,especializada,0501904005
6,Hospital,Hospital El Bierzo,,"C/ MÉDICOS SIN FRONTERAS, 7",42.57233659999999,-6.643434999999999,24404,6,especializada,2411505007
7,Hospital,Hospital San Telmo,Complejo Asistencial Universitario de Palencia,"AVDA. SAN TELMO, S/N",41.996486999999995,-4.5196723,34004,7,especializada,3412007018
8,Hospital,Hospital Divino Vallés,Complejo Asistencial Universitario de Burgos,"AVDA. ISLAS BALEARES, 1",42.3600076,-3.6915641,09006,8,especializada,0905905038
9,Hospital,Hospital Universitario del Río Hortega,,"C/ DULZAINA, 2",41.6300172,-4.7127903999999985,47012,9,especializada,4718604040
10,Hospital,Hospital Universitario de Burgos,Complejo Asistencial Universitario de Burgos,"AVDA. ISLAS BALEARES, 3",42.36246070000001,-3.684509999999999,09006,10,especializada,0905905038
11,Hospital,Hospital Río Carrión,Complejo Asistencial Universitario de Palencia,"AVDA. DONANTES DE SANGRE, S/N",42.0007318,-4.5394,34005,11,especializada,3412002003
12,Hospital,Hospital Santos Reyes,,"AVDA. RUPERTA BARAYA, 6",41.66957390000001,-3.6915641,09400,12,especializada,0901801002
13,Hospital,Hospital Medina Del Campo,,"C/ PEÑARANDA, 24",41.295331000000004,-4.9114143,47000,13,especializada,4708501006
14,Hospital,Hospital Universitario Virgen de la Vega,Complejo Asistencial Universitario de  Salamanca,"PASEO DE SAN VICENTE, 58",40.96498999999999,-5.6732002999999995,37007,14,especializada,3727403004
15,Hospital,Hospital Fuente Bermeja,Complejo Asistencial Universitario de Burgos,"C/ FCO. SALINAS, S/N",42.3466956,-3.7113366,09003,15,especializada,0905903006
16,Hospital,Hospital Monte San Isidro,Complejo Asistencial Universitario de León,"CTRA. DE ASTURIAS, S/N",42.63932359999998,-5.5940199,24008,16,especializada,2408903003
17,Hospital,Hospital Santa Isabel,Complejo Asistencial Universitario de León,"CRTA. MADRID, 118",42.575919999999996,-5.545052199999998,24005,17,especializada,2408908002
18,Hospital,Hospital Virgen del Castañar,Complejo Asistencial Universitario de Salamanca,"TRAVESÍA DE SANTA ANA, 4",40.385115799999994,-5.766349399999999,37700,18,especializada,3704602001
19,Hospital,Hospital Santiago Apóstol,,"CTRA. DE ORÓN, S/N",42.6697827,-2.9888110000000006,09200,19,especializada,0921904001
20,Hospital,Hospital Provincial de Zamora,Complejo Asistencial de Zamora,"C/ HERNÁN CORTÉS, 40",41.5113982,-5.7280343,49071,20,especializada,4927502010
21,Hospital,Hospital Virgen de la Concha,Complejo Asistencial de Zamora,"AVDA. REQUEJO, 35",41.5142828,-5.7316792,49022,21,especializada,4927501006
22,Hospital,Hospital Clínico Universitario de Salamanca,Complejo Asistencial Universitario de Salamanca,"PASEO DE SAN VICENTE, 182",40.9639867,-5.6751697,37007,22,especializada,3727403004
23,Hospital,Hospital General de Segovia,Complejo Asistencial de Segovia,C/ LUIS ERIK CLAVERÍA NEURÓLOGO S/N,40.943086900000004,-4.128050400000001,40002,23,especializada,4019404010
24,Hospital,Hospital Virgen del Mirón,Complejo Asistencial de Soria,"CTRA. LOGROÑO, 8",41.771556699999984,-2.464044800000001,42005,24,especializada,4217303002
25,Hospital,Hospital Santa Bárbara,Complejo Asistencial de Soria,"PASEO DE SANTA BÁRBARA, S/N",41.77205349999999,-2.4714244999999995,42005,25,especializada,4217301007
26,Hospital,Hospital Nuestra Señora de Sonsoles,Complejo Asistencial de Ávila,"AVDA. DE JUAN CARLOS I, S/N",40.6659342,-4.6664857,05071,26,especializada,0501906013
27,Centro de Salud,Piedrahíta,,"PZA. NUEVA DE LA VILLA, 3",40.4625335,-5.3263907,05500,27,primaria,0518601001
28,Centro de Salud,Pilarica,,"C/ DR. MONTERO, 2",41.650487000000005,-4.714535400000001,47005,28,primaria,4718606018
29,Centro de Salud,Pisuerga,,"PZA. ESPAÑA, 5",41.62586159999999,-4.774127199999999,47195,29,primaria,4701001006
30,Centro de Salud,San Agustín,,"C/ BONIFACIO ZAMORA USABEL, S/N",42.333301199999994,-3.702059199999999,09001,30,primaria,0905906007
31,Centro de Salud,Casto Prieto,,"C/ MAESTRO TÁRREGA, 2-4",40.951304500000006,-5.663674500000002,37008,31,primaria,3727403012
32,Centro de Salud,San Leonardo de Yagüe,,"C/ SAN PEDRO, S/N",41.829353399999995,-3.0654067,42140,32,primaria,4216401001
33,Centro de Salud,San Pedro del Arroyo,,"C/ LA SALUD, 1",40.8011688,-4.869219899999999,05350,33,primaria,0522001001
34,Centro de Salud,Puente de Domingo Flórez,,"PZA. EPIFANIO CAMPO, S/N",42.41131089999998,-6.8199343,24380,34,primaria,2412201001
35,Centro de Salud,Quintanar de la Sierra,,"C/ IGLESIA, S/N",41.9790395,-3.0418546,09670,35,primaria,0928901001
36,Centro de Salud,Riaza,,"PZA. MARÍA HERNADO, 1",41.276837400000005,-3.4796646,40500,36,primaria,4017001001
37,Centro de Salud,Roa de Duero,,"CTRA. MAMBRILLA, S/N",41.696130799999985,-3.9327774999999994,09300,37,primaria,0932101001
38,Centro de Salud,Rondilla II,,"C/ CARDENAL TORQUEMADA, 54",41.6643378,-4.7198649999999995,47010,38,primaria,4718608031
39,Centro de Salud,Sahagún,,"AVDA. DE LA CONSTITUCIÓN, 10",42.37218600000001,-5.0316413,24320,39,primaria,2413901002
40,Centro de Salud,Saldaña,,"C/ RONDA DON GARCÍA, S/N",42.52130639999999,-4.736831200000001,34100,40,primaria,3415701001
41,Centro de Salud,Los Cubos,,"C/ LAVADORES, S/N",42.340149100000005,-3.711757,09003,41,primaria,0905903002
42,Centro de Salud,Madrigal de las Altas Torres,,"C/ ISABEL LA CATÓLICA, 23",41.08809630000001,-4.9957425,05220,42,primaria,0511401001
43,Centro de Salud,Matallana de Torío,,"C/ ESTACIÓN, S/N",42.84338,-5.522326,24830,43,primaria,2409801001
44,Centro de Salud,Medina de Rioseco,,"PZA. MAYOR, 2",41.8806557,-5.0411579999999985,47800,44,primaria,4708601001
45,Centro de Salud,Miranda Este,,"C/ CIUDAD DE VIERZÓN, 11",42.6840591,-2.9416044000000006,09200,45,primaria,0921903016
46,Centro de Salud,Mombeltrán,,"C/ JOSÉ MANUEL FERNÁNDEZ DE SANTIAGO, S/N",40.2585881,-5.016031600000001,05410,46,primaria,0513201001
47,Centro de Salud,Olmedo,,"C/ CALABAZAS, 2",41.284531099999995,-4.6819657999999995,47410,47,primaria,4710402001
48,Centro de Salud,Pampliega,,"C/ LAS ERAS, S/N",42.2045017,-3.9862168,09220,48,primaria,0925001001
49,Centro de Salud,Periurbana Norte,,"C/ FUENTE, 27",41.0088294,-5.647597599999999,37184,49,primaria,3736201001
50,Centro de Salud,Villafranca del Bierzo,,"AVDA. DÍAZ OVELAR, S/N",42.610216600000015,-6.806892200000002,24500,50,primaria,2420901001
51,Centro de Salud,Villamuriel de Cerrato,,"AVDA. VALDEGUDIN, S/N",41.952549099999985,-4.5151135999999985,34190,51,primaria,3422501002
52,Centro de Salud,Vitigudino,,"C/ ALAMEDA, 2",41.00384029999999,-6.437845199999997,37210,52,primaria,3737601001
53,Centro de Salud,Zamora Sur,,"C/ SANTA TERESA, 26",41.51121229999999,-5.7401879000000005,49011,53,primaria,4927501007
54,Centro de Salud,Santa María del Páramo,,"C/ PALOMARES, 1",42.3560491,-5.7506898,24240,54,primaria,2415701002
55,Centro de Salud,Santa Marta de Tormes,,"C/ PADRE IGNACIO ELLACURÍA, S/N",40.95080389999999,-5.628974999999999,37900,55,primaria,3729401001
56,Centro de Salud,Segovia I,,C/ SANTO TOMÁS 9,40.94207359999999,-4.1174295,40002,56,primaria,4019403007
57,Centro de Salud,Segovia Rural,,"CAMINO DE LA PIEDAD, S/N",40.9458324,-4.1267613,40002,57,primaria,4019402002
58,Centro de Salud,Sotillo de la Adrada,,"PZA. DE LA CONCORDIA, S/N",40.293292,-4.5837384,05420,58,primaria,0524001001
59,Centro de Salud,Elena Ginel Díez (Tejares),,"C/ TOMÁS RODRÍGUEZ PINILLA, S/N",40.9579551,-5.683792,37008,59,primaria,3727403010
60,Centro de Salud,Universidad Centro (Filiberto Villalobos),,"C/ SANCTI SPIRITUS, 43",40.96493929999999,-5.658451699999999,37001,60,primaria,3727402001
61,Centro de Salud,Valderas,,"CTRA. BENAVENTE, S/N",42.0759722,-5.445616899999999,24220,61,primaria,2418101002
62,Centro de Salud,Parque Alameda - Covaresa,,"AVDA. DE CASTILLA Y LEÓN, 137",41.61202120000001,-4.750401800000001,47008,62,primaria,4718611031
63,Centro de Salud,Valle de Losa (Quincoces de Yuso),,"PZA. DE URANO, S/N",42.9897208,-3.2444004000000004,09510,63,primaria,0990801001
64,Centro de Salud,Venta de Baños,,"C/ ANTONIO MACHADO, S/N",41.92179990000001,-4.4899822,34200,64,primaria,3402301001
65,Centro de Salud,Berlanga de Duero,,"C/ MANUEL VÁZQUEZ, S/N",41.46760110000001,-2.8635457000000004,42360,65,primaria,4203501001
66,Centro de Salud,Briviesca,,"C/ SANTA ANA AL RÍO, 36",42.551441,-3.3220697000000006,09240,66,primaria,0905601003
67,Centro de Salud,Carbajales de Alba,,"C/ DEL ORO, S/N",41.6507436,-5.9927341,49160,67,primaria,4903601001
68,Centro de Salud,Carballeda (Mombuey),,"PZA. DEL AYUNTAMIENTO, 6",42.0241106,-6.331889799999999,49310,68,primaria,4912101001
69,Centro de Salud,Carrión de los Condes,,"PZA. CONDE DE GARAY, S/N",42.336064,-4.6016726,34120,69,primaria,3404701002
70,Centro de Salud,Dr. José Luis Santamaria García (Casa La Vega),,"C/ LAZARILLO DE TORMES, S/N",42.3636886,-3.6663145,09006,70,primaria,0905905047
71,Centro de Salud,Cebreros,,"AVDA. DE LA CONSTITUCIÓN, S/N",40.45917669999999,-4.4643505,05260,71,primaria,0505702002
72,Centro de Salud,Cristóbal Acosta,,"C/ JOSÉ Mª DE LA PUENTE, 1",42.3530205,-3.6920345999999995,09006,72,primaria,0905905032
73,Centro de Salud,Burgos Rural Norte,,"C/ LUIS CERNUDA, 1-11",42.35337400000001,-3.680814,09006,73,primaria,0905905044
74,Centro de Salud,Burgos Rural Sur,,"C/ LUIS CERNUDA, 1-11",42.353301,-3.6805780999999995,09006,74,primaria,0905905045
75,Centro de Salud,Calzada de Valdunciel,,"C/ LA LAGUNA, S/N",41.08703409999998,-5.6992965,37797,75,primaria,3707301001
76,Centro de Salud,Candeleda,,"C/ CHILLA, S/N",40.1538274,-5.2442125,05480,76,primaria,0504703001
77,Centro de Salud,Aguilar de Campoo,,"PASEO DEL SOTO, 5",42.79046819999999,-4.2587793,34800,77,primaria,3400402001
78,Centro de Salud,Alaejos,,"PZA. SANTA MARÍA, S/N",41.30961929999999,-5.213722499999999,47510,78,primaria,4700401002
79,Centro de Salud,Ágreda,,"C/ DEL VENERABLE, 85",41.85372520000001,-1.9257740999999997,42100,79,primaria,4200401001
80,Centro de Salud,Almazán,,"C/ FERIAL, S/N",41.490487999999985,-2.529267800000001,42200,80,primaria,4202001003
81,Centro de Salud,Aranda Rural,,"C/ BURGO DE OSMA, 53",41.6664948,-3.687820500000001,09400,81,primaria,0901801007
82,Centro de Salud,Arenas de San Pedro,,"PASEO PINTOR MARTÍNEZ VÁZQUEZ, 21",40.21180759999999,-5.085336399999999,05400,82,primaria,0501402002
83,Centro de Salud,Armunia,,"C/ SAN JUAN BOSCO, S/N",42.5807712,-5.5863856,24190,83,primaria,2408909001
84,Centro de Salud,Arturo Eyries,,"C/ PUERTO RICO, 1",41.634311700000005,-4.748222,47014,84,primaria,4718610049
85,Centro de Salud,Astorga II,,"C/ GASPAR BECERRA, S/N",42.4626285,-6.062106100000001,24700,85,primaria,2400802002
86,Centro de Salud,Ávila Estación,,"PASEO DE LA ESTACIÓN, 24",40.65674920000001,-4.6856894,05001,86,primaria,0501906002
87,Centro de Salud,Ávila Norte,,"C/ ARTURO DUPERIER, 4",40.6570937,-4.6954673,05001,87,primaria,0501906001
88,Centro de Salud,Barco de Ávila,,"C/ JOSÉ SORIA CHICO, S/N",40.35742719999999,-5.520107500000001,05600,88,primaria,0502101002
89,Centro de Salud,Belorado,,"C/ LAS CERCAS, 2",42.4199531,-3.190815,09250,89,primaria,0904801001
90,Centro de Salud,Santa Elena,,"C/ SANTA ELENA, 12",41.5111324,-5.745282399999999,49007,90,primaria,4927501010
91,Centro de Salud,Esguevillas de Esgueva,,"C/ DEMOCRACIA, 2",41.7464802,-4.3814172,47176,91,primaria,4706101001
92,Centro de Salud,Fabero,,"PZA. DE LA CORTINA, S/N",42.76821689999999,-6.627723499999999,24420,92,primaria,2407001001
93,Centro de Salud,Fontiveros,,"PASEO CHICO, 1",40.92827520000001,-4.963254399999999,05310,93,primaria,0507401001
94,Centro de Salud,Frómista,,"AVDA. EJERCITO ESPAÑOL, 28",42.2696271,-4.404130999999999,34440,94,primaria,3407401001
95,Centro de Salud,La Fuente de San Esteban,,"PZA. ESPAÑA, S/N",40.801484099999996,-6.2585555,37200,95,primaria,3713501001
96,Centro de Salud,García Lorca,,"C/ DE FEDERICO GARCÍA LORCA, 23",42.35071270000001,-3.6626418,09007,96,primaria,0905909024
97,Centro de Salud,Gómara,,"CTRA. DE ALMAZÁN, S/N",41.62265439999998,-2.2233568,42120,97,primaria,4209601001
98,Centro de Salud,Gredos,,"C/ LAS MOZAS, S/N",40.3616435,-5.1315989,05635,98,primaria,0516501001
99,Centro de Salud,Lanzahíta,,"C/ FELIPE VELASCO, S/N",40.2044048,-4.937068399999999,05490,99,primaria,0511001001
100,Centro de Salud,Las Huelgas,,"PASEO DE LOS COMENDADORES, 2 (ANTIGUO HOSPITAL MILITAR, PABELLÓN 4)",42.33864169999999,-3.7188784,09001,100,primaria,0905908011
101,Centro de Salud,Las Navas del Marqués,,"TRAVESÍA GRUPO ESCOLAR, 10",40.6057673,-4.3328331,05230,101,primaria,0516801002
102,Centro de Salud,La Palomera,,"AVDA. SAN JUAN DE SAHAGÚN, S/N",42.60927759999999,-5.5644134,24007,102,primaria,2408904002
103,Centro de Salud,Jose Aguado I (León V),,"AVDA. JOSÉ AGUADO, S/N",42.58871059999999,-5.5648219,24005,103,primaria,2408906006
104,Centro de Salud,Lerma,,"C/ SUBIDA DE SAN MIGUEL, 19",42.0240561,-3.7541090000000006,09340,104,primaria,0919401002
105,Centro de Salud,Jose Aguado II (León VI),,"AVDA. JOSÉ AGUADO, S/N",42.58871059999999,-5.5648219,24005,105,primaria,2408906006
106,Centro de Salud,Herrera de Pisuerga,,"AVDA. MARIA AUXILIADORA, S/N",42.595999000000006,-4.3345236,34400,106,primaria,3408301001
107,Centro de Salud,Huerta de Rey,,"C/ CARIDAD, 33",41.83958809999999,-3.3488012999999994,09430,107,primaria,0917401001
108,Centro de Salud,La Bañeza I,,"C/ DOCTOR FLEMING, S/N",42.30663620000001,-5.907253700000001,24750,108,primaria,2401001004
109,Centro de Salud,La Bañeza II,,"C/ DOCTOR FLEMING, S/N",42.30663620000001,-5.907253700000001,24750,109,primaria,2401001004
110,Centro de Salud,La Cabrera (Truchas),,"C/ PIORNAL, S/N",42.2612133,-6.4320989,24740,110,primaria,2417201001
111,Centro de Salud,La Magdalena,,"AVDA. DE LA MAGDALENA, 4",42.7819301,-5.8040582,24009,111,primaria,2416701001
112,Centro de Salud,Ciudad Rodrigo,,"AVDA. SALAMANCA, 147-151",40.608903,-6.5231498,37500,112,primaria,3710702001
113,Centro de Salud,Pedrosillo El Ralo,,"C/ SANTA MARÍA, 22",41.06196859999999,-5.549467099999999,37427,113,primaria,3723801001
114,Centro de Salud,Valladolid Rural I,,"CTRA. DE VALLADOLID, S/N",41.653922699999995,-4.634894399999999,47170,114,primaria,4713301001
115,Centro de Salud,Segovia III,,"AVDA. VÍA ROMA, S/N",40.950571000000004,-4.112786,40003,115,primaria,4019407001
116,Centro de Salud,Casa del Barco (Campo Grande),,"PASEO DE FILIPINOS, 15 (1ª PLANTA)",41.644168500000006,-4.7322649,47007,116,primaria,4718602005
117,Centro de Salud,Centro - Gamazo (Campo Grande),,"PASEO DE FILIPINOS, 15 (2ª PLANTA)",41.644168500000006,-4.7322649,47007,117,primaria,4718602005
118,Centro de Salud,Fuentesaúco de Fuentidueña,,"C/ LA FUENTE, 10",41.425319999999985,-4.061749999999999,40355,118,primaria,4008901001
119,Centro de Salud,Vidriales,,"C/ DR. SEVERO OCHOA, 2",42.0734172,-6.0108865,49610,119,primaria,4920601001
120,Centro de Salud,Sanabria,,"C/ PADRE VICENTE SALGADO, 45",42.053759799999995,-6.627641499999998,49300,120,primaria,4916601001
121,Centro de Salud,Virgen de la Concha,,"AVDA. REQUEJO, 31",41.51325039999999,-5.732231,49022,121,primaria,4927501006
122,Centro de Salud,Aliste (Alcañices),,"C/ ALTO DE LA ATALAYA, S/N",41.6966592,-6.346287800000001,49500,122,primaria,4900301001
123,Centro de Salud,Benavente Norte,,"C/ RÍO CEA, S/N",42.00601749999999,-5.681255799999999,49600,123,primaria,4902101003
124,Centro de Salud,Puerta Nueva,,"C/ DE PUERTA NUEVA, 6",41.50221990000001,-5.741467999999999,49016,124,primaria,4927502003
125,Centro de Salud,Linares de Riofrío,,"CTRA. DE GUIJUELO, S/N",40.5827053,-5.914340599999999,37760,125,primaria,3717201001
126,Centro de Salud,Alfonso Sanchez Montero (Pizarrales),,"C/ ALFAREROS, S/N",40.97597619999999,-5.673705499999999,37006,126,primaria,3727404011
127,Centro de Salud,Cuéllar,,"C/ ESTUDIO, 3",41.39931959999999,-4.3134502,40200,127,primaria,4006302001
128,Centro de Salud,Barrio España,,"C/ COSTA BRAVA, S/N",41.6701611,-4.7112004,47010,128,primaria,4718608036
129,Centro de Salud,Cigales,,"C/ DEL RÍO, 7",41.75574650000001,-4.695640099999999,47270,129,primaria,4705001001
130,Centro de Salud,San Ildefonso (La Granja),,"C/ SAN JUAN DE NEPOMUCENO, S/N",40.902054599999985,-4.0048749,40100,130,primaria,4018101001
131,Centro de Salud,La Sierra (Navafría),,"C/ POBO, 2-8",41.05561,-3.824479999999999,40161,131,primaria,4013901001
132,Centro de Salud,Huerta del Rey,,"C/ RASTROJO, 14",41.65309280000001,-4.7433929,47014,132,primaria,4718610036
133,Centro de Salud,Osorno,,"CTRA. CARRIÓN, 9",42.40806270000001,-4.3652334999999995,34460,133,primaria,3490101001
134,Centro de Salud,Cervera de Pisuerga,,"C/ FELIPE CALVO, S/N",42.8624446,-4.493768199999999,34840,134,primaria,3405601001
135,Centro de Salud,Aranda Norte,,"C/ SANTIAGO, 7",41.672551799999994,-3.6799810000000006,09400,135,primaria,0901803004
136,Centro de Salud,Serrada,,C/ PEÑAS 3,41.45766649999998,-4.861502999999999,47239,136,primaria,4715901001
137,Centro de Salud,Camarzana de Tera,,"C/ CARRETERA, 72",41.9939623,-6.0319854,49332,137,primaria,4903301001
138,Centro de Salud,Muñana,,"C/ CARRETERA (AV-120), S/N",40.5858882,-5.0133358999999995,05540,138,primaria,0513501001
139,Centro de Salud,Parada del Molino,,"C/ PARADA DEL MOLINO, S/N",41.509836,-5.752839399999999,49026,139,primaria,4927505003
140,Centro de Salud,Parquesol,,"C/ CIUDAD DE LA HABANA, 17",41.6347645,-4.761467199999999,47016,140,primaria,4718610030
141,Centro de Salud,Villacastin,,"C/ NIEVES, S/N",40.7791874,-4.417449199999999,40150,141,primaria,4022501001
142,Centro de Salud,Soria Norte,,"PASEO DEL ESPOLON, 16",41.7649388,-2.4726826,42001,142,primaria,4217302003
143,Centro de Salud,Delicias II,,"PASEO DE JUAN CARLOS I, 18",41.6345215,-4.718659000000001,47013,143,primaria,4718604038
144,Centro de Salud,Villarcayo,,"C/ COMPLEJO DE LA RESIDENCIA, 4",42.94486379999999,-3.5679703,09550,144,primaria,0990301002
145,Centro de Salud,Toreno,,"C/ INSTITUTO, S/N",42.695530899999994,-6.5151689,24450,145,primaria,2416901001
146,Centro de Salud,Periurbana Sur,,"AVDA. PADRE IGNACIO ELLACURIA, 127",40.9582891,-5.684022699999999,37008,146,primaria,3727403010
147,Centro de Salud,Tábara,,"CTRA. DE RIOFRÍO, S/N",41.823359299999986,-5.966034100000001,49140,147,primaria,4921401001
148,Centro de Salud,Soria Rural,,"CTRA. LOGROÑO, 8",41.7711085,-2.4645196,42005,148,primaria,4217303002
149,Centro de Salud,Palencia Rural,,"AVDA. SAN TELMO, S/N (DENTRO DEL RECINTO DEL HOSPITAL SAN TELMO)",41.996437799999995,-4.5197528,34004,149,primaria,3412007018
150,Centro de Salud,Medina del Campo Urbano,,"C/ ALMIRANTE, S/N",41.3084663,-4.9168009,47400,150,primaria,4708502002
151,Centro de Salud,Benavente Sur,,"C/ FRAY TORIBIO, 2",42.0025768,-5.6752419000000005,49600,151,primaria,4902102003
152,Centro de Salud,Baltanás,,"AVDA. JUAN JOSE LUCAS, S/N",41.93699000000001,-4.248769999999998,34240,152,primaria,3402201001
153,Centro de Salud,La Condesa (León III),,"AVDA. CONDESA DE SAGASTA, 28",42.59926959999999,-5.5800461,24001,153,primaria,2408902008
154,Centro de Salud,Carbonero El Mayor,,"CTRA. DE BERNARDOS, 8",41.1238889,-4.2693011,40270,154,primaria,4004301002
155,Centro de Salud,Muñico,,"C/ DE LA SALUD, S/N (DETRÁS DE PZA. DEL FRONTÓN)",40.7051345,-5.0274524,05144,155,primaria,0513601001
156,Centro de Salud,San Andrés del Rabanedo (La Pinilla),,"C/ BURBIA, S/N",42.6056733,-5.5944174,24010,156,primaria,2414203002
157,Centro de Salud,Villalpando,,"Pº DE VENUS, S/N",41.86192750000001,-5.414433899999999,49630,157,primaria,4925001001
158,Centro de Salud,Sayago,,"PZA. DIPUTACIÓN, S/N",41.3649219,-6.115387599999998,49200,158,primaria,4902301001
159,Centro de Salud,Tordesillas,,"CTRA. VALLADOLID, 6",41.5028487,-4.9942122,47100,159,primaria,4716502002
160,Centro de Salud,Ávila Rural,,"C/ SANTA FE, S/N (ESQUINA C/ MADRIGAL DE LAS ALTAS TORRES)",40.65065769999999,-4.6853586,05003,160,primaria,0501905004
161,Centro de Salud,Lumbrales,,"C/ IMPERIAL, S/N",40.934800900000006,-6.717719399999999,37240,161,primaria,3717301001
162,Centro de Salud,Pintor Oliva,,"C/ DOCTOR FLEMING, S/N",42.00072480000001,-4.5225868,34004,162,primaria,3412007016
163,Centro de Salud,Medina de Pomar,,"C/ ORTIZ DE NAVACERRA, 2",42.93227739999999,-3.4878397,09500,163,primaria,0920901002
164,Centro de Salud,Fuenteguinaldo,,"PZA. DE LA CONSTITUCIÓN, 13",40.42890049999998,-6.675606799999998,37540,164,primaria,3713601001
165,Centro de Salud,San Pablo,,"C/ CARDENAL TORQUEMADA, S/N",41.658274799999994,-4.7268515,47010,165,primaria,4718609011
166,Centro de Salud,Rondilla I,,"C/ CARDENAL TORQUEMADA, 54",41.6643378,-4.7198649999999995,47010,166,primaria,4718608031
167,Centro de Salud,Alba de Tormes,,"C/ CORRALES DE LA DEHESA, S/N",40.821544200000005,-5.513321599999999,37800,167,primaria,3700801002
168,Centro de Salud,Ribera del Esla,,"C/ PELOTA, S/N",42.624267200000006,-5.2251311,24160,168,primaria,2407901001
169,Centro de Salud,Portillo,,"CAMINO DE LA BOMBA, S/N",41.47499109999999,-4.5893956,47160,169,primaria,4712202001
170,Centro de Salud,Capuchinos,,"C/ VALLES MINEROS, 36",40.98384500000001,-5.6672894,37006,170,primaria,3727404023
171,Centro de Salud,Ávila Sur Este,,"C/ D. JESÚS JIMENEZ, 6",40.6461232,-4.6857011,05003,171,primaria,0501904011
172,Centro de Salud,Eras de Renueva,,"C/ ABAD VIÑAYO, S/N",42.605738699999996,-5.584600399999999,24008,172,primaria,2408903016
173,Centro de Salud,Laguna de Duero,,"AVDA. LA LAGUNA, 1",41.585159999999995,-4.719553,47140,173,primaria,4707601001
174,Centro de Salud,Corrales del Vino,,"AVDA. DE LA GUARDIA CIVIL, 22",41.35885149999999,-5.7215099,49700,174,primaria,4905401001
175,Centro de Salud,Cistierna,,"C/ BATALLA DE LEPANTO, S/N",42.80516750000001,-5.1301262,24800,175,primaria,2405601001
176,Centro de Salud,Circunvalación,,"PZA. DEL BIÓLOGO JOSÉ ANTONIO VALVERDE, 5",41.644643499999994,-4.7113868,47012,176,primaria,4718606030
177,Centro de Salud,Pinares - Covaleda,,"C/ VIRGEN DEL CAMPO, 7",41.9343082,-2.8813964,42157,177,primaria,4206901001
178,Centro de Salud,Ponferrada I (San Antonio),,"PASEO SAN ANTONIO, 7",42.54747159999999,-6.588206099999998,24401,178,primaria,2411501002
179,Centro de Salud,San Esteban de Gormaz,,"AVDA. LA RAMBLA, S/N",41.57180249999999,-3.2006942,42330,179,primaria,4216201001
180,Centro de Salud,San Juan,,"AVDA. DE PORTUGAL, 83-89",40.9717564,-5.6608003999999985,37005,180,primaria,3727406003
181,Centro de Salud,Ponferrada III,,"C/ RAMÓN GONZÁLEZ ALEGRE, S/N",42.548361799999995,-6.610961999999999,24403,181,primaria,2411503006
182,Centro de Salud,Ponferrada II (Pico Tuerto),,"C/ VÍA PICO TUERTO, S/N",42.55239220000001,-6.5992790999999995,24402,182,primaria,2411502010
183,Centro de Salud,Ribera del Órbigo,,"C/ MAGISTERIO NACIONAL, S/N",42.5031463,-5.8934458,24280,183,primaria,2401501001
184,Centro de Salud,Sacramenia,,"C/ SEPULVEDA, 14",41.4935749,-3.9610852999999997,40237,184,primaria,4017401001
185,Centro de Salud,Los Comuneros,,"C/ JUAN DE PADILLA, 7",42.35043850000001,-3.6844575,09006,185,primaria,0905905039
186,Centro de Salud,Magdalena,,"C/ NUESTRA SEÑORA, 2",41.65986389999999,-4.7149989,47011,186,primaria,4718608006
187,Centro de Salud,Nava de la Asunción,,"PZA. DEL CAÑO DEL OBISPO, 1",41.15448599999999,-4.4888249,40450,187,primaria,4013801002
188,Centro de Salud,Ólvega,,"PZA. DE LA CONSTITUCIÓN, 1",41.7779767,-1.984679600000001,42110,188,primaria,4213401001
189,Centro de Salud,Peñafiel,,"C/ CRUZ ROJA, S/N",41.5982077,-4.1267323,47300,189,primaria,4711401001
190,Centro de Salud,Villadiego,,"C/ REYES CATÓLICOS, S/N",42.5142069,-4.010227400000001,09120,190,primaria,0942701001
191,Centro de Salud,Santa Clara,,"PZA. SANTA TERESA, S/N",42.3404093,-3.6929306,09002,191,primaria,0905907002
192,Centro de Salud,Segovia II (La Albuera),,C/ DEL PARQUE 37,40.94521929999999,-4.1063874,40004,192,primaria,4019406001
193,Centro de Salud,Sepúlveda,,"C/ EL POSTIGUILLO, 11",41.29957249999999,-3.7432514,40300,193,primaria,4019501001
194,Centro de Salud,Soria Sur (La Milagrosa),,"C/ NICOLÁS RABAL, 19",41.7630138,-2.4726925999999994,42003,194,primaria,4217302002
