CUSEC;numero_bienes;superficie_media;antiguedad_media;dispersion_antiguedad;dispersion_superficie;pct_reformado_2000;Seccion_id
4902101002;766;130,886;1983;0,01;0,61;2,75;3172
4902101003;539;101,729;1971;0,01;0,53;9,68;3173
4902101004;970;144,126;1987;0,01;0,59;5,56;3174
4902101005;843;123,82;1990;0,01;0,54;0,77;3175
4902101006;874;119,888;1993;0,01;0,37;1,11;3176
4902101007;475;147,282;1973;0,01;0,62;8,53;3177
4902102001;649;135,806;1984;0,01;0,66;5,73;3178
4902102002;1153;107,266;1988;0,01;0,53;0,55;3179
4902102003;1154;124,806;1990;0,01;0,66;0,9;3180
4902102004;353;110,878;1981;0,01;0,56;0,57;3181
4902102005;860;188,793;2001;0;0,56;2,21;3182
4902102006;1030;114,727;1999;0,01;0,58;1,75;3183
4902103001;735;133,144;1986;0,01;0,54;3,79;3184
4902103002;716;139,476;1980;0,02;0,63;6,05;3185
4902201001;174;289,224;1973;0,02;0,64;15,44;3186
4902301001;1005;277,026;1968;0,02;0,57;17,43;3187
4902401001;667;233,304;1968;0,02;0,54;18,61;3188
4902501001;212;237,995;1971;0,02;0,66;36,22;3189
4902601001;229;235,301;1966;0,02;0,49;6,22;3190
4902701001;207;267,498;1969;0,02;0,55;21,54;3191
4902801001;98;299,48;1984;0,02;0,6;34,12;3192
4902901001;430;295,305;1972;0,02;0,5;10,03;3193
4903001001;141;351,83;1968;0,02;0,5;21,21;3194
4903101001;153;226,261;1954;0,02;0,71;25,18;3195
4903201001;316;291,174;1961;0,02;0,43;7,27;3196
4903301001;707;235,481;1966;0,02;0,54;7,55;3197
4903401001;446;207,52;1983;0,02;0,6;16,98;3198
4903501001;201;275,04;1951;0,02;0,61;18,09;3199
4903601001;513;218,975;1973;0,02;0,6;4,72;3200
4903701001;174;283;1982;0,02;0,55;27,01;3201
4903801001;232;173,302;1979;0,02;0,78;15,46;3202
4903901001;269;250,784;1999;0,03;0,57;24,27;3203
4904001001;136;218,199;1963;0,02;0,63;34,21;3204
4904101001;290;274,962;1968;0,02;0,6;14,29;3205
4904201001;218;291,784;1945;0,02;0,59;12,75;3206
4904301001;462;221,461;1975;0,02;0,76;13,24;3207
4904401001;59;307,797;1979;0,02;0,65;17,65;3208
4904601001;248;286,536;1965;0,02;0,52;21,89;3209
4904701001;97;276,062;1946;0,02;0,56;21,18;3210
4904801001;186;212,457;1955;0,02;0,46;30,26;3211
4905001001;1275;171,837;1950;0,02;0,55;18,26;3212
4905201001;337;244,57;1980;0,02;0,72;15,03;3213
4905301001;716;218,499;1986;0,02;0,63;14,08;3214
4905401001;838;258,177;1958;0,02;0,66;24;3215
4905501001;199;186,804;1969;0,02;0,84;9,9;3216
4905601001;212;289,967;1971;0,02;0,58;19,05;3217
4905701001;182;264,648;1984;0,02;0,43;1,92;3218
4905801001;453;172,137;1987;0,02;0,74;12,79;3219
4905901001;65;213,354;1969;0,02;0,5;8,62;3220
4906101001;162;200,056;1985;0,02;0,55;14,78;3221
4906201001;269;191,015;1944;0,03;0,55;22,17;3222
4906301001;326;243,445;1962;0,02;0,48;11,68;3223
4906401001;612;274,974;1964;0,02;0,47;11,72;3224
4906501001;2408;126,85;1970;0,02;0,8;4,9;3225
4906601001;569;277,329;1970;0,02;0,44;9,96;3226
4906701001;336;256,423;1956;0,02;0,45;7,87;3227
4906801001;497;248,938;1972;0,02;0,47;26,44;3228
4906901001;650;201,074;1973;0,02;0,55;13,65;3229
4907101001;897;211,309;1971;0,02;0,53;9,57;3230
4907501001;179;308,134;1973;0,02;0,71;12,58;3231
4907601001;217;247,733;1984;0,02;0,59;2,81;3232
4907701001;211;285,654;1968;0,02;0,47;14,58;3233
4907801001;202;238,129;1971;0,02;0,68;5,21;3234
4907901001;103;299,903;1977;0,02;0,46;29,47;3235
4908001001;707;210,956;1982;0,02;0,67;26,7;3236
4908101001;667;200,216;1985;0,02;0,6;8,35;3237
4908102001;586;199,683;1985;0,02;0,62;8,52;3238
4908201001;496;239,677;1969;0,02;0,69;18,75;3239
4908301001;58;355,552;1949;0,01;0,54;19,3;3240
4908401001;210;256,852;1986;0,02;0,49;23,12;3241
4908501001;1893;146,188;1964;0,02;0,66;12,97;3242
4908601001;103;247,757;1983;0,02;0,56;25;3243
4908701001;591;229,472;1977;0,02;0,5;8,28;3244
4908801001;109;283,229;1971;0,02;0,5;10,42;3245
4909001001;270;232,481;1980;0,02;0,7;10,25;3246
4909101001;232;229,901;1948;0,02;0,57;26,04;3247
4909201001;160;329,05;1962;0,02;0,51;10,14;3248
4909301001;239;222,033;1967;0,01;0,52;17,57;3249
4909401001;817;133,038;1937;0,02;0,71;14,72;3250
4909501001;225;282,262;1976;0,02;0,53;15,57;3251
4909601001;175;252,114;1971;0,02;0,64;17,9;3252
4909701001;221;185,652;1949;0,02;0,43;27,32;3253
4909801001;248;243,565;1967;0,02;0,47;23,53;3254
4909901001;141;272,248;1975;0,02;0,41;25,2;3255
4910001001;917;130,309;1936;0,01;0,68;20,85;3256
4910101001;175;312,383;1958;0,02;0,41;17,2;3257
4910201001;248;160,085;1973;0,02;0,59;27,69;3258
4910301001;432;225,745;1982;0,02;0,78;26,63;3259
4910401001;549;225,403;1979;0,02;0,5;8,02;3260
4910501001;204;272,275;1974;0,02;0,57;15,14;3261
4910701001;171;300,854;1957;0,02;0,59;35,15;3262
4910801001;895;204,485;1944;0,02;0,73;18,4;3263
4910901001;455;298,165;1982;0,02;0,55;17,09;3264
4911001001;673;186,461;1957;0,02;0,52;27,07;3265
4911101001;183;243,787;1986;0,02;0,48;15,12;3266
4911201001;298;230,99;1947;0,03;0,52;31,51;3267
4911301001;140;313,107;1970;0,02;0,54;23,73;3268
4911401001;46;223,957;1997;0,02;0,67;2,5;3269
4911501001;253;166,387;1973;0,02;0,56;4,12;3270
4911601001;425;281,687;1957;0,02;0,59;15,15;3271
4911701001;433;272,402;1976;0,02;0,52;27,39;3272
4911801001;156;290,417;1956;0,02;0,56;8,21;3273
4911901001;161;268,193;1969;0,02;0,65;12,98;3274
4912001001;337;143,136;1979;0,02;0,69;12,67;3275
4912101001;410;217,854;1964;0,02;0,64;24,3;3276
4912201001;541;215,739;1999;0,02;0,54;14,83;3277
4912301001;448;271,373;1963;0,02;0,52;23,67;3278
4912401001;236;272,449;1975;0,02;0,48;8,41;3279
4912501001;1096;211,53;1997;0,02;0,68;3,23;3280
4912601001;208;200,803;1996;0,02;0,58;30,54;3281
4912701001;785;204,535;1974;0,02;0,7;10,66;3282
4912701002;1034;226,211;1999;0,01;0,57;0,44;3283
4912801001;494;290,727;1973;0,02;0,62;3,79;3284
4912901001;952;206,452;1964;0,02;0,68;11,69;3285
4913001001;191;292,791;1960;0,02;0,55;19,25;3286
4913101001;191;318,241;1965;0,02;0,46;12,07;3287
4913201001;228;319,662;1972;0,02;0,59;20,1;3288
4913301001;357;234,978;1963;0,02;0,57;7,14;3289
4913401001;315;212,038;1929;0,03;0,62;25,09;3290
4913501001;699;227,381;1967;0,02;0,59;5,14;3291
4913601001;313;271,93;1965;0,02;0,47;28,62;3292
4913701001;120;319,925;1968;0,02;0,52;3,85;3293
4913801001;275;326,047;1982;0,02;0,41;10,47;3294
4913901001;274;205,584;1967;0,02;0,59;20,08;3295
4914101001;331;273,157;1959;0,02;0,55;16,84;3296
4914201001;223;229,031;1967;0,02;0,62;4,69;3297
4914301001;403;192,809;1958;0,02;0,54;19,13;3298
4914501001;486;157,955;1986;0,02;0,51;14,18;3299
4914601001;265;252,883;1958;0,02;0,51;24,27;3300
4914701001;266;232,301;1956;0,02;0,63;16,67;3301
4914801001;131;256,542;1985;0,02;0,62;30,85;3302
4914901001;406;245,552;1985;0,02;0,56;19,75;3303
4915001001;211;232,867;1967;0,02;0,4;37,78;3304
4915101001;824;233,051;1984;0,02;0,73;18,78;3305
4915201001;585;241,576;1990;0,02;0,64;16,91;3306
4915301001;230;274,552;1972;0,02;0,46;4,98;3307
4915401001;487;124,548;1935;0,01;0,77;19,87;3308
4915501001;102;275,157;1951;0,02;0,63;50;3309
4915601001;244;306,369;1979;0,01;0,57;15,19;3310
4915701001;190;210,832;1979;0,02;0,49;18,84;3311
4915801001;278;207,353;1982;0,02;0,74;22,57;3312
4915901001;297;255,38;1982;0,02;0,55;21,37;3313
4916001001;49;250,898;1964;0,02;0,46;30,23;3314
4916201001;632;120,862;1943;0,02;0,64;21,82;3315
4916301001;218;338,826;1973;0,02;0,57;22,55;3316
4916401001;166;247,024;1961;0,02;0,53;12,84;3317
4916501001;79;286,43;1959;0,02;0,66;20,51;3318
4916601001;1311;169,458;1969;0,02;0,66;12,7;3319
4916701001;229;266,424;1971;0,02;0,45;11,52;3320
4916801001;137;239,241;1964;0,02;0,63;31,82;3321
4916901001;76;231,776;1948;0,02;0,76;4,17;3322
4917001001;98;298,541;1969;0,02;0,53;17,72;3323
4917101001;562;265,826;1974;0,02;0,57;21,3;3324
4917201001;466;256,015;1965;0,02;0,49;7,23;3325
4917301001;425;192,529;1983;0,02;0,53;14,2;3326
4917401001;236;169,5;1969;0,02;0,58;18,06;3327
4917501001;251;252,773;1953;0,02;0,74;12,78;3328
4917601001;713;249,191;1972;0,01;0,58;7,99;3329
4917701001;483;185,799;1967;0,02;0,59;11,03;3330
4917801001;520;216,527;1995;0,01;0,58;13,16;3331
4917901001;1194;141,46;1946;0,02;0,68;7,68;3332
4918001001;216;245,843;1974;0,02;0,63;25,12;3333
4918101001;738;166,676;1955;0,02;0,54;22,74;3334
4918301001;142;178,352;1974;0,02;0,68;23,26;3335
4918401001;204;273,525;1984;0,02;0,49;21,85;3336
4918501001;107;284,43;1971;0,01;0,55;9,78;3337
4918601001;305;261,977;1949;0,02;0,59;26,55;3338
4918701001;859;320,609;1976;0,02;0,54;5,99;3339
4918801001;172;250,901;1926;0,02;0,73;28,05;3340
4918901001;1429;108,749;1935;0,02;0,75;3,67;3341
4919001001;75;307,893;1968;0,02;0,71;8,33;3342
4919101001;231;259,394;1961;0,02;0,52;24,27;3343
4919201001;222;310,887;1964;0,02;0,5;16,19;3344
4919301001;533;241,246;1974;0,02;0,45;6,37;3345
4919401001;322;246,665;1981;0,02;0,5;1,79;3346
4919701001;164;236,671;1985;0,02;0,62;21,92;3347
4919901001;183;274,055;1959;0,03;0,55;10,91;3348
4920001001;698;225,466;1976;0,02;0,7;11,35;3349
4920101001;307;247,961;1971;0,02;0,59;11,11;3350
4920201001;197;295,787;1945;0,02;0,49;19,47;3351
4920301001;230;367,73;1972;0,02;0,57;9,62;3352
4920401001;90;243,344;1964;0,02;0,48;17,33;3353
4920501001;403;281,385;1969;0,02;0,48;14,4;3354
4920601001;980;266,476;1972;0,02;0,52;9,41;3355
4920701001;528;201,178;1951;0,02;0,71;7,88;3356
4920801001;455;248,259;1979;0,02;0,48;25,93;3357
4920901001;499;234,587;1976;0,02;0,49;13,48;3358
4921001001;528;189,496;1988;0,02;0,71;20,87;3359
4921401001;736;228,474;1973;0,02;0,59;8,79;3360
4921601001;145;278,166;1930;0,02;0,76;7,14;3361
4921901001;970;169,69;1981;0,02;0,72;17,72;3362
4921901002;529;155,529;1984;0,02;0,74;9,23;3363
4921901003;629;150,11;1990;0,02;0,66;10,2;3364
4921902001;658;141,375;1982;0,02;0,66;12,59;3365
4921902002;695;123,915;1979;0,01;0,69;5,68;3366
4921902003;691;171,065;1994;0,02;0,6;22,55;3367
4921902004;901;137,456;1988;0,01;0,56;8,12;3368
4921903001;681;205,928;1978;0,01;0,7;7,68;3369
4922001001;213;261,08;1969;0,02;0,64;19,58;3370
4922101001;235;275,277;1969;0,02;0,44;18,5;3371
4922201001;258;285,473;1970;0,02;0,63;26,94;3372
4922301001;719;203,505;1983;0,02;0,57;14,64;3373
4922401001;456;148,338;1945;0,02;0,58;33,24;3374
4922501001;312;219,388;1947;0,02;0,57;5,47;3375
4922601001;258;220,174;1972;0,02;0,7;20,35;3376
4922701001;235;245,166;1996;0,02;0,59;12,77;3377
4922801001;170;171,465;1990;0,02;0,9;21,79;3378
4922901001;228;221,197;1967;0,02;0,65;29,95;3379
4923001001;225;174,058;1969;0,02;0,77;15,15;3380
4923101001;427;259,119;1974;0,02;0,55;5,96;3381
4923201001;95;287,811;1974;0,02;0,55;42,17;3382
4923301001;92;246,478;1983;0,02;0,51;30,14;3383
4923401001;605;196,131;1987;0,02;0,69;18,3;3384
4923501001;480;234,073;1961;0,02;0,56;29,9;3385
4923601001;128;211,672;1926;0,02;0,78;14,96;3386
4923701001;200;206,54;1956;0,02;0,53;29,73;3387
4923801001;361;247,662;1972;0,02;0,65;12,69;3388
4923901001;531;239,913;1975;0,02;0,53;10,58;3389
4924001001;193;264,244;1973;0,02;0,47;10,69;3390
4924101001;284;252,303;1977;0,02;0,55;27,44;3391
4924201001;412;270,255;1965;0,02;0,67;4,23;3392
4924301001;119;297,563;1965;0,02;0,59;7,21;3393
4924401001;91;156,253;1969;0,01;0,79;5,56;3394
4924501001;227;250,846;1963;0,02;0,61;26,4;3395
4924601001;186;284,199;1953;0,02;0,64;9,7;3396
4924701001;439;209,435;1977;0,02;0,56;8,4;3397
4924801001;189;315,116;1983;0,02;0,58;13,14;3398
4924901001;105;317,324;1940;0,01;0,61;20,19;3399
4925001001;1109;181,542;1973;0,02;0,71;8,25;3400
4925101001;171;256,17;1945;0,02;0,52;27,22;3401
4925201001;402;251,637;1972;0,02;0,7;19,2;3402
4925501001;396;242,879;1979;0,02;0,6;6,45;3403
4925601001;193;277,917;1977;0,02;0,51;37,18;3404
4925701001;182;264,731;1981;0,02;0,6;17,8;3405
4925801001;152;225,855;1972;0,02;0,6;15,91;3406
4925901001;194;208,82;1955;0,02;0,54;21,82;3407
4926001001;624;290,705;1980;0,02;0,56;19,89;3408
4926101001;1227;209,325;1992;0,02;0,67;10,23;3409
4926201001;465;278,852;1989;0,03;0,56;27,08;3410
4926301001;96;244,24;1950;0,02;0,79;17,02;3411
4926401001;569;263,174;1972;0,02;0,55;21,12;3412
4926501001;181;262,403;1967;0,02;0,45;34,31;3413
4926601001;73;277,315;1959;0,02;0,65;21,43;3414
4926701001;158;180,627;1986;0,01;0,65;13,82;3415
4926801001;474;236,342;1979;0,02;0,58;20,93;3416
4926901001;248;241,75;1980;0,02;0,62;22,55;3417
4927001001;279;190,57;1973;0,01;0,84;8,09;3418
4927101001;230;235,887;1957;0,02;0,7;5,48;3419
4927201001;104;230,173;1965;0,02;0,61;13,27;3420
4927301001;216;217,194;1983;0,02;0,53;15,87;3421
4927501001;703;133,321;1974;0,02;0,65;7,59;3422
4927501002;1031;116,654;1984;0,01;0,57;1,78;3423
4927501003;1076;133,23;1978;0,01;0,56;3,15;3424
4927501004;813;114,203;1976;0,01;0,37;0,54;3425
4927501005;702;147,493;1979;0,01;0,43;0,52;3426
4927501006;1553;136,73;1995;0,01;0,29;2,02;3427
4927501007;883;130,586;1984;0,01;0,34;0,4;3428
4927501008;698;127,712;1975;0,01;0,42;0;3429
4927501009;1108;114,845;1983;0,01;0,33;1,35;3430
4927501010;648;106,881;1975;0,01;0,21;0;3431
4927501011;619;133,21;1975;0,01;0,45;2,47;3432
4927501012;509;114,053;1981;0,01;0,44;0;3433
4927501013;564;118,092;1976;0;0,31;0;3434
4927501014;629;93,892;1979;0,01;0,27;0,34;3435
4927501015;883;128,051;1996;0;0,26;0;3436
4927502001;982;133,686;1979;0,01;0,54;2,09;3437
4927502002;962;120,968;1984;0,02;0,58;9,1;3438
4927502003;1212;103,824;1991;0,01;0,31;0;3439
4927502004;961;135,499;1984;0,01;0,42;0,4;3440
4927502005;477;142,66;1976;0,01;0,38;0;3441
4927502006;631;105,664;1977;0,01;0,44;0,56;3442
4927502007;573;78,271;1957;0;0,52;0;3443
4927502008;807;70,559;1967;0,01;0,4;0,74;3444
4927502009;688;126,294;1982;0,01;0,5;5,11;3445
4927502010;522;97,538;1977;0,01;0,51;0,41;3446
4927502011;899;111,888;1982;0,01;0,23;0;3447
4927502012;904;124,101;1985;0,01;0,31;1,05;3448
4927502013;569;114,178;1983;0,01;0,48;1,09;3449
4927502014;489;118,826;1977;0,01;0,46;1,37;3450
4927502015;554;118,177;1985;0,01;0,28;0;3451
4927502016;509;116,167;1984;0,01;0,25;0,94;3452
4927502017;479;126,994;1982;0,01;0,63;3,78;3453
4927503001;755;124,299;1989;0,02;0,58;14,29;3454
4927503002;884;134,347;1987;0,02;0,6;15,59;3455
4927503003;765;171,016;1997;0,02;0,6;12,84;3456
4927503004;774;134,01;1994;0,01;0,49;7,24;3457
4927504001;446;152,751;1975;0,02;0,81;9,57;3458
4927504002;911;136,563;1996;0,01;0,54;1,87;3459
4927504003;685;144,851;1984;0,02;0,87;6,51;3460
4927504004;764;173,421;1987;0,02;0,6;12,43;3461
4927504005;1055;119,143;1993;0,01;0,32;0,18;3462
4927505001;781;137,986;1983;0,02;0,63;13,2;3463
4927505003;685;130,54;1984;0,02;0,59;6,95;3464
4927505004;1218;124,459;1989;0,01;0,45;2,31;3465
4927505005;1178;103,208;1982;0,01;0,42;0;3466
4927505006;584;158,726;1984;0,01;0,48;20,42;3467
4927505007;414;83,565;1966;0,01;0,31;9,93;3468
4927505008;862;112,349;1992;0;0,25;0,27;3469
4927505009;1259;119,46;1992;0,01;0,25;1,98;3470
