CUSEC;numero_bienes;superficie_media;antiguedad_media;dispersion_antiguedad;dispersion_superficie;pct_reformado_2000;Seccion_id
4008801001;491;222,866;1967;0,02;0,46;18,27;2192
4008901001;251;256,633;1973;0,01;0,58;19,16;2193
4009101001;169;217,479;1964;0,02;0,57;23,23;2194
4009201001;219;195,662;1976;0,02;0,57;13,59;2195
4009301001;217;171,493;1977;0,02;0,57;16,25;2196
4009401001;363;215,479;1991;0,02;0,56;7,45;2197
4009501001;336;329,652;1974;0,02;0,45;14,92;2198
4009701001;320;192,634;2005;0,01;0,53;17,5;2199
4009901001;104;186,788;1957;0,02;0,57;16,85;2200
4010001001;399;217,213;1976;0,01;0,55;13,54;2201
4010101001;790;155,818;2002;0,01;0,47;11,11;2202
4010301001;154;172,825;1981;0,02;0,58;20,41;2203
4010401001;1018;118,605;2000;0,01;0,68;3,3;2204
4010501001;95;211,284;1977;0,02;0,63;14,08;2205
4010601001;320;233,081;1972;0,02;0,56;25;2206
4010701001;167;211,353;1981;0,02;0,55;20,17;2207
4010801001;218;197,142;1968;0,02;0,56;14,97;2208
4010901001;155;253,645;1976;0,02;0,49;21,77;2209
4011001001;540;184,361;1961;0,02;0,51;10,91;2210
4011101001;72;245,403;1978;0,02;0,51;1,61;2211
4011201001;1096;171,703;2001;0,01;0,68;1,41;2212
4011201002;927;237,621;2004;0,01;0,54;0,49;2213
4011301001;388;208,335;1987;0,01;0,57;5,65;2214
4011501001;190;222,737;1983;0,02;0,46;21,71;2215
4011801001;91;267,736;1968;0,02;0,51;28,77;2216
4011901001;216;231,444;1988;0,02;0,55;12,41;2217
4012001001;201;245,542;1996;0,02;0,49;17,53;2218
4012101001;448;214,283;1966;0,02;0,62;21,36;2219
4012201001;1525;162,56;1996;0,01;0,51;2,49;2220
4012301001;381;199,165;1976;0,02;0,53;16,25;2221
4012401001;181;239,497;1979;0,02;0,58;9,46;2222
4012501001;122;247,746;1975;0,02;0,49;19,15;2223
4012601001;140;212,843;1975;0,02;0,61;19,38;2224
4012701001;81;217,827;1962;0,01;0,61;26,47;2225
4012801001;178;280,961;1976;0,02;0,62;22,67;2226
4012901001;161;264,031;1984;0,02;0,63;6,2;2227
4013001001;176;177,977;1972;0,02;0,46;10,22;2228
4013101001;128;174,352;1974;0,02;0,57;18,27;2229
4013201001;158;192,456;1975;0,02;0,46;25,44;2230
4013401001;745;193,871;1969;0,02;0,58;8,79;2231
4013501001;296;232,983;1975;0,02;0,61;19,5;2232
4013601001;193;268,922;1977;0,02;0,54;18,31;2233
4013801001;758;170,992;1977;0,01;0,56;1,09;2234
4013801002;1089;193,32;1983;0,01;0,64;4,26;2235
4013901001;454;187,996;1980;0,01;0,61;7,76;2236
4014001001;211;210,033;1970;0,01;0,51;6,02;2237
4014101001;698;233,56;1981;0,02;0,52;10,36;2238
4014201001;145;194,103;1965;0,02;0,46;30;2239
4014301001;217;176,963;1980;0,02;0,45;19,39;2240
4014401001;104;171,173;1974;0,02;0,45;29,76;2241
4014501001;993;192,516;1974;0,02;0,58;6,57;2242
4014601001;499;148,739;1985;0,02;0,57;8,33;2243
4014801001;256;222,938;1983;0,02;0,56;18,6;2244
4014901001;608;245,304;1964;0,02;0,48;27,45;2245
4015001001;208;214,125;1971;0,02;0,54;21,52;2246
4015101001;55;289,709;1971;0,02;0,71;14,58;2247
4015201001;832;181,762;1989;0,02;0,59;10,02;2248
4015401001;34;247,853;1959;0,01;0,56;35,48;2249
4015501001;1285;168,613;1999;0,01;0,53;3,97;2250
4015501002;1609;180,782;2004;0,01;0,53;3,65;2251
4015601001;428;212,687;1979;0,02;0,7;10,21;2252
4015701001;103;197,68;1984;0,02;0,59;6,15;2253
4015801001;46;199,304;1969;0,02;0,56;36,84;2254
4015901001;152;228,947;1975;0,02;0,46;12,03;2255
4016001001;147;248,912;1964;0,02;0,52;21,74;2256
4016101001;128;180,82;1985;0,02;0,59;12,12;2257
4016201001;701;207,959;1982;0,02;0,54;23,46;2258
4016301001;92;279,043;1965;0,02;0,56;14,29;2259
4016401001;174;278,592;1979;0,02;0,58;36,43;2260
4016501001;145;197,807;1968;0,02;0,54;20,83;2261
4016601001;188;261,207;1979;0,01;0,57;13,14;2262
4016801001;90;221,5;1965;0,02;0,49;27,27;2263
4017001001;3208;150,199;1989;0,02;0,63;6,84;2264
4017101001;115;182,035;1965;0,02;0,52;17,71;2265
4017201001;129;156,837;1982;0,01;0,49;29,03;2266
4017301001;144;209,882;1998;0,02;0,53;17,02;2267
4017401001;433;204,732;1975;0,01;0,63;18,33;2268
4017601001;416;215,25;1968;0,02;0,54;14,29;2269
4017701001;148;229,284;1953;0,02;0,57;7,25;2270
4017801001;137;263,839;1963;0,02;0,65;22,5;2271
4017901001;616;236,226;1981;0,01;0,49;12,62;2272
4018001001;336;281,967;1959;0,02;0,57;11,11;2273
4018101001;1389;112,056;1983;0,01;0,67;2,08;2274
4018101002;1211;151,865;1988;0,02;0,87;5,08;2275
4018101003;942;117,878;1992;0,01;0,54;1,19;2276
4018102001;513;166,534;1984;0,01;0,62;8,03;2277
4018201001;250;233,588;1967;0,02;0,52;14,63;2278
4018301001;159;242,522;1973;0,01;0,47;23,97;2279
4018401001;409;259,839;1977;0,01;0,5;6,09;2280
4018501001;1198;251,284;1968;0,02;0,58;22,61;2281
4018601001;81;245,457;1975;0,02;0,6;33,9;2282
4018801001;170;218,606;1967;0,02;0,54;31,45;2283
4018901001;461;273,161;1975;0,02;0,57;7,88;2284
4019001001;82;227,963;1972;0,02;0,51;9,43;2285
4019101001;644;184,144;1980;0,02;0,54;23,09;2286
4019201001;208;218,812;1954;0,02;0,59;24,19;2287
4019301001;245;229,2;1981;0,01;0,45;4,82;2288
4019401001;530;157,713;1971;0,02;0,98;1,52;2289
4019401002;481;141,37;1975;0,01;0,86;2,08;2290
4019401003;386;143,427;1967;0,02;0,84;6,82;2291
4019401004;357;137,375;1972;0,01;0,91;0,34;2292
4019401005;504;141,036;1953;0,03;0,81;4,72;2293
4019402001;890;113,357;1970;0,01;0,69;2,37;2294
4019402002;412;98,765;1975;0,01;0,66;3,58;2295
4019403001;453;115,773;1984;0,01;0,45;4,12;2296
4019403002;557;121,084;1972;0,01;0,68;3,57;2297
4019403003;720;104,664;1975;0,01;0,5;0,36;2298
4019403004;447;134,691;1969;0,01;0,76;5,25;2299
4019403005;631;120,074;1975;0,01;0,44;5,63;2300
4019403006;601;105,11;1977;0,01;0,44;1,55;2301
4019403007;546;127,938;1979;0,01;0,42;0;2302
4019403008;584;105,315;1973;0,01;0,68;0,78;2303
4019403009;518;121,564;1979;0;0,29;0,77;2304
4019404001;799;110,831;1980;0,01;0,45;1,46;2305
4019404002;823;115,053;1978;0,01;0,48;2,56;2306
4019404003;569;96,833;1975;0,01;0,4;0,75;2307
4019404004;563;98,059;1975;0,01;0,32;0;2308
4019404005;407;93,415;1955;0;0,22;0;2309
4019404006;901;110,633;1984;0,01;0,3;0;2310
4019404007;609;104,829;1976;0,01;0,56;0,77;2311
4019404008;642;115,751;1983;0,01;0,3;0;2312
4019404009;732;109,907;1991;0,01;0,54;0,21;2313
4019404010;1365;194,429;1992;0,02;0,63;5,35;2314
4019405001;535;95,516;1981;0,01;0,39;0;2315
4019405002;876;104,107;1980;0,01;0,42;0,2;2316
4019405003;839;109,031;1992;0,01;0,43;0;2317
4019405004;684;63,101;1959;0;0,17;0;2318
4019405005;467;104,67;1986;0;0,29;0;2319
4019405006;546;152,396;1995;0;0,26;0;2320
4019405007;751;154,682;1998;0;0,25;0;2321
4019405008;637;202,586;1995;0;0,54;0;2322
4019406001;972;117,735;1983;0,01;0,56;0,86;2323
4019406002;497;98,412;1979;0,01;0,17;0;2324
4019406003;493;95,17;1976;0;0,2;0;2325
4019406004;566;90,643;1975;0;0,13;0;2326
4019406005;701;143,823;1976;0,01;0,58;2,54;2327
4019407001;559;136,973;1980;0,01;0,61;2,49;2328
4019407002;937;118,526;1984;0,01;0,49;0,45;2329
4019407003;921;104,1;1983;0,01;0,45;0,14;2330
4019407004;800;177,282;1983;0,02;0,74;3,98;2331
4019501001;1498;181,852;1980;0,02;0,65;8,73;2332
4019601001;76;238,724;1966;0,02;0,41;22,06;2333
4019801001;50;258,22;1995;0,02;0,48;26,09;2334
4019901001;182;236,473;1994;0,02;0,53;19,63;2335
4020001001;82;248,988;1979;0,02;0,58;10,45;2336
4020101001;41;301,073;1966;0,02;0,53;31,58;2337
4020201001;195;203,205;1964;0,02;0,5;19,75;2338
4020301001;912;176,452;1999;0,01;0,64;4,95;2339
4020401001;346;196,272;1963;0,02;0,53;14,85;2340
4020501001;406;223,559;1978;0,02;0,48;8,95;2341
4020601001;330;220,958;1967;0,02;0,5;8,3;2342
4020701001;559;249,889;2002;0,02;0,46;14,8;2343
4020801001;997;217,632;1986;0,02;0,6;9,77;2344
4021001001;217;222,046;1980;0,02;0,44;26,47;2345
4021101001;74;190,73;1979;0,02;0,62;21,28;2346
4021201001;77;168,714;1971;0,02;0,42;1,45;2347
4021301001;128;274,883;1975;0,02;0,56;19,81;2348
4021401001;199;220,161;1977;0,02;0,54;10,39;2349
4021501001;254;199,5;1971;0,01;0,61;17,18;2350
4021601001;697;173,69;1998;0,02;0,6;4,41;2351
4021801001;175;193,417;1971;0,02;0,44;19,71;2352
4021901001;431;300,566;1976;0,01;0,55;4,85;2353
4022001001;106;184,783;1985;0,02;0,46;15,28;2354
4022101001;127;220,764;1967;0,02;0,52;35,71;2355
4022201001;270;235,856;1960;0,01;0,53;14,35;2356
4022301001;777;128,004;1988;0,01;0,67;6;2357
4022401001;94;186,096;1987;0,02;0,66;10,17;2358
4022501001;1017;209,613;1981;0,01;0,63;3,88;2359
4022801001;350;229,297;1979;0,01;0,44;20,28;2360
4022901001;113;185,221;1984;0,02;0,39;8,64;2361
4023001001;101;218,832;1974;0,02;0,65;2,78;2362
4023101001;224;241,076;1957;0,02;0,58;23,91;2363
4023301001;615;177,855;1993;0,02;0,56;8,3;2364
4023401001;407;187,953;1971;0,02;0,48;11,08;2365
4090101001;438;229,007;1992;0,01;0,52;1,7;2366
4090201001;185;262,173;1979;0,01;0,48;18,75;2367
4090301001;154;201,506;1976;0,02;0,52;7,94;2368
4090401001;387;238,884;1981;0,02;0,55;12,5;2369
4090501001;189;194,878;1976;0,02;0,53;29,61;2370
4090601001;716;171,553;1997;0,01;0,51;2,32;2371
4090601002;678;161,319;1996;0;0,69;0;2372
4200101001;324;222,633;1973;0,02;0,6;12;2373
4200301001;44;327,432;1961;0,02;0,57;42,42;2374
4200401001;1448;188,62;1979;0,01;0,71;14,83;2375
4200401002;715;192,983;1972;0,01;0,63;33,03;2376
4200601001;155;220,723;1985;0,01;0,52;11,11;2377
4200701001;274;210,785;1954;0,02;0,5;24,46;2378
4200801001;391;145,22;1949;0,01;0,71;19,77;2379
4200901001;141;217,546;1940;0,01;0,77;8,15;2380
4201001001;23;288,13;1942;0,02;0,57;84,21;2381
4201101001;36;276,667;1970;0,02;0,56;40,62;2382
4201201001;65;217,446;1974;0,02;0,41;42,22;2383
4201301001;65;170,908;1944;0,02;0,73;10,34;2384
4201401001;84;192,298;1954;0,02;0,66;57,14;2385
4201501001;19;289,947;1948;0,01;0,44;52,63;2386
4201601001;20;359,95;1958;0,02;0,52;30,77;2387
4201701001;166;263,205;1962;0,02;0,62;33,61;2388
4201801001;172;252,267;1946;0,02;0,44;17,31;2389
4201901001;731;246,456;1970;0,02;0,55;28,75;2390
4202001001;1354;166,787;1971;0,01;0,62;16,5;2391
4202001002;1305;125,417;1989;0,01;0,37;3,12;2392
4202001003;1271;133,905;1976;0,01;0,67;8,84;2393
4202101001;58;246,379;1956;0,02;0,59;29,79;2394
4202201001;368;276,217;1946;0,02;0,6;11,04;2395
4202301001;55;203,527;1954;0,02;0,41;60;2396
4202401001;50;293,24;1939;0,02;0,58;47,5;2397
4202501001;1158;155,513;1959;0,01;0,67;8,4;3512
4202501002;1398;188,095;1959;0,02;0,58;9,57;3513
4202601001;67;199,343;1952;0,02;0,57;23,21;2398
4202701001;148;271,385;1958;0,02;0,53;35,83;2399
4202801001;76;222,303;1978;0,03;0,67;58;2400
4202901001;230;194,126;1954;0,02;0,53;17,22;2401
4203001001;198;195,369;1951;0,01;0,64;11,17;2402
4203101001;93;203,677;1957;0,02;0,54;32,88;2403
4203201001;234;191,393;1956;0,02;0,5;33,17;2404
4203301001;58;174,052;1956;0,02;0,54;71,43;2405
4203401001;99;223,465;1980;0,02;0,61;25,58;2406
4203501001;846;216,473;1962;0,02;0,61;18,65;2407
4203601001;104;151,413;1970;0,02;0,61;9,47;2408
4203701001;25;256,72;1948;0,02;0,44;21,74;2409
4203801001;29;244,586;1930;0,01;0,43;25;2410
4203901001;286;217,28;1986;0,02;0,6;16,48;2411
4204101001;14;325;1941;0,02;0,49;83,33;2412
4204201001;25;300;1975;0,02;0,62;33,33;2413
4204301001;1582;149,126;1987;0,01;0,66;9,43;2414
4204301002;1131;162,577;1982;0,01;0,67;9,5;2415
4204301003;1660;179,251;1967;0,02;0,57;23,25;2416
4204401001;31;378,935;1932;0,01;0,45;40;2417
4204501001;388;200,258;1972;0,01;0,46;19,16;2418
4204601001;132;197,856;1992;0,02;0,59;21,1;2419
4204801001;94;187,585;1945;0,02;0,5;23,17;2420
4204901001;103;274,301;1948;0,02;0,54;59,09;2421
4205001001;137;161,277;1956;0,02;0,67;12,2;2422
4205101001;45;213,733;1931;0,02;0,67;65,85;2423
4205201001;41;195,707;1931;0,02;0,35;8,33;2424
4205301001;72;204,278;1935;0,01;0,39;11,94;2425
4205401001;50;276,18;1935;0,02;0,57;4,26;2426
4205501001;223;179,991;1958;0,02;0,55;17,95;2427
4205601001;50;367,14;1964;0,02;0,59;53,85;2428
4205701001;224;316,772;1974;0,02;0,53;10,05;2429
4205801001;335;235,379;1948;0,02;0,49;21,48;2430
4205901001;67;163,478;1965;0,02;0,69;9,23;2431
4206001001;39;198,872;1943;0,02;0,34;11,43;2432
4206101001;534;235,176;1975;0,02;0,54;25,3;2433
4206201001;101;207,604;1972;0,02;0,44;26,67;2434
4206301001;116;229,543;1942;0,01;0,58;2,65;2435
4206401001;170;148,365;1938;0,01;0,86;20,37;2436
4206501001;32;328,969;1943;0,01;0,39;50;2437
4206801001;44;325,318;1938;0,02;0,51;28,21;2438
4206901001;1116;165,612;1970;0,01;0,57;12,12;2439
4207001001;24;173,417;1974;0,02;0,34;26,67;2440
4207101001;217;206,364;1962;0,01;0,54;28,18;2441
4207301001;173;171,156;1979;0,02;0,65;11,61;2442
4207501001;128;239,281;1962;0,02;0,53;26,83;2443
4207601001;505;204,19;1951;0,02;0,55;15,15;2444
4207801001;674;189,15;1976;0,01;0,53;9,77;2445
4207901001;20;267,55;1945;0,02;0,43;44,44;2446
4208001001;429;197,834;1964;0,02;0,52;11,05;2447
4208101001;211;168,1;1959;0,02;0,48;36,26;2448
4208201001;18;265,278;1941;0,02;0,45;57,14;2449
4208301001;12;272,5;1946;0,02;0,61;30;2450
4208401001;89;224,528;1947;0,02;0,39;9,09;2451
4208501001;790;147,371;1953;0,01;0,59;11,5;2452
4208601001;69;201,188;1940;0,01;0,39;7,46;2453
4208701001;62;265,5;1959;0,02;0,59;10;2454
4208801001;72;211,389;1944;0,01;0,46;10,14;2455
4208901001;71;203,408;1972;0,02;0,66;15,69;2456
4209001001;81;220,481;1963;0,02;0,6;38,81;2457
4209201001;103;235,67;1939;0,01;0,52;60,22;2458
4209301001;71;269,352;1982;0,01;0,52;35,71;2459
4209401001;570;216,321;1989;0,01;0,55;17,97;2460
4209501001;1614;189,985;1999;0,02;0,56;10,33;2461
4209601001;392;220,168;1949;0,01;0,77;18,95;2462
4209701001;43;169,698;1968;0,02;0,51;42,86;2463
4209801001;27;142,741;1959;0,02;0,38;33,33;2464
4210001001;55;272,836;1965;0,02;0,58;30,77;2465
4210301001;974;208,897;1964;0,02;0,6;37,35;2466
4210501001;93;175,581;1966;0,02;0,45;37,84;2467
4210601001;21;212,714;1944;0,02;0,6;5,88;2468
4210701001;128;198,734;1953;0,02;0,56;40,22;2469
4210801001;33;230,727;1940;0,01;0,51;37,93;2470
4211001001;131;292,58;1967;0,02;0,56;10,74;2471
4211101001;423;162,922;1960;0,02;0,64;7,85;2472
4211301001;580;207,052;1972;0,02;0,63;26,85;2473
4211501001;287;158,899;1949;0,02;0,75;27,69;2474
4211601001;113;206,593;1949;0,02;0,41;47;2475
4211701001;243;197,848;1979;0,01;0,7;11,24;2476
4211801001;25;266,68;1935;0,01;0,46;8;2477
4211901001;327;219,012;1948;0,01;0,59;38,64;2478
4212001001;457;165,101;1961;0,02;0,51;26,82;2479
4212101001;62;263,435;1943;0,01;0,48;8,77;2480
4212301001;135;214,148;1959;0,02;0,54;42,62;2481
4212401001;80;224,938;1972;0,01;0,54;39,13;2482
4212501001;52;203,846;1960;0,02;0,45;53,49;2483
4212701001;100;179,56;1959;0,02;0,55;40;2484
4212801001;61;290,738;1964;0,02;0,59;18,37;2485
4212901001;861;150,05;1976;0,01;0,7;12,17;2486
4213001001;30;326,933;1948;0,01;0,42;75;2487
4213101001;22;272,455;1945;0,02;0,44;64,71;2488
4213201001;123;281,488;1951;0,01;0,53;6,31;2489
4213401001;998;185,7;1987;0,02;0,64;14,22;2490
4213401002;1137;157,302;1983;0,01;0,7;16,16;2491
4213501001;163;223,276;1949;0,02;0,58;37,96;2492
4213901001;25;281,4;1976;0,02;0,44;8,33;2493
4214001001;6;234,667;1934;0,02;0,27;50;2494
4214101001;187;213,225;1952;0,02;0,52;3,55;2495
4214201001;96;319,031;1995;0,02;0,51;14,12;2496
4214401001;532;188,87;1967;0,01;0,58;21,02;2497
4214501001;158;175,551;1968;0,02;0,64;22,56;2498
4214801001;23;241,087;1953;0,02;0,46;38,1;2499
4214901001;392;215,607;1977;0,02;0,54;36,88;2500
4215101001;34;247,235;1992;0,02;0,47;4,55;2501
4215201001;72;216;1958;0,02;0,63;47,06;2502
4215301001;34;171,353;1972;0,02;0,49;8,33;2503
4215401001;123;233,333;1968;0,02;0,53;32,97;2504
4215501001;383;203,334;1957;0,02;0,47;46,81;2505
4215601001;27;196,741;1926;0,01;0,53;34,62;2506
4215701001;40;186,05;1947;0,02;0,41;9,09;2507
4215801001;209;202,244;1988;0,02;0,62;9,36;2508
4215901001;68;246,676;1955;0,02;0,65;18,52;2509
4216001001;541;225,616;1957;0,02;0,6;15,75;2510
4216101001;159;251,151;1967;0,01;0,54;49,23;2511
4216201001;1716;151,849;1982;0,01;0,61;11,67;2512
4216201002;787;185,975;1957;0,02;0,52;30,61;2513
4216201003;576;177,734;1965;0,02;0,56;21,86;2514
4216301001;145;190,366;1985;0,02;0,46;9,23;2515
4216401001;1615;143,611;1980;0,01;0,64;6,79;2516
4216501001;807;181,771;1955;0,02;0,72;22,83;2517
4216601001;81;220,951;1956;0,02;0,54;6,85;2518
4216701001;368;167,462;1950;0,01;0,65;9,74;2519
4216801001;220;187,082;1965;0,02;0,57;29,67;2520
4217101001;300;205,68;1951;0,02;0,7;12,85;2521
4217201001;15;371,067;1953;0,02;0,39;50;2522
4217301001;1178;111,061;1984;0,01;0,44;7,76;2523
4217301002;1067;110,552;1987;0,01;0,42;0,24;2524
4217301003;839;112,819;1977;0,01;0,54;2,59;2525
4217301004;957;113,097;1979;0,01;0,32;1,56;2526
4217301005;1001;111,902;1980;0,01;0,34;0;2527
4217301006;972;113,763;1990;0;0,24;0;2528
4217301007;1045;116,856;1982;0,01;0,47;0,2;2529
4217301008;565;122,935;2002;0;0,21;0;2530
4217302001;875;115,631;1979;0,02;0,56;9,16;2531
4217302002;900;129,258;1976;0,01;0,36;2,35;2532
4217302003;1034;125,279;1975;0,01;0,38;0,2;2533
4217302004;1224;142,818;1991;0,01;0,52;0,45;2534
4217302005;999;128,493;1992;0,01;0,26;0;2535
4217302006;1268;122,618;1988;0,01;0,36;0;2536
4217302007;1787;132,985;1995;0,01;0,59;3,03;2537
4217302008;587;114,198;1973;0,01;0,31;0,17;2538
4217302009;966;109,508;1982;0,01;0,3;0,26;2539
4217302010;1109;105,583;1986;0;0,26;0;2540
4217302011;1091;104,027;1987;0,01;0,38;0,65;2541
4217302012;728;178,521;1965;0,02;0,56;25,43;2542
4217302013;779;137,16;1995;0,01;0,62;0;2543
4217302014;1383;152,43;2011;0;0,35;0;2544
4217303001;857;108,071;1979;0,01;0,45;5,33;2545
4217303002;906;113,273;1979;0,01;0,69;1,57;2546
4217303003;1377;144,957;1999;0,01;0,57;0,6;2547
4217401001;285;272,151;1957;0,02;0,67;12,61;2548
4217501001;66;222,864;1954;0,02;0,56;24,07;2549
4217601001;32;273,125;1987;0,02;0,39;26,92;2550
4217701001;76;170;1967;0,02;0,37;1,54;2551
4217801001;140;181,55;1961;0,02;0,47;19,38;2552
4218101001;393;153,83;1963;0,01;0,53;5,8;2553
4218201001;64;251,922;1957;0,01;0,41;52,73;2554
4218301001;87;318,379;1936;0,01;0,46;53,75;2555
4218401001;78;271,026;1935;0,01;0,38;18,67;2556
4218501001;46;233,913;1989;0,03;0,44;35,29;2557
4218701001;34;255,706;1932;0,01;0,4;2,94;2558
4218801001;79;259,114;1996;0,03;0,61;15;2559
4218901001;108;202,37;1973;0,02;0,44;8,33;2560
4219001001;68;192,603;1966;0,02;0,4;18,37;2561
4219101001;280;247,55;1967;0,01;0,59;27,48;2562
4219201001;44;282,023;1970;0,02;0,44;21,43;2563
4219301001;50;240,74;1989;0,02;0,5;16,28;2564
4219401001;357;199,571;1958;0,02;0,48;19,57;2565
4219501001;178;186,787;1967;0,02;0,45;38,82;2566
4219601001;31;145,516;1946;0,02;0,5;28,57;2567
4219701001;79;207,62;1975;0,02;0,51;45,31;2568
4219801001;42;216,476;1938;0,02;0,46;2,63;2569
4220001001;215;199,837;1956;0,02;0,66;21,21;2570
4220101001;50;236,92;1971;0,01;0,62;10,53;2571
4220201001;43;200,791;1941;0,01;0,52;28,21;2572
4220401001;53;252,906;1950;0,02;0,47;69,05;2573
4220501001;79;218,772;1962;0,02;0,42;10;2574
4220601001;59;205,39;1946;0,02;0,38;9,8;2575
4220701001;91;266,538;1950;0,02;0,62;7,25;2576
4220801001;47;246,894;1965;0,02;0,63;6,82;2577
4220901001;356;182,865;1961;0,02;0,69;29,04;2578
4221101001;89;234,461;1974;0,02;0,64;16,13;2579
4221201001;165;193,394;1943;0,01;0,62;12,35;2580
4221301001;31;294,581;1939;0,01;0,62;35,71;2581
4221501001;892;201,16;1984;0,02;0,69;9,87;2582
4221601001;57;213,035;1962;0,02;0,53;60,47;2583
4221701001;151;160,589;1981;0,02;0,6;33,86;2584
4221801001;171;229,737;1962;0,02;0,67;18,24;2585
4221901001;155;199,916;1943;0,02;0,67;6,47;2586
4700101001;35;300;1937;0,02;0,73;19,35;2587
4700201001;16;299,688;1939;0,03;0,68;15,38;2588
4700301001;196;298,276;1970;0,02;0,62;7,34;2589
4700401001;564;198,954;1958;0,03;0,76;12,82;2590
4700401002;530;184,155;1946;0,03;0,67;12,29;2591
4700501001;474;211,287;1972;0,02;0,6;16,71;2592
4700601001;154;254,558;1954;0,03;0,61;9,01;2593
4700701001;837;208,348;1993;0,02;0,53;8,7;2594
4700701002;594;200,965;2005;0;0,47;0;2595
4700701003;846;166,715;2009;0;0,31;7,69;2596
4700701004;759;174,387;2009;0;0,37;;2597
4700801001;28;286,214;1934;0,02;0,54;29,63;2598
4700901001;103;230,932;1901;0,02;0,42;30,61;2599
4701001001;865;135,236;2005;0,01;0,44;5,66;2600
4701001002;919;134,966;1994;0,01;0,5;4,86;2601
4701001003;1080;143,319;2005;0;0,27;0;2602
4701001004;767;167,812;2000;0;0,5;3,64;2603
4701001005;870;227,814;2003;0;0,42;0,66;2604
4701001006;1095;160,973;2006;0;0,38;0;2605
4701001007;711;252,336;2006;0;0,23;;2606
4701001008;1427;131,334;2009;0;0,2;;2607
4701001009;462;209,835;2001;0;0,39;0;2608
4701001010;1388;118,259;2012;0;0,25;;2609
4701001011;438;129,05;2008;0;0,22;;2610
4701101001;423;227,91;1944;0,03;0,55;20,4;2611
4701201001;136;253,787;1954;0,02;0,57;36,72;2612
4701301001;107;302,131;1904;0,03;0,56;30,69;2613
4701401001;36;249,611;1955;0,02;0,66;13,89;2614
4701501001;235;276,566;1911;0,03;0,55;16,51;2615
4701601001;83;264,373;1920;0,02;0,59;32,05;2616
4701701001;158;302,633;1916;0,02;0,6;1,31;2617
4701801001;29;282,483;1987;0,02;0,8;7,14;2618
4701901001;95;269,179;1891;0,03;0,61;11,36;2619
4702001001;197;200,315;1943;0,03;0,7;15,73;2620
4702101001;76;236,079;1981;0,02;0,72;46,67;2621
4702201001;67;239,507;1967;0,02;0,48;18,75;2622
4702301001;656;193,998;1992;0,01;0,54;8,97;2623
4702301002;668;268,509;1996;0,01;0,52;2,55;2624
4702301003;698;181,88;2004;0;0,34;2,33;2625
4702401001;195;264,862;1938;0,03;0,52;20;2626
4702501001;94;214,947;1954;0,02;0,63;36,14;2627
4702601001;33;352,667;1913;0,02;0,6;18,18;2628
4702701001;1203;172,638;2001;0,02;0,49;10,47;2629
4702701002;697;149,088;1986;0,01;0,53;30,6;2630
4702801001;18;452;1895;0,03;0,39;17,65;2631
4702901001;62;329,806;1871;0,03;0,55;18,64;2632
4703001001;783;212,636;1969;0,01;0,5;18,93;2633
4703101001;215;229,912;1960;0,03;0,59;21,81;2634
4703201001;152;244,25;1950;0,02;0,56;9,56;2635
4703301001;238;231,176;1951;0,03;0,55;20,3;2636
4703401001;103;223,252;1929;0,02;0,54;23,47;2637
4703501001;639;186,95;1955;0,03;0,57;4,16;2638
4703601001;272;239,952;1943;0,02;0,78;20,16;2639
4703701001;183;208,525;1927;0,03;0,65;24,39;2640
4703801001;162;216,617;1956;0,02;0,64;27,7;2641
4703901001;137;230,526;1934;0,02;0,59;23,53;2642
4704001001;96;266,406;1905;0,03;0,48;17,2;2643
4704101001;166;244,361;1922;0,03;0,52;32;2644
4704201001;45;331,311;1885;0,03;0,51;20,93;2645
4704301001;266;209,049;1918;0,03;0,64;14,86;2646
4704401001;291;244,165;1980;0,02;0,57;12,8;2647
4704501001;707;208,024;1973;0,02;0,57;14,06;2648
4704601001;118;252,822;1930;0,03;0,49;61,47;2649
4704701001;162;245,074;1947;0,02;0,61;26,9;2650
4704801001;165;304,964;1944;0,02;0,64;16,33;2651
4704901001;83;235,88;1928;0,03;0,59;28;2652
4705001001;878;146,919;1997;0,01;0,58;2,26;2653
4705001002;895;168,599;1993;0,02;0,58;20,45;2654
4705001003;876;148,484;1993;0,02;0,7;13,08;2655
4705101001;216;261,375;1963;0,03;0,58;17,81;2656
4705201001;820;131,168;2002;0,01;0,59;11,11;2657
4705201002;623;173,051;2001;0,01;0,28;0;2658
4705201003;832;148,233;1999;0,01;0,43;0,37;2659
4705201004;960;136,428;1994;0,01;0,41;6,59;2660
4705201005;445;156,013;1997;0,01;0,53;1,09;2661
4705201006;586;136,737;2007;0,01;0,41;0,83;2662
4705301001;144;222,632;1954;0,03;0,58;15,25;2663
4705401001;513;257,216;1944;0,03;0,56;18,26;2664
4705501001;125;275,064;1928;0,03;0,58;25,96;2665
4705601001;88;205,136;1939;0,02;0,48;7,95;2666
4705701001;129;241,465;1949;0,03;0,6;20,95;2667
4705801001;177;342,384;1980;0,02;0,54;13,69;2668
4705901001;126;214,341;1980;0,03;0,56;17,17;2669
4706001001;252;243,361;1959;0,02;0,61;18,72;2670
4706101001;254;221,012;1953;0,02;0,62;13,19;2671
4706201001;170;235,659;1915;0,03;0,6;14,91;2672
4706301001;89;209,202;1961;0,03;0,56;12,82;2673
4706401001;46;309,348;1886;0,03;0,58;34,15;2674
