Provincias;Municipios;Secciones;Sexo;Relación con la actividad;Periodo;Total
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Estudiante;2022;.
47 Valladolid;47002 Aguasal;4700201001 Aguasal sección 01001;Mujeres;Estudiante;2021;.
47 Valladolid;47003 Aguilar de Campos;;Total;Total;2023;252
47 Valladolid;47003 Aguilar de Campos;;Total;Total;2022;253
47 Valladolid;47003 Aguilar de Campos;;Total;Total;2021;236
47 Valladolid;47003 Aguilar de Campos;;Total;Ocupado/a;2023;114
47 Valladolid;47003 Aguilar de Campos;;Total;Ocupado/a;2022;116
47 Valladolid;47003 Aguilar de Campos;;Total;Ocupado/a;2021;105
47 Valladolid;47003 Aguilar de Campos;;Total;Parado/a;2023;7
47 Valladolid;47003 Aguilar de Campos;;Total;Parado/a;2022;11
47 Valladolid;47003 Aguilar de Campos;;Total;Parado/a;2021;13
47 Valladolid;47003 Aguilar de Campos;;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;60
47 Valladolid;47003 Aguilar de Campos;;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;58
47 Valladolid;47003 Aguilar de Campos;;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;54
47 Valladolid;47003 Aguilar de Campos;;Total;Otra situación de inactividad;2023;56
47 Valladolid;47003 Aguilar de Campos;;Total;Otra situación de inactividad;2022;53
47 Valladolid;47003 Aguilar de Campos;;Total;Otra situación de inactividad;2021;55
47 Valladolid;47003 Aguilar de Campos;;Total;Estudiante;2023;15
47 Valladolid;47003 Aguilar de Campos;;Total;Estudiante;2022;15
47 Valladolid;47003 Aguilar de Campos;;Total;Estudiante;2021;9
47 Valladolid;47003 Aguilar de Campos;;Hombres;Total;2023;150
47 Valladolid;47003 Aguilar de Campos;;Hombres;Total;2022;153
47 Valladolid;47003 Aguilar de Campos;;Hombres;Total;2021;136
47 Valladolid;47003 Aguilar de Campos;;Hombres;Ocupado/a;2023;86
47 Valladolid;47003 Aguilar de Campos;;Hombres;Ocupado/a;2022;88
47 Valladolid;47003 Aguilar de Campos;;Hombres;Ocupado/a;2021;76
47 Valladolid;47003 Aguilar de Campos;;Hombres;Parado/a;2023;2
47 Valladolid;47003 Aguilar de Campos;;Hombres;Parado/a;2022;7
47 Valladolid;47003 Aguilar de Campos;;Hombres;Parado/a;2021;7
47 Valladolid;47003 Aguilar de Campos;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;44
47 Valladolid;47003 Aguilar de Campos;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;44
47 Valladolid;47003 Aguilar de Campos;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;40
47 Valladolid;47003 Aguilar de Campos;;Hombres;Otra situación de inactividad;2023;11
47 Valladolid;47003 Aguilar de Campos;;Hombres;Otra situación de inactividad;2022;7
47 Valladolid;47003 Aguilar de Campos;;Hombres;Otra situación de inactividad;2021;9
47 Valladolid;47003 Aguilar de Campos;;Hombres;Estudiante;2023;7
47 Valladolid;47003 Aguilar de Campos;;Hombres;Estudiante;2022;7
47 Valladolid;47003 Aguilar de Campos;;Hombres;Estudiante;2021;4
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Total;2023;102
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Total;2022;100
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Total;2021;100
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Ocupado/a;2023;28
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Ocupado/a;2022;28
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Ocupado/a;2021;29
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Parado/a;2023;5
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Parado/a;2022;4
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Parado/a;2021;6
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;16
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;14
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;14
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Otra situación de inactividad;2023;45
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Otra situación de inactividad;2022;46
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Otra situación de inactividad;2021;46
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Estudiante;2023;8
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Estudiante;2022;8
47 Valladolid;47003 Aguilar de Campos;;Mujeres;Estudiante;2021;5
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Total;2023;252
47 Valladolid;47003 Aguilar de Campos;4700301001 Aguilar de Campos sección 01001;Total;Total;2022;253
