Provincias;Municipios;Secciones;Sexo;Relación con la actividad;Periodo;Total
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Total;2022;633
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Total;2021;634
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Ocupado/a;2023;304
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Ocupado/a;2022;315
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Ocupado/a;2021;304
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Parado/a;2023;57
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Parado/a;2022;49
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Parado/a;2021;73
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;168
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;172
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;170
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Otra situación de inactividad;2023;75
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Otra situación de inactividad;2022;62
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Otra situación de inactividad;2021;48
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Estudiante;2023;36
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Estudiante;2022;35
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Hombres;Estudiante;2021;39
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Total;2023;579
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Total;2022;581
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Total;2021;588
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Ocupado/a;2023;218
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Ocupado/a;2022;208
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Ocupado/a;2021;216
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Parado/a;2023;75
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Parado/a;2022;92
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Parado/a;2021;105
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;77
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;80
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;77
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Otra situación de inactividad;2023;181
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Otra situación de inactividad;2022;172
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Otra situación de inactividad;2021;164
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Estudiante;2023;28
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Estudiante;2022;29
05 Ávila;05002 Adrada, La;0500201001 Adrada, La sección 01001;Mujeres;Estudiante;2021;26
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Total;2023;1.108
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Total;2022;1.126
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Total;2021;1.111
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Ocupado/a;2023;480
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Ocupado/a;2022;496
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Ocupado/a;2021;446
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Parado/a;2023;131
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Parado/a;2022;126
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Parado/a;2021;174
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;202
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;211
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;209
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Otra situación de inactividad;2023;243
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Otra situación de inactividad;2022;222
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Otra situación de inactividad;2021;213
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Estudiante;2023;52
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Estudiante;2022;71
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Total;Estudiante;2021;69
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Total;2023;549
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Total;2022;563
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Total;2021;557
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Ocupado/a;2023;257
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Ocupado/a;2022;270
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Ocupado/a;2021;248
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Parado/a;2023;62
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Parado/a;2022;57
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Parado/a;2021;81
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;133
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;140
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;142
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Otra situación de inactividad;2023;65
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Otra situación de inactividad;2022;58
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Otra situación de inactividad;2021;51
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Estudiante;2023;32
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Estudiante;2022;38
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Hombres;Estudiante;2021;35
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Total;2023;559
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Total;2022;563
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Total;2021;554
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Ocupado/a;2023;223
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Ocupado/a;2022;226
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Ocupado/a;2021;198
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Parado/a;2023;69
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Parado/a;2022;69
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Parado/a;2021;93
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;69
05 Ávila;05002 Adrada, La;0500201002 Adrada, La sección 01002;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;71
