Provincias;Municipios;Secciones;Sexo;Relación con la actividad;Periodo;Total
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Parado/a;2022;2
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Parado/a;2021;1
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;22
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;22
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;20
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Otra situación de inactividad;2023;2
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Otra situación de inactividad;2022;4
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Otra situación de inactividad;2021;4
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Estudiante;2023;1
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Estudiante;2022;2
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Hombres;Estudiante;2021;3
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Total;2023;66
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Total;2022;71
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Total;2021;70
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Ocupado/a;2023;27
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Ocupado/a;2022;26
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Ocupado/a;2021;27
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Parado/a;2023;3
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Parado/a;2022;2
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Parado/a;2021;2
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;9
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;9
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;10
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Otra situación de inactividad;2023;23
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Otra situación de inactividad;2022;28
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Otra situación de inactividad;2021;25
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Estudiante;2023;4
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Estudiante;2022;6
34 Palencia;34003 Abia de las Torres;3400301001 Abia de las Torres sección 01001;Mujeres;Estudiante;2021;6
34 Palencia;34004 Aguilar de Campoo;;Total;Total;2023;5.943
34 Palencia;34004 Aguilar de Campoo;;Total;Total;2022;5.858
34 Palencia;34004 Aguilar de Campoo;;Total;Total;2021;5.906
34 Palencia;34004 Aguilar de Campoo;;Total;Ocupado/a;2023;2.937
34 Palencia;34004 Aguilar de Campoo;;Total;Ocupado/a;2022;2.903
34 Palencia;34004 Aguilar de Campoo;;Total;Ocupado/a;2021;2.806
34 Palencia;34004 Aguilar de Campoo;;Total;Parado/a;2023;270
34 Palencia;34004 Aguilar de Campoo;;Total;Parado/a;2022;312
34 Palencia;34004 Aguilar de Campoo;;Total;Parado/a;2021;437
34 Palencia;34004 Aguilar de Campoo;;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;1.589
34 Palencia;34004 Aguilar de Campoo;;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;1.542
34 Palencia;34004 Aguilar de Campoo;;Total;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;1.501
34 Palencia;34004 Aguilar de Campoo;;Total;Otra situación de inactividad;2023;807
34 Palencia;34004 Aguilar de Campoo;;Total;Otra situación de inactividad;2022;785
34 Palencia;34004 Aguilar de Campoo;;Total;Otra situación de inactividad;2021;824
34 Palencia;34004 Aguilar de Campoo;;Total;Estudiante;2023;340
34 Palencia;34004 Aguilar de Campoo;;Total;Estudiante;2022;316
34 Palencia;34004 Aguilar de Campoo;;Total;Estudiante;2021;338
34 Palencia;34004 Aguilar de Campoo;;Hombres;Total;2023;2.836
34 Palencia;34004 Aguilar de Campoo;;Hombres;Total;2022;2.826
34 Palencia;34004 Aguilar de Campoo;;Hombres;Total;2021;2.826
34 Palencia;34004 Aguilar de Campoo;;Hombres;Ocupado/a;2023;1.554
34 Palencia;34004 Aguilar de Campoo;;Hombres;Ocupado/a;2022;1.554
34 Palencia;34004 Aguilar de Campoo;;Hombres;Ocupado/a;2021;1.511
34 Palencia;34004 Aguilar de Campoo;;Hombres;Parado/a;2023;101
34 Palencia;34004 Aguilar de Campoo;;Hombres;Parado/a;2022;109
34 Palencia;34004 Aguilar de Campoo;;Hombres;Parado/a;2021;146
34 Palencia;34004 Aguilar de Campoo;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2023;847
34 Palencia;34004 Aguilar de Campoo;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2022;823
34 Palencia;34004 Aguilar de Campoo;;Hombres;Perceptor/a pensión de incapacidad, jubilación, prejubilación;2021;809
34 Palencia;34004 Aguilar de Campoo;;Hombres;Otra situación de inactividad;2023;184
34 Palencia;34004 Aguilar de Campoo;;Hombres;Otra situación de inactividad;2022;192
34 Palencia;34004 Aguilar de Campoo;;Hombres;Otra situación de inactividad;2021;195
34 Palencia;34004 Aguilar de Campoo;;Hombres;Estudiante;2023;150
34 Palencia;34004 Aguilar de Campoo;;Hombres;Estudiante;2022;148
34 Palencia;34004 Aguilar de Campoo;;Hombres;Estudiante;2021;165
