Municipios;Distritos;Secciones;Indicadores demográficos;Periodo;Total
47001 Adalia;;;Porcentaje de población española;2023;100
47001 Adalia;;;Porcentaje de población española;2022;100
47001 Adalia;;;Porcentaje de población española;2021;100
47001 Adalia;;;Porcentaje de población española;2020;100
47001 Adalia;;;Porcentaje de población española;2019;.
47001 Adalia;;;Porcentaje de población española;2018;.
47001 Adalia;;;Porcentaje de población española;2017;.
47001 Adalia;;;Porcentaje de población española;2016;.
47001 Adalia;;;Porcentaje de población española;2015;.
47001 Adalia;4700101 Adalia distrito 01;;Edad media de la población;2023;58,7
47001 Adalia;4700101 Adalia distrito 01;;Edad media de la población;2022;58,4
47001 Adalia;4700101 Adalia distrito 01;;Edad media de la población;2021;57,1
47001 Adalia;4700101 Adalia distrito 01;;Edad media de la población;2020;57
47001 Adalia;4700101 Adalia distrito 01;;Edad media de la población;2019;.
47001 Adalia;4700101 Adalia distrito 01;;Edad media de la población;2018;.
47001 Adalia;4700101 Adalia distrito 01;;Edad media de la población;2017;.
47001 Adalia;4700101 Adalia distrito 01;;Edad media de la población;2016;.
47001 Adalia;4700101 Adalia distrito 01;;Edad media de la población;2015;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población menor de 18 años;2023;0
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población menor de 18 años;2022;0
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población menor de 18 años;2021;0
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población menor de 18 años;2020;0
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población menor de 18 años;2019;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población menor de 18 años;2018;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población menor de 18 años;2017;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población menor de 18 años;2016;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población menor de 18 años;2015;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población de 65 y más años;2023;34
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población de 65 y más años;2022;35,3
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población de 65 y más años;2021;35,2
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población de 65 y más años;2020;34,6
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población de 65 y más años;2019;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población de 65 y más años;2018;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población de 65 y más años;2017;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población de 65 y más años;2016;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población de 65 y más años;2015;.
47001 Adalia;4700101 Adalia distrito 01;;Tamaño medio del hogar;2023;2,3
47001 Adalia;4700101 Adalia distrito 01;;Tamaño medio del hogar;2022;2,2
47001 Adalia;4700101 Adalia distrito 01;;Tamaño medio del hogar;2021;2,4
47001 Adalia;4700101 Adalia distrito 01;;Tamaño medio del hogar;2020;2,5
47001 Adalia;4700101 Adalia distrito 01;;Tamaño medio del hogar;2019;.
47001 Adalia;4700101 Adalia distrito 01;;Tamaño medio del hogar;2018;.
47001 Adalia;4700101 Adalia distrito 01;;Tamaño medio del hogar;2017;.
47001 Adalia;4700101 Adalia distrito 01;;Tamaño medio del hogar;2016;.
47001 Adalia;4700101 Adalia distrito 01;;Tamaño medio del hogar;2015;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de hogares unipersonales;2023;31,8
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de hogares unipersonales;2022;34,8
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de hogares unipersonales;2021;30,4
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de hogares unipersonales;2020;28,6
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de hogares unipersonales;2019;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de hogares unipersonales;2018;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de hogares unipersonales;2017;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de hogares unipersonales;2016;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de hogares unipersonales;2015;.
47001 Adalia;4700101 Adalia distrito 01;;Población;2023;50
47001 Adalia;4700101 Adalia distrito 01;;Población;2022;51
47001 Adalia;4700101 Adalia distrito 01;;Población;2021;54
47001 Adalia;4700101 Adalia distrito 01;;Población;2020;52
47001 Adalia;4700101 Adalia distrito 01;;Población;2019;.
47001 Adalia;4700101 Adalia distrito 01;;Población;2018;.
47001 Adalia;4700101 Adalia distrito 01;;Población;2017;.
47001 Adalia;4700101 Adalia distrito 01;;Población;2016;.
47001 Adalia;4700101 Adalia distrito 01;;Población;2015;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población española;2023;100
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población española;2022;100
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población española;2021;100
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población española;2020;100
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población española;2019;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población española;2018;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población española;2017;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población española;2016;.
47001 Adalia;4700101 Adalia distrito 01;;Porcentaje de población española;2015;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Edad media de la población;2023;58,7
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Edad media de la población;2022;58,4
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Edad media de la población;2021;57,1
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Edad media de la población;2020;57
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Edad media de la población;2019;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Edad media de la población;2018;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Edad media de la población;2017;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Edad media de la población;2016;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Edad media de la población;2015;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población menor de 18 años;2023;0
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población menor de 18 años;2022;0
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población menor de 18 años;2021;0
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población menor de 18 años;2020;0
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población menor de 18 años;2019;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población menor de 18 años;2018;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población menor de 18 años;2017;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población menor de 18 años;2016;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población menor de 18 años;2015;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población de 65 y más años;2023;34
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población de 65 y más años;2022;35,3
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población de 65 y más años;2021;35,2
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población de 65 y más años;2020;34,6
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población de 65 y más años;2019;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población de 65 y más años;2018;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población de 65 y más años;2017;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población de 65 y más años;2016;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población de 65 y más años;2015;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Tamaño medio del hogar;2023;2,3
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Tamaño medio del hogar;2022;2,2
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Tamaño medio del hogar;2021;2,4
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Tamaño medio del hogar;2020;2,5
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Tamaño medio del hogar;2019;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Tamaño medio del hogar;2018;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Tamaño medio del hogar;2017;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Tamaño medio del hogar;2016;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Tamaño medio del hogar;2015;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de hogares unipersonales;2023;31,8
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de hogares unipersonales;2022;34,8
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de hogares unipersonales;2021;30,4
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de hogares unipersonales;2020;28,6
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de hogares unipersonales;2019;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de hogares unipersonales;2018;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de hogares unipersonales;2017;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de hogares unipersonales;2016;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de hogares unipersonales;2015;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Población;2023;50
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Población;2022;51
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Población;2021;54
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Población;2020;52
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Población;2019;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Población;2018;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Población;2017;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Población;2016;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Población;2015;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población española;2023;100
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población española;2022;100
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población española;2021;100
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población española;2020;100
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población española;2019;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población española;2018;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población española;2017;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población española;2016;.
47001 Adalia;4700101 Adalia distrito 01;4700101001 Adalia sección 01001;Porcentaje de población española;2015;.
47002 Aguasal;;;Edad media de la población;2023;60,3
47002 Aguasal;;;Edad media de la población;2022;59,3
47002 Aguasal;;;Edad media de la población;2021;58,3
47002 Aguasal;;;Edad media de la población;2020;59,9
47002 Aguasal;;;Edad media de la población;2019;.
47002 Aguasal;;;Edad media de la población;2018;.
47002 Aguasal;;;Edad media de la población;2017;.
47002 Aguasal;;;Edad media de la población;2016;.
47002 Aguasal;;;Edad media de la población;2015;.
47002 Aguasal;;;Porcentaje de población menor de 18 años;2023;0
47002 Aguasal;;;Porcentaje de población menor de 18 años;2022;0
47002 Aguasal;;;Porcentaje de población menor de 18 años;2021;0
47002 Aguasal;;;Porcentaje de población menor de 18 años;2020;0
47002 Aguasal;;;Porcentaje de población menor de 18 años;2019;.
47002 Aguasal;;;Porcentaje de población menor de 18 años;2018;.
47002 Aguasal;;;Porcentaje de población menor de 18 años;2017;.
47002 Aguasal;;;Porcentaje de población menor de 18 años;2016;.
47002 Aguasal;;;Porcentaje de población menor de 18 años;2015;.
47002 Aguasal;;;Porcentaje de población de 65 y más años;2023;31,6
47002 Aguasal;;;Porcentaje de población de 65 y más años;2022;31,6
47002 Aguasal;;;Porcentaje de población de 65 y más años;2021;31,6
47002 Aguasal;;;Porcentaje de población de 65 y más años;2020;29,4
47002 Aguasal;;;Porcentaje de población de 65 y más años;2019;.
47002 Aguasal;;;Porcentaje de población de 65 y más años;2018;.
47002 Aguasal;;;Porcentaje de población de 65 y más años;2017;.
47002 Aguasal;;;Porcentaje de población de 65 y más años;2016;.
47002 Aguasal;;;Porcentaje de población de 65 y más años;2015;.
47002 Aguasal;;;Tamaño medio del hogar;2023;1,9
47002 Aguasal;;;Tamaño medio del hogar;2022;1,9
47002 Aguasal;;;Tamaño medio del hogar;2021;1,9
47002 Aguasal;;;Tamaño medio del hogar;2020;1,9
47002 Aguasal;;;Tamaño medio del hogar;2019;.
47002 Aguasal;;;Tamaño medio del hogar;2018;.
47002 Aguasal;;;Tamaño medio del hogar;2017;.
47002 Aguasal;;;Tamaño medio del hogar;2016;.
47002 Aguasal;;;Tamaño medio del hogar;2015;.
47002 Aguasal;;;Porcentaje de hogares unipersonales;2023;30
47002 Aguasal;;;Porcentaje de hogares unipersonales;2022;30
47002 Aguasal;;;Porcentaje de hogares unipersonales;2021;30
47002 Aguasal;;;Porcentaje de hogares unipersonales;2020;33,3
47002 Aguasal;;;Porcentaje de hogares unipersonales;2019;.
47002 Aguasal;;;Porcentaje de hogares unipersonales;2018;.
47002 Aguasal;;;Porcentaje de hogares unipersonales;2017;.
47002 Aguasal;;;Porcentaje de hogares unipersonales;2016;.
47002 Aguasal;;;Porcentaje de hogares unipersonales;2015;.
47002 Aguasal;;;Población;2023;19
47002 Aguasal;;;Población;2022;19
47002 Aguasal;;;Población;2021;19
47002 Aguasal;;;Población;2020;17
47002 Aguasal;;;Población;2019;.
47002 Aguasal;;;Población;2018;.
47002 Aguasal;;;Población;2017;.
47002 Aguasal;;;Población;2016;.
47002 Aguasal;;;Población;2015;.
47002 Aguasal;;;Porcentaje de población española;2023;94,7
47002 Aguasal;;;Porcentaje de población española;2022;94,7
47002 Aguasal;;;Porcentaje de población española;2021;94,7
47002 Aguasal;;;Porcentaje de población española;2020;94,1
47002 Aguasal;;;Porcentaje de población española;2019;.
47002 Aguasal;;;Porcentaje de población española;2018;.
47002 Aguasal;;;Porcentaje de población española;2017;.
47002 Aguasal;;;Porcentaje de población española;2016;.
47002 Aguasal;;;Porcentaje de población española;2015;.
47002 Aguasal;4700201 Aguasal distrito 01;;Edad media de la población;2023;60,3
47002 Aguasal;4700201 Aguasal distrito 01;;Edad media de la población;2022;59,3
47002 Aguasal;4700201 Aguasal distrito 01;;Edad media de la población;2021;58,3
47002 Aguasal;4700201 Aguasal distrito 01;;Edad media de la población;2020;59,9
47002 Aguasal;4700201 Aguasal distrito 01;;Edad media de la población;2019;.
47002 Aguasal;4700201 Aguasal distrito 01;;Edad media de la población;2018;.
47002 Aguasal;4700201 Aguasal distrito 01;;Edad media de la población;2017;.
47002 Aguasal;4700201 Aguasal distrito 01;;Edad media de la población;2016;.
47002 Aguasal;4700201 Aguasal distrito 01;;Edad media de la población;2015;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población menor de 18 años;2023;0
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población menor de 18 años;2022;0
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población menor de 18 años;2021;0
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población menor de 18 años;2020;0
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población menor de 18 años;2019;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población menor de 18 años;2018;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población menor de 18 años;2017;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población menor de 18 años;2016;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población menor de 18 años;2015;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población de 65 y más años;2023;31,6
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población de 65 y más años;2022;31,6
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población de 65 y más años;2021;31,6
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población de 65 y más años;2020;29,4
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población de 65 y más años;2019;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población de 65 y más años;2018;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población de 65 y más años;2017;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población de 65 y más años;2016;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población de 65 y más años;2015;.
47002 Aguasal;4700201 Aguasal distrito 01;;Tamaño medio del hogar;2023;1,9
47002 Aguasal;4700201 Aguasal distrito 01;;Tamaño medio del hogar;2022;1,9
47002 Aguasal;4700201 Aguasal distrito 01;;Tamaño medio del hogar;2021;1,9
47002 Aguasal;4700201 Aguasal distrito 01;;Tamaño medio del hogar;2020;1,9
47002 Aguasal;4700201 Aguasal distrito 01;;Tamaño medio del hogar;2019;.
47002 Aguasal;4700201 Aguasal distrito 01;;Tamaño medio del hogar;2018;.
47002 Aguasal;4700201 Aguasal distrito 01;;Tamaño medio del hogar;2017;.
47002 Aguasal;4700201 Aguasal distrito 01;;Tamaño medio del hogar;2016;.
47002 Aguasal;4700201 Aguasal distrito 01;;Tamaño medio del hogar;2015;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de hogares unipersonales;2023;30
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de hogares unipersonales;2022;30
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de hogares unipersonales;2021;30
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de hogares unipersonales;2020;33,3
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de hogares unipersonales;2019;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de hogares unipersonales;2018;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de hogares unipersonales;2017;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de hogares unipersonales;2016;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de hogares unipersonales;2015;.
47002 Aguasal;4700201 Aguasal distrito 01;;Población;2023;19
47002 Aguasal;4700201 Aguasal distrito 01;;Población;2022;19
47002 Aguasal;4700201 Aguasal distrito 01;;Población;2021;19
47002 Aguasal;4700201 Aguasal distrito 01;;Población;2020;17
47002 Aguasal;4700201 Aguasal distrito 01;;Población;2019;.
47002 Aguasal;4700201 Aguasal distrito 01;;Población;2018;.
47002 Aguasal;4700201 Aguasal distrito 01;;Población;2017;.
47002 Aguasal;4700201 Aguasal distrito 01;;Población;2016;.
47002 Aguasal;4700201 Aguasal distrito 01;;Población;2015;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población española;2023;94,7
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población española;2022;94,7
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población española;2021;94,7
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población española;2020;94,1
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población española;2019;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población española;2018;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población española;2017;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población española;2016;.
47002 Aguasal;4700201 Aguasal distrito 01;;Porcentaje de población española;2015;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Edad media de la población;2023;60,3
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Edad media de la población;2022;59,3
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Edad media de la población;2021;58,3
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Edad media de la población;2020;59,9
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Edad media de la población;2019;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Edad media de la población;2018;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Edad media de la población;2017;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Edad media de la población;2016;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Edad media de la población;2015;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población menor de 18 años;2023;0
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población menor de 18 años;2022;0
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población menor de 18 años;2021;0
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población menor de 18 años;2020;0
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población menor de 18 años;2019;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población menor de 18 años;2018;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población menor de 18 años;2017;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población menor de 18 años;2016;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población menor de 18 años;2015;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población de 65 y más años;2023;31,6
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población de 65 y más años;2022;31,6
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población de 65 y más años;2021;31,6
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población de 65 y más años;2020;29,4
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población de 65 y más años;2019;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población de 65 y más años;2018;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población de 65 y más años;2017;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población de 65 y más años;2016;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Porcentaje de población de 65 y más años;2015;.
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Tamaño medio del hogar;2023;1,9
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Tamaño medio del hogar;2022;1,9
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Tamaño medio del hogar;2021;1,9
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Tamaño medio del hogar;2020;1,9
47002 Aguasal;4700201 Aguasal distrito 01;4700201001 Aguasal sección 01001;Tamaño medio del hogar;2019;.
