servicio_id;distancia;Seccion_id
7195;5405,233;43
7736;5405,233;43
1215;12533,362;43
23;0,000;44
26;0,000;44
329;0,000;44
334;0,000;44
339;0,000;44
2055;0,000;44
2338;0,000;44
3480;0,000;44
5005;0,000;44
5322;0,000;44
6218;0,000;44
6224;0,000;44
24;2023,247;44
764;2023,247;44
1200;2023,247;44
2056;2023,247;44
2909;2023,247;44
3498;2023,247;44
4993;2023,247;44
6220;2023,247;44
52;7797,767;44
333;7797,767;44
1204;7797,767;44
2054;7797,767;44
3487;7797,767;44
3494;7797,767;44
4437;7797,767;44
4994;7797,767;44
5317;7797,767;44
5320;7797,767;44
7189;7797,767;44
335;5223,292;44
1203;5223,292;44
2057;5223,292;44
2058;5223,292;44
3481;5223,292;44
7187;5223,292;44
7195;5223,292;44
7736;5223,292;44
1215;12175,463;44
23;583,497;45
26;583,497;45
329;583,497;45
334;583,497;45
339;583,497;45
2055;583,497;45
2338;583,497;45
3480;583,497;45
5005;583,497;45
5322;583,497;45
6218;583,497;45
6224;583,497;45
24;2152,434;45
764;2152,434;45
1200;2152,434;45
2056;2152,434;45
2909;2152,434;45
3498;2152,434;45
4993;2152,434;45
6220;2152,434;45
52;7433,529;45
333;7433,529;45
1204;7433,529;45
2054;7433,529;45
3487;7433,529;45
3494;7433,529;45
4437;7433,529;45
4994;7433,529;45
5317;7433,529;45
5320;7433,529;45
7189;7433,529;45
335;5014,206;45
1203;5014,206;45
2057;5014,206;45
2058;5014,206;45
3481;5014,206;45
7187;5014,206;45
7195;5014,206;45
7736;5014,206;45
1215;12723,539;45
335;4475,589;46
1203;4475,589;46
2057;4475,589;46
2058;4475,589;46
3481;4475,589;46
7187;4475,589;46
7195;4475,589;46
7736;4475,589;46
23;2219,416;46
26;2219,416;46
329;2219,416;46
334;2219,416;46
339;2219,416;46
2055;2219,416;46
2338;2219,416;46
3480;2219,416;46
5005;2219,416;46
5322;2219,416;46
6218;2219,416;46
6224;2219,416;46
24;3998,207;46
764;3998,207;46
1200;3998,207;46
2056;3998,207;46
2909;3998,207;46
3498;3998,207;46
4993;3998,207;46
6220;3998,207;46
52;10007,643;46
333;10007,643;46
1204;10007,643;46
