CUSEC;dist_min_ceas_km;disp_ponderada_ceas;dist_min_especializada_km;disp_ponderada_especializada;dist_min_primaria_km;disp_ponderada_primaria;dist_min_infantil_y_primaria_km;disp_ponderada_infantil_y_primaria;dist_min_adultos_e_idiomas_km;disp_ponderada_adultos_e_idiomas;dist_min_secundaria_y_bachillerato_km;dist_min_educación_especial_km;disp_ponderada_educación_especial;dist_min_formación_profesional_km;disp_ponderada_formación_profesional;dist_min_inclusión_social_km;disp_ponderada_inclusión_social;dist_min_población_general_km;disp_ponderada_población_general;dist_min_toxicomanías_y_adicciones_km;disp_ponderada_toxicomanías_y_adicciones;dist_min_personas_con_discapacidad_km;disp_ponderada_personas_con_discapacidad;dist_min_familia_km;disp_ponderada_familia;dist_min_mujer_km;disp_ponderada_mujer;dist_min_infancia_y_juventud_km;disp_ponderada_infancia_y_juventud;dist_min_voluntariado_km;disp_ponderada_voluntariado;dist_min_personas_mayores_km;disp_ponderada_personas_mayores;Seccion_id
3725101001;8,789;0,8;8,789;0,3;8,673;1,4;7,962;5,3;8,44;0,4;8,458;53,964;0;8,883;0,3;10,47;1,5;55,409;0;53,054;0;23,517;0,5;55,409;0;23,517;0,1;54,942;0;55,409;0;15,727;0,2;1834
3725201001;15,997;0,4;18,453;0,1;3,352;2,6;3,352;3,5;19,15;0,1;13,91;61,415;0;18,986;0,1;11,319;0,6;62,411;0;60,88;0;38,64;0;62,411;0;38,64;0;62,411;0;62,411;0;14,538;0,4;1835
3725301001;12,61;3;9,311;0,9;10,933;6,2;8,769;13,7;12,799;0,7;9,191;15,342;0,1;14,51;0,4;9,191;18,5;11,395;3;11,395;2,9;12,323;2,2;11,395;3;13,369;4,1;12,323;7;13,369;1,3;9,191;5,5;1836
3725401001;19,361;1,4;21,21;0,2;8,66;4;6,624;9,2;19,338;0,5;7,777;21,778;0,1;18,091;0,2;18,538;6,9;18,95;1;18,95;1,1;19,716;0,8;18,538;1;18,538;1,5;18,538;2,4;18,95;0,5;11,8;2,6;1837
3725501001;6,62;0,6;27,524;0,1;5,027;1,2;4,002;4,3;23,786;0,2;8,496;36,554;0;27,391;0,1;8,496;1;38,276;0;35,404;0;30,309;0;38,276;0;30,309;0;37,24;0;38,276;0;23,341;0,2;1838
3725601001;15,348;0,3;35,519;0;9,776;2,2;7,023;3,6;18,014;0,1;15,348;35,43;0;32,151;0;33,035;0;33,7;0;33,7;0;33,762;0;33,035;0;33,035;0;33,035;0;33,7;0;6,063;0,6;1839
3725701001;9;0,6;32,891;0;9;1,1;7,858;1,8;12,492;0,4;9;60,009;0;60,158;0;42,757;0;57,385;0;57,385;0;58,816;0;57,385;0;58,816;0;58,816;0;58,816;0;31,113;0;1840
3725801001;24,27;0,2;30,348;0;6,092;1,4;6,092;1,1;37,445;0;25,411;106,412;0;83,089;0;21,809;0,4;105,669;0;105,669;0;102,872;0;105,669;0;102,872;0;106,227;0;106,227;0;6,092;0,5;1841
3725901001;8,653;0,8;13,128;0,3;10,551;1,8;4,069;5,7;12,615;0,4;7,23;49,507;0;13,125;0,3;7,23;1,5;50,996;0;48,561;0;24,239;0,5;50,996;0;24,239;0,1;50,447;0;50,996;0;17,133;0,2;1842
3726001001;9,301;0,6;27,65;0,1;9,301;1,6;6,839;2;19,198;0,1;16,482;57,547;0;44,947;0;29,47;0,5;57,399;0;57,399;0;57,653;0;57,399;0;57,653;0;57,653;0;57,653;0;23,809;0,2;1843
3726101001;14,452;0,6;24,739;0,1;16,042;0,8;5,914;3,6;16,397;0,2;13,854;50,354;0;24,32;0,1;13,854;1,2;52,262;0;49,011;0;16,378;0,5;52,262;0;16,378;0,1;50,714;0;52,081;0;34,098;0;1844
3726201001;17,416;0,3;43;0;17,416;0,5;9,867;1,4;15,046;0,1;17,416;53,751;0;53,323;0;48,52;0;50,204;0;50,204;0;51,433;0;50,204;0;52,037;0;51,433;0;52,037;0;9,867;0,3;1845
3726301001;6,486;0,6;6,486;0,3;6,486;1,6;0;4,4;7,447;0,4;6,554;67,08;0;6,911;0,3;18,102;0,7;68,449;0;66,229;0;25,558;0,5;68,449;0;25,558;0,1;68,119;0;68,449;0;2,892;0,7;1846
3726401001;30,984;0;26,947;0,1;14,209;1,1;5,751;1;33,707;0;17,346;93,801;0;94,16;0;32,72;0;91,592;0;91,592;0;92,841;0;91,592;0;92,841;0;92,841;0;92,841;0;32,72;0;1847
3726501001;11,534;0,7;35,777;0;14,216;1,4;8,459;3;13,567;0,3;13,309;46,08;0;35,184;0;44,285;0;35,777;0;44,714;0;44,714;0;35,777;0;34,99;0;44,285;0;44,714;0;6,849;0,5;1848
3726601001;28,806;0,2;33,628;0;5,062;0,9;6,791;0,9;30,669;0;6,791;90,86;0;91,04;0;41,111;0;88,284;0;88,284;0;89,7;0;88,284;0;89,7;0;89,7;0;89,7;0;41,111;0;1849
3726701001;23,189;0,5;18,497;0,1;16,19;1;7,854;2;14,32;0,4;16,19;64,05;0;64,57;0;28,055;0,4;62,225;0;62,225;0;63,287;0;62,225;0;63,287;0;63,287;0;63,287;0;28,055;0,1;1850
3726801001;7,164;0,6;34,41;0;7,164;2,2;7,164;2;32,039;0;10,993;48,238;0;34,826;0;17,982;0,1;48,71;0;48,133;0;48,71;0;48,71;0;48,71;0;48,71;0;48,71;0;10,993;0,3;1851
3726901001;25,526;0,2;32,603;0;0;2,8;0;1,9;36,838;0;25,012;101,526;0;71,286;0;22,648;0,4;101,293;0;101,293;0;90,882;0;101,293;0;90,882;0;101,603;0;101,603;0;6,354;0,7;1852
3727001001;24,342;1,2;17,274;0,3;5,337;2,1;5,337;4,4;28,181;0,2;20,899;27,736;0,1;28,43;0,1;26,438;4,7;26,438;0,9;26,438;0,9;27,212;0,8;26,438;0,8;27,212;1,2;27,212;1,8;27,212;0,4;27,212;1,3;1853
3727101001;19,335;1,2;10,194;0,5;14,813;2,8;9,765;7,2;20,751;0,3;18,589;21,725;0,1;21,746;0,2;18,589;6,9;18,925;1;18,925;1,1;20,402;0,8;18,925;1;20,402;1,5;20,402;2,4;20,402;0,5;18,589;2;1854
3727201001;9,788;0,6;8,647;0,3;8,647;1;9,832;1,6;17,7;0,1;9,832;86,774;0;78,614;0;11,332;1,2;85,385;0;85,385;0;86,249;0;85,385;0;86,249;0;86,249;0;86,249;0;11,332;0,5;1855
3727301001;8,892;0,4;32,132;0;8,892;1,8;8,892;1,3;29,799;0,1;13,42;41,161;0;42,166;0;29,872;0,1;40,713;0;40,713;0;41,099;0;40,713;0;41,099;0;41,099;0;41,099;0;21,637;0,1;1856
3727401001;0,402;8,7;0,892;2,3;0,397;14;0,317;34;0,885;2,3;0,68;2,552;0,6;0,931;1,6;0,397;47,1;0,397;8;0,7;7,4;1,152;4,8;0,7;7,2;0,397;12,6;0,397;16;0,7;3,4;0,397;12,1;1857
3727401002;0,692;8,7;1,181;1,5;0,246;14,6;0;34,1;0,76;2,3;0,405;2,785;0,6;1,169;1,2;0,246;43,1;0,246;6,4;1,013;6,6;1,083;4,8;1,013;6;0,246;9,4;0,246;14,8;1,013;3;0,246;12,1;1858
3727401003;0,728;8,3;1,183;1,5;0,212;14,6;0,134;34,4;0,626;2,3;0,471;2,901;0,6;1,28;1,2;0,376;43,1;0,376;6,4;1,046;6,6;1,207;4,8;1,046;6;0,376;9,4;0,376;14,8;1,046;3;0,376;12,1;1859
3727401004;0,505;8,7;0,86;2,3;0,523;14,6;0,168;33,9;0,673;2,3;0,744;2,75;0,6;1,139;1,2;0,54;47,4;0,54;8;0,744;7,4;1,353;4,8;0,744;7,2;0,54;12,6;0,54;16;0,744;3,4;0,54;13;1860
3727401005;0,451;8,7;0,623;2,3;0,495;14;0,362;34,3;0,861;2,7;0,496;2,58;0,6;1,001;1,2;0,496;47,4;0,496;8;0,496;7,4;1,391;4,8;0,496;7,2;0,496;12,6;0,496;16;0,496;3,4;0,688;13;1861
3727401006;0;8,7;0,304;2,3;0,661;12,4;0;32,5;1,153;1,9;0;2,234;0,6;0,822;1,6;0;50,3;0;8;0;7,8;0,909;7,2;0;8;0;12,6;0;19,6;0;4,2;0,909;12,1;1862
3727401007;0;8,7;0,772;2,3;0,655;14;0,487;33,7;1,261;1,9;0,487;2,162;0,6;0,556;1,6;0,487;47,1;0,487;8;0,487;7,4;1,144;4,8;0,487;7,2;0,487;12,6;0,487;16;0,487;3,4;0,655;12,1;1863
3727401008;0,201;8,7;0,655;2,3;0,272;15;0,201;33,4;0,666;2,7;0,663;2,846;0,6;1,289;1,2;0,663;47,4;0,663;8;0,663;7,4;1,251;4,8;0,663;7,2;0,663;12,6;0,663;16;0,663;3,4;0,875;13;1864
3727401009;0,274;8,3;1,011;1,5;0,403;13,6;0,507;33,6;1,195;1,9;0,717;2,279;0,6;0,662;1,6;0,403;49,9;0,403;8;0,746;7,8;0,913;5,2;0,746;7,2;0,403;13;0,403;16;0,746;3,8;0,403;12,5;1865
3727401010;0,429;9,1;1,071;1,5;0,23;14;0,305;34,4;1,022;1,9;0,546;2,48;0,6;0,865;1,6;0,23;49,9;0,23;8;0,842;7,8;0,935;5,2;0,842;7,2;0,23;13;0,23;16;0,842;3,8;0,23;12,5;1866
3727401011;0,407;9,5;0,915;2,3;0,496;15;0;34,7;0,511;2,7;0,81;2,912;0,6;1,304;1,2;0,649;47,4;0,649;8;0,849;7,4;1,408;4,8;0,849;7,2;0,649;12,6;0,649;16;0,849;3,4;0,649;13;1867
3727401012;0,274;8,7;0,743;2,3;0,385;15;0,182;34,4;0,609;2,7;0,712;2,851;0,6;1,269;1,2;0,712;47,4;0,712;8;0,712;7,4;1,321;4,8;0,712;7,2;0,712;12,6;0,712;16;0,712;3,4;0,772;13;1868
3727402001;0,655;8,3;1,285;1,5;0;14,2;0,246;34,1;1,002;1,9;0,318;2,629;0,6;1,039;1,2;0;45,9;0;6,4;0,839;7;0,839;5,2;1,068;6;0;9,8;0;14,8;0,839;3,4;0;12,5;1869
3727402002;0,473;8,7;1,219;1,5;0,32;13,6;0,404;33,7;1,263;1,9;0,595;2,31;0,6;0,733;1,6;0,32;49,9;0,32;8;0,713;7,8;0,713;5,2;0,953;7,2;0,32;13;0,32;16;0,713;3,8;0,32;12,5;1870
3727402003;0,397;8,3;1,167;1,5;0,565;12,8;0,43;32,9;1,452;1,9;0,842;2,064;0,6;0,488;1,6;0,565;49,9;0,565;8;0,762;7,8;0,762;5,2;0,874;7,2;0,565;13;0,565;16;0,762;3,8;0,565;12,5;1871
3727402004;0,648;7,5;1,583;1,5;0,612;12,8;0;32;1,613;1,9;0,741;2,2;0,6;0,814;1,6;0,333;45,9;0,612;6,4;0,333;7;0,333;5,2;1,298;6;0,333;9,8;0,612;14,8;0,333;3,4;0,333;12,5;1872
3727402005;0,347;7,1;1,806;1,5;0,648;12,8;0,306;32,3;1,614;1,9;0,633;2,465;0,6;1,119;1,2;0,219;45,9;0,648;6,4;0,219;7;0,219;5,2;1,537;6;0,219;9,8;0,648;14,8;0,219;3,4;0,219;12,5;1873
3727402006;0,487;7,1;1,914;1,5;0,839;12,8;0,333;31,6;1,822;1,9;0,851;2,327;0,6;1,104;1,2;0;45,9;0,839;6,4;0;7;0;5,2;1,631;6;0;9,8;0,839;14,8;0;3,4;0;12,5;1874
3727402007;0,155;7,1;1,897;1,5;0,657;14,4;0,155;33,7;1,552;1,9;0,543;2,668;0,6;1,298;1,2;0,382;45,9;0,657;6,4;0,382;7;0,382;5,2;1,533;6;0,382;9,8;0,657;14,8;0,382;3,4;0,382;12,5;1875
3727402008;0,259;7,1;2,122;1,5;0,418;15;0,108;34,3;1,518;1,9;0,542;3,054;0,6;1,296;1,2;0,745;45,9;0,837;6,4;0,745;7;0,745;5,2;1,171;6;0,745;9,8;0,837;14,8;0,745;3,4;0,745;12,5;1876
3727402009;0,421;8,3;1,653;1,5;0,369;15;0,197;35,3;1,203;1,9;0,197;2,772;0,6;1,265;1,2;0,369;45,9;0,369;6,4;0,659;7;0,659;5,2;1,402;6;0,369;9,8;0,369;14,8;0,659;3,4;0,369;12,5;1877
3727402010;0,445;7,5;1,586;1,5;0,335;14,4;0,316;34,5;1,277;1,9;0,316;2,613;0,6;1,117;1,2;0,335;45,9;0,335;6,4;0,548;7;0,548;5,2;1,344;6;0,335;9,8;0,335;14,8;0,548;3,4;0,335;12,5;1878
3727402011;0;7,1;2,031;1,5;0,675;14,2;0;33,7;1,6;1,9;0,596;2,803;0,6;1,369;1,2;0,487;45,9;0,769;6,4;0,487;7;0,487;5,2;1,428;6;0,487;9,8;0,769;14,8;0,487;3,4;0,487;12,5;1879
3727402012;0,335;7,9;1,853;1,5;0,57;15;0,304;34,9;1,277;1,9;0,304;2,944;0,6;1,469;1,2;0,57;45,9;0,57;6,4;0,727;7;0,727;5,2;1,227;6;0,57;9,8;0,57;14,8;0,727;3,4;0,57;12,5;1880
3727402013;0,3;7,1;1,741;1,5;0,469;15;0,3;34,5;1,337;1,9;0,329;2,725;0,6;1,265;1,2;0,469;45,9;0,469;6,4;0,542;7;0,542;5,2;1,445;6;0,469;9,8;0,469;14,8;0,542;3,4;0,469;12,5;1881
3727402014;0,606;8,3;1,433;1,5;0,166;13,6;0,267;34,1;1,133;1,9;0,267;2,617;0,6;1,067;1,2;0,166;45,9;0,166;6,4;0,69;7;0,69;5,2;1,202;6;0,166;9,8;0,166;14,8;0,69;3,4;0,166;12,5;1882
3727402015;0,212;7,1;2,177;1,5;0,481;14,2;0;33,9;1,618;1,9;0,533;3,012;0,6;1,226;1,2;0,689;45,9;0,895;6,4;0,689;7;0,689;5,2;1,249;6;0,689;9,8;0,895;14,8;0,689;3,4;0,689;12,5;1883
3727402016;0,524;7,1;2,549;1,5;0,759;12,8;0,448;32,1;2,066;1,9;0,563;3,044;0,6;0,869;1,6;0,783;43,9;1,292;6;0,783;7;0,783;5,2;1,502;6;0,783;9,4;1,292;14,4;0,783;3,4;0,783;10,9;1884
3727402017;0,189;7,1;1,902;1,5;0,621;15;0,189;34,5;1,411;1,9;0,412;2,852;0,6;1,424;1,2;0,591;45,9;0,621;6,4;0,591;7;0,591;5,2;1,332;6;0,591;9,8;0,621;14,8;0,591;3,4;0,591;12,5;1885
3727402018;1,197;6,7;3,024;1,5;1,079;11,6;1,197;30,6;1,425;1,9;1,035;2,838;0,6;1,035;1,2;1,112;40,2;1,896;5,1;1,112;5,4;1,112;4,8;2,29;5,4;1,112;9;1,266;14,4;1,112;3;1,112;10,7;1886
3727402019;1,369;6,5;3,398;1,5;1,231;12,8;1,226;30,5;2,293;1,9;0;3,779;0,6;0;1,6;1,637;40,2;2,12;5,1;1,637;5,4;1,637;4,8;1,689;5,4;1,637;9;1,689;14,4;1,637;3;1,637;10,5;1887
3727402020;0,572;7,1;2,137;1,5;1,062;12;0,554;31,2;2,028;1,9;1,043;2,356;0,6;1,273;1,2;0,231;43,9;1,062;6;0,231;7;0,231;5,2;1,85;6;0,231;9,4;1,062;14,4;0,231;3,4;0,231;10,9;1888
3727403001;0,877;7,1;1,887;1,5;1,051;11,6;0,439;31,7;2,051;1,9;0,918;1,945;0,6;0,9;1,6;0,39;43,9;1,051;6;0,39;7;0,39;5,2;1,587;6;0,39;9,4;1,051;14,4;0,39;3,4;0,39;10,9;1889
3727403002;0,556;8,7;1,118;1,5;0,611;12,4;0,721;33,1;1,811;1,9;0,822;1,622;0,6;0;1,6;0,822;45,1;0,822;7,6;0,822;7,4;1,104;4,8;0,822;7,2;0,822;12,2;0,822;15,6;0,822;3,4;1,039;10,5;1890
3727403003;0;7,1;1,752;1,5;0,187;12;0;32,8;2,521;1,9;0,306;0,902;1;0,754;1,6;1,301;41,1;1,491;6;1,471;6,6;1,471;4,8;1,491;6;1,301;9;1,301;14,4;1,471;3;1,471;10,6;1891
3727403004;0,304;8,7;0;2,3;0,529;12,4;0,304;31,9;0,942;2,3;0,304;2,443;0,6;1,118;1,2;0,304;50,6;0,304;8;0,304;7,8;0,818;7,2;0,304;8;0,304;12,6;0,304;19,6;0,304;4,2;0,818;12,7;1892
3727403005;0,493;7,1;2,244;1,5;0,678;11,6;0,4;31,4;2,189;1,9;0,4;0,708;1;1,212;1,2;1,025;41,1;1,98;6;1,67;6,6;1,67;4,8;1,98;6;1,025;9;1,025;14,4;1,67;3;1,67;10,3;1893
3727403006;0,902;7,1;2,443;1,5;1,012;11,2;0,806;31,6;2,745;1,9;0;0;1;1,622;1,2;1,56;41,1;2,064;6;1,56;6,6;2,064;4,8;2,064;6;1,679;9;1,679;14,4;2,064;3;2,064;10,3;1894
3727403007;0,962;7,1;2,05;1,5;0,959;11,6;0,271;31,3;2,99;1,9;0,605;0,605;1;1,481;1,2;1,539;41,1;1,539;6;1,539;6,6;1,539;4,8;1,539;6;1,539;9;1,539;14,4;1,539;3;1,539;10,3;1895
3727403008;0,306;7,1;1,937;1,5;0,455;12;0;32;2,221;1,9;0;1,028;0,6;0,852;1,6;0,999;42,3;1,656;6;1,3;6,6;1,3;4,8;1,656;6;0,999;9,4;0,999;14,8;1,3;3;1,3;10,7;1896
3727403009;0,909;7,9;0,818;2,3;0,793;12,8;0,786;31,1;1,626;1,9;0,909;2,064;0,6;1,344;1,2;0;50,3;0;8;0;7,8;0;7,2;0;8;0;12,6;0;19,6;0;4,2;0;11,7;1897
3727403010;1,508;6,7;1,462;1,5;0;12,8;0;30,9;1,995;1,9;1,643;2,573;0,6;2,134;1,2;0,793;46,6;0,793;6,4;0,793;7;0,793;7,2;0,793;6,8;0,793;9,4;0,793;18,4;0,793;3,8;0,793;12,6;1898
3727403011;1,049;6,7;1,718;1,5;0,861;12,4;0,861;29,6;2,516;1,9;1,754;1,815;0,6;1,894;1,2;0,907;46,3;0,907;6,4;0,907;7;0,907;7,2;0,907;6,8;0,907;9,4;0,907;18,4;0,907;3,8;0,907;11,7;1899
3727403012;0,187;7,1;1,568;1,5;0;12;0,187;32,8;2,419;1,9;0,455;1,012;0,6;0,611;1,6;1,311;41,1;1,311;6;1,311;6,6;1,457;4,8;1,311;6;1,311;9;1,311;14,4;1,311;3;1,457;10,4;1900
3727403013;2,202;5,8;3,937;1,5;2,505;8;0;24,4;4,219;1,3;4,143;4,535;0,6;4,602;0,9;2,655;29,7;2,655;5,4;2,655;5,4;3,288;4,5;2,655;5,4;3,288;7,2;3,288;12;3,288;2,4;3,288;7,4;1901
3727403014;0,672;7,1;1,49;1,5;0,56;11,6;0;32,5;2,431;1,9;0,973;0,973;1;0,935;1,6;1,116;41,1;1,116;6;1,116;6,6;1,116;4,8;1,116;6;1,116;9;1,116;14,4;1,116;3;1,116;10,3;1902
3727403015;0,424;7,1;1,343;1,5;0,237;12;0,424;32,5;2,251;1,9;0,679;1,163;0,6;0,499;1,6;1,098;41,1;1,098;6;1,098;6,6;1,251;4,8;1,098;6;1,098;9;1,098;14,4;1,098;3;1,251;10,2;1903
3727403016;0,878;7,1;1,78;1,5;0,824;11,6;0;31,4;2,72;1,9;0,806;0,806;1;1,276;1,2;1,279;41,1;1,279;6;1,279;6,6;1,279;4,8;1,279;6;1,279;9;1,279;14,4;1,279;3;1,279;10,3;1904
3727403017;0;7,1;2,735;1,5;1,508;10;1,508;28,5;3,453;1,6;2,391;2,391;0,6;2,91;0,9;1,917;34,5;1,917;5,7;1,917;6;1,917;4,8;1,917;5,4;1,917;8,1;1,917;12,6;1,917;2,7;1,917;8,9;1905
3727403018;0,788;7,1;2,078;1,5;0,729;11,8;0,729;29,8;2,71;1,6;2,196;2,453;0,6;2,493;0,9;1,286;41,1;1,286;6;1,286;6,6;1,286;4,8;1,286;6;1,286;9;1,286;14,4;1,286;3;1,286;10,1;1906
3727403019;0,871;8,3;1,051;1,5;0,694;11,6;0;31,8;1,992;1,9;0,886;1,401;0,6;0,721;1,6;0,786;50,3;0,786;8;0,786;7,8;0,786;7,2;0,786;8;0,786;12,6;0,786;19,6;0,786;4,2;0,786;11,7;1907
3727403020;1,799;6,7;3,352;1,5;2,307;10,6;0;28,4;3,989;1,9;1,431;1,431;0,6;2,864;0,9;2,087;34,5;2,686;5,7;2,087;6;2,686;4,8;2,686;5,4;2,686;8,1;2,686;12,6;2,686;2,7;2,686;9,1;1908
3727404001;0,454;9,5;1,032;1,5;0,425;15;0,129;34,7;0,395;2,7;0,787;3,029;0,6;1,416;1,2;0,677;47,4;0,677;8;0,977;7,4;1,388;4,8;0,977;7,2;0,677;12,6;0,677;16;0,977;3,4;0,677;13;1909
3727404002;0,252;7,5;0,979;2,3;0,47;14,2;0,252;33,8;0,355;2,7;0,604;3,211;0,6;1,634;1,2;1,022;41,4;1,022;6;1,031;6,6;1,036;4,8;1,031;6;1,022;9;1,022;14,4;1,031;3;1,022;11,4;1910
3727404003;0,17;9,1;0,868;2,3;0,383;15;0,17;33,4;0,445;2,7;0,639;3,079;0,6;1,505;1,2;0,902;47,4;0,902;8;0,902;7,4;1,118;4,8;0,902;7,2;0,902;12,6;0,902;16;0,902;3,4;0,94;13;1911
3727404004;0;9,1;0,729;2,3;0,219;14,2;0;33,4;0,529;2,7;0,529;3,022;0,6;1,483;1,2;0,808;45,4;0,808;7,6;0,808;7,4;1,053;4,8;0,808;7,2;0,808;12,2;0,808;15,6;0,808;3,4;1,041;11,4;1912
3727404005;0,257;8,7;0,757;2,3;0,262;13,4;0,257;33,4;0,279;2,7;0,279;3,155;0,6;1,668;1,2;0,826;47;0,921;7,6;0,921;7,4;0,826;5,2;0,826;7,6;0,921;12,2;0,826;16,8;0,921;3,4;0,826;11,8;1913
3727404006;0,219;8,7;0,529;2,3;0;12,8;0,219;33,4;0,521;2,7;0,521;2,895;0,6;1,41;1,2;0,661;45,4;0,661;7,6;0,661;7,4;1,078;4,8;0,661;7,2;0,661;12,2;0,661;15,6;0,661;3,4;1,078;11,4;1914
3727404008;0,529;7,5;0,942;2,3;0,457;13,4;0;33;0;2,7;0;3,377;0,6;1,929;1,2;0,559;43;1,153;6;1,153;6,6;0,559;5,2;0,559;6,4;1,153;9;0,559;15,6;1,153;3;0,559;11,5;1915
3727404009;0,447;7,1;1,477;1,5;0,579;13;0,28;30,6;0,559;2;0,559;3,92;0,6;2,488;1,2;0;42,7;1,707;6;1,707;6,3;0;5,2;0;6,4;1,707;9;0;15,6;1,707;3;0;11,5;1916
3727404010;0,206;7,1;1,619;1,5;0,479;13;0;31;0,678;2;0,678;4,049;0,6;2,559;1,2;0,28;42,7;1,771;6;1,771;6,3;0,28;5,2;0,28;6,4;1,771;9;0,28;15,6;1,771;3;0,28;11,5;1917
3727404011;0,339;7,5;1,295;1,5;0;13,4;0,385;32,1;0,457;2,7;0,457;3,667;0,6;2,129;1,2;0,579;42,7;1,439;6;1,439;6,3;0,579;5,2;0,579;6,4;1,439;9;0,579;15,6;1,439;3;0,579;11,8;1918
3727404012;0,68;8;1,842;1,5;0,673;13,6;0;30,7;0,637;2,3;0,727;4,056;0,6;2,448;1,2;0,974;43,9;0,974;6,4;0,974;7,1;1,122;4,8;0,974;6,4;0,974;9,8;0,974;14,8;0,974;3,4;0,974;12,6;1919
3727404013;0;7,5;1,589;1,5;0,339;13;0,206;31,7;0,672;2,7;0,623;3,991;0,6;2,466;1,2;0,447;42,7;1,596;6;1,596;6,3;0,447;5,2;0,447;6,4;1,596;9;0,447;15,6;1,596;3;0,447;11,8;1920
3727404014;0,395;7,5;1,194;1,5;0,164;13,4;0,304;33,4;0,304;2,7;0,304;3,6;0,6;2,093;1,2;0,482;43;1,366;6;1,366;6,6;0,482;5,2;0,482;6,4;1,366;9;0,482;15,6;1,366;3;0,482;11,8;1921
3727404016;0,37;8,3;1,062;1,5;0,586;15;0,297;33,8;0,253;2,7;0,769;3,197;0,6;1,597;1,2;0,894;43,4;0,894;6,4;1,069;6,6;1,182;4,8;1,069;6;0,894;9,4;0,894;14,8;1,069;3;0,894;13;1922
3727404017;0,748;8,3;0,52;2,3;0,55;12,4;0;32;0,615;2,3;0,615;2,909;0,6;1,638;1,2;0,817;45,4;0,817;7,6;0,817;7,4;1,025;4,8;0,817;7,2;0,817;12,2;0,817;15,6;0,817;3,4;1,025;11,1;1923
3727404018;0,305;7,5;1,009;1,5;0,358;14,2;0,305;34,2;0,443;2,7;0,443;3,326;0,6;1,773;1,2;0,85;43;1,112;6;1,112;6,6;0,85;5,2;0,85;6,4;1,112;9;0,85;15,6;1,112;3;0,85;11,8;1924
3727404019;0,232;7,6;1,635;1,5;0,342;13,2;0,305;31,7;0,739;2,7;0,591;3,986;0,6;2,424;1,2;0,674;42,7;1,383;6;1,383;6,3;0,674;5,2;0,674;6,4;1,383;9;0,674;15,6;1,383;3;0,674;11,8;1925
3727404020;0,536;8,3;1,144;1,5;0,364;15;0,178;34,4;0,319;2,7;0,759;3,121;0,6;1,503;1,2;0,696;43,4;0,696;6,4;1,09;6,6;1,404;4,8;1,09;6;0,696;9,4;0,696;14,8;1,09;3;0,696;13;1926
3727404021;0,247;7,2;1,835;1,5;0,565;13,6;0;30,7;0,917;2;0,38;4,231;0,6;2,692;1,2;0,599;42,7;1,477;6;1,477;6,3;0,599;5,2;0,599;6,4;1,477;9;0,599;15,6;1,477;3;0,599;11,8;1927
3727404022;0,623;7,2;2,204;1,5;0,637;13;0,38;29,7;1,275;1,6;0;4,576;0,6;3,013;1,2;0,949;42,7;1,28;6;1,28;6,3;0,949;5,2;0,949;6,4;1,28;9;0,949;15,6;1,28;3;0,949;11,8;1928
3727404023;1,158;6,5;2,622;1,5;0;13,2;0,82;29,3;1,455;1,6;0,637;4,876;0,6;3,266;1,2;0,747;43,9;0,747;6,4;0,747;7,1;1,554;4,8;0,747;6,4;0,747;9,8;0,747;14,8;0,747;3,4;0,747;12,6;1929
3727404024;2,156;6,7;2,074;1,5;1,543;11;1,543;29,3;1,836;1,6;1,836;4,028;0,6;3,143;0,9;0;42,3;0;7,2;0;7,9;1,71;4,8;0;6,8;1,987;9;1,71;14,4;1,987;3;1,71;11;1930
3727404025;0,674;7,1;1,344;1,5;0,718;13;0,514;30,6;0,514;2;0,514;3,778;0,6;2,405;1,2;0,249;42,7;1,493;6;1,493;6,3;0,249;5,2;0,249;6,4;1,6;9;0,249;15,6;1,6;3;0,249;11,5;1931
3727405001;0,61;8,3;1,238;1,5;0,188;14,6;0;34;0,448;2,3;0,584;3,077;0,6;1,455;1,2;0,557;43,4;0,557;6,4;1,144;6,6;1,375;4,8;1,144;6;0,557;9,4;0,557;14,8;1,144;3;0,557;13;1932
3727405002;0,46;7,9;1,385;1,5;0,263;15;0,194;34,4;0,345;2,3;0,674;3,27;0,6;1,649;1,2;0,72;43,4;0,72;6,4;1,316;6,6;1,507;4,8;1,316;6;0,72;9,4;0,72;14,8;1,316;3;0,72;13;1933
3727405003;0,564;7,9;1,218;1,5;0,415;15;0,249;34,4;0,207;2,7;0,827;3,237;0,6;1,62;1,2;0,797;43,4;0,797;6,4;1,185;6,6;1,345;4,8;1,185;6;0,797;9,4;0,797;14,8;1,185;3;0,797;13;1934
3727405004;0,536;7,9;1,408;1,5;0,487;15;0,379;34,4;0,156;2,3;0,898;3,43;0,6;1,81;1,2;0,932;43,4;0,932;6,4;1,374;6,6;1,351;4,8;1,351;6;0,932;9,4;0,932;14,8;1,374;3;0,932;13;1935
3727405006;0,438;8,3;1,166;1,5;0,39;14,2;0,182;34,2;0,269;2,7;0,625;3,413;0,6;1,83;1,2;0,953;43;1,152;6;1,232;6,6;0,953;5,2;0,953;6,4;1,152;9;0,953;15,6;1,232;3;0,953;11,8;1936
3727405007;0,619;8,3;1,347;1,5;0,385;14,2;0;33,8;0,259;2,7;0,737;3,581;0,6;1,987;1,2;0,963;43;1,246;6;1,412;6,6;0,963;5,2;0,963;6,4;1,246;9;0,963;15,6;1,412;3;0,963;11,8;1937
