Provincias;Municipios;Secciones;Sexo;Edad;Periodo;Total
34 Palencia;34001 Abarca de Campos;;Total;100 y más años;2021;0
34 Palencia;34001 Abarca de Campos;;Hombres;Todas las edades;2024;23
34 Palencia;34001 Abarca de Campos;;Hombres;Todas las edades;2023;25
34 Palencia;34001 Abarca de Campos;;Hombres;Todas las edades;2022;25
34 Palencia;34001 Abarca de Campos;;Hombres;Todas las edades;2021;28
34 Palencia;34001 Abarca de Campos;;Hombres;De 0 a 4 años;2024;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 0 a 4 años;2023;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 0 a 4 años;2022;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 0 a 4 años;2021;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 5 a 9 años;2024;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 5 a 9 años;2023;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 5 a 9 años;2022;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 5 a 9 años;2021;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 10 a 14 años;2024;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 10 a 14 años;2023;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 10 a 14 años;2022;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 10 a 14 años;2021;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 15 a 19 años;2024;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 15 a 19 años;2023;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 15 a 19 años;2022;2
34 Palencia;34001 Abarca de Campos;;Hombres;De 15 a 19 años;2021;2
34 Palencia;34001 Abarca de Campos;;Hombres;De 20 a 24 años;2024;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 20 a 24 años;2023;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 20 a 24 años;2022;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 20 a 24 años;2021;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 25 a 29 años;2024;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 25 a 29 años;2023;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 25 a 29 años;2022;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 25 a 29 años;2021;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 30 a 34 años;2024;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 30 a 34 años;2023;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 30 a 34 años;2022;2
34 Palencia;34001 Abarca de Campos;;Hombres;De 30 a 34 años;2021;2
34 Palencia;34001 Abarca de Campos;;Hombres;De 35 a 39 años;2024;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 35 a 39 años;2023;2
34 Palencia;34001 Abarca de Campos;;Hombres;De 35 a 39 años;2022;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 35 a 39 años;2021;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 40 a 44 años;2024;2
34 Palencia;34001 Abarca de Campos;;Hombres;De 40 a 44 años;2023;2
34 Palencia;34001 Abarca de Campos;;Hombres;De 40 a 44 años;2022;2
34 Palencia;34001 Abarca de Campos;;Hombres;De 40 a 44 años;2021;2
34 Palencia;34001 Abarca de Campos;;Hombres;De 45 a 49 años;2024;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 45 a 49 años;2023;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 45 a 49 años;2022;2
34 Palencia;34001 Abarca de Campos;;Hombres;De 45 a 49 años;2021;4
34 Palencia;34001 Abarca de Campos;;Hombres;De 50 a 54 años;2024;3
34 Palencia;34001 Abarca de Campos;;Hombres;De 50 a 54 años;2023;3
34 Palencia;34001 Abarca de Campos;;Hombres;De 50 a 54 años;2022;3
