CUSEC;Periodo;DA;DH;DS;DD;IVST_pond;IVST_pond_grado;Seccion_id;cluster_k2
0908601001;2023;40,599;41,869;19,243;36,281;33,087;Bajo;555;0
0908801001;2021;62,951;22,431;38,337;55,550;47,269;Medio-alto;556;1
0908801001;2022;62,978;22,689;38,337;54,617;47,034;Medio-alto;556;1
0908801001;2023;62,969;22,431;38,337;57,362;47,817;Medio-alto;556;1
0909001001;2021;67,993;27,823;38,337;54,412;48,997;Alto;557;1
0909001001;2022;68,001;27,823;38,337;53,405;48,696;Alto;557;1
0909001001;2023;67,980;27,823;38,337;52,869;48,531;Alto;557;1
0909101001;2021;67,751;33,244;39,311;49,969;48,708;Alto;558;1
0909101001;2022;67,751;33,244;35,639;50,243;47,689;Medio-alto;558;1
0909101001;2023;67,751;33,244;36,166;49,787;47,711;Medio-alto;558;1
0909301001;2021;42,475;38,002;31,275;42,049;38,316;Bajo;559;0
0909301001;2022;42,477;38,002;30,967;41,776;38,143;Bajo;559;0
0909301001;2023;42,489;38,002;25,669;42,524;36,780;Bajo;559;0
0909401001;2021;66,250;34,378;38,337;43,600;46,300;Medio-alto;560;1
0909401001;2022;66,262;34,803;38,337;41,290;45,674;Medio-alto;560;1
0909401001;2023;66,238;33,953;38,337;42,892;46,021;Medio-alto;560;1
0909501001;2021;47,226;24,583;38,337;57,327;44,193;Medio-alto;561;1
0909501001;2022;47,247;24,583;38,337;57,331;44,200;Medio-alto;561;1
0909501001;2023;47,275;24,887;38,337;54,300;43,343;Medio-bajo;561;1
0909801001;2021;59,424;41,754;38,731;47,719;47,054;Medio-alto;562;1
0909801001;2022;59,426;41,754;36,473;48,152;46,507;Medio-alto;562;1
0909801001;2023;59,427;41,311;37,239;49,836;47,176;Medio-alto;562;1
0910001001;2021;60,221;29,452;38,337;53,303;46,965;Medio-alto;563;1
0910001001;2022;60,177;29,168;38,337;55,249;47,495;Medio-alto;563;1
0910001001;2023;60,253;28,600;38,337;63,073;49,776;Alto;563;1
0910101001;2021;52,928;30,222;38,337;56,085;46,092;Medio-alto;564;1
0910101001;2022;52,918;29,873;38,337;57,728;46,530;Medio-alto;564;1
0910101001;2023;52,933;29,873;38,337;59,469;47,056;Medio-alto;564;1
0910201001;2021;57,692;32,875;38,337;60,656;49,052;Alto;565;1
0910201001;2022;57,506;32,875;38,337;59,873;48,771;Alto;565;1
0910201001;2023;57,538;32,094;38,337;64,563;50,069;Alto;565;1
0910301001;2021;56,612;39,179;39,382;50,765;47,074;Medio-alto;566;1
0910301001;2022;56,617;39,179;39,983;50,629;47,215;Medio-alto;566;1
0910301001;2023;56,620;39,179;39,725;49,590;46,826;Medio-alto;566;1
0910401001;2021;59,007;39,760;38,337;56,538;49,178;Alto;567;1
0910401001;2022;58,983;39,760;38,337;59,114;49,945;Alto;567;1
0910401001;2023;58,932;39,275;38,337;60,179;50,179;Alto;567;1
0910501001;2021;67,622;17,620;27,317;51,133;43,083;Medio-bajo;568;1
0910501001;2022;67,626;18,016;26,134;50,963;42,738;Medio-bajo;568;1
0910501001;2023;67,619;16,827;38,337;56,102;47,761;Medio-alto;568;1
0910801001;2021;53,369;45,527;31,925;38,103;41,180;Medio-bajo;569;0
0910801001;2022;53,367;45,971;30,153;37,142;40,426;Medio-bajo;569;0
0910801001;2023;53,365;46,416;30,153;34,640;39,741;Medio-bajo;569;0
0910901001;2021;64,429;43,460;30,389;42,114;44,377;Medio-alto;570;1
0910901001;2022;64,428;43,778;29,100;41,293;43,792;Medio-alto;570;1
0910901001;2023;64,428;43,460;26,908;41,969;43,289;Medio-bajo;570;1
0911001001;2021;67,205;41,316;38,337;67,881;54,864;Alto;571;1
0911001001;2022;67,200;41,758;38,337;63,151;53,510;Alto;571;1
0911001001;2023;67,181;41,316;38,337;63,013;53,398;Alto;571;1
0911201001;2021;54,499;32,983;35,157;53,729;45,238;Medio-alto;572;1
0911201001;2022;54,502;32,622;36,593;55,047;46,011;Medio-alto;572;1
0911201001;2023;54,512;32,622;34,604;55,153;45,448;Medio-alto;572;1
0911301001;2021;70,529;40,559;36,860;46,768;48,804;Alto;573;1
0911301001;2022;70,529;41,031;35,117;45,492;47,970;Alto;573;1
0911301001;2023;70,530;40,559;33,509;46,618;47,754;Medio-alto;573;1
0911401001;2021;62,000;41,116;41,767;39,454;46,034;Medio-alto;574;1
0911401001;2022;62,004;41,554;37,997;36,590;44,110;Medio-alto;574;1
0911401001;2023;61,991;41,116;33,629;37,665;43,053;Medio-bajo;574;1
0911501001;2021;58,522;22,634;37,216;52,762;45,019;Medio-alto;575;1
0911501001;2022;58,519;22,277;34,082;54,193;44,454;Medio-alto;575;1
0911501001;2023;58,531;22,634;33,742;50,331;43,250;Medio-bajo;575;1
0911701001;2021;48,637;29,863;38,337;44,026;41,348;Medio-bajo;576;0
0911701001;2022;48,644;29,863;38,337;48,359;42,649;Medio-bajo;576;1
0911701001;2023;48,676;30,182;38,337;46,754;42,224;Medio-bajo;576;0
0911901001;2021;65,824;30,553;38,337;74,763;54,969;Alto;577;1
0911901001;2022;65,844;30,553;38,337;73,667;54,645;Alto;577;1
0911901001;2023;65,805;31,005;38,337;68,573;53,175;Alto;577;1
0912001001;2021;54,472;22,326;38,337;55,318;45,064;Medio-alto;578;1
0912001001;2022;54,472;22,326;38,337;54,655;44,865;Medio-alto;578;1
0912001001;2023;54,472;22,832;38,337;50,305;43,636;Medio-bajo;578;1
0912201001;2021;63,355;38,144;38,337;47,782;47,396;Medio-alto;579;1
0912201001;2022;63,375;37,323;38,337;51,982;48,538;Alto;579;1
0912201001;2023;63,375;38,555;38,337;46,138;46,970;Medio-alto;579;1
0912301001;2021;58,782;30,011;38,337;46,668;44,699;Medio-alto;580;1
0912301001;2022;58,821;30,630;38,337;43,843;43,954;Medio-alto;580;1
0912301001;2023;58,801;30,011;38,337;48,926;45,381;Medio-alto;580;1
0912401001;2021;60,478;52,488;44,963;47,095;50,610;Alto;581;1
0912401001;2022;60,479;52,488;42,970;47,187;50,040;Alto;581;1
0912401001;2023;60,479;52,488;41,308;46,966;49,475;Alto;581;1
0912501001;2021;43,867;38,503;30,106;48,952;40,459;Medio-bajo;582;0
0912501001;2022;43,863;38,503;28,444;49,137;40,016;Medio-bajo;582;0
0912501001;2023;43,863;38,124;26,180;51,345;39,942;Medio-bajo;582;0
0912701001;2021;54,844;37,453;38,337;61,972;49,422;Alto;583;1
0912701001;2022;54,883;38,409;38,337;56,003;47,784;Medio-alto;583;1
0912701001;2023;54,806;37,931;38,337;56,077;47,716;Medio-alto;583;1
0912801001;2021;43,395;31,142;38,337;51,170;42,372;Medio-bajo;584;1
0912801001;2022;43,395;31,518;38,337;48,366;41,588;Medio-bajo;584;0
0912801001;2023;43,387;31,142;38,337;51,016;42,324;Medio-bajo;584;1
0912901001;2021;68,120;26,841;38,337;52,912;48,431;Alto;585;1
0912901001;2022;68,120;27,142;42,155;51,866;49,308;Alto;585;1
0912901001;2023;68,111;27,443;38,337;50,662;47,844;Medio-alto;585;1
0913001001;2021;58,168;15,178;38,337;59,781;46,254;Medio-alto;586;1
0913001001;2022;58,180;15,450;38,337;59,176;46,117;Medio-alto;586;1
0913001001;2023;58,174;15,178;38,337;56,383;45,236;Medio-alto;586;1
0913101001;2021;40,939;38,717;25,969;32,629;33,622;Bajo;587;0
0913101001;2022;40,939;38,717;25,030;33,121;33,488;Bajo;587;0
0913101001;2023;40,940;38,717;22,306;33,489;32,781;Bajo;587;0
0913201001;2021;56,296;28,158;36,231;50,102;44,198;Medio-alto;588;1
0913201001;2022;56,298;28,479;38,817;49,717;44,906;Medio-alto;588;1
0913201001;2023;56,302;28,158;40,197;50,635;45,548;Medio-alto;588;1
0913301001;2021;57,416;36,980;38,337;35,529;42,061;Medio-bajo;589;0
0913301001;2022;57,399;36,980;38,337;35,757;42,125;Medio-bajo;589;0
0913301001;2023;57,399;36,655;38,337;35,522;42,006;Medio-bajo;589;0
0913401001;2021;58,558;35,138;45,588;47,311;47,780;Medio-alto;590;1
0913401001;2022;58,559;35,138;42,463;46,681;46,653;Medio-alto;590;1
0913401001;2023;58,559;35,576;35,945;46,498;44,709;Medio-alto;590;1
0913501001;2021;59,122;24,915;38,337;63,460;49,057;Alto;591;1
0913501001;2022;59,137;25,239;38,337;60,554;48,237;Alto;591;1
0913501001;2023;59,122;26,213;38,337;53,726;46,332;Medio-alto;591;1
0913601001;2021;49,742;33,910;38,637;52,535;44,873;Medio-alto;592;1
0913601001;2022;49,744;34,280;35,178;49,841;43,084;Medio-bajo;592;1
0913601001;2023;49,737;34,280;34,792;49,432;42,844;Medio-bajo;592;1
0913701001;2021;45,756;28,935;34,773;43,251;39,187;Medio-bajo;593;0
0913701001;2022;45,758;29,269;30,683;41,637;37,526;Bajo;593;0
0913701001;2023;45,752;29,269;28,661;40,947;36,711;Bajo;593;0
0913801001;2021;51,701;32,699;36,469;51,497;44,220;Medio-alto;594;1
0913801001;2022;51,670;32,358;31,027;53,593;43,157;Medio-bajo;594;1
0913801001;2023;51,704;32,358;28,910;53,587;42,529;Medio-bajo;594;1
0913901001;2021;51,921;25,696;38,337;48,823;42,983;Medio-bajo;595;1
0913901001;2022;51,940;25,696;38,337;46,831;42,390;Medio-bajo;595;1
0913901001;2023;51,921;25,397;38,337;48,180;42,745;Medio-bajo;595;1
0914001001;2021;58,683;24,758;36,043;48,243;43,670;Medio-bajo;596;1
0914001001;2022;58,686;25,149;38,965;48,515;44,688;Medio-alto;596;1
0914001001;2023;58,699;25,149;34,284;50,407;43,854;Medio-alto;596;1
0914101001;2021;39,576;39,107;30,813;35,673;35,706;Bajo;597;0
0914101001;2022;39,574;39,449;27,373;34,135;34,263;Bajo;597;0
0914101001;2023;39,574;39,449;25,181;34,457;33,702;Bajo;597;0
0914301001;2021;57,781;42,544;38,337;27,535;40,589;Medio-bajo;598;0
0914301001;2022;57,829;42,544;38,337;27,077;40,463;Medio-bajo;598;0
0914301001;2023;57,829;46,709;38,337;18,225;38,432;Medio-bajo;598;0
0914401001;2021;66,607;32,214;38,337;65,158;52,532;Alto;599;1
0914401001;2022;66,596;32,214;38,337;64,213;52,246;Alto;599;1
0914401001;2023;66,618;32,214;38,337;63,431;52,017;Alto;599;1
0914801001;2021;61,943;24,405;27,948;35,732;38,251;Bajo;600;0
0914801001;2022;61,948;24,405;24,947;34,715;37,046;Bajo;600;0
0914801001;2023;61,940;24,681;28,994;34,599;38,265;Bajo;600;0
0914901001;2021;55,882;20,562;38,337;42,810;41,399;Medio-bajo;601;0
0914901001;2022;55,914;21,236;38,337;39,273;40,447;Medio-bajo;601;0
0914901001;2023;55,914;20,562;38,337;42,161;41,212;Medio-bajo;601;0
0915101001;2021;48,841;40,442;37,478;41,235;41,890;Medio-bajo;602;0
0915101001;2022;48,839;40,442;34,430;41,691;41,112;Medio-bajo;602;0
0915101001;2023;48,837;40,442;33,145;41,277;40,602;Medio-bajo;602;0
0915201001;2021;48,663;23,366;43,447;32,531;38,464;Medio-bajo;603;0
0915201001;2022;48,661;23,032;42,885;34,327;38,784;Medio-bajo;603;0
0915201001;2023;48,660;23,032;39,657;33,723;37,634;Bajo;603;0
0915401001;2021;64,904;39,650;34,732;48,241;47,065;Medio-alto;604;1
0915401001;2022;64,904;39,231;34,861;49,058;47,286;Medio-alto;604;1
0915401001;2023;64,905;38,813;33,004;51,151;47,295;Medio-alto;604;1
0915501001;2021;53,783;33,645;38,337;66,706;50,006;Alto;605;1
0915501001;2022;53,783;34,515;38,337;63,510;49,177;Alto;605;1
0915501001;2023;53,823;36,255;38,337;48,845;45,049;Medio-alto;605;1
0915901001;2021;59,431;21,727;38,337;43,161;42,567;Medio-bajo;606;1
0915901001;2022;59,438;22,039;38,337;42,105;42,298;Medio-bajo;606;1
0915901001;2023;59,460;21,727;38,337;42,226;42,293;Medio-bajo;606;1
0916001001;2021;49,212;37,288;38,337;43,154;42,344;Medio-bajo;607;1
0916001001;2022;49,195;36,606;38,337;44,999;42,791;Medio-bajo;607;1
0916001001;2023;49,203;36,606;38,337;43,590;42,370;Medio-bajo;607;1
0916201001;2021;56,006;34,888;27,704;41,854;40,102;Medio-bajo;608;0
0916201001;2022;55,986;34,490;26,784;42,856;40,062;Medio-bajo;608;0
0916201001;2023;55,969;34,490;25,992;42,952;39,849;Medio-bajo;608;0
0916301001;2021;64,341;37,529;40,777;50,328;49,046;Alto;609;1
0916301001;2022;64,343;37,175;38,841;51,491;48,761;Alto;609;1
0916301001;2023;64,343;37,175;37,339;51,876;48,426;Alto;609;1
0916401001;2021;57,279;30,956;37,999;51,129;45,702;Medio-alto;610;1
0916401001;2022;57,280;30,956;35,382;49,873;44,540;Medio-alto;610;1
0916401001;2023;57,278;30,956;36,528;49,914;44,895;Medio-alto;610;1
0916601001;2021;53,503;28,627;38,337;51,380;44,585;Medio-alto;611;1
0916601001;2022;53,503;28,627;38,337;51,359;44,579;Medio-alto;611;1
0916601001;2023;53,499;28,627;38,337;50,997;44,469;Medio-alto;611;1
0916701001;2021;52,133;27,659;38,337;60,982;46,978;Medio-alto;612;1
0916701001;2022;52,148;27,389;38,337;64,130;47,885;Alto;612;1
0916701001;2023;52,179;27,389;38,337;63,649;47,749;Medio-alto;612;1
0916801001;2021;49,305;33,795;33,610;41,620;39,964;Medio-bajo;613;0
0916801001;2022;49,305;33,795;32,722;40,848;39,466;Medio-bajo;613;0
0916801001;2023;49,307;33,795;30,465;40,909;38,808;Medio-bajo;613;0
0916901001;2021;66,942;48,077;30,772;54,989;49,675;Alto;614;1
0916901001;2022;66,929;47,593;27,030;56,008;48,783;Alto;614;1
0916901001;2023;66,929;48,077;19,906;55,452;46,551;Medio-alto;614;1
0917001001;2021;47,396;33,466;35,993;51,165;43,016;Medio-bajo;615;1
0917001001;2022;47,405;33,466;33,514;50,591;42,103;Medio-bajo;615;0
0917001001;2023;47,408;33,113;34,503;51,703;42,681;Medio-bajo;615;1
0917201001;2021;56,923;2,662;36,670;50,139;40,673;Medio-bajo;616;0
0917201001;2022;56,912;2,662;38,381;50,714;41,356;Medio-bajo;616;0
0917201001;2023;56,931;2,662;28,503;50,735;38,403;Medio-bajo;616;0
0917301001;2021;74,209;35,162;39,642;62,324;54,416;Alto;617;1
0917301001;2022;74,209;34,760;40,723;59,299;53,773;Alto;617;1
0917301001;2023;74,214;34,760;35,320;66,060;54,182;Alto;617;1
0917401001;2021;51,096;39,716;41,837;45,033;44,792;Medio-alto;618;1
0917401001;2022;51,097;39,716;41,567;45,131;44,741;Medio-alto;618;1
0917401001;2023;51,098;39,716;38,544;45,020;43,801;Medio-alto;618;1
0917501001;2021;71,488;29,258;40,049;63,855;53,432;Alto;619;1
0917501001;2022;71,492;29,258;41,168;62,998;53,512;Alto;619;1
0917501001;2023;71,496;29,258;39,023;63,967;53,160;Alto;619;1
0917601001;2021;40,347;30,950;38,337;47,410;40,453;Medio-bajo;620;0
0917601001;2022;40,464;31,296;38,337;45,590;39,989;Medio-bajo;620;0
0917601001;2023;40,433;31,296;38,337;45,287;39,890;Medio-bajo;620;0
0917701001;2021;56,782;46,210;31,572;39,383;42,414;Medio-bajo;621;1
0917701001;2022;56,782;46,210;29,293;39,846;41,869;Medio-bajo;621;0
0917701001;2023;56,782;46,210;27,181;39,306;41,073;Medio-bajo;621;0
0917801001;2021;61,340;22,842;38,337;63,382;49,277;Alto;622;1
0917801001;2022;61,355;22,842;38,337;59,633;48,156;Alto;622;1
0917801001;2023;61,407;22,543;38,337;61,390;48,652;Alto;622;1
0917901001;2021;58,945;27,916;38,337;47,215;44,589;Medio-alto;623;1
0917901001;2022;58,931;27,916;38,337;47,950;44,806;Medio-alto;623;1
0917901001;2023;58,918;27,916;38,337;49,007;45,120;Medio-alto;623;1
0918001001;2021;53,439;20,737;27,808;48,252;39,288;Medio-bajo;624;0
0918001001;2022;53,439;20,421;27,348;47,591;38,905;Medio-bajo;624;0
0918001001;2023;53,444;20,421;25,684;46,559;38,097;Bajo;624;0
0918101001;2021;55,060;28,847;29,685;51,120;42,333;Medio-bajo;625;1
0918101001;2022;55,062;28,847;30,457;51,386;42,646;Medio-bajo;625;1
0918101001;2023;55,063;28,573;28,232;54,637;42,912;Medio-bajo;625;1
0918201001;2021;67,854;25,834;38,337;52,858;48,197;Alto;626;1
0918201001;2022;67,831;25,834;38,337;51,595;47,813;Medio-alto;626;1
0918201001;2023;67,863;25,165;38,337;55,841;48,994;Alto;626;1
0918301001;2021;63,518;25,025;38,337;78,811;54,778;Alto;627;1
0918301001;2022;63,502;24,556;38,337;76,983;54,155;Alto;627;1
0918301001;2023;63,518;24,556;38,337;74,289;53,351;Alto;627;1
0918401001;2021;64,215;32,039;38,337;46,739;46,383;Medio-alto;628;1
0918401001;2022;64,383;32,810;38,337;38,440;44,051;Medio-alto;628;1
0918401001;2023;64,215;32,810;38,337;37,956;43,863;Medio-alto;628;1
0918901001;2021;68,939;14,455;39,526;54,760;47,688;Medio-alto;629;1
0918901001;2022;68,948;14,257;36,687;55,080;46,906;Medio-alto;629;1
0918901001;2023;68,934;14,257;36,371;55,633;46,973;Medio-alto;629;1
0919001001;2021;73,742;18,896;38,337;39,064;44,490;Medio-alto;630;1
0919001001;2022;73,750;18,458;38,337;43,359;45,715;Medio-alto;630;1
0919001001;2023;73,758;18,021;38,337;45,444;46,277;Medio-alto;630;1
0919101001;2021;66,293;36,367;38,337;74,162;55,778;Alto;631;1
0919101001;2022;66,121;36,367;38,337;70,294;54,575;Alto;631;1
0919101001;2023;66,080;36,367;38,337;70,626;54,664;Alto;631;1
0919201001;2021;63,285;23,611;38,337;55,240;47,436;Medio-alto;632;1
0919201001;2022;63,260;23,905;38,337;57,264;48,081;Alto;632;1
0919201001;2023;63,249;23,611;38,337;59,809;48,798;Alto;632;1
0919401001;2021;57,321;48,338;37,156;36,783;43,762;Medio-alto;633;1
0919401001;2022;57,320;48,338;34,277;37,099;42,994;Medio-bajo;633;1
0919401001;2023;57,321;47,873;31,749;38,860;42,694;Medio-bajo;633;1
0919401002;2021;52,276;51,139;42,012;43,060;46,262;Medio-alto;634;1
0919401002;2022;52,277;51,139;38,389;42,441;44,989;Medio-alto;634;1
0919401002;2023;52,277;51,139;36,380;41,845;44,208;Medio-alto;634;1
0919501001;2021;63,322;19,664;38,337;55,896;47,050;Medio-alto;635;1
0919501001;2022;63,339;19,664;38,337;56,647;47,280;Medio-alto;635;1
0919501001;2023;63,368;19,324;38,337;57,986;47,638;Medio-alto;635;1
0919601001;2021;61,433;37,926;30,004;53,592;46,126;Medio-alto;636;1
0919601001;2022;61,448;37,926;30,352;52,981;46,051;Medio-alto;636;1
0919601001;2023;61,438;37,926;27,040;54,412;45,484;Medio-alto;636;1
0919701001;2021;59,251;35,149;35,236;44,528;44,014;Medio-alto;637;1
0919701001;2022;59,248;35,595;32,215;42,843;42,668;Medio-bajo;637;1
0919701001;2023;59,243;35,595;31,899;44,080;42,944;Medio-bajo;637;1
0919801001;2021;55,500;25,227;30,183;57,268;43,894;Medio-alto;638;1
0919801001;2022;55,508;24,891;28,941;64,627;45,681;Medio-alto;638;1
0919801001;2023;55,520;24,891;22,322;57,248;41,485;Medio-bajo;638;0
0919901001;2021;52,569;25,654;30,380;44,506;39,456;Medio-bajo;639;0
0919901001;2022;52,544;25,975;36,749;43,476;41,100;Medio-bajo;639;0
0919901001;2023;52,530;25,975;27,029;42,456;37,874;Bajo;639;0
0920001001;2021;67,911;35,465;38,337;65,411;53,422;Alto;640;1
0920001001;2022;67,904;36,425;38,337;64,191;53,198;Alto;640;1
0920001001;2023;67,884;36,425;38,337;66,709;53,949;Alto;640;1
0920101001;2021;66,002;44,593;38,337;54,471;51,032;Alto;641;1
0920101001;2022;66,002;44,078;38,337;57,262;51,792;Alto;641;1
0920101001;2023;65,922;44,078;38,337;57,968;51,984;Alto;641;1
0920201001;2021;53,859;3,191;38,337;64,639;44,836;Medio-alto;642;1
0920201001;2022;53,859;2,939;38,337;65,611;45,090;Medio-alto;642;1
0920201001;2023;53,770;2,939;38,337;69,163;46,134;Medio-alto;642;1
0920601001;2021;48,495;17,816;38,337;51,958;41,885;Medio-bajo;643;0
0920601001;2022;48,510;17,816;38,337;50,618;41,487;Medio-bajo;643;0
0920601001;2023;48,559;17,091;38,337;52,019;41,810;Medio-bajo;643;0
0920801001;2021;64,691;35,530;34,743;52,190;47,582;Medio-alto;644;1
0920801001;2022;64,693;35,530;31,605;52,467;46,724;Medio-alto;644;1
0920801001;2023;64,695;35,138;29,590;52,611;46,105;Medio-alto;644;1
0920901001;2021;54,305;56,447;39,086;41,949;46,354;Medio-alto;645;1
0920901001;2022;54,307;56,972;36,437;40,920;45,329;Medio-alto;645;1
0920901001;2023;54,305;56,447;34,808;41,978;45,079;Medio-alto;645;1
0920901002;2021;52,118;46,582;42,517;43,040;45,684;Medio-alto;646;1
0920901002;2022;52,117;46,110;39,268;45,175;45,278;Medio-alto;646;1
0920901002;2023;52,121;46,582;36,870;43,752;44,204;Medio-alto;646;1
0920901003;2021;61,932;36,843;36,285;45,568;45,565;Medio-alto;647;1
0920901003;2022;61,933;36,843;33,613;45,899;44,863;Medio-alto;647;1
0920901003;2023;61,932;36,533;32,410;47,458;44,923;Medio-alto;647;1
0920901004;2021;53,209;79,492;43,798;38,849;50,020;Alto;648;1
0920901004;2022;53,208;79,492;38,932;39,085;48,631;Alto;648;1
0920901004;2023;53,208;78,888;36,450;40,253;48,146;Alto;648;1
0920901005;2021;54,426;64,331;43,692;42,189;49,020;Alto;649;1
0920901005;2022;54,425;64,331;41,246;42,238;48,301;Alto;649;1
0920901005;2023;54,425;64,331;37,902;41,675;47,129;Medio-alto;649;1
0921101001;2021;56,353;39,793;41,881;44,952;46,107;Medio-alto;650;1
0921101001;2022;56,353;39,793;39,061;43,648;44,870;Medio-alto;650;1
0921101001;2023;56,354;39,793;38,080;43,894;44,650;Medio-alto;650;1
0921301001;2021;58,230;27,173;38,723;55,524;46,908;Medio-alto;651;1
0921301001;2022;58,238;27,173;37,356;56,344;46,746;Medio-alto;651;1
0921301001;2023;58,235;27,173;36,570;56,967;46,696;Medio-alto;651;1
0921401001;2021;67,657;32,310;41,759;49,367;49,099;Alto;652;1
0921401001;2022;67,657;32,042;39,478;50,777;48,797;Alto;652;1
0921401001;2023;67,657;32,042;38,251;50,477;48,339;Alto;652;1
0921501001;2021;66,419;22,823;40,549;51,722;47,709;Medio-alto;653;1
0921501001;2022;66,420;22,823;39,557;50,278;46,979;Medio-alto;653;1
0921501001;2023;66,416;22,823;38,746;50,030;46,660;Medio-alto;653;1
0921601001;2021;70,534;34,530;45,834;52,348;52,268;Alto;654;1
0921601001;2022;70,536;34,851;42,561;49,857;50,587;Alto;654;1
0921601001;2023;70,535;34,530;40,489;51,084;50,285;Alto;654;1
0921701001;2021;63,865;30,034;41,006;53,181;48,728;Alto;655;1
0921701001;2022;63,865;30,034;39,418;52,118;47,932;Alto;655;1
0921701001;2023;63,861;30,034;38,423;52,023;47,604;Medio-alto;655;1
0921801001;2021;46,531;38,905;34,859;42,812;40,770;Medio-bajo;656;0
0921801001;2022;46,532;38,458;32,449;43,848;40,291;Medio-bajo;656;0
0921801001;2023;46,535;38,458;30,540;44,118;39,800;Medio-bajo;656;0
0921901001;2021;42,822;41,976;49,684;47,354;46,114;Medio-alto;657;1
0921901001;2022;42,820;43,294;52,135;41,986;45,435;Medio-alto;657;1
0921901001;2023;42,760;43,294;49,457;38,055;43,438;Medio-bajo;657;1
0921901002;2021;43,113;45,172;58,271;35,162;45,584;Medio-alto;658;1
0921901002;2022;43,097;44,417;38,337;45,476;42,581;Medio-bajo;658;1
0921901002;2023;43,097;44,417;38,337;45,476;42,581;Medio-bajo;658;1
0921902001;2021;42,428;54,789;43,691;37,439;43,164;Medio-bajo;659;1
0921902001;2022;42,429;54,789;41,570;36,997;42,396;Medio-bajo;659;1
0921902001;2023;42,428;54,789;40,561;37,029;42,103;Medio-bajo;659;0
0921902002;2021;42,541;61,434;37,156;35,117;41,532;Medio-bajo;660;0
0921902002;2022;42,542;61,434;34,505;34,655;40,598;Medio-bajo;660;0
0921902002;2023;42,540;61,434;33,042;34,805;40,204;Medio-bajo;660;0
0921902003;2021;43,274;64,539;49,294;28,633;43,877;Medio-alto;661;1
0921902003;2022;43,275;65,357;45,594;27,112;42,434;Medio-bajo;661;1
0921902003;2023;43,273;66,174;45,719;24,759;41,888;Medio-bajo;661;0
0921902004;2021;43,677;62,862;49,610;38,305;46,723;Medio-alto;662;1
0921902004;2022;43,677;62,067;46,006;38,585;45,607;Medio-alto;662;1
0921902004;2023;43,678;62,862;44,854;36,403;44,726;Medio-alto;662;1
0921902005;2021;42,667;61,367;39,481;34,734;42,137;Medio-bajo;663;0
0921902005;2022;42,667;60,671;36,798;35,116;41,342;Medio-bajo;663;0
0921902005;2023;42,667;60,671;34,408;34,926;40,568;Medio-bajo;663;0
0921902006;2021;44,390;58,194;38,625;35,109;41,947;Medio-bajo;664;0
0921902006;2022;44,390;58,828;35,912;33,963;40,884;Medio-bajo;664;0
0921902006;2023;44,389;58,828;34,558;34,576;40,661;Medio-bajo;664;0
0921902007;2021;42,817;66,508;31,678;35,030;40,693;Medio-bajo;665;0
0921902007;2022;42,817;65,896;29,809;36,123;40,368;Medio-bajo;665;0
0921902007;2023;42,817;65,896;28,025;36,060;39,814;Medio-bajo;665;0
0921903001;2021;42,516;61,382;40,836;40,535;44,247;Medio-alto;666;1
0921903001;2022;42,515;61,382;39,960;40,794;44,062;Medio-alto;666;1
0921903001;2023;42,516;61,382;39,328;41,005;43,936;Medio-alto;666;1
0921903002;2021;42,600;59,586;33,036;37,405;40,720;Medio-bajo;667;0
0921903002;2022;42,601;59,586;30,325;38,163;40,135;Medio-bajo;667;0
0921903002;2023;42,601;59,586;29,738;37,435;39,740;Medio-bajo;667;0
0921903003;2021;42,506;58,417;36,446;38,656;41,920;Medio-bajo;668;0
0921903003;2022;42,506;58,417;33,622;39,261;41,254;Medio-bajo;668;0
0921903003;2023;42,506;58,417;33,149;38,275;40,816;Medio-bajo;668;0
0921903004;2021;42,923;61,746;47,889;45,273;47,941;Alto;669;1
0921903004;2022;42,925;61,746;44,570;45,011;46,868;Medio-alto;669;1
0921903004;2023;42,924;61,746;42,508;44,850;46,201;Medio-alto;669;1
0921903005;2021;42,854;60,819;34,186;38,955;41,779;Medio-bajo;670;0
0921903005;2022;42,855;60,819;30,216;39,050;40,616;Medio-bajo;670;0
0921903005;2023;42,855;60,146;28,754;40,446;40,496;Medio-bajo;670;0
0921903006;2021;42,833;60,423;34,375;37,316;41,279;Medio-bajo;671;0
0921903006;2022;42,835;60,423;32,262;37,047;40,565;Medio-bajo;671;0
0921903006;2023;42,834;60,423;29,743;36,933;39,775;Medio-bajo;671;0
0921903007;2021;42,911;67,267;34,093;40,469;43,187;Medio-bajo;672;1
0921903007;2022;42,912;67,267;32,298;40,464;42,647;Medio-bajo;672;1
0921903007;2023;42,911;67,267;30,495;40,455;42,103;Medio-bajo;672;0
0921903008;2021;42,954;65,516;35,515;37,502;42,471;Medio-bajo;673;1
0921903008;2022;42,954;65,516;33,056;37,433;41,713;Medio-bajo;673;0
0921903008;2023;42,953;65,516;31,311;37,693;41,267;Medio-bajo;673;0
0921903009;2021;43,014;61,259;41,186;34,433;42,628;Medio-bajo;674;1
0921903009;2022;43,014;61,259;38,262;34,722;41,837;Medio-bajo;674;0
0921903009;2023;43,013;61,259;35,427;34,354;40,876;Medio-bajo;674;0
0921903010;2021;43,948;67,520;31,981;34,298;40,999;Medio-bajo;675;0
0921903010;2022;43,948;67,520;30,080;34,646;40,533;Medio-bajo;675;0
0921903010;2023;43,948;67,520;27,576;34,717;39,803;Medio-bajo;675;0
