Provincia;CMuni;Periodo;100_y_más_años;De_0_a_4_años;De_5_a_9_años;De_10_a_14_años;De_15_a_19_años;De_20_a_24_años;De_25_a_29_años;De_30_a_34_años;De_35_a_39_años;De_40_a_44_años;De_45_a_49_años;De_50_a_54_años;De_55_a_59_años;De_60_a_64_años;De_65_a_69_años;De_70_a_74_años;De_75_a_79_años;De_80_a_84_años;De_85_a_89_años;De_90_a_94_años;De_95_a_99_años;poblacion__menor_16;poblacion_16_64;poblacion_mayor_65;Indice_Envejecimiento;Tasa_Dependencia
Salamanca;37260;2021;0;5;5;4;5;1;3;7;6;8;12;7;7;10;9;17;10;16;12;3;0;15;65;67;4,467;1,262
Salamanca;37260;2022;0;3;5;4;6;1;1;6;9;7;13;6;6;12;7;16;12;10;19;4;0;13;66;68;5,231;1,227
Salamanca;37260;2023;0;3;5;3;7;2;0;5;9;6;12;8;6;10;10;14;11;9;15;7;0;12;64;66;5,500;1,219
Salamanca;37261;2021;0;1;5;5;2;4;3;7;7;15;20;14;28;17;16;12;17;14;17;11;3;11;117;90;8,182;0,863
Salamanca;37261;2022;1;1;4;5;3;2;5;4;9;17;16;14;28;18;16;12;16;12;14;14;2;11;115;87;7,909;0,852
Salamanca;37261;2023;1;2;3;5;6;2;4;4;7;15;18;18;30;20;17;12;16;16;10;14;4;11;123;90;8,182;0,821
Salamanca;37262;2021;0;5;3;1;1;0;4;5;7;6;1;1;4;8;13;9;5;1;1;0;0;9;37;29;3,222;1,027
Salamanca;37262;2022;0;0;4;1;0;1;3;4;7;5;2;1;2;8;13;9;5;2;1;0;0;5;33;30;6,000;1,061
Salamanca;37262;2023;0;1;3;1;1;1;1;5;6;7;2;1;1;7;10;12;4;3;1;0;0;5;32;30;6,000;1,094
Salamanca;37263;2021;0;5;9;7;9;8;14;16;10;25;24;25;26;31;34;27;26;20;24;22;7;23;186;160;6,957;0,984
Salamanca;37263;2022;1;7;8;6;10;7;13;11;12;23;24;25;28;25;35;26;28;17;24;19;8;23;176;158;6,870;1,028
Salamanca;37263;2023;0;7;7;10;7;8;14;9;16;21;23;31;21;27;31;34;21;21;23;22;8;25;176;160;6,400;1,051
Salamanca;37264;2021;0;1;1;0;0;0;1;2;3;1;4;3;7;5;6;6;4;3;2;9;0;2;26;30;15,000;1,231
Salamanca;37264;2022;0;1;3;0;0;0;1;2;2;1;4;4;6;8;4;4;8;2;3;8;1;4;28;30;7,500;1,214
Salamanca;37264;2023;0;1;2;3;0;0;1;1;5;1;4;6;5;7;8;4;8;2;2;7;1;6;30;32;5,333;1,267
Salamanca;37265;2021;0;0;2;2;6;18;12;7;8;3;15;22;19;24;6;14;18;17;14;2;1;5;133;72;14,400;0,579
Salamanca;37265;2022;0;2;2;2;4;16;13;8;9;2;14;23;20;22;7;13;18;13;18;3;1;7;130;73;10,429;0,615
Salamanca;37265;2023;0;3;1;3;4;13;9;8;9;2;12;20;21;24;10;10;17;14;19;3;1;8;121;74;9,250;0,678
Salamanca;37266;2021;0;0;0;1;2;1;4;3;3;3;2;10;4;6;2;3;6;8;3;2;1;1;38;25;25,000;0,684
Salamanca;37266;2022;0;1;0;0;3;0;3;7;3;2;1;11;5;5;2;4;3;8;5;1;0;2;39;23;11,500;0,641
Salamanca;37266;2023;0;2;0;0;3;1;1;9;2;2;2;10;6;2;6;2;4;5;6;1;0;3;37;24;8,000;0,730
Salamanca;37267;2021;0;2;3;3;4;8;6;8;8;9;18;14;18;17;10;17;12;11;7;4;2;9;109;63;7,000;0,661
Salamanca;37267;2022;0;2;3;3;5;6;9;5;11;9;13;18;16;16;13;14;14;11;6;4;2;9;107;64;7,111;0,682
Salamanca;37267;2023;0;2;4;4;4;8;9;3;12;6;14;13;19;12;16;15;14;8;6;5;0;11;99;64;5,818;0,758
Salamanca;37268;2021;0;0;0;1;1;3;3;4;3;3;7;5;18;7;8;6;10;10;9;5;0;1;54;48;48,000;0,907
Salamanca;37268;2022;0;0;0;1;1;2;2;5;1;5;7;6;13;11;9;5;10;10;8;6;1;1;53;49;49,000;0,943
Salamanca;37268;2023;0;0;0;0;3;1;3;5;1;2;10;5;9;14;15;4;10;7;11;5;2;1;52;54;54,000;1,058
Salamanca;37269;2021;0;7;12;16;15;15;22;28;24;24;37;26;42;42;29;25;29;35;32;6;3;38;272;159;4,184;0,724
Salamanca;37269;2022;0;8;11;14;15;14;18;29;23;25;29;30;38;43;31;22;31;33;31;6;5;36;261;159;4,417;0,747
Salamanca;37269;2023;0;11;7;16;15;17;20;24;24;22;32;29;41;41;31;26;29;32;30;9;6;37;262;163;4,405;0,763
Salamanca;37270;2021;0;2;4;6;6;9;14;11;12;12;21;6;19;20;14;14;10;4;7;5;2;13;129;56;4,308;0,535
Salamanca;37270;2022;0;2;5;5;5;12;10;12;13;10;19;11;16;20;14;14;12;5;8;3;2;13;127;58;4,462;0,559
Salamanca;37270;2023;0;1;3;7;5;11;8;11;10;13;15;15;10;22;15;15;14;6;6;3;1;12;119;60;5,000;0,605
Salamanca;37271;2021;0;3;7;2;6;10;20;16;20;16;24;20;28;38;39;25;24;26;18;7;3;13;197;142;10,923;0,787
Salamanca;37271;2022;1;6;4;5;3;12;18;14;20;16;22;16;26;44;35;28;23;20;22;9;2;16;190;140;8,750;0,821
Salamanca;37271;2023;1;5;7;5;2;10;13;13;18;22;20;22;24;42;41;25;22;22;20;8;1;17;186;140;8,235;0,844
Salamanca;37272;2021;0;8;5;6;4;1;4;10;11;18;14;6;6;15;13;8;9;9;6;3;1;20;88;49;2,450;0,784
Salamanca;37272;2022;0;13;5;9;5;1;2;10;11;20;14;9;8;13;14;8;10;6;8;3;1;28;92;50;1,786;0,848
Salamanca;37272;2023;0;9;9;11;5;3;2;7;11;22;17;8;9;10;17;6;12;2;9;3;1;30;93;50;1,667;0,860
Salamanca;37273;2021;1;2;0;1;2;0;3;6;2;1;5;6;7;12;2;7;12;7;6;6;3;3;44;44;14,667;1,068
Salamanca;37273;2022;1;2;0;0;3;0;3;5;3;1;4;3;11;11;2;5;9;9;7;6;4;3;43;43;14,333;1,070
Salamanca;37273;2023;1;2;0;0;2;1;2;5;3;1;4;3;10;10;3;3;8;12;7;3;5;2;41;42;21,000;1,073
Salamanca;37274;2021;87;4774;5457;6153;6488;6834;7136;7318;8272;9412;9858;10557;10897;10725;9175;8564;7661;5945;4885;2562;789;17683;86198;39668;2,243;0,665
Salamanca;37274;2022;105;4509;5330;6016;6577;6963;6964;7161;7931;9055;9760;10472;10806;10722;9477;8566;7816;5817;5057;2639;843;17170;85096;40320;2,348;0,676
Salamanca;37274;2023;123;4427;5282;6058;6633;7447;7412;7316;7755;9037;9601;10357;10781;10700;9723;8687;7974;5888;4907;2692;866;17093;85713;40860;2,390;0,676
Salamanca;37275;2021;0;0;0;3;0;2;2;2;3;3;5;2;7;12;15;13;9;5;11;4;0;3;38;57;19,000;1,579
Salamanca;37275;2022;0;1;0;1;2;0;4;2;2;2;6;1;6;14;13;18;9;6;9;5;0;2;39;60;30,000;1,590
Salamanca;37275;2023;0;1;1;1;2;0;3;2;1;3;6;3;8;10;15;16;14;6;6;6;1;3;38;64;21,333;1,763
Salamanca;37276;2021;0;1;1;3;0;0;2;1;2;3;14;9;16;12;7;11;8;14;13;6;0;5;59;59;11,800;1,085
Salamanca;37276;2022;0;0;0;2;0;1;1;2;2;2;11;10;15;13;8;11;7;10;11;8;1;2;57;56;28,000;1,018
Salamanca;37276;2023;0;0;0;2;0;0;2;2;3;2;10;11;14;11;10;10;6;8;12;9;1;2;55;56;28,000;1,055
Salamanca;37277;2021;0;1;0;0;0;1;3;1;4;5;6;7;8;6;12;8;4;5;3;2;0;1;41;34;34,000;0,854
Salamanca;37277;2022;0;2;0;0;0;1;1;2;4;5;6;6;9;6;9;8;7;5;2;3;0;2;40;34;17,000;0,900
Salamanca;37277;2023;0;3;0;0;0;1;1;2;5;4;6;6;9;5;10;8;5;5;4;4;0;3;39;36;12,000;1,000
Salamanca;37278;2021;0;34;47;68;64;45;39;54;103;106;113;113;78;66;44;21;17;15;5;3;0;162;768;105;0,648;0,348
Salamanca;37278;2022;0;35;46;76;56;53;41;68;95;120;108;114;82;70;44;27;18;14;7;1;1;168;796;112;0,667;0,352
Salamanca;37278;2023;0;38;52;64;70;56;36;69;84;124;116;111;83;82;53;34;20;11;7;3;1;168;817;129;0,768;0,364
Salamanca;37279;2021;1;21;20;17;23;31;32;34;42;49;51;78;69;51;43;53;42;53;40;22;5;63;455;259;4,111;0,708
Salamanca;37279;2022;2;15;22;14;20;31;27;32;36;45;44;77;70;53;48;49;42;46;45;17;9;55;431;258;4,691;0,726
Salamanca;37279;2023;2;18;15;19;24;30;23;32;42;42;45;68;79;57;48;46;44;39;46;17;7;57;437;249;4,368;0,700
Salamanca;37280;2021;0;0;2;3;4;2;1;3;4;3;3;9;6;6;5;5;6;4;8;3;0;6;40;31;5,167;0,925
Salamanca;37280;2022;0;1;2;1;5;2;0;3;5;2;3;12;6;6;6;3;8;2;8;3;0;5;43;30;6,000;0,814
Salamanca;37280;2023;0;1;1;2;5;2;0;3;3;2;4;8;6;7;7;1;10;1;5;3;0;5;39;27;5,400;0,821
Salamanca;37281;2021;0;0;0;0;0;2;1;2;0;4;2;1;3;6;4;2;2;5;1;2;1;0;21;17;inf;0,810
Salamanca;37281;2022;0;0;0;0;0;1;1;2;1;3;3;1;3;5;4;3;2;4;2;2;0;0;20;17;inf;0,850
Salamanca;37281;2023;0;0;0;0;0;0;2;1;1;2;3;1;3;5;4;4;2;3;2;3;0;0;18;18;inf;1,000
Salamanca;37282;2021;0;5;7;10;6;6;10;10;13;13;22;11;21;15;12;18;15;14;17;7;2;23;126;85;3,696;0,857
Salamanca;37282;2022;1;4;8;9;7;5;10;12;10;12;23;14;21;11;15;17;18;9;17;8;1;22;124;86;3,909;0,871
Salamanca;37282;2023;0;2;7;11;9;3;10;11;8;13;20;21;20;11;13;14;17;9;15;8;2;22;124;78;3,545;0,806
Salamanca;37283;2021;1;0;1;2;1;4;5;3;8;7;13;12;6;8;5;10;7;12;7;2;2;3;67;46;15,333;0,731
Salamanca;37283;2022;1;0;1;1;2;4;6;3;8;5;16;13;6;8;7;7;10;7;10;3;2;2;71;47;23,500;0,690
Salamanca;37283;2023;0;0;1;1;2;3;7;3;5;6;15;16;7;6;8;9;10;7;7;3;2;2;70;46;23,000;0,686
Salamanca;37284;2021;0;8;10;5;8;14;9;15;19;21;24;32;24;39;25;15;25;27;17;16;6;25;203;131;5,240;0,768
Salamanca;37284;2022;1;8;13;4;10;10;12;13;19;25;25;35;30;32;30;14;23;27;19;15;4;27;209;133;4,926;0,766
Salamanca;37284;2023;1;7;11;6;9;14;11;12;20;22;24;33;37;32;31;17;21;25;19;13;6;26;212;133;5,115;0,750
Salamanca;37285;2021;0;4;2;9;4;8;14;13;15;21;15;25;28;22;50;33;34;22;31;15;2;16;164;187;11,688;1,238
Salamanca;37285;2022;0;4;2;8;3;10;14;14;12;16;19;21;28;21;43;41;35;15;32;12;5;15;157;183;12,200;1,261
Salamanca;37285;2023;0;4;6;8;3;7;14;14;14;16;21;21;26;24;41;42;32;23;22;14;3;19;159;177;9,316;1,233
Salamanca;37286;2021;2;2;3;2;9;9;6;9;11;8;17;20;25;20;10;14;14;18;21;4;1;9;132;84;9,333;0,705
Salamanca;37286;2022;2;1;4;4;11;14;5;8;11;9;12;24;34;27;13;14;15;18;19;5;1;11;153;87;7,909;0,641
Salamanca;37286;2023;2;0;4;2;3;16;6;5;7;12;11;24;32;32;13;14;17;15;14;9;2;7;147;86;12,286;0,633
Salamanca;37287;2021;0;9;11;14;7;5;9;23;21;20;23;24;28;43;24;17;19;13;14;9;2;35;202;98;2,800;0,658
Salamanca;37287;2022;1;9;9;10;9;5;11;18;22;19;20;27;27;38;31;22;17;13;11;10;2;30;194;107;3,567;0,706
Salamanca;37287;2023;1;11;7;8;9;7;8;15;18;18;26;23;23;39;34;20;19;12;11;7;2;28;184;106;3,786;0,728
Salamanca;37288;2021;0;8;19;18;17;15;15;13;18;30;27;42;24;20;10;23;9;8;10;4;1;48;218;65;1,354;0,518
Salamanca;37288;2022;0;10;16;19;19;21;13;12;18;33;26;46;27;20;10;21;11;10;9;4;0;49;231;65;1,327;0,494
Salamanca;37288;2023;0;12;15;20;16;18;21;11;19;29;31;37;39;20;13;21;11;5;11;4;1;50;238;66;1,320;0,487
Salamanca;37289;2021;1;0;5;2;2;6;6;15;11;7;13;16;12;23;15;15;15;15;16;12;2;7;111;91;13,000;0,883
Salamanca;37289;2022;1;2;4;3;0;8;7;11;16;9;11;17;9;22;14;17;14;14;13;11;7;9;110;91;10,111;0,909
Salamanca;37289;2023;0;2;4;5;2;5;7;12;18;11;12;15;11;17;19;15;16;15;7;14;7;11;110;93;8,455;0,945
Salamanca;37290;2021;0;2;3;0;1;2;7;11;10;7;6;12;4;19;15;13;7;4;4;4;0;5;79;47;9,400;0,658
Salamanca;37290;2022;0;1;3;2;1;2;6;11;12;10;6;9;6;20;12;18;4;7;3;5;0;6;83;49;8,167;0,663
Salamanca;37290;2023;0;1;1;6;1;3;3;11;13;14;6;12;6;19;13;20;6;7;2;5;0;8;88;53;6,625;0,693
Salamanca;37291;2021;0;2;2;4;11;11;13;19;11;21;25;22;21;31;20;16;17;11;13;6;1;10;183;84;8,400;0,514
Salamanca;37291;2022;0;1;1;8;9;12;12;17;14;20;18;27;20;33;21;13;18;11;12;8;2;12;180;85;7,083;0,539
Salamanca;37291;2023;0;2;3;7;8;10;15;17;16;15;17;28;23;34;21;14;15;11;11;9;2;14;181;83;5,929;0,536
Salamanca;37292;2021;0;3;1;1;4;6;5;6;5;5;1;8;10;15;6;6;5;4;6;0;0;6;64;27;4,500;0,516
Salamanca;37292;2022;0;2;3;0;5;7;5;3;5;7;4;5;9;15;9;5;6;2;6;1;0;6;64;29;4,833;0,547
Salamanca;37292;2023;0;1;4;0;4;6;6;4;6;6;5;4;9;10;9;6;4;3;5;1;0;6;59;28;4,667;0,576
Salamanca;37293;2021;0;1;1;0;1;1;1;9;6;2;3;0;15;9;10;7;10;6;10;4;3;2;47;50;25,000;1,106
Salamanca;37293;2022;0;1;0;2;1;1;2;4;9;3;6;1;14;6;8;10;9;6;12;3;2;3;47;50;16,667;1,128
Salamanca;37293;2023;0;0;0;2;2;1;1;4;10;4;5;3;6;13;7;10;8;6;9;5;2;2;49;47;23,500;1,000
Salamanca;37294;2021;4;512;620;820;850;884;787;820;922;1072;1150;1295;1330;1191;853;596;394;207;208;97;20;2123;10130;2379;1,121;0,444
Salamanca;37294;2022;3;498;603;823;862;844;785;807;872;1041;1155;1278;1334;1198;922;630;426;220;197;130;18;2098;10002;2546;1,214;0,464
Salamanca;37294;2023;5;482;594;781;873;818;807;801;864;1021;1145;1219;1316;1259;974;666;461;236;182;134;19;2032;9948;2677;1,317;0,473
Salamanca;37296;2021;0;1;0;2;6;8;10;11;11;9;21;15;27;33;31;30;27;27;17;6;4;4;150;142;35,500;0,973
Salamanca;37296;2022;0;2;0;2;4;7;11;7;14;10;17;19;27;31;30;33;31;22;18;8;3;5;146;145;29,000;1,027
Salamanca;37296;2023;1;2;1;1;4;6;7;10;12;14;20;19;28;28;26;35;32;21;13;9;1;5;147;138;27,600;0,973
Salamanca;37297;2021;0;7;12;13;18;24;24;16;16;27;35;49;51;32;18;29;22;28;24;13;3;36;288;137;3,806;0,601
Salamanca;37297;2022;0;5;7;17;17;24;24;19;13;21;39;44;57;35;22;27;23;20;29;14;4;32;290;139;4,344;0,590
Salamanca;37297;2023;0;4;9;14;17;21;27;18;12;21;34;46;59;27;32;24;23;17;31;9;6;30;279;142;4,733;0,616
Salamanca;37298;2021;0;3;2;4;2;1;11;6;10;10;12;13;5;17;10;15;18;11;18;8;4;9;87;84;9,333;1,069
Salamanca;37298;2022;1;4;2;4;1;0;11;6;6;11;14;10;5;12;14;13;17;11;15;8;3;10;76;82;8,200;1,211
Salamanca;37298;2023;1;4;3;3;1;1;5;8;6;11;13;12;6;9;14;13;11;14;13;7;1;10;72;74;7,400;1,167
Salamanca;37299;2021;0;2;5;7;10;14;8;10;10;10;27;25;20;19;12;23;17;20;8;5;1;16;151;86;5,375;0,675
Salamanca;37299;2022;0;3;4;8;7;17;7;10;11;8;25;24;23;23;11;26;15;16;10;5;3;16;154;86;5,375;0,662
Salamanca;37299;2023;1;3;2;8;6;15;4;9;11;8;16;32;22;25;12;24;18;14;11;3;3;14;147;86;6,143;0,680
Salamanca;37300;2021;2;7;19;18;20;20;29;34;30;24;41;64;46;42;30;28;27;35;50;24;6;48;346;202;4,208;0,723
Salamanca;37300;2022;4;9;15;21;20;21;27;33;30;26;40;64;46;48;32;26;26;26;52;28;8;49;351;202;4,122;0,715
Salamanca;37300;2023;2;11;15;20;17;20;28;27;38;29;38;56;51;49;35;27;24;24;47;33;2;49;350;194;3,959;0,694
Salamanca;37301;2021;1;3;2;2;1;4;4;1;5;2;11;9;7;8;13;9;9;2;5;1;0;7;52;40;5,714;0,904
Salamanca;37301;2022;1;2;1;2;1;3;3;3;5;3;9;10;8;9;13;9;8;5;5;1;0;5;54;42;8,400;0,870
Salamanca;37301;2023;1;2;0;3;1;4;3;2;6;3;5;9;11;9;10;11;9;3;2;4;0;5;53;40;8,000;0,849
Salamanca;37302;2021;1;5;4;5;6;15;4;10;13;10;22;25;27;19;20;16;22;21;17;9;3;15;150;109;7,267;0,827
Salamanca;37302;2022;1;3;5;4;3;16;6;13;14;11;16;26;24;20;24;16;19;18;17;11;1;13;148;107;8,231;0,811
Salamanca;37302;2023;0;2;5;5;2;13;6;10;15;9;16;23;23;21;23;14;20;21;15;11;1;12;138;105;8,750;0,848
Salamanca;37303;2021;0;2;4;2;5;13;8;5;6;3;7;17;15;20;11;16;16;8;13;14;3;9;98;81;9,000;0,918
Salamanca;37303;2022;0;1;2;2;3;12;9;6;4;4;5;14;15;23;14;14;14;7;15;11;1;6;94;76;12,667;0,872
Salamanca;37303;2023;1;0;1;2;3;11;8;5;4;6;5;15;14;22;18;11;15;10;13;11;2;4;92;81;20,250;0,924
Salamanca;37304;2021;0;3;4;2;1;3;3;3;7;9;10;5;12;13;8;12;18;14;14;10;4;9;66;80;8,889;1,348
Salamanca;37304;2022;0;1;7;3;1;4;6;2;8;7;13;7;11;11;12;10;19;11;15;11;3;11;70;81;7,364;1,314
Salamanca;37304;2023;0;0;6;5;3;3;6;2;8;5;15;9;8;12;13;11;15;15;12;11;3;12;70;80;6,667;1,314
Salamanca;37305;2021;0;4;7;3;8;9;8;14;14;5;14;18;25;22;21;12;12;19;16;4;4;16;135;88;5,500;0,770
Salamanca;37305;2022;0;5;4;5;7;10;10;13;12;12;10;16;21;22;19;15;11;19;14;8;2;15;132;88;5,867;0,780
Salamanca;37305;2023;0;3;4;3;4;8;9;8;13;9;11;15;20;23;13;18;12;19;13;7;3;11;119;85;7,727;0,807
Salamanca;37306;2021;0;2;8;5;3;9;8;3;8;14;18;26;17;9;23;16;21;17;26;10;5;16;114;118;7,375;1,175
Salamanca;37306;2022;1;2;5;11;3;12;9;3;7;8;20;29;21;12;22;16;16;17;22;13;3;19;123;110;5,789;1,049
Salamanca;37306;2023;1;0;4;10;6;7;11;4;6;11;21;25;19;14;17;21;15;20;19;12;4;15;123;109;7,267;1,008
Salamanca;37307;2021;0;0;5;0;5;4;4;4;4;10;10;11;16;12;9;11;14;11;9;6;2;6;79;62;10,333;0,861
Salamanca;37307;2022;0;0;4;1;3;6;3;2;6;6;15;10;14;10;10;10;14;12;9;5;4;6;74;64;10,667;0,946
Salamanca;37307;2023;0;0;4;1;3;5;3;4;6;3;16;12;9;11;13;8;16;9;13;4;5;6;71;68;11,333;1,042
Salamanca;37309;2021;0;0;0;2;1;1;2;2;2;0;1;5;3;5;3;1;3;2;2;2;4;2;22;17;8,500;0,864
Salamanca;37309;2022;1;0;0;1;1;3;2;2;2;0;1;3;4;6;2;2;3;0;4;2;2;1;24;16;16,000;0,708
Salamanca;37309;2023;1;0;0;0;3;2;3;2;2;0;1;3;5;6;3;2;2;1;3;2;2;1;26;16;16,000;0,654
Salamanca;37310;2021;0;0;3;7;4;7;4;2;5;7;12;10;14;14;8;7;16;8;32;18;6;11;78;95;8,636;1,359
Salamanca;37310;2022;0;1;3;6;4;9;4;3;5;6;10;9;14;16;9;11;9;17;29;17;4;11;79;96;8,727;1,354
Salamanca;37310;2023;0;1;3;7;4;6;5;4;3;7;8;9;17;11;10;10;8;15;18;24;7;12;73;92;7,667;1,425
Salamanca;37311;2021;1;1;2;7;0;5;8;5;10;11;12;10;15;21;18;17;22;7;11;11;2;10;97;89;8,900;1,021
Salamanca;37311;2022;0;0;3;5;2;3;9;6;11;6;13;13;10;27;18;15;20;9;10;10;3;8;100;85;10,625;0,930
Salamanca;37311;2023;0;0;2;5;3;3;7;5;9;7;11;12;7;26;16;19;20;10;7;11;2;8;89;85;10,625;1,045
Salamanca;37312;2021;0;5;6;4;8;11;11;13;15;14;24;17;23;16;19;13;15;17;15;10;1;17;150;90;5,294;0,713
Salamanca;37312;2022;1;5;5;6;8;10;9;11;19;11;28;19;21;20;14;17;11;17;15;14;0;18;154;89;4,944;0,695
Salamanca;37312;2023;0;3;7;7;8;10;6;11;15;13;23;25;21;21;17;16;11;13;19;11;0;19;151;87;4,579;0,702
Salamanca;37313;2021;0;7;8;12;16;25;17;19;33;26;29;44;59;57;41;40;43;30;29;14;6;30;322;203;6,767;0,724
Salamanca;37313;2022;1;7;8;10;15;23;20;15;35;26;23;51;55;56;48;38;42;30;22;15;5;28;316;201;7,179;0,725
Salamanca;37313;2023;1;4;8;9;17;20;20;15;30;20;30;44;57;58;43;39;39;33;26;12;5;24;308;198;8,250;0,721
Salamanca;37314;2021;0;1;7;8;7;4;1;1;5;3;11;30;6;1;2;5;3;5;6;3;0;17;68;24;1,412;0,603
Salamanca;37314;2022;0;1;4;10;8;5;1;0;4;5;10;26;6;3;1;5;3;5;6;3;0;17;66;23;1,353;0,606
Salamanca;37314;2023;0;1;4;5;11;7;2;0;4;3;7;21;13;3;0;5;3;4;4;4;1;12;69;21;1,750;0,478
Salamanca;37315;2021;0;0;0;0;1;0;5;2;2;4;4;9;9;4;2;5;6;14;6;2;2;0;40;37;inf;0,925
Salamanca;37315;2022;0;1;1;0;0;1;5;3;2;2;7;6;11;4;3;5;5;12;8;2;0;2;41;35;17,500;0,902
Salamanca;37315;2023;0;2;1;1;1;1;4;4;3;1;7;5;10;5;4;3;5;8;11;2;0;4;41;33;8,250;0,902
Salamanca;37316;2021;0;13;18;25;26;20;36;39;41;56;50;66;74;52;53;50;64;42;33;23;5;61;455;270;4,426;0,727
Salamanca;37316;2022;0;18;20;23;31;21;37;40;48;48;65;57;73;57;59;42;65;45;35;24;4;67;471;274;4,090;0,724
Salamanca;37316;2023;0;19;18;20;27;28;35;34;53;41;60;59;75;60;59;42;61;41;37;22;3;62;467;265;4,274;0,700
Salamanca;37317;2021;0;0;2;5;11;8;16;4;8;16;20;35;17;23;20;24;28;27;16;7;2;9;156;124;13,778;0,853
Salamanca;37317;2022;0;0;0;7;10;6;16;5;8;12;18;33;22;19;20;21;30;21;18;7;3;9;147;120;13,333;0,878
Salamanca;37317;2023;1;0;0;6;6;9;14;6;7;13;21;30;20;21;21;21;24;22;22;6;3;7;146;120;17,143;0,870
Salamanca;37318;2021;1;0;3;3;2;9;13;7;6;6;16;16;23;34;15;4;10;7;12;8;1;6;132;58;9,667;0,485
Salamanca;37318;2022;1;0;1;3;4;8;10;10;6;5;12;20;20;34;19;5;9;5;10;10;1;5;128;60;12,000;0,508
Salamanca;37318;2023;0;1;0;3;4;9;8;7;9;5;12;16;18;36;22;8;7;6;8;12;1;5;123;64;12,800;0,561
Salamanca;37319;2021;0;3;0;0;3;1;11;2;0;1;5;13;12;5;4;1;3;4;8;2;4;4;52;26;6,500;0,577
Salamanca;37319;2022;1;3;0;0;2;2;8;4;0;1;4;13;13;6;4;2;4;3;8;3;3;3;53;28;9,333;0,585
Salamanca;37319;2023;0;3;1;0;1;3;5;6;2;1;4;13;16;10;4;3;4;1;7;4;3;4;61;26;6,500;0,492
Salamanca;37320;2021;0;1;3;0;2;0;4;2;5;6;8;4;7;7;4;11;5;11;7;3;0;4;45;41;10,250;1,000
Salamanca;37320;2022;0;4;3;0;2;0;6;4;2;8;8;4;5;8;2;10;6;10;9;2;0;7;47;39;5,571;0,979
Salamanca;37320;2023;0;5;4;0;0;4;6;4;2;6;8;4;5;8;3;6;9;10;7;4;0;9;47;39;4,333;1,021
Salamanca;37321;2021;0;0;0;0;1;7;5;6;3;3;3;15;18;9;6;9;20;16;10;6;0;0;70;67;inf;0,957
Salamanca;37321;2022;0;1;0;0;1;7;5;6;4;4;1;16;20;6;7;8;14;20;10;5;2;1;70;66;66,000;0,957
Salamanca;37321;2023;0;1;1;2;2;6;3;3;8;4;0;13;19;9;8;7;11;18;10;8;2;4;67;64;16,000;1,015
Salamanca;37322;2021;1;113;132;143;143;188;209;192;193;223;240;291;295;217;193;127;99;44;30;19;4;416;2163;517;1,243;0,431
Salamanca;37322;2022;1;112;130;146;138;188;199;199;198;225;220;275;315;216;200;129;106;52;23;18;4;416;2145;533;1,281;0,442
Salamanca;37322;2023;0;117;151;146;139;192;185;192;203;228;226;248;319;236;192;145;89;58;26;14;3;442;2140;527;1,192;0,453
Salamanca;37323;2021;0;21;10;12;20;18;27;32;33;42;40;45;44;39;43;38;27;19;14;9;5;47;336;155;3,298;0,601
Salamanca;37323;2022;1;18;8;11;22;14;17;34;32;41;30;49;38;42;42;42;27;20;11;11;5;41;315;159;3,878;0,635
Salamanca;37323;2023;1;18;12;8;17;17;17;33;35;34;36;50;38;40;36;45;31;17;13;10;4;41;314;157;3,829;0,631
Salamanca;37324;2021;0;2;3;3;5;8;10;15;15;14;16;24;18;40;23;25;33;35;30;9;0;9;164;155;17,222;1,000
Salamanca;37324;2022;0;4;3;3;3;10;8;15;17;16;11;25;19;44;23;22;34;31;31;14;1;11;167;156;14,182;1,000
Salamanca;37324;2023;0;4;2;4;3;7;7;13;18;17;13;20;22;39;24;24;34;24;33;15;2;11;158;156;14,182;1,057
Salamanca;37325;2021;0;0;1;0;3;5;5;2;2;3;9;2;6;10;8;11;10;5;6;4;1;2;46;45;22,500;1,022
Salamanca;37325;2022;1;0;1;0;2;1;6;5;2;2;7;5;5;9;10;10;9;7;6;2;2;1;44;47;47,000;1,091
Salamanca;37325;2023;1;0;0;0;1;1;5;3;2;3;5;8;6;8;9;9;10;6;6;2;2;0;42;45;inf;1,071
Salamanca;37327;2021;0;4;3;4;6;9;9;7;10;16;13;21;19;16;16;15;12;11;6;4;0;12;125;64;5,333;0,608
Salamanca;37327;2022;0;1;2;3;6;8;8;4;9;16;11;23;18;21;15;11;15;10;6;4;1;7;123;62;8,857;0,561
Salamanca;37327;2023;0;0;3;2;5;8;8;4;5;18;8;22;19;18;17;12;11;15;6;2;2;6;114;65;10,833;0,623
Salamanca;37328;2021;0;3;7;4;3;6;8;4;10;11;6;9;14;17;11;11;12;13;13;9;2;15;87;71;4,733;0,989
Salamanca;37328;2022;0;4;5;7;2;7;6;9;7;14;6;8;12;16;10;14;10;15;13;9;1;16;87;72;4,500;1,011
Salamanca;37328;2023;0;4;4;6;3;8;6;8;5;14;7;10;10;18;13;15;10;13;12;7;2;15;88;72;4,800;0,989
Salamanca;37329;2021;0;0;0;1;1;0;1;3;1;1;4;3;5;5;2;1;3;2;2;1;1;1;24;12;12,000;0,542
Salamanca;37329;2022;0;0;0;1;1;0;1;2;1;2;2;5;4;6;2;1;2;3;2;1;1;1;24;12;12,000;0,542
