Provincia;CMuni;Periodo;100_y_más_años;De_0_a_4_años;De_5_a_9_años;De_10_a_14_años;De_15_a_19_años;De_20_a_24_años;De_25_a_29_años;De_30_a_34_años;De_35_a_39_años;De_40_a_44_años;De_45_a_49_años;De_50_a_54_años;De_55_a_59_años;De_60_a_64_años;De_65_a_69_años;De_70_a_74_años;De_75_a_79_años;De_80_a_84_años;De_85_a_89_años;De_90_a_94_años;De_95_a_99_años;poblacion__menor_16;poblacion_16_64;poblacion_mayor_65;Indice_Envejecimiento;Tasa_Dependencia
Salamanca;37189;2023;0;1;0;2;2;5;3;0;4;5;11;9;13;7;6;11;7;7;8;4;0;3;59;43;14,333;0,780
Salamanca;37190;2021;0;1;0;1;3;1;6;3;3;4;8;10;13;12;21;23;22;22;23;7;6;3;62;124;41,333;2,048
Salamanca;37190;2022;0;1;0;1;3;1;7;1;3;6;6;13;11;11;16;27;17;23;20;7;6;3;61;116;38,667;1,951
Salamanca;37190;2023;0;1;0;1;2;2;5;3;2;3;7;14;9;11;20;24;21;22;20;8;4;2;58;119;59,500;2,086
Salamanca;37191;2021;1;1;0;3;2;2;6;2;2;2;9;6;7;10;6;10;11;7;6;6;0;4;48;47;11,750;1,062
Salamanca;37191;2022;1;2;0;2;2;3;5;1;3;1;9;7;6;8;6;11;11;8;5;3;1;4;45;46;11,500;1,111
Salamanca;37191;2023;0;2;1;1;3;3;3;3;3;0;8;7;5;7;9;12;7;9;5;3;2;5;41;47;9,400;1,268
Salamanca;37192;2021;0;24;27;21;11;14;27;26;48;41;36;38;23;31;19;17;17;18;9;4;1;74;293;85;1,149;0,543
Salamanca;37192;2022;0;21;27;23;13;14;24;32;40;44;42;32;31;28;20;18;17;15;11;4;1;74;297;86;1,162;0,539
Salamanca;37192;2023;0;19;27;19;21;9;24;29;38;39;41;41;29;31;23;18;17;13;9;5;1;69;298;86;1,246;0,520
Salamanca;37193;2021;0;2;6;9;16;13;15;13;13;22;19;31;62;28;20;23;28;26;20;10;4;20;229;131;6,550;0,659
Salamanca;37193;2022;0;5;7;12;14;14;13;16;14;23;23;32;59;31;27;17;33;20;25;9;6;27;236;137;5,074;0,695
Salamanca;37193;2023;0;3;5;10;13;13;13;13;12;21;22;28;61;36;32;19;29;23;25;8;6;21;229;142;6,762;0,712
Salamanca;37194;2021;0;5;7;8;7;12;12;6;13;19;19;19;23;16;15;27;21;14;18;3;1;21;145;99;4,714;0,828
Salamanca;37194;2022;0;4;6;7;4;9;13;5;10;13;19;18;21;19;15;21;21;15;17;6;1;18;130;96;5,333;0,877
Salamanca;37194;2023;0;5;4;6;7;7;13;9;8;13;23;19;19;17;14;24;24;12;16;8;0;16;134;98;6,125;0,851
Salamanca;37195;2021;0;0;0;0;1;0;0;3;3;2;4;2;3;3;5;5;3;5;2;4;0;0;21;24;inf;1,143
Salamanca;37195;2022;0;0;0;0;1;0;0;3;2;3;3;3;3;3;4;6;4;5;1;4;0;0;21;24;inf;1,143
Salamanca;37195;2023;0;1;0;0;0;1;0;2;3;6;3;3;2;3;3;7;3;5;1;5;0;1;23;24;24,000;1,087
Salamanca;37196;2021;0;0;0;0;0;0;0;2;7;1;1;3;2;4;8;4;8;11;5;4;1;0;20;41;inf;2,050
Salamanca;37196;2022;0;0;0;0;0;0;0;2;3;4;2;3;2;4;7;4;6;9;9;2;2;0;20;39;inf;1,950
Salamanca;37196;2023;0;0;0;0;0;0;0;1;3;3;3;2;4;5;7;2;6;9;9;3;3;0;21;39;inf;1,857
Salamanca;37197;2021;0;1;4;1;4;2;3;5;8;5;8;9;1;5;12;9;5;8;3;5;1;7;49;43;6,143;1,020
Salamanca;37197;2022;0;2;3;2;3;2;3;3;10;2;7;9;3;4;9;12;6;6;5;4;1;8;45;43;5,375;1,133
Salamanca;37197;2023;0;2;1;2;2;2;2;1;11;4;6;9;3;1;11;9;8;4;7;3;1;5;41;43;8,600;1,171
Salamanca;37198;2021;0;6;5;8;9;14;12;4;16;17;17;23;19;16;10;11;11;10;11;4;3;21;145;60;2,857;0,559
Salamanca;37198;2022;0;8;6;8;8;16;11;8;15;16;13;27;20;15;13;12;10;10;10;5;1;24;147;61;2,542;0,578
Salamanca;37198;2023;0;7;5;6;7;20;11;8;12;21;14;29;23;16;13;10;9;14;6;8;1;19;160;61;3,211;0,500
Salamanca;37199;2021;0;1;3;1;5;5;5;4;6;9;12;16;17;6;4;10;7;13;4;6;2;6;84;46;7,667;0,619
Salamanca;37199;2022;0;1;4;1;4;4;5;5;6;8;10;17;17;7;7;8;8;9;9;3;3;7;82;47;6,714;0,659
Salamanca;37199;2023;0;0;5;1;3;5;8;2;4;8;10;17;19;9;8;5;9;5;13;2;1;7;84;43;6,143;0,595
Salamanca;37200;2021;0;3;6;7;9;10;6;6;18;19;14;20;23;17;12;11;10;9;8;2;0;18;140;52;2,889;0,500
Salamanca;37200;2022;0;4;5;7;8;10;10;5;14;19;16;19;21;19;10;13;7;12;11;6;1;18;139;60;3,333;0,561
Salamanca;37200;2023;0;3;5;6;8;9;13;6;17;20;16;16;20;18;11;10;8;11;13;6;0;16;141;59;3,688;0,532
Salamanca;37201;2021;1;5;7;9;5;10;10;5;11;18;21;14;22;23;21;28;20;17;10;7;4;22;138;108;4,909;0,942
Salamanca;37201;2022;2;5;7;7;6;10;10;3;10;15;20;14;26;24;21;25;22;18;10;8;3;20;137;109;5,450;0,942
Salamanca;37201;2023;1;7;4;9;3;10;9;3;12;9;23;14;21;28;23;21;27;22;10;7;3;21;131;114;5,429;1,031
Salamanca;37202;2021;0;31;80;110;101;70;50;51;77;146;146;129;104;83;48;42;23;16;0;3;0;241;937;132;0,548;0,398
Salamanca;37202;2022;0;35;80;112;104;77;47;48;74;140;141;142;97;94;53;43;25;15;4;3;0;248;943;143;0,577;0,415
Salamanca;37202;2023;0;38;59;118;109;73;47;42;75;117;150;138;98;99;56;44;31;15;4;1;1;237;926;152;0,641;0,420
Salamanca;37203;2021;0;2;1;0;4;4;6;6;5;2;15;9;28;12;9;16;12;8;11;6;1;4;90;63;15,750;0,744
Salamanca;37203;2022;0;1;1;0;3;3;5;6;4;2;10;11;23;16;8;16;7;11;10;5;1;3;82;58;19,333;0,744
Salamanca;37203;2023;0;0;2;1;3;3;4;7;6;3;8;16;21;23;7;12;13;9;8;5;1;4;93;55;13,750;0,634
Salamanca;37204;2021;0;4;2;6;0;5;14;10;8;16;13;16;21;23;24;23;26;18;16;5;1;12;126;113;9,417;0,992
Salamanca;37204;2022;0;2;3;5;1;3;13;11;7;14;14;13;19;27;22;26;22;11;16;8;1;10;122;106;10,600;0,951
Salamanca;37204;2023;0;1;2;7;6;5;10;11;9;14;17;18;16;25;26;21;24;13;14;10;1;11;130;109;9,909;0,923
Salamanca;37205;2021;0;2;4;3;8;12;11;6;8;14;23;19;21;26;16;20;11;12;7;4;0;11;146;70;6,364;0,555
Salamanca;37205;2022;0;1;5;3;7;9;14;9;9;10;19;23;21;24;18;14;15;9;11;3;1;10;144;71;7,100;0,562
Salamanca;37205;2023;0;1;5;4;5;8;12;8;12;7;24;23;20;20;25;16;13;7;10;7;1;11;138;79;7,182;0,652
Salamanca;37206;2021;0;1;0;1;2;2;5;6;3;7;2;15;14;8;6;5;4;9;5;1;0;2;64;30;15,000;0,500
Salamanca;37206;2022;0;1;0;1;1;2;5;4;3;6;0;12;15;11;6;4;3;8;6;1;0;2;59;28;14,000;0,508
Salamanca;37206;2023;0;2;1;1;0;2;5;4;5;4;2;8;15;11;6;4;4;8;4;1;0;4;56;27;6,750;0,554
Salamanca;37207;2021;0;48;32;22;15;13;22;35;59;73;48;26;27;28;15;16;5;1;1;2;0;105;343;40;0,381;0,423
Salamanca;37207;2022;0;46;36;28;16;16;19;36;65;73;54;33;34;24;20;13;8;2;1;0;0;113;367;44;0,389;0,428
Salamanca;37207;2023;0;43;40;31;20;15;19;38;71;74;55;43;32;27;19;14;8;3;1;0;0;118;390;45;0,381;0,418
Salamanca;37208;2021;0;0;0;0;2;1;2;0;1;3;10;5;5;8;5;5;9;3;10;4;2;0;37;38;inf;1,027
Salamanca;37208;2022;1;0;0;0;2;1;1;1;1;3;9;4;6;8;6;6;6;5;10;3;3;0;36;40;inf;1,111
Salamanca;37208;2023;0;0;0;0;2;1;1;2;1;1;11;5;6;7;6;5;6;5;10;3;2;0;37;37;inf;1,000
Salamanca;37209;2021;0;12;14;25;25;18;25;30;35;35;47;51;42;50;30;15;21;15;7;5;3;56;353;96;1,714;0,431
Salamanca;37209;2022;0;9;13;27;23;23;23;31;29;41;49;51;50;43;29;19;21;15;8;6;0;54;358;98;1,815;0,425
Salamanca;37209;2023;0;11;14;24;20;26;23;30;32;33;45;51;53;42;35;24;20;14;9;7;0;53;351;109;2,057;0,462
Salamanca;37211;2021;0;2;1;3;8;7;8;3;6;8;19;21;21;11;14;20;17;18;15;4;5;8;110;93;11,625;0,918
Salamanca;37211;2022;1;3;1;3;8;7;7;5;7;8;20;20;24;12;14;15;16;20;16;4;4;9;116;90;10,000;0,853
Salamanca;37211;2023;1;2;1;4;5;8;9;5;5;6;16;19;26;17;13;14;15;16;18;5;3;8;115;85;10,625;0,809
Salamanca;37212;2021;0;2;7;1;2;7;3;8;9;6;7;9;9;18;9;10;4;5;1;5;0;10;78;34;3,400;0,564
Salamanca;37212;2022;0;1;6;4;4;7;3;6;10;6;9;11;11;13;12;11;5;4;2;4;0;12;79;38;3,167;0,633
Salamanca;37212;2023;0;1;6;4;4;6;5;4;8;8;12;10;12;11;14;11;6;4;1;2;2;12;79;40;3,333;0,658
Salamanca;37213;2021;0;0;0;2;1;2;3;8;4;6;8;5;12;7;4;6;3;7;5;1;1;2;56;27;13,500;0,518
Salamanca;37213;2022;0;1;0;0;2;2;4;5;5;3;8;7;9;8;4;6;3;4;6;3;1;1;53;27;27,000;0,528
Salamanca;37213;2023;0;1;0;0;2;2;3;4;5;4;5;9;10;8;5;4;3;5;3;2;1;1;52;23;23,000;0,462
Salamanca;37214;2021;0;2;1;3;4;1;2;9;4;5;12;4;10;9;10;10;12;12;4;2;2;7;59;52;7,429;1,000
Salamanca;37214;2022;0;2;3;1;3;2;2;8;6;5;12;7;8;11;8;9;13;15;7;1;2;7;63;55;7,857;0,984
Salamanca;37214;2023;0;2;2;1;3;4;3;4;5;7;11;8;8;10;10;8;11;15;7;1;1;6;62;53;8,833;0,952
Salamanca;37215;2021;1;2;4;6;6;9;7;7;11;3;7;22;5;17;6;12;9;10;12;5;0;13;93;55;4,231;0,731
Salamanca;37215;2022;1;4;4;8;6;8;7;3;12;6;6;18;10;15;7;9;12;12;8;7;0;17;90;56;3,294;0,811
Salamanca;37215;2023;0;3;4;6;8;7;9;4;9;8;5;18;13;19;7;5;12;9;11;5;2;15;98;51;3,400;0,673
Salamanca;37216;2021;0;4;9;10;10;8;14;13;15;24;18;19;24;23;24;31;18;21;18;10;3;25;166;125;5,000;0,904
Salamanca;37216;2022;0;5;7;9;11;9;15;13;15;22;17;21;20;26;23;29;23;20;15;14;2;23;167;126;5,478;0,892
Salamanca;37216;2023;0;7;7;8;13;7;15;14;14;19;18;19;20;26;21;33;20;18;16;11;1;25;162;120;4,800;0,895
Salamanca;37217;2021;0;0;1;0;0;0;2;0;1;3;2;7;5;2;5;4;4;7;11;3;1;1;22;35;35,000;1,636
Salamanca;37217;2022;0;0;1;0;0;0;2;1;1;3;2;5;5;1;6;4;3;6;9;7;1;1;20;36;36,000;1,850
Salamanca;37217;2023;0;1;2;0;0;0;2;3;4;3;2;4;3;3;6;3;4;4;9;6;1;3;24;33;11,000;1,500
Salamanca;37218;2021;0;0;0;0;0;1;0;0;2;0;3;5;4;4;4;4;3;6;6;4;1;0;19;28;inf;1,474
Salamanca;37218;2022;0;0;0;0;0;0;0;0;2;0;3;3;4;3;5;4;2;5;7;3;1;0;15;27;inf;1,800
Salamanca;37218;2023;0;0;0;0;0;0;1;0;2;1;2;4;2;3;6;5;1;4;9;3;0;0;15;28;inf;1,867
Salamanca;37219;2021;0;0;1;3;2;7;4;9;6;8;12;8;19;12;12;11;13;10;16;9;1;4;87;72;18,000;0,874
Salamanca;37219;2022;0;0;1;2;2;7;8;4;7;5;15;6;18;17;13;9;16;6;18;9;0;3;89;71;23,667;0,831
Salamanca;37219;2023;0;0;1;2;1;5;7;4;7;2;16;8;16;16;15;10;15;9;12;10;0;3;82;71;23,667;0,902
Salamanca;37221;2021;0;7;9;8;8;12;18;14;16;25;28;27;37;29;30;46;40;22;20;9;3;26;212;170;6,538;0,925
Salamanca;37221;2022;0;5;9;8;9;14;14;13;12;26;28;23;35;36;25;41;46;19;21;7;4;24;208;163;6,792;0,899
Salamanca;37221;2023;0;5;6;10;8;11;14;7;15;19;27;25;34;32;22;40;43;24;16;7;4;23;190;156;6,783;0,942
Salamanca;37222;2021;0;0;3;0;1;0;3;5;8;7;4;8;14;5;6;1;4;5;3;3;1;3;55;23;7,667;0,473
Salamanca;37222;2022;0;0;2;1;2;0;2;3;8;8;3;7;13;7;6;2;2;6;4;3;1;3;53;24;8,000;0,509
Salamanca;37222;2023;0;1;2;1;2;1;1;5;7;8;4;7;12;6;6;2;2;4;4;4;1;4;53;23;5,750;0,509
Salamanca;37223;2021;0;1;0;1;4;3;5;2;1;1;5;6;13;4;9;8;10;3;13;7;5;3;43;55;18,333;1,349
Salamanca;37223;2022;0;1;0;1;4;3;6;2;3;1;3;6;11;6;10;8;11;2;11;6;4;3;44;52;17,333;1,250
Salamanca;37223;2023;0;1;0;1;3;3;6;2;2;2;3;7;10;8;8;8;12;2;8;10;4;3;45;52;17,333;1,222
Salamanca;37224;2021;1;1;2;2;10;5;10;9;3;4;13;13;16;21;14;19;16;12;10;9;1;7;102;82;11,714;0,873
Salamanca;37224;2022;1;0;4;3;6;9;8;8;5;4;9;14;15;22;13;17;19;12;6;6;4;8;99;78;9,750;0,869
Salamanca;37224;2023;1;0;3;3;6;7;9;5;6;6;6;13;17;21;13;14;21;13;7;4;7;7;95;80;11,429;0,916
Salamanca;37225;2021;0;1;3;4;5;3;1;2;8;7;11;10;10;2;8;5;9;8;5;2;0;9;58;37;4,111;0,793
Salamanca;37225;2022;0;2;2;4;4;4;3;2;5;8;9;11;12;2;7;5;8;7;8;2;0;9;59;37;4,111;0,780
Salamanca;37225;2023;0;1;2;5;4;6;3;2;5;9;7;12;13;2;5;9;7;8;7;1;1;9;62;38;4,222;0,758
Salamanca;37226;2021;0;2;3;1;4;7;10;12;5;6;13;15;9;12;15;14;10;7;21;6;3;7;92;76;10,857;0,902
Salamanca;37226;2022;1;1;3;1;3;6;9;7;7;7;9;18;7;13;12;16;9;8;16;7;1;6;85;70;11,667;0,894
Salamanca;37226;2023;0;1;3;1;2;4;9;6;6;7;8;18;7;12;14;16;9;7;14;7;2;5;79;69;13,800;0,937
Salamanca;37228;2021;0;5;2;1;9;12;11;15;10;14;21;29;33;32;28;25;32;18;23;7;4;10;184;137;13,700;0,799
Salamanca;37228;2022;1;6;2;0;7;11;12;11;10;14;19;26;38;28;26;30;27;15;23;13;2;9;175;137;15,222;0,834
Salamanca;37228;2023;1;4;3;1;3;10;15;11;8;10;20;27;33;29;29;27;29;14;19;10;3;9;165;132;14,667;0,855
Salamanca;37229;2021;0;0;3;8;7;6;3;3;5;8;11;20;19;11;9;6;11;12;6;4;1;12;92;49;4,083;0,663
Salamanca;37229;2022;0;0;3;9;6;4;6;3;3;8;11;17;19;12;8;6;7;16;6;3;1;13;88;47;3,615;0,682
Salamanca;37229;2023;0;1;2;9;5;6;5;2;5;6;11;12;21;14;9;6;8;12;7;4;2;13;86;48;3,692;0,709
Salamanca;37230;2021;0;8;12;11;6;10;11;17;17;21;20;31;21;16;13;7;13;10;9;2;0;32;169;54;1,688;0,509
Salamanca;37230;2022;0;6;13;11;7;12;12;18;14;22;19;26;28;17;14;9;12;11;7;3;1;31;174;57;1,839;0,506
Salamanca;37230;2023;0;5;11;14;8;10;8;17;17;24;15;25;29;16;15;11;10;12;7;4;1;32;167;60;1,875;0,551
Salamanca;37231;2021;0;4;5;7;4;6;11;7;12;17;14;27;22;16;16;21;13;24;20;9;2;17;135;105;6,176;0,904
Salamanca;37231;2022;0;3;4;6;7;5;11;7;9;20;12;24;27;16;15;25;12;22;22;8;4;14;137;108;7,714;0,891
Salamanca;37231;2023;0;3;3;6;8;5;8;10;6;23;14;18;30;14;15;24;16;18;18;6;5;14;134;102;7,286;0,866
Salamanca;37232;2021;1;2;3;4;12;15;22;24;15;15;24;31;41;35;40;31;26;19;17;4;7;11;232;145;13,182;0,672
Salamanca;37232;2022;1;3;3;5;13;12;26;22;17;15;26;30;39;37;40;35;24;24;9;8;6;14;234;147;10,500;0,688
Salamanca;37232;2023;1;3;2;6;8;13;25;23;14;16;24;31;35;41;40;41;23;22;11;10;5;13;228;153;11,769;0,728
Salamanca;37233;2021;0;0;0;0;0;2;0;2;0;2;4;4;3;10;3;4;5;4;4;0;2;0;27;22;inf;0,815
Salamanca;37233;2022;0;0;0;0;0;1;1;2;1;2;3;4;3;12;5;4;4;4;5;0;2;0;29;24;inf;0,828
Salamanca;37233;2023;1;0;0;0;0;1;1;2;2;3;2;4;3;12;4;5;5;2;4;2;1;0;30;24;inf;0,800
Salamanca;37234;2021;0;5;4;9;7;8;11;8;15;21;19;17;19;29;33;28;32;20;18;9;4;19;153;144;7,579;1,065
Salamanca;37234;2022;0;6;3;7;11;5;11;6;13;19;20;18;16;29;29;29;34;19;19;8;5;18;146;143;7,944;1,103
Salamanca;37234;2023;0;8;3;6;9;7;8;9;13;20;22;17;23;28;35;31;33;23;21;6;6;19;154;155;8,158;1,130
Salamanca;37235;2021;1;5;6;2;8;12;17;14;5;8;17;12;33;16;7;13;15;13;12;5;1;15;140;67;4,467;0,586
Salamanca;37235;2022;1;6;5;2;6;14;16;10;8;6;19;12;27;21;8;13;12;11;16;3;2;14;138;66;4,714;0,580
Salamanca;37235;2023;1;7;6;5;4;17;12;16;8;6;17;12;22;27;9;15;13;10;15;3;0;19;140;66;3,474;0,607
Salamanca;37236;2021;0;2;0;3;2;3;0;6;6;4;9;12;11;10;10;10;14;8;11;1;3;5;63;57;11,400;0,984
Salamanca;37236;2022;1;1;1;2;4;3;1;4;5;4;9;10;12;9;9;10;16;6;9;4;2;5;60;57;11,400;1,033
Salamanca;37236;2023;0;2;1;2;4;4;1;3;5;5;6;10;14;10;8;10;16;6;11;4;2;6;61;57;9,500;1,033
Salamanca;37237;2021;0;9;10;6;11;11;11;12;21;22;31;30;36;25;23;20;15;12;15;4;1;27;208;90;3,333;0,562
Salamanca;37237;2022;0;7;9;6;9;12;13;15;21;21;30;32;37;23;26;23;10;14;13;6;0;24;211;92;3,833;0,550
Salamanca;37237;2023;0;5;8;7;8;8;14;13;21;21;20;36;34;26;28;17;16;14;11;8;1;22;199;95;4,318;0,588
Salamanca;37238;2021;0;4;3;6;3;9;4;3;5;8;12;15;20;7;1;5;4;7;6;0;0;14;85;23;1,643;0,435
Salamanca;37238;2022;0;2;4;9;4;7;5;5;4;5;16;11;23;6;4;3;5;7;5;1;0;16;85;25;1,562;0,482
Salamanca;37238;2023;0;1;5;7;7;6;6;3;4;5;13;12;24;9;4;2;5;5;6;4;0;14;88;26;1,857;0,455
Salamanca;37239;2021;0;1;0;2;8;10;9;13;6;12;11;23;20;21;18;8;13;16;15;10;1;5;131;81;16,200;0,656
Salamanca;37239;2022;0;0;0;2;8;9;6;15;6;11;11;22;22;19;19;5;16;14;16;7;3;4;127;80;20,000;0,661
Salamanca;37239;2023;0;1;0;2;7;11;5;16;4;11;11;20;22;23;19;6;13;15;14;8;1;4;129;76;19,000;0,620
Salamanca;37240;2021;1;48;71;61;54;67;52;71;95;109;106;109;117;79;57;33;34;29;12;16;4;191;848;186;0,974;0,445
Salamanca;37240;2022;1;54;79;53;62;61;64;65;97;121;108;119;114;83;67;36;35;27;17;14;7;198;882;204;1,030;0,456
Salamanca;37240;2023;1;65;78;57;56;62;68;67;95;129;101;120;121;88;78;37;35;26;19;13;6;211;896;215;1,019;0,475
Salamanca;37241;2021;0;0;1;3;1;6;12;10;13;9;6;18;13;22;12;11;9;10;9;7;1;4;110;59;14,750;0,573
Salamanca;37241;2022;0;1;1;3;1;6;10;10;11;7;12;16;11;22;13;10;7;12;6;7;0;5;106;55;11,000;0,566
Salamanca;37241;2023;0;1;2;3;2;5;7;11;8;7;12;13;14;18;18;8;10;7;8;5;3;6;97;59;9,833;0,670
Salamanca;37242;2021;1;1;0;0;0;2;1;3;4;7;6;5;3;5;14;12;6;2;3;4;0;1;36;42;42,000;1,194
Salamanca;37242;2022;0;1;0;0;0;1;2;3;3;6;4;8;3;4;9;16;7;2;3;4;0;1;34;41;41,000;1,235
Salamanca;37242;2023;0;1;0;0;0;1;3;3;3;4;6;6;3;3;10;12;9;2;2;5;1;1;32;41;41,000;1,312
Salamanca;37243;2021;0;1;0;0;2;2;0;5;11;4;2;7;6;9;11;11;3;2;7;4;0;1;48;38;38,000;0,812
Salamanca;37243;2022;0;0;0;0;2;1;1;3;9;6;3;5;5;9;11;10;3;3;5;4;0;0;44;36;inf;0,818
Salamanca;37243;2023;0;0;0;0;1;1;1;2;7;7;0;5;5;9;7;12;5;3;3;3;1;0;38;34;inf;0,895
Salamanca;37244;2021;0;2;5;5;5;2;7;9;8;10;5;14;12;10;12;8;5;8;4;6;2;13;81;45;3,462;0,716
Salamanca;37244;2022;0;3;5;6;5;2;4;10;10;9;6;12;13;10;14;9;5;5;7;6;2;15;80;48;3,200;0,787
Salamanca;37244;2023;0;5;4;4;7;3;6;8;9;10;6;16;17;12;14;7;9;6;6;5;1;14;93;48;3,429;0,667
Salamanca;37245;2021;2;2;3;8;9;12;16;12;7;11;24;27;29;17;21;40;37;30;19;13;1;15;162;163;10,867;1,099
Salamanca;37245;2022;1;2;2;9;7;10;18;9;6;8;23;28;27;20;20;42;34;27;21;9;2;14;155;156;11,143;1,097
Salamanca;37245;2023;1;5;1;9;5;12;15;9;4;9;23;25;27;23;19;29;42;29;20;9;2;16;151;151;9,438;1,106
Salamanca;37246;2021;4;189;273;275;302;274;286;303;388;458;437;488;499;502;358;317;302;220;164;89;23;798;3876;1477;1,851;0,587
Salamanca;37246;2022;5;185;257;277;311;275;289;282;379;444;432;503;476;524;356;332;304;218;159;91;30;781;3853;1495;1,914;0,591
Salamanca;37246;2023;4;185;243;268;317;274;271;270;363;432;442;492;492;527;379;331;308;216;167;88;26;759;3817;1519;2,001;0,597
Salamanca;37247;2021;0;0;4;4;4;5;11;5;13;12;7;16;15;21;22;11;10;5;6;5;0;9;108;59;6,556;0,630
Salamanca;37247;2022;0;1;4;2;3;7;10;6;10;16;10;15;16;16;26;12;11;3;7;4;1;8;108;64;8,000;0,667
Salamanca;37247;2023;0;3;2;4;2;7;10;11;7;16;11;12;18;17;25;15;10;6;6;4;1;9;111;67;7,444;0,685
Salamanca;37248;2021;0;0;1;2;6;9;11;7;10;9;7;13;18;13;14;6;11;7;8;6;1;4;102;53;13,250;0,559
Salamanca;37248;2022;0;1;5;1;8;7;12;6;11;10;5;15;17;18;17;7;8;9;4;6;3;9;107;54;6,000;0,589
Salamanca;37248;2023;0;3;4;1;7;7;10;6;9;10;8;10;16;22;15;10;7;12;3;5;3;9;104;55;6,111;0,615
Salamanca;37249;2021;0;0;0;0;0;1;3;1;2;2;1;1;0;7;4;5;4;1;4;1;0;0;18;19;inf;1,056
Salamanca;37249;2022;0;0;0;0;0;0;3;2;2;0;3;0;1;6;3;7;3;1;3;2;0;0;17;19;inf;1,118
Salamanca;37249;2023;0;0;0;0;0;1;2;2;2;0;3;0;1;4;6;5;4;2;1;2;0;0;15;20;inf;1,333
Salamanca;37250;2021;0;4;0;6;5;8;7;13;12;11;18;24;26;38;18;39;30;18;28;15;7;11;161;155;14,091;1,031
Salamanca;37250;2022;1;3;1;4;6;7;10;12;13;9;20;21;28;33;22;34;23;22;22;19;7;9;158;150;16,667;1,006
Salamanca;37250;2023;2;5;1;3;6;8;10;9;13;11;16;25;28;32;20;33;25;23;19;20;4;10;157;146;14,600;0,994
Salamanca;37251;2021;0;6;3;2;4;2;11;10;5;6;9;12;16;12;8;3;7;3;6;1;0;12;86;28;2,333;0,465
Salamanca;37251;2022;0;5;4;3;2;3;7;14;4;5;8;10;14;15;8;5;5;4;3;2;0;12;82;27;2,250;0,476
Salamanca;37251;2023;0;6;5;5;1;3;8;13;3;7;7;10;14;14;6;8;1;6;3;2;0;16;80;26;1,625;0,525
Salamanca;37252;2021;0;1;2;0;1;0;3;4;3;6;4;6;3;4;6;7;19;19;9;4;2;3;34;66;22,000;2,029
Salamanca;37252;2022;0;0;2;0;2;0;3;4;2;5;5;8;3;7;5;7;16;17;12;3;3;2;39;63;31,500;1,667
Salamanca;37252;2023;0;1;0;1;2;0;2;5;1;8;6;5;6;5;5;7;16;16;12;5;4;2;40;65;32,500;1,675
Salamanca;37253;2021;0;1;6;7;5;6;11;3;7;20;11;20;17;8;8;7;6;9;3;3;1;15;107;37;2,467;0,486
Salamanca;37253;2022;0;1;5;4;8;6;7;6;5;18;11;17;20;9;8;7;7;9;2;4;1;12;105;38;3,167;0,476
Salamanca;37253;2023;0;1;4;5;8;7;7;7;3;15;15;17;19;11;7;8;6;8;3;3;1;12;107;36;3,000;0,449
Salamanca;37254;2021;0;4;2;1;4;2;12;13;9;8;11;18;17;19;5;14;8;14;13;6;2;8;112;62;7,750;0,625
Salamanca;37254;2022;0;3;3;1;4;2;8;13;10;7;11;17;17;17;10;12;13;13;11;9;2;8;105;70;8,750;0,743
Salamanca;37254;2023;0;4;4;2;4;3;6;12;12;7;8;16;18;18;12;9;14;12;10;11;2;11;103;70;6,364;0,786
Salamanca;37255;2021;0;0;0;0;1;2;7;1;1;3;1;8;8;6;0;0;1;2;6;2;2;0;38;13;inf;0,342
Salamanca;37255;2022;0;0;0;0;1;2;3;1;2;4;1;5;10;5;1;0;0;1;7;2;0;0;34;11;inf;0,324
Salamanca;37255;2023;0;0;1;0;1;1;6;5;3;2;3;7;6;7;4;0;1;2;6;2;0;1;41;15;15,000;0,390
Salamanca;37256;2021;0;1;3;5;5;5;7;8;7;3;18;23;16;18;18;16;18;17;14;2;2;10;109;87;8,700;0,890
Salamanca;37256;2022;0;1;2;4;7;5;5;7;10;3;17;21;19;18;17;14;21;16;17;3;2;8;111;90;11,250;0,883
Salamanca;37256;2023;0;1;2;2;6;7;5;5;8;4;13;19;22;17;19;12;20;15;18;4;1;6;105;89;14,833;0,905
Salamanca;37257;2021;0;0;0;1;3;3;1;0;3;0;2;10;6;7;3;5;0;3;5;1;0;2;34;17;8,500;0,559
Salamanca;37257;2022;0;2;0;1;3;3;1;2;2;1;1;9;8;6;5;4;0;1;7;1;0;4;35;18;4,500;0,629
Salamanca;37257;2023;0;0;0;2;3;2;3;0;1;2;0;8;7;6;8;4;0;1;5;1;1;3;31;20;6,667;0,742
Salamanca;37258;2021;0;2;0;4;2;4;1;2;3;3;4;12;20;14;13;15;10;11;10;7;4;6;65;70;11,667;1,169
Salamanca;37258;2022;1;1;2;2;4;3;6;3;3;4;4;13;19;13;10;17;13;10;12;7;3;6;71;73;12,167;1,113
Salamanca;37258;2023;0;2;2;2;4;3;4;5;3;4;6;9;17;14;11;18;15;6;11;6;3;7;68;70;10,000;1,132
Salamanca;37259;2021;0;0;0;0;0;0;2;2;0;0;5;4;2;4;4;2;2;5;2;4;0;0;19;19;inf;1,000
Salamanca;37259;2022;0;0;0;0;0;2;1;3;0;1;3;5;3;5;2;2;1;6;2;3;0;0;23;16;inf;0,696
Salamanca;37259;2023;0;0;0;0;0;1;1;4;0;1;2;3;4;6;1;2;0;4;3;1;0;0;22;11;inf;0,500
