Provincia;CMuni;Periodo;Hombres;Mujeres;Población;%_Hombres;%_Mujeres
Burgos;09450;2022;15;9;24;62,500;37,500
Burgos;09450;2023;17;10;27;62,963;37,037
Burgos;09451;2021;140;132;272;51,471;48,529
Burgos;09451;2022;146;137;283;51,590;48,410
Burgos;09451;2023;143;140;283;50,530;49,470
Burgos;09454;2021;23;16;39;58,974;41,026
Burgos;09454;2022;25;18;43;58,140;41,860
Burgos;09454;2023;25;20;45;55,556;44,444
Burgos;09455;2021;29;19;48;60,417;39,583
Burgos;09455;2022;26;20;46;56,522;43,478
Burgos;09455;2023;27;17;44;61,364;38,636
Burgos;09456;2021;80;70;150;53,333;46,667
Burgos;09456;2022;80;70;150;53,333;46,667
Burgos;09456;2023;80;69;149;53,691;46,309
Burgos;09458;2021;374;317;691;54,124;45,876
Burgos;09458;2022;388;331;719;53,964;46,036
Burgos;09458;2023;392;330;722;54,294;45,706
Burgos;09460;2021;103;75;178;57,865;42,135
Burgos;09460;2022;97;76;173;56,069;43,931
Burgos;09460;2023;99;79;178;55,618;44,382
Burgos;09463;2021;162;97;259;62,548;37,452
Burgos;09463;2022;167;109;276;60,507;39,493
Burgos;09463;2023;162;112;274;59,124;40,876
Burgos;09464;2021;21;19;40;52,500;47,500
Burgos;09464;2022;24;22;46;52,174;47,826
Burgos;09464;2023;29;24;53;54,717;45,283
Burgos;09466;2021;72;49;121;59,504;40,496
Burgos;09466;2022;69;46;115;60,000;40,000
Burgos;09466;2023;67;47;114;58,772;41,228
Burgos;09467;2021;50;23;73;68,493;31,507
Burgos;09467;2022;51;23;74;68,919;31,081
Burgos;09467;2023;50;23;73;68,493;31,507
Burgos;09471;2021;110;98;208;52,885;47,115
Burgos;09471;2022;109;102;211;51,659;48,341
Burgos;09471;2023;113;102;215;52,558;47,442
Burgos;09472;2021;31;22;53;58,491;41,509
Burgos;09472;2022;30;24;54;55,556;44,444
Burgos;09472;2023;30;22;52;57,692;42,308
Burgos;09473;2021;51;39;90;56,667;43,333
Burgos;09473;2022;51;43;94;54,255;45,745
Burgos;09473;2023;44;40;84;52,381;47,619
Burgos;09476;2021;46;22;68;67,647;32,353
Burgos;09476;2022;46;24;70;65,714;34,286
Burgos;09476;2023;46;23;69;66,667;33,333
Burgos;09478;2021;34;12;46;73,913;26,087
Burgos;09478;2022;35;12;47;74,468;25,532
Burgos;09478;2023;36;11;47;76,596;23,404
Burgos;09480;2021;59;58;117;50,427;49,573
Burgos;09480;2022;61;60;121;50,413;49,587
Burgos;09480;2023;58;58;116;50,000;50,000
Burgos;09482;2021;21;13;34;61,765;38,235
Burgos;09482;2022;21;11;32;65,625;34,375
Burgos;09482;2023;20;11;31;64,516;35,484
Burgos;09483;2021;102;103;205;49,756;50,244
Burgos;09483;2022;103;96;199;51,759;48,241
Burgos;09483;2023;106;101;207;51,208;48,792
Burgos;09485;2021;30;26;56;53,571;46,429
Burgos;09485;2022;30;27;57;52,632;47,368
Burgos;09485;2023;30;27;57;52,632;47,368
Burgos;09901;2021;192;164;356;53,933;46,067
Burgos;09901;2022;187;154;341;54,839;45,161
Burgos;09901;2023;190;158;348;54,598;45,402
Burgos;09902;2021;275;199;474;58,017;41,983
Burgos;09902;2022;278;198;476;58,403;41,597
Burgos;09902;2023;286;201;487;58,727;41,273
Burgos;09903;2021;2094;1929;4023;52,051;47,949
Burgos;09903;2022;2029;1889;3918;51,787;48,213
Burgos;09903;2023;2055;1955;4010;51,247;48,753
Burgos;09904;2021;313;217;530;59,057;40,943
Burgos;09904;2022;322;221;543;59,300;40,700
Burgos;09904;2023;320;228;548;58,394;41,606
Burgos;09905;2021;241;169;410;58,780;41,220
Burgos;09905;2022;243;177;420;57,857;42,143
Burgos;09905;2023;239;187;426;56,103;43,897
Burgos;09906;2021;807;628;1435;56,237;43,763
Burgos;09906;2022;796;614;1410;56,454;43,546
Burgos;09906;2023;811;629;1440;56,319;43,681
Burgos;09907;2021;1141;1023;2164;52,726;47,274
Burgos;09907;2022;1161;1040;2201;52,749;47,251
Burgos;09907;2023;1147;1035;2182;52,566;47,434
Burgos;09908;2021;280;209;489;57,260;42,740
Burgos;09908;2022;284;213;497;57,143;42,857
Burgos;09908;2023;283;219;502;56,375;43,625
Leon;24001;2021;106;79;185;57,297;42,703
Leon;24001;2022;103;83;186;55,376;44,624
Leon;24001;2023;102;85;187;54,545;45,455
Leon;24002;2021;150;133;283;53,004;46,996
Leon;24002;2022;147;138;285;51,579;48,421
Leon;24002;2023;150;140;290;51,724;48,276
Leon;24003;2021;314;279;593;52,951;47,049
Leon;24003;2022;304;268;572;53,147;46,853
Leon;24003;2023;299;290;589;50,764;49,236
Leon;24004;2021;340;251;591;57,530;42,470
Leon;24004;2022;348;268;616;56,494;43,506
Leon;24004;2023;351;277;628;55,892;44,108
Leon;24005;2021;198;153;351;56,410;43,590
Leon;24005;2022;190;143;333;57,057;42,943
Leon;24005;2023;189;140;329;57,447;42,553
Leon;24006;2021;302;263;565;53,451;46,549
Leon;24006;2022;312;257;569;54,833;45,167
Leon;24006;2023;307;250;557;55,117;44,883
Leon;24007;2021;391;377;768;50,911;49,089
Leon;24007;2022;392;395;787;49,809;50,191
Leon;24007;2023;412;397;809;50,927;49,073
Leon;24008;2021;4944;5617;10561;46,814;53,186
Leon;24008;2022;4874;5507;10381;46,951;53,049
Leon;24008;2023;4827;5477;10304;46,846;53,154
Leon;24009;2021;160;128;288;55,556;44,444
Leon;24009;2022;151;121;272;55,515;44,485
Leon;24009;2023;149;112;261;57,088;42,912
Leon;24010;2021;4910;5242;10152;48,365;51,635
Leon;24010;2022;4843;5241;10084;48,027;51,973
Leon;24010;2023;4841;5274;10115;47,860;52,140
Leon;24011;2021;93;75;168;55,357;44,643
Leon;24011;2022;89;71;160;55,625;44,375
Leon;24011;2023;93;70;163;57,055;42,945
Leon;24012;2021;178;129;307;57,980;42,020
Leon;24012;2022;170;129;299;56,856;43,144
Leon;24012;2023;174;128;302;57,616;42,384
Leon;24014;2021;4090;4398;8488;48,186;51,814
Leon;24014;2022;4010;4316;8326;48,162;51,838
Leon;24014;2023;3944;4264;8208;48,051;51,949
Leon;24015;2021;1196;1228;2424;49,340;50,660
Leon;24015;2022;1181;1210;2391;49,394;50,606
Leon;24015;2023;1173;1192;2365;49,598;50,402
Leon;24016;2021;281;188;469;59,915;40,085
Leon;24016;2022;279;182;461;60,521;39,479
Leon;24016;2023;276;177;453;60,927;39,073
Leon;24017;2021;274;267;541;50,647;49,353
Leon;24017;2022;275;256;531;51,789;48,211
Leon;24017;2023;271;257;528;51,326;48,674
Leon;24018;2021;94;83;177;53,107;46,893
Leon;24018;2022;101;87;188;53,723;46,277
Leon;24018;2023;101;86;187;54,011;45,989
Leon;24019;2021;160;188;348;45,977;54,023
Leon;24019;2022;160;192;352;45,455;54,545
Leon;24019;2023;152;175;327;46,483;53,517
Leon;24020;2021;267;178;445;60,000;40,000
Leon;24020;2022;255;185;440;57,955;42,045
Leon;24020;2023;256;180;436;58,716;41,284
Leon;24021;2021;927;889;1816;51,046;48,954
Leon;24021;2022;927;897;1824;50,822;49,178
Leon;24021;2023;921;883;1804;51,053;48,947
Leon;24022;2021;165;142;307;53,746;46,254
Leon;24022;2022;166;140;306;54,248;45,752
Leon;24022;2023;167;137;304;54,934;45,066
Leon;24023;2021;174;137;311;55,949;44,051
Leon;24023;2022;180;137;317;56,782;43,218
Leon;24023;2023;183;152;335;54,627;45,373
Leon;24024;2021;384;342;726;52,893;47,107
Leon;24024;2022;370;331;701;52,782;47,218
Leon;24024;2023;360;330;690;52,174;47,826
Leon;24025;2021;171;123;294;58,163;41,837
Leon;24025;2022;170;120;290;58,621;41,379
Leon;24025;2023;171;123;294;58,163;41,837
Leon;24026;2021;577;540;1117;51,656;48,344
Leon;24026;2022;566;531;1097;51,595;48,405
Leon;24026;2023;559;516;1075;52,000;48,000
Leon;24027;2021;690;643;1333;51,763;48,237
Leon;24027;2022;699;647;1346;51,932;48,068
Leon;24027;2023;689;628;1317;52,316;47,684
Leon;24028;2021;225;184;409;55,012;44,988
Leon;24028;2022;216;186;402;53,731;46,269
Leon;24028;2023;216;184;400;54,000;46,000
Leon;24029;2021;385;344;729;52,812;47,188
Leon;24029;2022;379;338;717;52,859;47,141
Leon;24029;2023;381;336;717;53,138;46,862
Leon;24030;2021;2402;2480;4882;49,201;50,799
Leon;24030;2022;2391;2473;4864;49,157;50,843
Leon;24030;2023;2357;2436;4793;49,176;50,824
Leon;24031;2021;130;88;218;59,633;40,367
Leon;24031;2022;132;92;224;58,929;41,071
Leon;24031;2023;133;90;223;59,641;40,359
Leon;24032;2021;54;59;113;47,788;52,212
Leon;24032;2022;51;57;108;47,222;52,778
Leon;24032;2023;55;56;111;49,550;50,450
Leon;24033;2021;119;91;210;56,667;43,333
Leon;24033;2022;110;89;199;55,276;44,724
Leon;24033;2023;111;88;199;55,779;44,221
Leon;24034;2021;2039;2088;4127;49,406;50,594
Leon;24034;2022;2051;2077;4128;49,685;50,315
Leon;24034;2023;2054;2062;4116;49,903;50,097
Leon;24036;2021;140;115;255;54,902;45,098
Leon;24036;2022;143;113;256;55,859;44,141
Leon;24036;2023;154;127;281;54,804;45,196
Leon;24037;2021;187;148;335;55,821;44,179
Leon;24037;2022;188;141;329;57,143;42,857
Leon;24037;2023;191;146;337;56,677;43,323
Leon;24038;2021;1714;1702;3416;50,176;49,824
Leon;24038;2022;1727;1710;3437;50,247;49,753
Leon;24038;2023;1719;1714;3433;50,073;49,927
Leon;24039;2021;1143;1138;2281;50,110;49,890
Leon;24039;2022;1128;1109;2237;50,425;49,575
Leon;24039;2023;1118;1094;2212;50,542;49,458
Leon;24040;2021;239;214;453;52,759;47,241
Leon;24040;2022;236;222;458;51,528;48,472
Leon;24040;2023;232;215;447;51,902;48,098
Leon;24041;2021;255;258;513;49,708;50,292
Leon;24041;2022;254;250;504;50,397;49,603
Leon;24041;2023;248;248;496;50,000;50,000
Leon;24042;2021;38;27;65;58,462;41,538
Leon;24042;2022;37;27;64;57,812;42,188
Leon;24042;2023;39;26;65;60,000;40,000
Leon;24043;2021;65;43;108;60,185;39,815
Leon;24043;2022;64;42;106;60,377;39,623
Leon;24043;2023;65;42;107;60,748;39,252
Leon;24044;2021;70;79;149;46,980;53,020
Leon;24044;2022;70;74;144;48,611;51,389
Leon;24044;2023;69;74;143;48,252;51,748
Leon;24046;2021;488;450;938;52,026;47,974
Leon;24046;2022;478;452;930;51,398;48,602
Leon;24046;2023;483;443;926;52,160;47,840
Leon;24047;2021;397;323;720;55,139;44,861
Leon;24047;2022;384;316;700;54,857;45,143
Leon;24047;2023;379;303;682;55,572;44,428
Leon;24049;2021;841;769;1610;52,236;47,764
Leon;24049;2022;823;756;1579;52,122;47,878
Leon;24049;2023;826;765;1591;51,917;48,083
Leon;24050;2021;57;54;111;51,351;48,649
Leon;24050;2022;54;54;108;50,000;50,000
Leon;24050;2023;55;52;107;51,402;48,598
Leon;24051;2021;216;186;402;53,731;46,269
Leon;24051;2022;207;182;389;53,213;46,787
Leon;24051;2023;198;177;375;52,800;47,200
Leon;24052;2021;85;56;141;60,284;39,716
Leon;24052;2022;84;57;141;59,574;40,426
Leon;24052;2023;84;59;143;58,741;41,259
Leon;24053;2021;236;186;422;55,924;44,076
Leon;24053;2022;246;195;441;55,782;44,218
Leon;24053;2023;241;194;435;55,402;44,598
Leon;24054;2021;227;214;441;51,474;48,526
Leon;24054;2022;240;221;461;52,061;47,939
Leon;24054;2023;230;225;455;50,549;49,451
Leon;24055;2021;407;334;741;54,926;45,074
Leon;24055;2022;411;337;748;54,947;45,053
Leon;24055;2023;405;336;741;54,656;45,344
Leon;24056;2021;1499;1538;3037;49,358;50,642
Leon;24056;2022;1456;1521;2977;48,908;51,092
Leon;24056;2023;1451;1500;2951;49,170;50,830
Leon;24057;2021;713;717;1430;49,860;50,140
Leon;24057;2022;718;730;1448;49,586;50,414
Leon;24057;2023;714;722;1436;49,721;50,279
Leon;24058;2021;110;81;191;57,592;42,408
Leon;24058;2022;103;83;186;55,376;44,624
Leon;24058;2023;103;79;182;56,593;43,407
Leon;24059;2021;440;432;872;50,459;49,541
Leon;24059;2022;438;431;869;50,403;49,597
Leon;24059;2023;437;423;860;50,814;49,186
Leon;24060;2021;291;239;530;54,906;45,094
Leon;24060;2022;291;240;531;54,802;45,198
Leon;24060;2023;291;247;538;54,089;45,911
Leon;24061;2021;1039;1016;2055;50,560;49,440
Leon;24061;2022;1040;1017;2057;50,559;49,441
Leon;24061;2023;1056;1036;2092;50,478;49,522
Leon;24062;2021;76;57;133;57,143;42,857
Leon;24062;2022;78;60;138;56,522;43,478
Leon;24062;2023;79;61;140;56,429;43,571
Leon;24063;2021;212;176;388;54,639;45,361
Leon;24063;2022;212;176;388;54,639;45,361
Leon;24063;2023;213;181;394;54,061;45,939
Leon;24064;2021;937;861;1798;52,113;47,887
Leon;24064;2022;931;862;1793;51,924;48,076
Leon;24064;2023;912;831;1743;52,324;47,676
Leon;24065;2021;1344;1259;2603;51,633;48,367
Leon;24065;2022;1370;1276;2646;51,776;48,224
Leon;24065;2023;1381;1312;2693;51,281;48,719
Leon;24066;2021;209;237;446;46,861;53,139
Leon;24066;2022;213;232;445;47,865;52,135
Leon;24066;2023;209;229;438;47,717;52,283
Leon;24067;2021;344;307;651;52,842;47,158
Leon;24067;2022;340;294;634;53,628;46,372
Leon;24067;2023;347;296;643;53,966;46,034
Leon;24068;2021;251;201;452;55,531;44,469
Leon;24068;2022;243;197;440;55,227;44,773
Leon;24068;2023;236;206;442;53,394;46,606
Leon;24069;2021;19;14;33;57,576;42,424
Leon;24069;2022;19;12;31;61,290;38,710
Leon;24069;2023;22;12;34;64,706;35,294
Leon;24070;2021;2110;2231;4341;48,606;51,394
Leon;24070;2022;2067;2166;4233;48,831;51,169
Leon;24070;2023;2017;2094;4111;49,063;50,937
Leon;24071;2021;504;531;1035;48,696;51,304
Leon;24071;2022;498;528;1026;48,538;51,462
Leon;24071;2023;488;517;1005;48,557;51,443
Leon;24073;2021;246;235;481;51,143;48,857
Leon;24073;2022;242;233;475;50,947;49,053
Leon;24073;2023;240;229;469;51,173;48,827
Leon;24074;2021;50;31;81;61,728;38,272
Leon;24074;2022;51;29;80;63,750;36,250
Leon;24074;2023;51;28;79;64,557;35,443
Leon;24076;2021;859;738;1597;53,788;46,212
Leon;24076;2022;855;733;1588;53,841;46,159
Leon;24076;2023;883;772;1655;53,353;46,647
Leon;24077;2021;122;131;253;48,221;51,779
Leon;24077;2022;114;130;244;46,721;53,279
Leon;24077;2023;120;129;249;48,193;51,807
Leon;24078;2021;169;185;354;47,740;52,260
Leon;24078;2022;162;177;339;47,788;52,212
Leon;24078;2023;160;167;327;48,930;51,070
Leon;24079;2021;512;410;922;55,531;44,469
Leon;24079;2022;522;419;941;55,473;44,527
Leon;24079;2023;526;425;951;55,310;44,690
Leon;24080;2021;102;105;207;49,275;50,725
Leon;24080;2022;110;107;217;50,691;49,309
Leon;24080;2023;115;107;222;51,802;48,198
Leon;24081;2021;67;60;127;52,756;47,244
Leon;24081;2022;65;62;127;51,181;48,819
Leon;24081;2023;64;64;128;50,000;50,000
Leon;24082;2021;490;488;978;50,102;49,898
Leon;24082;2022;492;490;982;50,102;49,898
Leon;24082;2023;484;484;968;50,000;50,000
Leon;24083;2021;580;531;1111;52,205;47,795
Leon;24083;2022;579;532;1111;52,115;47,885
Leon;24083;2023;563;523;1086;51,842;48,158
Leon;24084;2021;81;74;155;52,258;47,742
Leon;24084;2022;75;74;149;50,336;49,664
Leon;24084;2023;73;72;145;50,345;49,655
Leon;24086;2021;144;128;272;52,941;47,059
Leon;24086;2022;139;122;261;53,257;46,743
Leon;24086;2023;134;111;245;54,694;45,306
Leon;24087;2021;340;293;633;53,712;46,288
Leon;24087;2022;345;290;635;54,331;45,669
Leon;24087;2023;340;282;622;54,662;45,338
Leon;24088;2021;537;525;1062;50,565;49,435
Leon;24088;2022;529;520;1049;50,429;49,571
Leon;24088;2023;537;518;1055;50,900;49,100
Leon;24089;2021;55384;67014;122398;45,249;54,751
Leon;24089;2022;54935;66442;121377;45,260;54,740
Leon;24089;2023;55135;66628;121763;45,281;54,719
Leon;24090;2021;200;177;377;53,050;46,950
Leon;24090;2022;199;177;376;52,926;47,074
Leon;24090;2023;188;172;360;52,222;47,778
Leon;24091;2021;306;262;568;53,873;46,127
Leon;24091;2022;312;255;567;55,026;44,974
Leon;24091;2023;318;258;576;55,208;44,792
Leon;24092;2021;422;385;807;52,292;47,708
Leon;24092;2022;427;382;809;52,781;47,219
Leon;24092;2023;421;378;799;52,691;47,309
Leon;24093;2021;190;167;357;53,221;46,779
Leon;24093;2022;191;166;357;53,501;46,499
Leon;24093;2023;190;164;354;53,672;46,328
Leon;24094;2021;850;856;1706;49,824;50,176
Leon;24094;2022;841;840;1681;50,030;49,970
Leon;24094;2023;838;814;1652;50,726;49,274
Leon;24095;2021;175;154;329;53,191;46,809
Leon;24095;2022;178;154;332;53,614;46,386
Leon;24095;2023;175;152;327;53,517;46,483
Leon;24096;2021;68;47;115;59,130;40,870
Leon;24096;2022;69;44;113;61,062;38,938
Leon;24096;2023;76;45;121;62,810;37,190
Leon;24097;2021;116;113;229;50,655;49,345
Leon;24097;2022;122;109;231;52,814;47,186
Leon;24097;2023;114;109;223;51,121;48,879
Leon;24098;2021;666;614;1280;52,031;47,969
Leon;24098;2022;655;616;1271;51,534;48,466
Leon;24098;2023;651;609;1260;51,667;48,333
Leon;24099;2021;91;78;169;53,846;46,154
Leon;24099;2022;97;80;177;54,802;45,198
Leon;24099;2023;99;78;177;55,932;44,068
Leon;24100;2021;494;396;890;55,506;44,494
Leon;24100;2022;463;387;850;54,471;45,529
Leon;24100;2023;478;393;871;54,879;45,121
Leon;24101;2021;191;174;365;52,329;47,671
Leon;24101;2022;193;172;365;52,877;47,123
Leon;24101;2023;195;161;356;54,775;45,225
Leon;24102;2021;322;302;624;51,603;48,397
Leon;24102;2022;315;297;612;51,471;48,529
Leon;24102;2023;315;297;612;51,471;48,529
Leon;24103;2021;151;116;267;56,554;43,446
Leon;24103;2022;157;121;278;56,475;43,525
Leon;24103;2023;168;119;287;58,537;41,463
Leon;24104;2021;140;121;261;53,640;46,360
Leon;24104;2022;131;117;248;52,823;47,177
Leon;24104;2023;138;122;260;53,077;46,923
Leon;24105;2021;962;895;1857;51,804;48,196
Leon;24105;2022;955;900;1855;51,482;48,518
Leon;24105;2023;973;919;1892;51,427;48,573
Leon;24106;2021;137;92;229;59,825;40,175
Leon;24106;2022;143;92;235;60,851;39,149
Leon;24106;2023;141;90;231;61,039;38,961
Leon;24107;2021;139;93;232;59,914;40,086
Leon;24107;2022;143;96;239;59,833;40,167
Leon;24107;2023;148;101;249;59,438;40,562
Leon;24108;2021;178;184;362;49,171;50,829
Leon;24108;2022;183;183;366;50,000;50,000
Leon;24108;2023;180;177;357;50,420;49,580
Leon;24109;2021;501;415;916;54,694;45,306
Leon;24109;2022;485;403;888;54,617;45,383
Leon;24109;2023;480;390;870;55,172;44,828
Leon;24110;2021;642;605;1247;51,484;48,516
Leon;24110;2022;635;585;1220;52,049;47,951
Leon;24110;2023;624;589;1213;51,443;48,557
Leon;24112;2021;159;110;269;59,108;40,892
Leon;24112;2022;161;113;274;58,759;41,241
Leon;24112;2023;164;105;269;60,967;39,033
Leon;24113;2021;190;184;374;50,802;49,198
Leon;24113;2022;191;184;375;50,933;49,067
Leon;24113;2023;184;177;361;50,970;49,030
Leon;24114;2021;1547;1514;3061;50,539;49,461
Leon;24114;2022;1483;1461;2944;50,374;49,626
Leon;24114;2023;1455;1432;2887;50,398;49,602
Leon;24115;2021;30151;33588;63739;47,304;52,696
Leon;24115;2022;29806;33217;63023;47,294;52,706
Leon;24115;2023;29720;33221;62941;47,219;52,781
Leon;24116;2021;243;181;424;57,311;42,689
Leon;24116;2022;241;182;423;56,974;43,026
Leon;24116;2023;241;181;422;57,109;42,891
Leon;24117;2021;202;202;404;50,000;50,000
Leon;24117;2022;203;208;411;49,392;50,608
Leon;24117;2023;195;211;406;48,030;51,970
Leon;24118;2021;57;43;100;57,000;43,000
Leon;24118;2022;61;42;103;59,223;40,777
Leon;24118;2023;63;45;108;58,333;41,667
Leon;24119;2021;380;375;755;50,331;49,669
Leon;24119;2022;370;375;745;49,664;50,336
Leon;24119;2023;360;372;732;49,180;50,820
Leon;24120;2021;200;138;338;59,172;40,828
Leon;24120;2022;199;140;339;58,702;41,298
Leon;24120;2023;201;148;349;57,593;42,407
Leon;24121;2021;389;281;670;58,060;41,940
Leon;24121;2022;379;287;666;56,907;43,093
Leon;24121;2023;380;292;672;56,548;43,452
Leon;24122;2021;746;695;1441;51,770;48,230
Leon;24122;2022;746;693;1439;51,842;48,158
Leon;24122;2023;729;680;1409;51,739;48,261
Leon;24123;2021;401;318;719;55,772;44,228
Leon;24123;2022;394;316;710;55,493;44,507
Leon;24123;2023;399;328;727;54,883;45,117
Leon;24124;2021;193;159;352;54,830;45,170
Leon;24124;2022;196;153;349;56,160;43,840
Leon;24124;2023;188;140;328;57,317;42,683
Leon;24125;2021;219;198;417;52,518;47,482
Leon;24125;2022;210;193;403;52,109;47,891
Leon;24125;2023;226;197;423;53,428;46,572
Leon;24127;2021;143;129;272;52,574;47,426
Leon;24127;2022;141;125;266;53,008;46,992
Leon;24127;2023;142;125;267;53,184;46,816
Leon;24129;2021;68;62;130;52,308;47,692
Leon;24129;2022;65;60;125;52,000;48,000
Leon;24129;2023;70;57;127;55,118;44,882
Leon;24130;2021;262;215;477;54,927;45,073
Leon;24130;2022;258;219;477;54,088;45,912
Leon;24130;2023;258;218;476;54,202;45,798
Leon;24131;2021;383;329;712;53,792;46,208
Leon;24131;2022;394;343;737;53,460;46,540
Leon;24131;2023;389;333;722;53,878;46,122
Leon;24132;2021;352;268;620;56,774;43,226
Leon;24132;2022;353;265;618;57,120;42,880
Leon;24132;2023;344;263;607;56,672;43,328
Leon;24133;2021;219;168;387;56,589;43,411
Leon;24133;2022;216;170;386;55,959;44,041
Leon;24133;2023;212;170;382;55,497;44,503
Leon;24134;2021;1849;1870;3719;49,718;50,282
Leon;24134;2022;1824;1857;3681;49,552;50,448
Leon;24134;2023;1819;1840;3659;49,713;50,287
Leon;24136;2021;263;250;513;51,267;48,733
Leon;24136;2022;262;252;514;50,973;49,027
Leon;24136;2023;257;251;508;50,591;49,409
Leon;24137;2021;567;542;1109;51,127;48,873
Leon;24137;2022;556;533;1089;51,056;48,944
Leon;24137;2023;534;516;1050;50,857;49,143
Leon;24139;2021;1205;1230;2435;49,487;50,513
Leon;24139;2022;1185;1241;2426;48,846;51,154
Leon;24139;2023;1199;1258;2457;48,799;51,201
Leon;24141;2021;57;43;100;57,000;43,000
Leon;24141;2022;57;43;100;57,000;43,000
Leon;24141;2023;56;36;92;60,870;39,130
Leon;24142;2021;14401;15824;30225;47,646;52,354
Leon;24142;2022;14254;15685;29939;47,610;52,390
Leon;24142;2023;14273;15736;30009;47,562;52,438
Leon;24143;2021;266;269;535;49,720;50,280
Leon;24143;2022;270;269;539;50,093;49,907
Leon;24143;2023;275;258;533;51,595;48,405
Leon;24144;2021;345;314;659;52,352;47,648
Leon;24144;2022;337;311;648;52,006;47,994
Leon;24144;2023;333;310;643;51,788;48,212
Leon;24145;2021;349;271;620;56,290;43,710
Leon;24145;2022;353;276;629;56,121;43,879
Leon;24145;2023;344;263;607;56,672;43,328
Leon;24146;2021;132;119;251;52,590;47,410
Leon;24146;2022;132;119;251;52,590;47,410
Leon;24146;2023;131;122;253;51,779;48,221
Leon;24148;2021;916;865;1781;51,432;48,568
Leon;24148;2022;913;855;1768;51,640;48,360
Leon;24148;2023;906;867;1773;51,100;48,900
Leon;24149;2021;91;82;173;52,601;47,399
Leon;24149;2022;95;81;176;53,977;46,023
Leon;24149;2023;95;83;178;53,371;46,629
Leon;24150;2021;118;108;226;52,212;47,788
Leon;24150;2022;125;107;232;53,879;46,121
Leon;24150;2023;121;107;228;53,070;46,930
Leon;24151;2021;251;226;477;52,621;47,379
Leon;24151;2022;254;241;495;51,313;48,687
Leon;24151;2023;261;243;504;51,786;48,214
Leon;24152;2021;286;231;517;55,319;44,681
Leon;24152;2022;290;240;530;54,717;45,283
Leon;24152;2023;273;226;499;54,709;45,291
Leon;24153;2021;137;130;267;51,311;48,689
Leon;24153;2022;141;135;276;51,087;48,913
Leon;24153;2023;142;139;281;50,534;49,466
Leon;24154;2021;539;490;1029;52,381;47,619
Leon;24154;2022;550;505;1055;52,133;47,867
Leon;24154;2023;553;491;1044;52,969;47,031
Leon;24155;2021;243;225;468;51,923;48,077
Leon;24155;2022;240;222;462;51,948;48,052
Leon;24155;2023;237;218;455;52,088;47,912
Leon;24156;2021;116;99;215;53,953;46,047
Leon;24156;2022;119;97;216;55,093;44,907
