Provincia;CMuni;Periodo;Hombres;Mujeres;Población;%_Hombres;%_Mujeres
Salamanca;37109;2022;104;73;177;58,757;41,243
Salamanca;37109;2023;108;72;180;60,000;40,000
Salamanca;37110;2021;60;52;112;53,571;46,429
Salamanca;37110;2022;60;49;109;55,046;44,954
Salamanca;37110;2023;62;49;111;55,856;44,144
Salamanca;37112;2021;94;72;166;56,627;43,373
Salamanca;37112;2022;102;72;174;58,621;41,379
Salamanca;37112;2023;101;67;168;60,119;39,881
Salamanca;37113;2021;221;205;426;51,878;48,122
Salamanca;37113;2022;213;198;411;51,825;48,175
Salamanca;37113;2023;209;188;397;52,645;47,355
Salamanca;37114;2021;35;30;65;53,846;46,154
Salamanca;37114;2022;36;28;64;56,250;43,750
Salamanca;37114;2023;46;38;84;54,762;45,238
Salamanca;37115;2021;63;53;116;54,310;45,690
Salamanca;37115;2022;62;54;116;53,448;46,552
Salamanca;37115;2023;66;56;122;54,098;45,902
Salamanca;37116;2021;32;31;63;50,794;49,206
Salamanca;37116;2022;33;32;65;50,769;49,231
Salamanca;37116;2023;35;32;67;52,239;47,761
Salamanca;37117;2021;1165;1059;2224;52,383;47,617
Salamanca;37117;2022;1189;1069;2258;52,657;47,343
Salamanca;37117;2023;1218;1084;2302;52,911;47,089
Salamanca;37118;2021;73;53;126;57,937;42,063
Salamanca;37118;2022;73;54;127;57,480;42,520
Salamanca;37118;2023;82;63;145;56,552;43,448
Salamanca;37119;2021;61;41;102;59,804;40,196
Salamanca;37119;2022;58;43;101;57,426;42,574
Salamanca;37119;2023;59;41;100;59,000;41,000
Salamanca;37120;2021;56;58;114;49,123;50,877
Salamanca;37120;2022;55;61;116;47,414;52,586
Salamanca;37120;2023;52;58;110;47,273;52,727
Salamanca;37121;2021;324;293;617;52,512;47,488
Salamanca;37121;2022;321;291;612;52,451;47,549
Salamanca;37121;2023;320;298;618;51,780;48,220
Salamanca;37122;2021;121;119;240;50,417;49,583
Salamanca;37122;2022;117;118;235;49,787;50,213
Salamanca;37122;2023;117;118;235;49,787;50,213
Salamanca;37123;2021;88;69;157;56,051;43,949
Salamanca;37123;2022;88;68;156;56,410;43,590
Salamanca;37123;2023;85;68;153;55,556;44,444
Salamanca;37124;2021;119;91;210;56,667;43,333
Salamanca;37124;2022;115;90;205;56,098;43,902
Salamanca;37124;2023;117;86;203;57,635;42,365
Salamanca;37125;2021;136;103;239;56,904;43,096
Salamanca;37125;2022;129;102;231;55,844;44,156
Salamanca;37125;2023;131;103;234;55,983;44,017
Salamanca;37126;2021;24;14;38;63,158;36,842
Salamanca;37126;2022;21;12;33;63,636;36,364
Salamanca;37126;2023;20;14;34;58,824;41,176
Salamanca;37127;2021;117;103;220;53,182;46,818
Salamanca;37127;2022;119;100;219;54,338;45,662
Salamanca;37127;2023;113;98;211;53,555;46,445
Salamanca;37128;2021;146;106;252;57,937;42,063
Salamanca;37128;2022;145;111;256;56,641;43,359
Salamanca;37128;2023;133;109;242;54,959;45,041
Salamanca;37129;2021;139;117;256;54,297;45,703
Salamanca;37129;2022;139;107;246;56,504;43,496
Salamanca;37129;2023;142;110;252;56,349;43,651
Salamanca;37130;2021;113;85;198;57,071;42,929
Salamanca;37130;2022;113;85;198;57,071;42,929
Salamanca;37130;2023;114;94;208;54,808;45,192
Salamanca;37131;2021;102;80;182;56,044;43,956
Salamanca;37131;2022;99;81;180;55,000;45,000
Salamanca;37131;2023;102;78;180;56,667;43,333
Salamanca;37132;2021;153;163;316;48,418;51,582
Salamanca;37132;2022;155;160;315;49,206;50,794
Salamanca;37132;2023;156;158;314;49,682;50,318
Salamanca;37133;2021;59;42;101;58,416;41,584
Salamanca;37133;2022;56;45;101;55,446;44,554
Salamanca;37133;2023;59;46;105;56,190;43,810
Salamanca;37134;2021;106;91;197;53,807;46,193
Salamanca;37134;2022;105;91;196;53,571;46,429
Salamanca;37134;2023;101;92;193;52,332;47,668
Salamanca;37135;2021;643;625;1268;50,710;49,290
Salamanca;37135;2022;650;636;1286;50,544;49,456
Salamanca;37135;2023;655;631;1286;50,933;49,067
Salamanca;37136;2021;337;348;685;49,197;50,803
Salamanca;37136;2022;339;342;681;49,780;50,220
Salamanca;37136;2023;323;341;664;48,645;51,355
Salamanca;37137;2021;48;49;97;49,485;50,515
Salamanca;37137;2022;44;47;91;48,352;51,648
Salamanca;37137;2023;43;48;91;47,253;52,747
Salamanca;37138;2021;134;127;261;51,341;48,659
Salamanca;37138;2022;134;125;259;51,737;48,263
Salamanca;37138;2023;132;118;250;52,800;47,200
Salamanca;37139;2021;103;112;215;47,907;52,093
Salamanca;37139;2022;113;109;222;50,901;49,099
Salamanca;37139;2023;122;111;233;52,361;47,639
Salamanca;37140;2021;599;512;1111;53,915;46,085
Salamanca;37140;2022;601;509;1110;54,144;45,856
Salamanca;37140;2023;573;492;1065;53,803;46,197
Salamanca;37141;2021;69;82;151;45,695;54,305
Salamanca;37141;2022;70;72;142;49,296;50,704
Salamanca;37141;2023;73;73;146;50,000;50,000
Salamanca;37142;2021;378;276;654;57,798;42,202
Salamanca;37142;2022;376;290;666;56,456;43,544
Salamanca;37142;2023;385;290;675;57,037;42,963
Salamanca;37143;2021;202;210;412;49,029;50,971
Salamanca;37143;2022;196;209;405;48,395;51,605
Salamanca;37143;2023;190;204;394;48,223;51,777
Salamanca;37144;2021;194;159;353;54,958;45,042
Salamanca;37144;2022;189;158;347;54,467;45,533
Salamanca;37144;2023;180;153;333;54,054;45,946
Salamanca;37145;2021;133;133;266;50,000;50,000
Salamanca;37145;2022;126;128;254;49,606;50,394
Salamanca;37145;2023;134;132;266;50,376;49,624
Salamanca;37146;2021;68;49;117;58,120;41,880
Salamanca;37146;2022;67;49;116;57,759;42,241
Salamanca;37146;2023;62;47;109;56,881;43,119
Salamanca;37147;2021;108;80;188;57,447;42,553
Salamanca;37147;2022;111;84;195;56,923;43,077
Salamanca;37147;2023;114;86;200;57,000;43,000
Salamanca;37148;2021;223;204;427;52,225;47,775
Salamanca;37148;2022;221;205;426;51,878;48,122
Salamanca;37148;2023;217;201;418;51,914;48,086
Salamanca;37149;2021;34;24;58;58,621;41,379
Salamanca;37149;2022;32;24;56;57,143;42,857
Salamanca;37149;2023;33;24;57;57,895;42,105
Salamanca;37150;2021;20;13;33;60,606;39,394
Salamanca;37150;2022;20;13;33;60,606;39,394
Salamanca;37150;2023;18;12;30;60,000;40,000
Salamanca;37151;2021;76;71;147;51,701;48,299
Salamanca;37151;2022;79;70;149;53,020;46,980
Salamanca;37151;2023;80;69;149;53,691;46,309
Salamanca;37152;2021;228;205;433;52,656;47,344
Salamanca;37152;2022;218;193;411;53,041;46,959
Salamanca;37152;2023;218;192;410;53,171;46,829
Salamanca;37154;2021;82;51;133;61,654;38,346
Salamanca;37154;2022;83;53;136;61,029;38,971
Salamanca;37154;2023;81;51;132;61,364;38,636
Salamanca;37155;2021;39;32;71;54,930;45,070
Salamanca;37155;2022;41;33;74;55,405;44,595
Salamanca;37155;2023;42;35;77;54,545;45,455
Salamanca;37156;2021;2795;2786;5581;50,081;49,919
Salamanca;37156;2022;2781;2744;5525;50,335;49,665
Salamanca;37156;2023;2797;2724;5521;50,661;49,339
Salamanca;37157;2021;41;27;68;60,294;39,706
Salamanca;37157;2022;41;28;69;59,420;40,580
Salamanca;37157;2023;42;28;70;60,000;40,000
Salamanca;37158;2021;135;106;241;56,017;43,983
Salamanca;37158;2022;131;103;234;55,983;44,017
Salamanca;37158;2023;127;103;230;55,217;44,783
Salamanca;37159;2021;37;32;69;53,623;46,377
Salamanca;37159;2022;36;32;68;52,941;47,059
Salamanca;37159;2023;33;33;66;50,000;50,000
Salamanca;37160;2021;312;305;617;50,567;49,433
Salamanca;37160;2022;315;294;609;51,724;48,276
Salamanca;37160;2023;304;297;601;50,582;49,418
Salamanca;37161;2021;71;62;133;53,383;46,617
Salamanca;37161;2022;66;55;121;54,545;45,455
Salamanca;37161;2023;57;53;110;51,818;48,182
Salamanca;37162;2021;117;106;223;52,466;47,534
Salamanca;37162;2022;115;108;223;51,570;48,430
Salamanca;37162;2023;114;99;213;53,521;46,479
Salamanca;37163;2021;18;12;30;60,000;40,000
Salamanca;37163;2022;18;11;29;62,069;37,931
Salamanca;37163;2023;19;12;31;61,290;38,710
Salamanca;37164;2021;158;128;286;55,245;44,755
Salamanca;37164;2022;154;124;278;55,396;44,604
Salamanca;37164;2023;155;123;278;55,755;44,245
Salamanca;37165;2021;13;18;31;41,935;58,065
Salamanca;37165;2022;11;17;28;39,286;60,714
Salamanca;37165;2023;11;15;26;42,308;57,692
Salamanca;37166;2021;106;99;205;51,707;48,293
Salamanca;37166;2022;110;99;209;52,632;47,368
Salamanca;37166;2023;108;97;205;52,683;47,317
Salamanca;37167;2021;102;99;201;50,746;49,254
Salamanca;37167;2022;103;96;199;51,759;48,241
Salamanca;37167;2023;97;92;189;51,323;48,677
Salamanca;37168;2021;245;205;450;54,444;45,556
Salamanca;37168;2022;241;193;434;55,530;44,470
Salamanca;37168;2023;241;201;442;54,525;45,475
Salamanca;37169;2021;107;79;186;57,527;42,473
Salamanca;37169;2022;108;80;188;57,447;42,553
Salamanca;37169;2023;102;80;182;56,044;43,956
Salamanca;37170;2021;764;791;1555;49,132;50,868
Salamanca;37170;2022;753;774;1527;49,312;50,688
Salamanca;37170;2023;760;779;1539;49,383;50,617
Salamanca;37171;2021;237;226;463;51,188;48,812
Salamanca;37171;2022;224;225;449;49,889;50,111
Salamanca;37171;2023;230;219;449;51,225;48,775
Salamanca;37172;2021;517;421;938;55,117;44,883
Salamanca;37172;2022;520;419;939;55,378;44,622
Salamanca;37172;2023;509;419;928;54,849;45,151
Salamanca;37173;2021;779;772;1551;50,226;49,774
Salamanca;37173;2022;779;758;1537;50,683;49,317
Salamanca;37173;2023;776;742;1518;51,120;48,880
Salamanca;37174;2021;511;490;1001;51,049;48,951
Salamanca;37174;2022;514;488;1002;51,297;48,703
Salamanca;37174;2023;522;482;1004;51,992;48,008
Salamanca;37175;2021;230;210;440;52,273;47,727
Salamanca;37175;2022;231;210;441;52,381;47,619
Salamanca;37175;2023;228;215;443;51,467;48,533
Salamanca;37176;2021;76;60;136;55,882;44,118
Salamanca;37176;2022;79;61;140;56,429;43,571
Salamanca;37176;2023;79;61;140;56,429;43,571
Salamanca;37177;2021;152;116;268;56,716;43,284
Salamanca;37177;2022;155;121;276;56,159;43,841
Salamanca;37177;2023;168;123;291;57,732;42,268
Salamanca;37178;2021;52;44;96;54,167;45,833
Salamanca;37178;2022;47;43;90;52,222;47,778
Salamanca;37178;2023;47;44;91;51,648;48,352
Salamanca;37179;2021;110;102;212;51,887;48,113
Salamanca;37179;2022;110;99;209;52,632;47,368
Salamanca;37179;2023;104;100;204;50,980;49,020
Salamanca;37180;2021;34;30;64;53,125;46,875
Salamanca;37180;2022;33;29;62;53,226;46,774
Salamanca;37180;2023;32;28;60;53,333;46,667
Salamanca;37181;2021;145;115;260;55,769;44,231
Salamanca;37181;2022;148;118;266;55,639;44,361
Salamanca;37181;2023;147;116;263;55,894;44,106
Salamanca;37182;2021;53;28;81;65,432;34,568
Salamanca;37182;2022;50;28;78;64,103;35,897
Salamanca;37182;2023;51;28;79;64,557;35,443
Salamanca;37183;2021;212;197;409;51,834;48,166
Salamanca;37183;2022;203;197;400;50,750;49,250
Salamanca;37183;2023;201;197;398;50,503;49,497
Salamanca;37184;2021;140;131;271;51,661;48,339
Salamanca;37184;2022;137;127;264;51,894;48,106
Salamanca;37184;2023;138;124;262;52,672;47,328
Salamanca;37185;2021;359;295;654;54,893;45,107
Salamanca;37185;2022;358;314;672;53,274;46,726
Salamanca;37185;2023;361;325;686;52,624;47,376
Salamanca;37186;2021;48;37;85;56,471;43,529
Salamanca;37186;2022;61;47;108;56,481;43,519
Salamanca;37186;2023;59;47;106;55,660;44,340
Salamanca;37187;2021;313;319;632;49,525;50,475
Salamanca;37187;2022;315;329;644;48,913;51,087
Salamanca;37187;2023;303;324;627;48,325;51,675
Salamanca;37188;2021;96;70;166;57,831;42,169
Salamanca;37188;2022;96;68;164;58,537;41,463
Salamanca;37188;2023;90;69;159;56,604;43,396
Salamanca;37189;2021;66;45;111;59,459;40,541
Salamanca;37189;2022;62;42;104;59,615;40,385
Salamanca;37189;2023;62;43;105;59,048;40,952
Salamanca;37190;2021;98;91;189;51,852;48,148
Salamanca;37190;2022;92;88;180;51,111;48,889
Salamanca;37190;2023;90;89;179;50,279;49,721
Salamanca;37191;2021;60;39;99;60,606;39,394
Salamanca;37191;2022;59;36;95;62,105;37,895
Salamanca;37191;2023;59;34;93;63,441;36,559
Salamanca;37192;2021;239;213;452;52,876;47,124
Salamanca;37192;2022;247;210;457;54,048;45,952
Salamanca;37192;2023;247;206;453;54,525;45,475
Salamanca;37193;2021;206;174;380;54,211;45,789
Salamanca;37193;2022;216;184;400;54,000;46,000
Salamanca;37193;2023;214;178;392;54,592;45,408
Salamanca;37194;2021;136;129;265;51,321;48,679
Salamanca;37194;2022;126;118;244;51,639;48,361
Salamanca;37194;2023;128;120;248;51,613;48,387
Salamanca;37195;2021;28;17;45;62,222;37,778
Salamanca;37195;2022;26;19;45;57,778;42,222
Salamanca;37195;2023;27;21;48;56,250;43,750
Salamanca;37196;2021;31;30;61;50,820;49,180
Salamanca;37196;2022;29;30;59;49,153;50,847
Salamanca;37196;2023;30;30;60;50,000;50,000
Salamanca;37197;2021;58;41;99;58,586;41,414
Salamanca;37197;2022;58;38;96;60,417;39,583
Salamanca;37197;2023;54;35;89;60,674;39,326
Salamanca;37198;2021;111;115;226;49,115;50,885
Salamanca;37198;2022;112;120;232;48,276;51,724
Salamanca;37198;2023;120;120;240;50,000;50,000
Salamanca;37199;2021;75;61;136;55,147;44,853
Salamanca;37199;2022;76;60;136;55,882;44,118
Salamanca;37199;2023;78;56;134;58,209;41,791
Salamanca;37200;2021;118;92;210;56,190;43,810
Salamanca;37200;2022;119;98;217;54,839;45,161
Salamanca;37200;2023;119;97;216;55,093;44,907
Salamanca;37201;2021;143;125;268;53,358;46,642
Salamanca;37201;2022;144;122;266;54,135;45,865
Salamanca;37201;2023;144;122;266;54,135;45,865
Salamanca;37202;2021;683;627;1310;52,137;47,863
Salamanca;37202;2022;690;644;1334;51,724;48,276
Salamanca;37202;2023;677;638;1315;51,483;48,517
Salamanca;37203;2021;90;67;157;57,325;42,675
Salamanca;37203;2022;82;61;143;57,343;42,657
Salamanca;37203;2023;89;63;152;58,553;41,447
Salamanca;37204;2021;127;124;251;50,598;49,402
Salamanca;37204;2022;122;116;238;51,261;48,739
Salamanca;37204;2023;129;121;250;51,600;48,400
Salamanca;37205;2021;125;102;227;55,066;44,934
Salamanca;37205;2022;121;104;225;53,778;46,222
Salamanca;37205;2023;120;108;228;52,632;47,368
Salamanca;37206;2021;52;44;96;54,167;45,833
Salamanca;37206;2022;47;42;89;52,809;47,191
Salamanca;37206;2023;47;40;87;54,023;45,977
Salamanca;37207;2021;263;225;488;53,893;46,107
Salamanca;37207;2022;283;241;524;54,008;45,992
Salamanca;37207;2023;298;255;553;53,888;46,112
Salamanca;37208;2021;48;27;75;64,000;36,000
Salamanca;37208;2022;48;28;76;63,158;36,842
Salamanca;37208;2023;45;29;74;60,811;39,189
Salamanca;37209;2021;269;236;505;53,267;46,733
Salamanca;37209;2022;270;240;510;52,941;47,059
Salamanca;37209;2023;272;241;513;53,021;46,979
Salamanca;37211;2021;117;94;211;55,450;44,550
Salamanca;37211;2022;119;96;215;55,349;44,651
Salamanca;37211;2023;116;92;208;55,769;44,231
Salamanca;37212;2021;66;56;122;54,098;45,902
Salamanca;37212;2022;70;59;129;54,264;45,736
Salamanca;37212;2023;72;59;131;54,962;45,038
Salamanca;37213;2021;50;35;85;58,824;41,176
Salamanca;37213;2022;48;33;81;59,259;40,741
Salamanca;37213;2023;44;32;76;57,895;42,105
Salamanca;37214;2021;62;56;118;52,542;47,458
Salamanca;37214;2022;69;56;125;55,200;44,800
Salamanca;37214;2023;64;57;121;52,893;47,107
Salamanca;37215;2021;95;66;161;59,006;40,994
Salamanca;37215;2022;95;68;163;58,282;41,718
Salamanca;37215;2023;96;68;164;58,537;41,463
Salamanca;37216;2021;168;148;316;53,165;46,835
Salamanca;37216;2022;171;145;316;54,114;45,886
Salamanca;37216;2023;168;139;307;54,723;45,277
Salamanca;37217;2021;27;31;58;46,552;53,448
Salamanca;37217;2022;28;29;57;49,123;50,877
Salamanca;37217;2023;29;31;60;48,333;51,667
Salamanca;37218;2021;27;20;47;57,447;42,553
Salamanca;37218;2022;27;15;42;64,286;35,714
Salamanca;37218;2023;28;15;43;65,116;34,884
Salamanca;37219;2021;81;82;163;49,693;50,307
Salamanca;37219;2022;85;78;163;52,147;47,853
Salamanca;37219;2023;80;76;156;51,282;48,718
Salamanca;37221;2021;219;189;408;53,676;46,324
Salamanca;37221;2022;212;183;395;53,671;46,329
Salamanca;37221;2023;199;170;369;53,930;46,070
Salamanca;37222;2021;46;35;81;56,790;43,210
Salamanca;37222;2022;44;36;80;55,000;45,000
Salamanca;37222;2023;47;33;80;58,750;41,250
Salamanca;37223;2021;53;48;101;52,475;47,525
Salamanca;37223;2022;54;45;99;54,545;45,455
Salamanca;37223;2023;56;44;100;56,000;44,000
Salamanca;37224;2021;104;87;191;54,450;45,550
Salamanca;37224;2022;97;88;185;52,432;47,568
Salamanca;37224;2023;96;86;182;52,747;47,253
Salamanca;37225;2021;58;46;104;55,769;44,231
Salamanca;37225;2022;59;46;105;56,190;43,810
Salamanca;37225;2023;59;50;109;54,128;45,872
Salamanca;37226;2021;86;89;175;49,143;50,857
Salamanca;37226;2022;82;79;161;50,932;49,068
Salamanca;37226;2023;83;70;153;54,248;45,752
Salamanca;37228;2021;178;153;331;53,776;46,224
Salamanca;37228;2022;168;153;321;52,336;47,664
Salamanca;37228;2023;164;142;306;53,595;46,405
Salamanca;37229;2021;93;60;153;60,784;39,216
Salamanca;37229;2022;89;59;148;60,135;39,865
Salamanca;37229;2023;91;56;147;61,905;38,095
Salamanca;37230;2021;130;125;255;50,980;49,020
Salamanca;37230;2022;135;127;262;51,527;48,473
Salamanca;37230;2023;135;124;259;52,124;47,876
Salamanca;37231;2021;139;118;257;54,086;45,914
Salamanca;37231;2022;139;120;259;53,668;46,332
Salamanca;37231;2023;137;113;250;54,800;45,200
Salamanca;37232;2021;228;160;388;58,763;41,237
Salamanca;37232;2022;235;160;395;59,494;40,506
Salamanca;37232;2023;234;160;394;59,391;40,609
Salamanca;37233;2021;31;18;49;63,265;36,735
Salamanca;37233;2022;32;21;53;60,377;39,623
Salamanca;37233;2023;33;21;54;61,111;38,889
Salamanca;37234;2021;156;160;316;49,367;50,633
Salamanca;37234;2022;153;154;307;49,837;50,163
Salamanca;37234;2023;166;162;328;50,610;49,390
Salamanca;37235;2021;119;103;222;53,604;46,396
Salamanca;37235;2022;116;102;218;53,211;46,789
Salamanca;37235;2023;118;107;225;52,444;47,556
Salamanca;37236;2021;74;51;125;59,200;40,800
Salamanca;37236;2022;71;51;122;58,197;41,803
Salamanca;37236;2023;73;51;124;58,871;41,129
Salamanca;37237;2021;185;140;325;56,923;43,077
Salamanca;37237;2022;193;134;327;59,021;40,979
Salamanca;37237;2023;188;128;316;59,494;40,506
Salamanca;37238;2021;64;58;122;52,459;47,541
Salamanca;37238;2022;64;62;126;50,794;49,206
Salamanca;37238;2023;67;61;128;52,344;47,656
Salamanca;37239;2021;113;104;217;52,074;47,926
Salamanca;37239;2022;109;102;211;51,659;48,341
Salamanca;37239;2023;111;98;209;53,110;46,890
Salamanca;37240;2021;658;567;1225;53,714;46,286
Salamanca;37240;2022;689;595;1284;53,660;46,340
Salamanca;37240;2023;724;598;1322;54,766;45,234
Salamanca;37241;2021;102;71;173;58,960;41,040
Salamanca;37241;2022;98;68;166;59,036;40,964
Salamanca;37241;2023;97;65;162;59,877;40,123
Salamanca;37242;2021;47;32;79;59,494;40,506
Salamanca;37242;2022;46;30;76;60,526;39,474
Salamanca;37242;2023;44;30;74;59,459;40,541
Salamanca;37243;2021;47;40;87;54,023;45,977
Salamanca;37243;2022;42;38;80;52,500;47,500
Salamanca;37243;2023;40;32;72;55,556;44,444
Salamanca;37244;2021;69;70;139;49,640;50,360
Salamanca;37244;2022;70;73;143;48,951;51,049
Salamanca;37244;2023;74;81;155;47,742;52,258
Salamanca;37245;2021;170;170;340;50,000;50,000
Salamanca;37245;2022;166;159;325;51,077;48,923
Salamanca;37245;2023;164;154;318;51,572;48,428
Salamanca;37246;2021;3039;3112;6151;49,407;50,593
Salamanca;37246;2022;3026;3103;6129;49,372;50,628
Salamanca;37246;2023;2999;3096;6095;49,204;50,796
Salamanca;37247;2021;97;79;176;55,114;44,886
Salamanca;37247;2022;100;80;180;55,556;44,444
Salamanca;37247;2023;106;81;187;56,684;43,316
Salamanca;37248;2021;83;76;159;52,201;47,799
Salamanca;37248;2022;88;82;170;51,765;48,235
Salamanca;37248;2023;92;76;168;54,762;45,238
Salamanca;37249;2021;25;12;37;67,568;32,432
Salamanca;37249;2022;24;12;36;66,667;33,333
Salamanca;37249;2023;23;12;35;65,714;34,286
Salamanca;37250;2021;177;150;327;54,128;45,872
Salamanca;37250;2022;178;139;317;56,151;43,849
Salamanca;37250;2023;171;142;313;54,633;45,367
Salamanca;37251;2021;59;67;126;46,825;53,175
Salamanca;37251;2022;57;64;121;47,107;52,893
Salamanca;37251;2023;60;62;122;49,180;50,820
Salamanca;37252;2021;60;43;103;58,252;41,748
Salamanca;37252;2022;62;42;104;59,615;40,385
Salamanca;37252;2023;64;43;107;59,813;40,187
Salamanca;37253;2021;86;73;159;54,088;45,912
Salamanca;37253;2022;86;69;155;55,484;44,516
Salamanca;37253;2023;87;68;155;56,129;43,871
Salamanca;37254;2021;101;81;182;55,495;44,505
Salamanca;37254;2022;104;79;183;56,831;43,169
Salamanca;37254;2023;106;78;184;57,609;42,391
Salamanca;37255;2021;34;17;51;66,667;33,333
Salamanca;37255;2022;30;15;45;66,667;33,333
Salamanca;37255;2023;36;21;57;63,158;36,842
Salamanca;37256;2021;122;84;206;59,223;40,777
Salamanca;37256;2022;125;84;209;59,809;40,191
Salamanca;37256;2023;120;80;200;60,000;40,000
Salamanca;37257;2021;28;25;53;52,830;47,170
Salamanca;37257;2022;31;26;57;54,386;45,614
Salamanca;37257;2023;29;25;54;53,704;46,296
Salamanca;37258;2021;82;59;141;58,156;41,844
Salamanca;37258;2022;85;65;150;56,667;43,333
Salamanca;37258;2023;84;61;145;57,931;42,069
Salamanca;37259;2021;23;15;38;60,526;39,474
Salamanca;37259;2022;23;16;39;58,974;41,026
Salamanca;37259;2023;18;15;33;54,545;45,455
Salamanca;37260;2021;78;69;147;53,061;46,939
Salamanca;37260;2022;79;68;147;53,741;46,259
Salamanca;37260;2023;76;66;142;53,521;46,479
Salamanca;37261;2021;125;93;218;57,339;42,661
Salamanca;37261;2022;123;90;213;57,746;42,254
Salamanca;37261;2023;131;93;224;58,482;41,518
Salamanca;37262;2021;43;32;75;57,333;42,667
Salamanca;37262;2022;40;28;68;58,824;41,176
Salamanca;37262;2023;40;27;67;59,701;40,299
Salamanca;37263;2021;176;193;369;47,696;52,304
Salamanca;37263;2022;170;187;357;47,619;52,381
Salamanca;37263;2023;174;187;361;48,199;51,801
Salamanca;37264;2021;28;30;58;48,276;51,724
Salamanca;37264;2022;28;34;62;45,161;54,839
Salamanca;37264;2023;31;37;68;45,588;54,412
Salamanca;37265;2021;107;103;210;50,952;49,048
Salamanca;37265;2022;103;107;210;49,048;50,952
Salamanca;37265;2023;101;102;203;49,754;50,246
Salamanca;37266;2021;39;25;64;60,938;39,062
Salamanca;37266;2022;37;27;64;57,812;42,188
Salamanca;37266;2023;37;27;64;57,812;42,188
Salamanca;37267;2021;99;82;181;54,696;45,304
Salamanca;37267;2022;94;86;180;52,222;47,778
Salamanca;37267;2023;93;81;174;53,448;46,552
Salamanca;37268;2021;61;42;103;59,223;40,777
Salamanca;37268;2022;62;41;103;60,194;39,806
Salamanca;37268;2023;64;43;107;59,813;40,187
Salamanca;37269;2021;262;207;469;55,864;44,136
Salamanca;37269;2022;256;200;456;56,140;43,860
Salamanca;37269;2023;256;206;462;55,411;44,589
Salamanca;37270;2021;104;94;198;52,525;47,475
Salamanca;37270;2022;108;90;198;54,545;45,455
Salamanca;37270;2023;105;86;191;54,974;45,026
Salamanca;37271;2021;191;161;352;54,261;45,739
Salamanca;37271;2022;187;159;346;54,046;45,954
Salamanca;37271;2023;194;149;343;56,560;43,440
Salamanca;37272;2021;89;68;157;56,688;43,312
Salamanca;37272;2022;97;73;170;57,059;42,941
Salamanca;37272;2023;98;75;173;56,647;43,353
Salamanca;37273;2021;50;41;91;54,945;45,055
Salamanca;37273;2022;48;41;89;53,933;46,067
Salamanca;37273;2023;45;40;85;52,941;47,059
Salamanca;37274;2021;65017;78532;143549;45,293;54,707
Salamanca;37274;2022;64549;78037;142586;45,270;54,730
Salamanca;37274;2023;64936;78730;143666;45,199;54,801
Salamanca;37275;2021;56;42;98;57,143;42,857
Salamanca;37275;2022;59;42;101;58,416;41,584
Salamanca;37275;2023;63;42;105;60,000;40,000
Salamanca;37276;2021;71;52;123;57,724;42,276
Salamanca;37276;2022;68;47;115;59,130;40,870
Salamanca;37276;2023;68;45;113;60,177;39,823
Salamanca;37277;2021;39;37;76;51,316;48,684
Salamanca;37277;2022;38;38;76;50,000;50,000
Salamanca;37277;2023;39;39;78;50,000;50,000
Salamanca;37278;2021;539;496;1035;52,077;47,923
Salamanca;37278;2022;560;516;1076;52,045;47,955
Salamanca;37278;2023;582;532;1114;52,244;47,756
Salamanca;37279;2021;421;356;777;54,183;45,817
Salamanca;37279;2022;404;340;744;54,301;45,699
Salamanca;37279;2023;403;340;743;54,240;45,760
Salamanca;37280;2021;41;36;77;53,247;46,753
Salamanca;37280;2022;39;39;78;50,000;50,000
Salamanca;37280;2023;35;36;71;49,296;50,704
Salamanca;37281;2021;22;16;38;57,895;42,105
Salamanca;37281;2022;21;16;37;56,757;43,243
Salamanca;37281;2023;21;15;36;58,333;41,667
Salamanca;37282;2021;115;119;234;49,145;50,855
Salamanca;37282;2022;114;118;232;49,138;50,862
Salamanca;37282;2023;113;111;224;50,446;49,554
Salamanca;37283;2021;67;49;116;57,759;42,241
Salamanca;37283;2022;69;51;120;57,500;42,500
Salamanca;37283;2023;69;49;118;58,475;41,525
Salamanca;37284;2021;202;157;359;56,267;43,733
Salamanca;37284;2022;206;163;369;55,827;44,173
Salamanca;37284;2023;211;160;371;56,873;43,127
Salamanca;37285;2021;197;170;367;53,678;46,322
Salamanca;37285;2022;191;164;355;53,803;46,197
Salamanca;37285;2023;191;164;355;53,803;46,197
Salamanca;37286;2021;122;103;225;54,222;45,778
Salamanca;37286;2022;136;115;251;54,183;45,817
Salamanca;37286;2023;131;109;240;54,583;45,417
Salamanca;37287;2021;170;165;335;50,746;49,254
Salamanca;37287;2022;172;159;331;51,964;48,036
Salamanca;37287;2023;170;148;318;53,459;46,541
Salamanca;37288;2021;180;151;331;54,381;45,619
Salamanca;37288;2022;190;155;345;55,072;44,928
Salamanca;37288;2023;190;164;354;53,672;46,328
Salamanca;37289;2021;106;103;209;50,718;49,282
Salamanca;37289;2022;106;104;210;50,476;49,524
Salamanca;37289;2023;106;108;214;49,533;50,467
Salamanca;37290;2021;75;56;131;57,252;42,748
Salamanca;37290;2022;79;59;138;57,246;42,754
Salamanca;37290;2023;85;64;149;57,047;42,953
Salamanca;37291;2021;158;119;277;57,040;42,960
Salamanca;37291;2022;156;121;277;56,318;43,682
Salamanca;37291;2023;157;121;278;56,475;43,525
Salamanca;37292;2021;55;42;97;56,701;43,299
