Provincia;CMuni;CUSEC;area_km2
Soria;42120;4212001001;167,133
Soria;42121;4212101001;55,278
Soria;42123;4212301001;62,017
Soria;42124;4212401001;3,653
Soria;42125;4212501001;11,350
Soria;42127;4212701001;36,526
Soria;42128;4212801001;13,208
Soria;42129;4212901001;25,008
Soria;42130;4213001001;25,107
Soria;42131;4213101001;21,922
Soria;42132;4213201001;85,054
Soria;42134;4213401001;46,604
Soria;42134;4213401002;52,104
Soria;42135;4213501001;39,893
Soria;42139;4213901001;19,371
Soria;42140;4214001001;12,934
Soria;42141;4214101001;64,254
Soria;42142;4214201001;36,773
Soria;42144;4214401001;183,780
Soria;42145;4214501001;29,939
Soria;42148;4214801001;38,446
Soria;42149;4214901001;101,457
Soria;42151;4215101001;10,372
Soria;42152;4215201001;67,254
Soria;42153;4215301001;24,369
Soria;42154;4215401001;36,208
Soria;42155;4215501001;172,628
Soria;42156;4215601001;20,432
Soria;42157;4215701001;23,423
Soria;42158;4215801001;49,984
Soria;42159;4215901001;18,602
Soria;42160;4216001001;125,958
Soria;42161;4216101001;2,693
Soria;42162;4216201001;6,329
Soria;42162;4216201002;234,499
Soria;42162;4216201003;165,559
Soria;42163;4216301001;21,082
Soria;42164;4216401001;60,532
Soria;42165;4216501001;176,078
Soria;42166;4216601001;33,492
Soria;42167;4216701001;49,123
Soria;42168;4216801001;45,374
Soria;42171;4217101001;60,122
Soria;42172;4217201001;19,467
Soria;42173;4217301001;0,119
Soria;42173;4217301002;0,078
Soria;42173;4217301003;0,069
Soria;42173;4217301004;0,101
Soria;42173;4217301005;0,063
Soria;42173;4217301006;0,086
Soria;42173;4217301007;1,102
Soria;42173;4217301008;0,436
Soria;42173;4217302001;0,054
Soria;42173;4217302002;0,200
Soria;42173;4217302003;0,084
Soria;42173;4217302004;0,116
Soria;42173;4217302005;0,143
Soria;42173;4217302006;0,523
Soria;42173;4217302007;0,292
Soria;42173;4217302008;0,050
Soria;42173;4217302009;0,066
Soria;42173;4217302010;0,100
Soria;42173;4217302011;0,186
Soria;42173;4217302012;203,293
Soria;42173;4217302013;0,104
Soria;42173;4217302014;9,240
Soria;42173;4217303001;24,642
Soria;42173;4217303002;13,071
Soria;42173;4217303003;17,348
Soria;42174;4217401001;60,492
Soria;42175;4217501001;39,162
Soria;42176;4217601001;20,853
Soria;42177;4217701001;18,052
Soria;42178;4217801001;52,931
Soria;42181;4218101001;64,086
Soria;42182;4218201001;36,884
Soria;42183;4218301001;77,906
Soria;42184;4218401001;41,121
Soria;42185;4218501001;17,443
Soria;42187;4218701001;52,295
Soria;42188;4218801001;20,496
Soria;42189;4218901001;17,112
Soria;42190;4219001001;14,065
Soria;42191;4219101001;19,446
Soria;42192;4219201001;13,290
Soria;42193;4219301001;4,843
Soria;42194;4219401001;62,930
Soria;42195;4219501001;51,371
Soria;42196;4219601001;31,896
Soria;42197;4219701001;32,146
Soria;42198;4219801001;22,913
Soria;42200;4220001001;71,538
Soria;42201;4220101001;18,561
Soria;42202;4220201001;19,666
Soria;42204;4220401001;56,123
Soria;42205;4220501001;81,276
Soria;42206;4220601001;21,413
Soria;42207;4220701001;11,694
Soria;42208;4220801001;25,274
Soria;42209;4220901001;126,939
Soria;42211;4221101001;14,363
Soria;42212;4221201001;61,711
Soria;42213;4221301001;21,551
Soria;42215;4221501001;142,936
Soria;42216;4221601001;24,288
Soria;42217;4221701001;16,607
Soria;42218;4221801001;54,250
Soria;42219;4221901001;24,930
Valladolid;47001;4700101001;16,261
Valladolid;47002;4700201001;27,012
Valladolid;47003;4700301001;49,832
Valladolid;47004;4700401001;69,770
Valladolid;47004;4700401002;32,786
Valladolid;47005;4700501001;48,003
Valladolid;47006;4700601001;19,917
Valladolid;47007;4700701001;16,455
Valladolid;47007;4700701002;3,311
Valladolid;47007;4700701003;30,916
Valladolid;47007;4700701004;2,884
Valladolid;47008;4700801001;17,156
Valladolid;47009;4700901001;15,901
Valladolid;47010;4701001001;0,392
Valladolid;47010;4701001002;0,178
Valladolid;47010;4701001003;0,642
Valladolid;47010;4701001004;0,165
Valladolid;47010;4701001005;0,820
Valladolid;47010;4701001006;2,050
Valladolid;47010;4701001007;5,458
Valladolid;47010;4701001008;0,584
Valladolid;47010;4701001009;0,349
Valladolid;47010;4701001010;0,652
Valladolid;47010;4701001011;0,425
Valladolid;47011;4701101001;42,589
Valladolid;47012;4701201001;20,697
Valladolid;47013;4701301001;27,131
Valladolid;47014;4701401001;12,960
Valladolid;47015;4701501001;38,243
Valladolid;47016;4701601001;16,546
Valladolid;47017;4701701001;41,370
Valladolid;47018;4701801001;13,940
Valladolid;47019;4701901001;15,853
Valladolid;47020;4702001001;32,698
Valladolid;47021;4702101001;16,311
Valladolid;47022;4702201001;6,196
Valladolid;47023;4702301001;12,640
Valladolid;47023;4702301002;5,746
Valladolid;47023;4702301003;5,727
Valladolid;47024;4702401001;29,921
Valladolid;47025;4702501001;27,441
Valladolid;47026;4702601001;21,915
Valladolid;47027;4702701001;34,052
Valladolid;47027;4702701002;11,316
Valladolid;47028;4702801001;10,297
Valladolid;47029;4702901001;28,082
Valladolid;47030;4703001001;46,764
Valladolid;47031;4703101001;32,790
Valladolid;47032;4703201001;17,451
Valladolid;47033;4703301001;32,083
Valladolid;47034;4703401001;23,506
Valladolid;47035;4703501001;56,496
Valladolid;47036;4703601001;27,729
Valladolid;47037;4703701001;30,194
Valladolid;47038;4703801001;25,789
Valladolid;47039;4703901001;35,905
Valladolid;47040;4704001001;16,879
Valladolid;47041;4704101001;15,968
Valladolid;47042;4704201001;16,848
Valladolid;47043;4704301001;87,003
Valladolid;47044;4704401001;29,190
Valladolid;47045;4704501001;124,450
Valladolid;47046;4704601001;24,869
Valladolid;47047;4704701001;32,440
Valladolid;47048;4704801001;36,114
Valladolid;47049;4704901001;21,329
Valladolid;47050;4705001001;9,395
Valladolid;47050;4705001002;20,179
Valladolid;47050;4705001003;31,538
Valladolid;47051;4705101001;30,357
Valladolid;47052;4705201001;19,590
Valladolid;47052;4705201002;8,172
Valladolid;47052;4705201003;1,938
Valladolid;47052;4705201004;0,152
Valladolid;47052;4705201005;1,652
Valladolid;47052;4705201006;0,240
Valladolid;47053;4705301001;13,556
Valladolid;47054;4705401001;73,482
Valladolid;47055;4705501001;42,421
Valladolid;47056;4705601001;17,780
Valladolid;47057;4705701001;23,538
Valladolid;47058;4705801001;47,864
Valladolid;47059;4705901001;18,994
Valladolid;47060;4706001001;30,836
Valladolid;47061;4706101001;41,504
Valladolid;47062;4706201001;36,112
Valladolid;47063;4706301001;16,386
Valladolid;47064;4706401001;16,961
Valladolid;47065;4706501001;64,458
Valladolid;47066;4706601001;25,127
Valladolid;47067;4706701001;20,944
Valladolid;47068;4706801001;13,604
Valladolid;47069;4706901001;11,214
Valladolid;47070;4707001001;20,508
Valladolid;47071;4707101001;18,177
Valladolid;47073;4707301001;29,484
Valladolid;47074;4707401001;34,726
Valladolid;47075;4707501001;10,569
Valladolid;47075;4707501002;12,392
Valladolid;47075;4707502001;25,646
Valladolid;47075;4707502002;11,898
Valladolid;47076;4707601001;0,353
Valladolid;47076;4707601002;0,126
Valladolid;47076;4707601003;0,333
Valladolid;47076;4707601004;0,034
Valladolid;47076;4707601005;0,038
Valladolid;47076;4707601006;7,865
Valladolid;47076;4707601007;0,832
Valladolid;47076;4707601008;0,085
Valladolid;47076;4707601009;1,263
Valladolid;47076;4707601010;13,360
Valladolid;47076;4707601011;0,014
Valladolid;47076;4707601012;0,068
Valladolid;47076;4707601013;0,035
Valladolid;47076;4707601014;0,040
Valladolid;47076;4707601015;0,072
Valladolid;47076;4707601016;4,257
Valladolid;47076;4707601017;0,312
Valladolid;47076;4707601018;0,054
Valladolid;47077;4707701001;48,341
Valladolid;47078;4707801001;27,565
Valladolid;47079;4707901001;15,214
Valladolid;47080;4708001001;18,812
Valladolid;47081;4708101001;12,670
Valladolid;47082;4708201001;50,499
Valladolid;47083;4708301001;12,307
Valladolid;47084;4708401001;150,618
Valladolid;47085;4708501001;0,066
Valladolid;47085;4708501002;0,125
Valladolid;47085;4708501003;8,776
Valladolid;47085;4708501004;0,102
Valladolid;47085;4708501005;14,091
Valladolid;47085;4708501006;3,747
Valladolid;47085;4708502001;3,670
Valladolid;47085;4708502002;0,162
Valladolid;47085;4708502003;0,173
Valladolid;47085;4708502004;14,334
Valladolid;47085;4708503001;38,606
Valladolid;47085;4708503002;2,521
Valladolid;47085;4708503003;15,126
Valladolid;47085;4708503004;51,659
Valladolid;47086;4708601001;65,461
Valladolid;47086;4708601002;9,638
Valladolid;47086;4708602001;0,115
Valladolid;47086;4708602002;39,945
Valladolid;47087;4708701001;19,046
Valladolid;47088;4708801001;23,025
Valladolid;47089;4708901001;35,034
Valladolid;47090;4709001001;27,300
Valladolid;47090;4709001002;18,922
Valladolid;47091;4709101001;29,933
Valladolid;47092;4709201001;33,962
Valladolid;47093;4709301001;59,532
Valladolid;47094;4709401001;42,487
Valladolid;47095;4709501001;15,292
Valladolid;47096;4709601001;15,883
Valladolid;47097;4709701001;31,337
Valladolid;47098;4709801001;63,803
Valladolid;47099;4709901001;19,063
Valladolid;47100;4710001001;22,512
Valladolid;47101;4710101001;24,702
Valladolid;47101;4710101002;101,386
Valladolid;47102;4710201001;35,803
Valladolid;47103;4710301001;29,320
Valladolid;47104;4710401001;8,396
Valladolid;47104;4710401002;31,548
Valladolid;47104;4710402001;21,539
Valladolid;47104;4710402002;67,825
Valladolid;47105;4710501001;24,834
Valladolid;47106;4710601001;16,111
Valladolid;47109;4710901001;32,200
Valladolid;47110;4711001001;44,762
Valladolid;47111;4711101001;56,739
Valladolid;47112;4711201001;24,405
Valladolid;47112;4711201002;6,295
Valladolid;47113;4711301001;51,930
Valladolid;47114;4711401001;9,671
Valladolid;47114;4711401002;28,141
Valladolid;47114;4711402001;13,428
Valladolid;47114;4711402002;24,842
Valladolid;47115;4711501001;66,201
Valladolid;47116;4711601001;55,829
Valladolid;47117;4711701001;29,951
Valladolid;47118;4711801001;21,259
Valladolid;47119;4711901001;23,400
Valladolid;47121;4712101001;50,528
Valladolid;47122;4712201001;39,773
Valladolid;47122;4712202001;24,627
Valladolid;47123;4712301001;35,094
Valladolid;47124;4712401001;27,956
Valladolid;47125;4712501001;20,475
Valladolid;47126;4712601001;10,832
Valladolid;47127;4712701001;28,063
Valladolid;47128;4712801001;14,594
Valladolid;47129;4712901001;55,138
Valladolid;47130;4713001001;32,201
Valladolid;47131;4713101001;27,628
Valladolid;47132;4713201001;21,192
Valladolid;47133;4713301001;20,901
Valladolid;47133;4713301002;8,182
Valladolid;47134;4713401001;22,701
Valladolid;47135;4713501001;8,843
Valladolid;47137;4713701001;11,487
Valladolid;47138;4713801001;25,585
Valladolid;47139;4713901001;90,493
Valladolid;47140;4714001001;15,828
Valladolid;47141;4714101001;26,313
Valladolid;47142;4714201001;35,500
Valladolid;47143;4714301001;24,874
Valladolid;47144;4714401001;58,188
Valladolid;47145;4714501001;55,486
Valladolid;47146;4714601001;7,445
Valladolid;47147;4714701001;24,899
Valladolid;47148;4714801001;44,354
Valladolid;47149;4714901001;10,683
Valladolid;47150;4715001001;41,766
Valladolid;47151;4715101001;10,647
Valladolid;47152;4715201001;25,004
Valladolid;47153;4715301001;54,002
Valladolid;47154;4715401001;24,155
Valladolid;47155;4715501001;1,136
Valladolid;47155;4715501002;12,696
Valladolid;47156;4715601001;37,892
Valladolid;47157;4715701001;19,662
Valladolid;47158;4715801001;65,885
Valladolid;47159;4715901001;24,185
Valladolid;47160;4716001001;61,259
Valladolid;47161;4716101001;27,597
Valladolid;47161;4716101002;8,138
Valladolid;47161;4716101003;6,831
Valladolid;47162;4716201001;37,775
Valladolid;47163;4716301001;47,310
Valladolid;47164;4716401001;61,521
Valladolid;47165;4716501001;15,060
Valladolid;47165;4716501002;21,314
Valladolid;47165;4716501003;39,850
Valladolid;47165;4716502001;10,615
Valladolid;47165;4716502002;47,959
Valladolid;47165;4716502003;6,845
Valladolid;47166;4716601001;27,343
Valladolid;47167;4716701001;59,881
Valladolid;47168;4716801001;7,280
Valladolid;47169;4716901001;23,591
Valladolid;47170;4717001001;30,144
Valladolid;47171;4717101001;66,085
Valladolid;47172;4717201001;50,736
Valladolid;47173;4717301001;26,289
Valladolid;47174;4717401001;37,792
Valladolid;47175;4717501001;0,170
Valladolid;47175;4717501002;2,827
Valladolid;47175;4717501003;28,825
Valladolid;47175;4717502001;0,178
Valladolid;47175;4717502002;26,442
Valladolid;47175;4717502003;2,055
Valladolid;47176;4717601001;35,998
Valladolid;47177;4717701001;18,737
Valladolid;47178;4717801001;44,070
Valladolid;47179;4717901001;46,547
Valladolid;47180;4718001001;14,647
Valladolid;47181;4718101001;42,063
Valladolid;47182;4718201001;36,278
Valladolid;47183;4718301001;30,842
Valladolid;47184;4718401001;43,297
Valladolid;47185;4718501001;21,294
Valladolid;47186;4718601001;0,112
Valladolid;47186;4718601003;0,079
Valladolid;47186;4718601006;0,096
Valladolid;47186;4718601007;0,062
Valladolid;47186;4718602001;0,028
Valladolid;47186;4718602002;0,181
Valladolid;47186;4718602004;0,080
Valladolid;47186;4718602005;0,077
Valladolid;47186;4718602006;0,036
Valladolid;47186;4718602007;0,024
Valladolid;47186;4718602008;0,019
Valladolid;47186;4718602009;0,013
Valladolid;47186;4718602010;0,043
Valladolid;47186;4718602012;0,026
Valladolid;47186;4718602013;0,057
Valladolid;47186;4718602014;0,076
Valladolid;47186;4718602015;0,095
Valladolid;47186;4718602017;0,016
Valladolid;47186;4718602019;0,060
Valladolid;47186;4718603001;0,024
Valladolid;47186;4718603002;0,032
Valladolid;47186;4718603003;0,028
Valladolid;47186;4718603004;0,026
Valladolid;47186;4718603005;0,029
Valladolid;47186;4718603007;0,026
Valladolid;47186;4718603008;0,078
Valladolid;47186;4718603009;0,022
Valladolid;47186;4718604001;0,042
Valladolid;47186;4718604002;0,021
Valladolid;47186;4718604003;0,042
Valladolid;47186;4718604004;0,027
Valladolid;47186;4718604005;0,043
Valladolid;47186;4718604006;0,031
Valladolid;47186;4718604007;0,051
Valladolid;47186;4718604008;0,014
Valladolid;47186;4718604009;0,022
Valladolid;47186;4718604010;0,018
Valladolid;47186;4718604011;0,038
Valladolid;47186;4718604012;0,037
Valladolid;47186;4718604013;0,020
Valladolid;47186;4718604014;0,017
Valladolid;47186;4718604015;0,025
Valladolid;47186;4718604016;0,041
Valladolid;47186;4718604017;0,039
Valladolid;47186;4718604018;0,035
Valladolid;47186;4718604020;0,014
Valladolid;47186;4718604021;0,053
Valladolid;47186;4718604023;0,010
Valladolid;47186;4718604024;0,128
Valladolid;47186;4718604025;0,013
Valladolid;47186;4718604026;0,028
Valladolid;47186;4718604027;0,046
Valladolid;47186;4718604028;0,049
Valladolid;47186;4718604029;0,040
Valladolid;47186;4718604030;0,027
Valladolid;47186;4718604032;0,039
Valladolid;47186;4718604033;0,023
Valladolid;47186;4718604034;0,027
Valladolid;47186;4718604036;0,054
Valladolid;47186;4718604037;0,491
Valladolid;47186;4718604038;0,947
Valladolid;47186;4718604039;0,035
Valladolid;47186;4718604040;9,708
Valladolid;47186;4718604041;0,850
Valladolid;47186;4718605001;0,052
Valladolid;47186;4718605002;0,089
Valladolid;47186;4718605004;0,054
Valladolid;47186;4718605006;0,067
Valladolid;47186;4718605007;0,034
Valladolid;47186;4718606001;0,021
Valladolid;47186;4718606002;0,019
Valladolid;47186;4718606003;0,044
Valladolid;47186;4718606005;0,027
Valladolid;47186;4718606006;0,025
Valladolid;47186;4718606007;0,035
Valladolid;47186;4718606009;0,034
Valladolid;47186;4718606010;0,029
Valladolid;47186;4718606012;0,033
Valladolid;47186;4718606013;0,015
Valladolid;47186;4718606014;0,028
Valladolid;47186;4718606015;0,018
Valladolid;47186;4718606016;0,015
Valladolid;47186;4718606017;0,019
Valladolid;47186;4718606018;0,029
Valladolid;47186;4718606019;0,030
Valladolid;47186;4718606020;0,083
Valladolid;47186;4718606021;0,019
Valladolid;47186;4718606022;0,240
Valladolid;47186;4718606023;0,039
Valladolid;47186;4718606024;0,067
Valladolid;47186;4718606025;0,039
Valladolid;47186;4718606026;0,032
Valladolid;47186;4718606027;0,031
Valladolid;47186;4718606028;0,025
Valladolid;47186;4718606029;0,030
Valladolid;47186;4718606030;0,061
Valladolid;47186;4718606031;9,914
Valladolid;47186;4718606032;0,024
Valladolid;47186;4718606034;0,031
Valladolid;47186;4718606036;3,131
Valladolid;47186;4718606037;0,018
Valladolid;47186;4718606038;0,113
Valladolid;47186;4718606039;0,118
Valladolid;47186;4718607001;0,111
Valladolid;47186;4718607003;0,031
Valladolid;47186;4718607004;0,062
Valladolid;47186;4718607005;0,053
Valladolid;47186;4718607006;0,017
Valladolid;47186;4718607007;0,037
Valladolid;47186;4718607008;0,042
Valladolid;47186;4718607010;0,032
Valladolid;47186;4718607011;0,222
Valladolid;47186;4718607013;0,028
Valladolid;47186;4718607014;0,570
Valladolid;47186;4718607015;0,043
Valladolid;47186;4718607016;0,031
Valladolid;47186;4718607018;0,035
Valladolid;47186;4718607019;0,031
Valladolid;47186;4718607020;0,029
Valladolid;47186;4718607021;0,036
Valladolid;47186;4718608001;0,027
Valladolid;47186;4718608002;0,185
Valladolid;47186;4718608004;0,105
Valladolid;47186;4718608005;0,028
Valladolid;47186;4718608006;0,061
Valladolid;47186;4718608009;0,039
Valladolid;47186;4718608012;0,034
Valladolid;47186;4718608013;0,025
Valladolid;47186;4718608014;0,022
Valladolid;47186;4718608015;0,014
Valladolid;47186;4718608016;0,014
Valladolid;47186;4718608017;0,023
Valladolid;47186;4718608018;0,017
Valladolid;47186;4718608020;0,045
Valladolid;47186;4718608021;0,017
Valladolid;47186;4718608023;0,014
Valladolid;47186;4718608024;0,250
Valladolid;47186;4718608025;0,021
Valladolid;47186;4718608026;0,016
Valladolid;47186;4718608027;0,016
Valladolid;47186;4718608028;0,075
Valladolid;47186;4718608030;0,012
Valladolid;47186;4718608031;0,246
Valladolid;47186;4718608032;0,109
Valladolid;47186;4718608033;0,110
Valladolid;47186;4718608034;0,208
Valladolid;47186;4718608035;0,321
Valladolid;47186;4718608037;0,028
Valladolid;47186;4718608038;0,021
Valladolid;47186;4718608039;0,012
Valladolid;47186;4718609001;0,029
Valladolid;47186;4718609002;0,171
Valladolid;47186;4718609003;0,045
Valladolid;47186;4718609004;0,052
Valladolid;47186;4718609006;0,023
Valladolid;47186;4718609007;0,119
Valladolid;47186;4718609009;0,102
Valladolid;47186;4718609010;0,059
Valladolid;47186;4718609011;0,072
Valladolid;47186;4718610002;0,020
Valladolid;47186;4718610003;0,034
Valladolid;47186;4718610004;0,019
Valladolid;47186;4718610005;0,052
Valladolid;47186;4718610007;0,268
Valladolid;47186;4718610008;1,758
Valladolid;47186;4718610009;0,073
Valladolid;47186;4718610010;0,116
Valladolid;47186;4718610011;0,202
Valladolid;47186;4718610013;0,050
Valladolid;47186;4718610014;0,104
Valladolid;47186;4718610015;0,019
Valladolid;47186;4718610016;0,058
Valladolid;47186;4718610017;0,057
Valladolid;47186;4718610018;0,099
Valladolid;47186;4718610019;0,086
Valladolid;47186;4718610020;0,079
Valladolid;47186;4718610021;0,080
Valladolid;47186;4718610022;0,152
Valladolid;47186;4718610024;0,612
Valladolid;47186;4718610025;0,081
Valladolid;47186;4718610026;0,027
Valladolid;47186;4718610027;0,044
Valladolid;47186;4718610028;0,020
Valladolid;47186;4718610029;0,087
Valladolid;47186;4718610030;1,560
Valladolid;47186;4718610031;0,127
Valladolid;47186;4718610032;0,139
Valladolid;47186;4718610033;0,215
Valladolid;47186;4718610034;0,148
Valladolid;47186;4718610035;0,074
Valladolid;47186;4718610036;0,044
Valladolid;47186;4718610037;0,127
Valladolid;47186;4718610038;0,045
Valladolid;47186;4718610039;0,056
Valladolid;47186;4718610040;0,044
Valladolid;47186;4718610041;0,249
Valladolid;47186;4718610042;0,080
Valladolid;47186;4718610043;0,066
Valladolid;47186;4718610044;0,033
Valladolid;47186;4718610045;0,032
Valladolid;47186;4718610046;0,258
Valladolid;47186;4718610047;0,044
Valladolid;47186;4718610048;0,231
Valladolid;47186;4718610049;0,301
Valladolid;47186;4718610050;0,157
Valladolid;47186;4718610051;0,037
Valladolid;47186;4718610052;0,166
Valladolid;47186;4718610053;0,792
Valladolid;47186;4718610054;0,037
Valladolid;47186;4718610055;0,172
Valladolid;47186;4718610056;0,201
Valladolid;47186;4718611001;0,029
Valladolid;47186;4718611002;0,034
Valladolid;47186;4718611003;0,035
Valladolid;47186;4718611004;0,028
Valladolid;47186;4718611005;0,066
Valladolid;47186;4718611006;0,025
Valladolid;47186;4718611007;0,043
Valladolid;47186;4718611008;0,023
Valladolid;47186;4718611009;0,041
Valladolid;47186;4718611010;0,083
Valladolid;47186;4718611012;0,043
Valladolid;47186;4718611013;0,044
Valladolid;47186;4718611014;0,021
Valladolid;47186;4718611015;0,157
Valladolid;47186;4718611016;0,051
Valladolid;47186;4718611017;0,095
Valladolid;47186;4718611018;0,054
Valladolid;47186;4718611019;0,020
Valladolid;47186;4718611020;0,037
Valladolid;47186;4718611021;0,423
Valladolid;47186;4718611022;0,013
Valladolid;47186;4718611025;0,038
Valladolid;47186;4718611026;0,278
Valladolid;47186;4718611027;0,016
Valladolid;47186;4718611028;0,105
Valladolid;47186;4718611029;0,020
Valladolid;47186;4718611031;0,338
Valladolid;47186;4718611032;0,246
Valladolid;47186;4718611033;0,213
Valladolid;47186;4718611034;0,123
Valladolid;47186;4718611035;0,134
Valladolid;47186;4718611036;0,545
Valladolid;47186;4718611037;0,176
Valladolid;47186;4718611038;0,259
Valladolid;47186;4718611039;0,791
Valladolid;47186;4718611040;0,103
Valladolid;47186;4718611041;0,993
Valladolid;47186;4718611042;3,855
Valladolid;47186;4718611043;0,196
Valladolid;47186;4718612002;20,181
Valladolid;47186;4718612003;24,181
Valladolid;47186;4718612004;12,945
Valladolid;47187;4718701001;31,368
Valladolid;47188;4718801001;17,495
Valladolid;47189;4718901001;23,019
Valladolid;47190;4719001001;19,952
Valladolid;47191;4719101001;22,642
Valladolid;47192;4719201001;16,203
Valladolid;47193;4719301001;17,974
Valladolid;47194;4719401001;11,306
Valladolid;47195;4719501001;51,009
Valladolid;47196;4719601001;16,972
Valladolid;47197;4719701001;67,125
Valladolid;47198;4719801001;17,430
Valladolid;47199;4719901001;24,083
Valladolid;47200;4720001001;15,921
Valladolid;47203;4720301001;20,697
Valladolid;47204;4720401001;10,390
Valladolid;47205;4720501001;60,489
Valladolid;47206;4720601001;26,190
Valladolid;47207;4720701001;37,448
Valladolid;47208;4720801001;12,278
Valladolid;47209;4720901001;18,352
Valladolid;47210;4721001001;42,742
Valladolid;47211;4721101001;14,165
Valladolid;47212;4721201001;100,648
Valladolid;47213;4721301001;21,963
Valladolid;47214;4721401001;70,015
Valladolid;47215;4721501001;18,258
Valladolid;47216;4721601001;12,232
Valladolid;47217;4721701001;26,996
Valladolid;47217;4721701002;18,641
Valladolid;47218;4721801001;37,425
Valladolid;47219;4721901001;11,399
Valladolid;47220;4722001001;34,929
Valladolid;47221;4722101001;19,166
Valladolid;47222;4722201001;15,157
Valladolid;47223;4722301001;36,219
Valladolid;47224;4722401001;13,444
Valladolid;47225;4722501001;14,155
Valladolid;47226;4722601001;45,093
Valladolid;47227;4722701001;21,819
Valladolid;47228;4722801001;58,194
Valladolid;47229;4722901001;36,055
Valladolid;47230;4723001001;38,158
Valladolid;47231;4723101001;5,531
Valladolid;47231;4723101002;6,666
Valladolid;47231;4723101003;3,262
Valladolid;47231;4723101004;4,747
Valladolid;47232;4723201001;23,978
Zamora;49002;4900201001;23,269
Zamora;49003;4900301001;54,822
Zamora;49004;4900401001;13,684
Zamora;49005;4900501001;73,073
Zamora;49006;4900601001;18,185
Zamora;49007;4900701001;45,639
Zamora;49008;4900801001;76,430
Zamora;49009;4900901001;23,153
Zamora;49010;4901001001;12,086
Zamora;49011;4901101001;12,246
Zamora;49012;4901201001;12,652
Zamora;49013;4901301001;23,100
Zamora;49014;4901401001;17,647
Zamora;49015;4901501001;15,700
Zamora;49016;4901601001;42,175
Zamora;49017;4901701001;42,649
Zamora;49018;4901801001;60,017
Zamora;49019;4901901001;19,017
Zamora;49020;4902001001;68,561
Zamora;49021;4902101001;25,515
Zamora;49021;4902101002;0,078
Zamora;49021;4902101003;0,082
Zamora;49021;4902101004;0,171
Zamora;49021;4902101005;0,597
Zamora;49021;4902101006;0,107
Zamora;49021;4902101007;0,146
Zamora;49021;4902102001;0,080
Zamora;49021;4902102002;0,136
Zamora;49021;4902102003;0,137
Zamora;49021;4902102004;4,094
Zamora;49021;4902102005;2,616
Zamora;49021;4902102006;11,179
Zamora;49021;4902103001;0,075
Zamora;49021;4902103002;0,125
Zamora;49022;4902201001;23,338
Zamora;49023;4902301001;189,713
Zamora;49024;4902401001;59,460
Zamora;49025;4902501001;21,702
Zamora;49026;4902601001;12,943
Zamora;49027;4902701001;17,945
Zamora;49028;4902801001;14,893
Zamora;49029;4902901001;33,051
Zamora;49030;4903001001;15,365
Zamora;49031;4903101001;49,795
Zamora;49032;4903201001;27,256
Zamora;49033;4903301001;47,655
Zamora;49034;4903401001;35,294
Zamora;49035;4903501001;41,864
Zamora;49036;4903601001;53,729
Zamora;49037;4903701001;32,818
Zamora;49038;4903801001;12,249
Zamora;49039;4903901001;12,563
Zamora;49040;4904001001;21,915
Zamora;49041;4904101001;25,038
Zamora;49042;4904201001;48,107
Zamora;49043;4904301001;64,412
Zamora;49044;4904401001;8,393
Zamora;49046;4904601001;28,582
Zamora;49047;4904701001;17,244
Zamora;49048;4904801001;36,167
Zamora;49050;4905001001;77,821
Zamora;49052;4905201001;10,260
Zamora;49053;4905301001;43,181
Zamora;49054;4905401001;75,648
Zamora;49055;4905501001;14,828
Zamora;49056;4905601001;24,709
Zamora;49057;4905701001;31,315
Zamora;49058;4905801001;34,326
Zamora;49059;4905901001;14,679
Zamora;49061;4906101001;10,005
Zamora;49062;4906201001;77,445
Zamora;49063;4906301001;54,428
Zamora;49064;4906401001;90,493
Zamora;49065;4906501001;68,208
Zamora;49066;4906601001;88,217
Zamora;49067;4906701001;48,038
Zamora;49068;4906801001;94,349
Zamora;49069;4906901001;153,147
Zamora;49071;4907101001;132,356
Zamora;49075;4907501001;4,074
Zamora;49076;4907601001;13,133
Zamora;49077;4907701001;64,556
Zamora;49078;4907801001;19,942
Zamora;49079;4907901001;21,014
Zamora;49080;4908001001;58,205
Zamora;49081;4908101001;37,884
Zamora;49081;4908102001;29,984
Zamora;49082;4908201001;48,744
Zamora;49083;4908301001;14,617
Zamora;49084;4908401001;20,074
Zamora;49085;4908501001;90,397
Zamora;49086;4908601001;15,661
Zamora;49087;4908701001;77,862
Zamora;49088;4908801001;13,498
Zamora;49090;4909001001;17,851
Zamora;49091;4909101001;41,291
Zamora;49092;4909201001;32,499
Zamora;49093;4909301001;31,608
Zamora;49094;4909401001;108,939
Zamora;49095;4909501001;33,166
Zamora;49096;4909601001;16,645
Zamora;49097;4909701001;50,956
Zamora;49098;4909801001;44,263
Zamora;49099;4909901001;21,690
Zamora;49100;4910001001;94,550
Zamora;49101;4910101001;36,370
Zamora;49102;4910201001;29,726
Zamora;49103;4910301001;32,108
Zamora;49104;4910401001;108,986
Zamora;49105;4910501001;14,438
Zamora;49107;4910701001;27,340
Zamora;49108;4910801001;60,049
Zamora;49109;4910901001;16,376
Zamora;49110;4911001001;130,324
Zamora;49111;4911101001;26,421
Zamora;49112;4911201001;64,608
Zamora;49113;4911301001;30,262
Zamora;49114;4911401001;12,135
Zamora;49115;4911501001;43,732
Zamora;49116;4911601001;40,939
Zamora;49117;4911701001;34,063
Zamora;49118;4911801001;18,127
