Provincia;CMuni;CUSEC;area_km2
Burgos;09418;0941801001;20,859
Burgos;09419;0941901001;27,929
Burgos;09421;0942101001;37,550
Burgos;09422;0942201001;9,735
Burgos;09423;0942301001;6,343
Burgos;09424;0942401001;6,942
Burgos;09425;0942501001;33,870
Burgos;09427;0942701001;1,076
Burgos;09427;0942701002;326,770
Burgos;09428;0942801001;17,488
Burgos;09429;0942901001;16,233
Burgos;09430;0943001001;19,480
Burgos;09431;0943101001;52,412
Burgos;09432;0943201001;51,975
Burgos;09433;0943301001;22,049
Burgos;09434;0943401001;13,769
Burgos;09437;0943701001;50,498
Burgos;09438;0943801001;13,743
Burgos;09439;0943901001;14,379
Burgos;09440;0944001001;26,393
Burgos;09441;0944101001;13,421
Burgos;09442;0944201001;23,898
Burgos;09443;0944301001;40,685
Burgos;09444;0944401001;20,712
Burgos;09445;0944501001;13,060
Burgos;09446;0944601001;6,754
Burgos;09447;0944701001;17,893
Burgos;09448;0944801001;38,322
Burgos;09449;0944901001;7,904
Burgos;09450;0945001001;7,376
Burgos;09451;0945101001;22,313
Burgos;09454;0945401001;6,119
Burgos;09455;0945501001;11,477
Burgos;09456;0945601001;13,096
Burgos;09458;0945801001;10,286
Burgos;09460;0946001001;43,689
Burgos;09463;0946301001;87,734
Burgos;09464;0946401001;15,284
Burgos;09466;0946601001;37,279
Burgos;09467;0946701001;13,542
Burgos;09471;0947101001;10,485
Burgos;09472;0947201001;11,728
Burgos;09473;0947301001;24,600
Burgos;09476;0947601001;25,734
Burgos;09478;0947801001;11,474
Burgos;09480;0948001001;18,751
Burgos;09482;0948201001;10,806
Burgos;09483;0948301001;22,563
Burgos;09485;0948501001;12,135
Burgos;09901;0990101001;35,761
Burgos;09902;0990201001;105,787
Burgos;09903;0990301001;0,630
Burgos;09903;0990301002;0,951
Burgos;09903;0990301003;149,456
Burgos;09904;0990401001;111,748
Burgos;09905;0990501001;263,877
Burgos;09906;0990601001;275,033
Burgos;09907;0990701001;41,479
Burgos;09908;0990801001;227,478
Leon;24001;2400101001;50,175
Leon;24002;2400201001;15,333
Leon;24003;2400301001;52,344
Leon;24004;2400401001;141,973
Leon;24005;2400501001;54,727
Leon;24006;2400601001;48,670
Leon;24007;2400701001;40,232
Leon;24008;2400801001;0,158
Leon;24008;2400801002;0,174
Leon;24008;2400802001;1,279
Leon;24008;2400802002;36,836
Leon;24008;2400802003;2,797
Leon;24008;2400803001;0,932
Leon;24008;2400803002;4,646
Leon;24009;2400901001;50,971
Leon;24010;2401001001;2,588
Leon;24010;2401001002;0,206
Leon;24010;2401001003;0,245
Leon;24010;2401001004;4,093
Leon;24010;2401001005;8,964
Leon;24010;2401001006;3,630
Leon;24012;2401201001;94,344
Leon;24014;2401401001;5,749
Leon;24014;2401401003;1,288
Leon;24014;2401401004;0,067
Leon;24014;2401401007;0,244
Leon;24015;2401501001;2,240
Leon;24015;2401501002;71,880
Leon;24016;2401601001;173,058
Leon;24017;2401701001;35,101
Leon;24018;2401801001;34,238
Leon;24020;2402001001;291,792
Leon;24021;2402101001;180,634
Leon;24022;2402201001;36,431
Leon;24023;2402301001;98,216
Leon;24024;2402401001;98,345
Leon;24025;2402501001;157,698
Leon;24027;2402701001;19,158
Leon;24028;2402801001;24,779
Leon;24029;2402901001;170,654
Leon;24030;2403001001;5,233
Leon;24030;2403001003;18,369
Leon;24031;2403101001;56,031
Leon;24032;2403201001;20,883
Leon;24033;2403301001;13,972
Leon;24036;2403601001;141,241
Leon;24037;2403701001;154,268
Leon;24038;2403801002;12,445
Leon;24039;2403901001;22,130
Leon;24039;2403901002;19,742
Leon;24040;2404001001;66,061
Leon;24041;2404101001;35,044
Leon;24042;2404201001;25,904
Leon;24043;2404301001;115,994
Leon;24044;2404401001;23,530
Leon;24046;2404601001;88,366
Leon;24047;2404701001;194,667
Leon;24050;2405001001;23,507
Leon;24051;2405101001;112,326
Leon;24052;2405201001;89,744
Leon;24053;2405301001;21,225
Leon;24054;2405401001;26,046
Leon;24055;2405501001;73,976
Leon;24056;2405601001;40,127
Leon;24056;2405601002;57,476
Leon;24058;2405801001;31,805
Leon;24060;2406001001;153,130
Leon;24062;2406201001;12,484
Leon;24063;2406301001;86,820
Leon;24064;2406401001;53,511
Leon;24065;2406501001;73,606
Leon;24065;2406501002;26,708
Leon;24066;2406601001;56,262
Leon;24067;2406701001;195,289
Leon;24068;2406801001;105,028
Leon;24069;2406901001;17,139
Leon;24070;2407001001;4,449
Leon;24070;2407001002;0,600
Leon;24070;2407001003;49,480
Leon;24070;2407001004;0,236
Leon;24071;2407101001;69,444
Leon;24073;2407301001;15,143
Leon;24074;2407401001;32,136
Leon;24077;2407701001;27,318
Leon;24078;2407801001;23,368
Leon;24079;2407901001;205,876
Leon;24080;2408001001;25,370
Leon;24081;2408101001;24,684
Leon;24083;2408301001;206,299
Leon;24084;2408401001;44,235
Leon;24086;2408601001;51,467
Leon;24087;2408701001;38,426
Leon;24088;2408801001;71,831
Leon;24089;2408901001;0,089
Leon;24089;2408901002;0,036
Leon;24089;2408901003;0,079
Leon;24089;2408901004;0,047
Leon;24089;2408901005;0,060
Leon;24089;2408901006;0,049
Leon;24089;2408902001;0,069
Leon;24089;2408902002;0,036
Leon;24089;2408902003;0,035
Leon;24089;2408902004;0,044
Leon;24089;2408902005;0,065
Leon;24089;2408902006;0,060
Leon;24089;2408902007;0,033
Leon;24089;2408902008;0,070
Leon;24089;2408902009;0,028
Leon;24089;2408902010;0,048
Leon;24089;2408903001;0,196
Leon;24089;2408903002;0,117
Leon;24089;2408903003;2,557
Leon;24089;2408903004;0,069
Leon;24089;2408903005;0,048
Leon;24089;2408903006;0,065
Leon;24089;2408903007;0,092
Leon;24089;2408903008;1,055
Leon;24089;2408903009;0,064
Leon;24089;2408903010;0,029
Leon;24089;2408903011;0,058
Leon;24089;2408903012;0,064
Leon;24089;2408903013;0,067
Leon;24089;2408903014;0,032
Leon;24089;2408903015;1,530
Leon;24089;2408903016;0,167
Leon;24089;2408903017;0,028
Leon;24089;2408903018;0,122
Leon;24089;2408903019;0,178
Leon;24089;2408903020;0,214
Leon;24089;2408903021;0,112
Leon;24089;2408904001;0,126
Leon;24089;2408904002;0,137
Leon;24089;2408904003;0,038
Leon;24089;2408904004;0,028
Leon;24089;2408904005;0,540
Leon;24089;2408904006;0,090
Leon;24089;2408904007;0,089
Leon;24089;2408904008;0,038
Leon;24089;2408904009;0,026
Leon;24089;2408904010;0,063
Leon;24089;2408904011;0,016
Leon;24089;2408904012;0,042
Leon;24089;2408904013;0,092
Leon;24089;2408904014;0,024
Leon;24089;2408904015;0,983
Leon;24089;2408905001;0,122
Leon;24089;2408905002;0,378
Leon;24089;2408905003;0,039
Leon;24089;2408905004;0,046
Leon;24089;2408905005;0,064
Leon;24089;2408905006;0,111
Leon;24089;2408905007;0,035
Leon;24089;2408905008;0,029
Leon;24089;2408905009;0,032
Leon;24089;2408905010;0,036
Leon;24089;2408905011;0,067
Leon;24089;2408906001;0,059
Leon;24089;2408906002;0,048
Leon;24089;2408906008;0,030
Leon;24089;2408906012;0,458
Leon;24089;2408906013;0,088
Leon;24089;2408906014;0,025
Leon;24089;2408906015;0,057
Leon;24089;2408906016;0,018
Leon;24089;2408907001;0,083
Leon;24089;2408907002;0,044
Leon;24089;2408907003;0,692
Leon;24089;2408907004;0,123
Leon;24089;2408907005;0,309
Leon;24089;2408907006;0,093
Leon;24089;2408907007;0,569
Leon;24089;2408907008;0,038
Leon;24089;2408907010;0,061
Leon;24089;2408907011;0,118
Leon;24089;2408907012;0,055
Leon;24089;2408907013;0,093
Leon;24089;2408908001;3,080
Leon;24089;2408909001;8,164
Leon;24089;2408909002;4,319
Leon;24089;2408909003;0,572
Leon;24089;2408910001;0,080
Leon;24089;2408910002;0,035
Leon;24089;2408910003;0,281
Leon;24089;2408910004;0,050
Leon;24089;2408910005;0,690
Leon;24089;2408910006;0,245
Leon;24089;2408910007;0,658
Leon;24090;2409001001;165,262
Leon;24091;2409101001;132,441
Leon;24092;2409201001;59,917
Leon;24093;2409301001;72,701
Leon;24094;2409401001;35,363
Leon;24095;2409501001;14,477
Leon;24096;2409601001;33,568
Leon;24097;2409701001;46,445
Leon;24098;2409801001;73,472
Leon;24099;2409901001;53,591
Leon;24101;2410101001;202,364
Leon;24102;2410201001;72,226
Leon;24103;2410301001;98,482
Leon;24104;2410401001;32,512
Leon;24105;2410501001;21,812
Leon;24106;2410601001;73,304
Leon;24107;2410701001;61,836
Leon;24108;2410801001;20,434
Leon;24112;2411201001;117,658
Leon;24113;2411301001;20,178
Leon;24114;2411401001;98,978
Leon;24114;2411401002;19,654
Leon;24114;2411401003;39,070
Leon;24115;2411501001;0,063
Leon;24115;2411501002;0,061
Leon;24115;2411501003;1,118
Leon;24115;2411501004;0,212
Leon;24115;2411501005;0,094
Leon;24115;2411501007;0,058
Leon;24115;2411501008;0,344
Leon;24115;2411501009;0,069
Leon;24115;2411501010;0,783
Leon;24115;2411501011;0,215
Leon;24115;2411501012;0,067
Leon;24115;2411502001;0,233
Leon;24115;2411502002;0,081
Leon;24115;2411502003;0,055
Leon;24115;2411502004;0,127
Leon;24115;2411502005;0,149
Leon;24115;2411502006;0,059
Leon;24115;2411502007;0,065
Leon;24115;2411502008;0,199
Leon;24115;2411502009;0,037
Leon;24115;2411502010;0,096
Leon;24115;2411502011;0,284
Leon;24115;2411502012;0,044
Leon;24115;2411502013;0,114
Leon;24115;2411502014;0,135
Leon;24115;2411502015;0,271
Leon;24115;2411502016;0,375
Leon;24115;2411502017;0,345
Leon;24115;2411503001;0,731
Leon;24115;2411503002;0,081
Leon;24115;2411503003;0,403
Leon;24115;2411503004;0,364
Leon;24115;2411503005;0,651
Leon;24115;2411503006;0,278
Leon;24115;2411503007;20,769
Leon;24115;2411504002;22,314
Leon;24115;2411505001;0,794
Leon;24115;2411505002;3,119
Leon;24115;2411505003;8,682
Leon;24115;2411505004;2,075
Leon;24115;2411505005;15,302
Leon;24115;2411505006;1,525
Leon;24115;2411506001;167,791
Leon;24116;2411601001;164,576
Leon;24117;2411701001;36,249
Leon;24118;2411801001;22,937
Leon;24119;2411901001;33,687
Leon;24120;2412001001;48,976
Leon;24121;2412101001;171,418
Leon;24122;2412201001;59,276
Leon;24123;2412301001;156,522
Leon;24124;2412401001;23,373
Leon;24125;2412501001;88,415
Leon;24127;2412701001;11,357
Leon;24129;2412901001;26,191
Leon;24130;2413001001;97,624
Leon;24131;2413101001;35,419
Leon;24132;2413201001;236,101
Leon;24133;2413301001;72,227
Leon;24134;2413401001;1,319
Leon;24134;2413401002;82,967
Leon;24134;2413401003;0,965
Leon;24136;2413601001;54,511
Leon;24137;2413701001;24,940
Leon;24139;2413901001;67,515
Leon;24139;2413901002;56,110
Leon;24141;2414101001;15,841
Leon;24142;2414201001;4,343
Leon;24142;2414201002;1,560
Leon;24142;2414201003;50,860
Leon;24142;2414202001;0,503
Leon;24142;2414202002;0,973
Leon;24142;2414202003;0,118
Leon;24142;2414202004;0,236
Leon;24142;2414202005;0,142
Leon;24142;2414202006;0,080
Leon;24142;2414202007;0,061
Leon;24142;2414202008;0,735
Leon;24142;2414202009;0,201
Leon;24142;2414202010;3,118
Leon;24142;2414202011;0,074
Leon;24142;2414202012;0,201
Leon;24142;2414202013;0,314
Leon;24142;2414203001;0,069
Leon;24142;2414203002;0,111
Leon;24142;2414203003;0,554
Leon;24143;2414301001;31,071
Leon;24144;2414401001;24,568
Leon;24145;2414501001;210,832
Leon;24146;2414601001;32,265
Leon;24148;2414801001;1,304
Leon;24148;2414801002;47,115
Leon;24149;2414901001;24,703
Leon;24150;2415001001;23,526
Leon;24151;2415101001;91,968
Leon;24152;2415201001;179,449
Leon;24153;2415301001;40,027
Leon;24154;2415401001;62,385
Leon;24155;2415501001;12,757
Leon;24156;2415601001;92,221
Leon;24157;2415701001;5,029
Leon;24157;2415701002;15,063
Leon;24158;2415801001;45,610
Leon;24159;2415901001;45,638
Leon;24160;2416001001;118,819
Leon;24161;2416101001;39,711
Leon;24163;2416301002;10,917
Leon;24163;2416301003;2,877
Leon;24164;2416401001;147,805
Leon;24166;2416601001;23,594
Leon;24167;2416701001;69,194
Leon;24168;2416801001;21,112
Leon;24169;2416901001;4,467
Leon;24169;2416901002;90,319
Leon;24170;2417001001;63,779
Leon;24172;2417201001;301,729
Leon;24173;2417301001;32,009
Leon;24174;2417401001;32,858
Leon;24176;2417601001;24,187
Leon;24177;2417701001;143,497
Leon;24178;2417801001;13,405
Leon;24180;2418001001;142,544
Leon;24181;2418101001;0,226
Leon;24181;2418101002;99,424
Leon;24182;2418201001;60,282
Leon;24183;2418301001;160,760
Leon;24184;2418401001;61,777
Leon;24185;2418501001;49,517
Leon;24187;2418701001;68,040
Leon;24188;2418801001;7,519
Leon;24188;2418801002;32,006
Leon;24188;2418801003;18,991
Leon;24189;2418901001;54,537
Leon;24189;2418901002;0,281
Leon;24189;2418901003;0,556
Leon;24189;2418901005;0,227
Leon;24190;2419001001;35,902
Leon;24191;2419101001;23,361
Leon;24194;2419401001;34,896
Leon;24196;2419601001;18,521
Leon;24196;2419601002;113,831
Leon;24197;2419701001;20,804
Leon;24198;2419801001;69,438
Leon;24199;2419901001;72,962
Leon;24202;2420201001;0,145
Leon;24202;2420201002;0,097
Leon;24202;2420201003;0,541
Leon;24202;2420201004;0,125
Leon;24202;2420201005;2,601
Leon;24202;2420201006;0,237
Leon;24202;2420202001;82,130
Leon;24202;2420202002;20,077
Leon;24202;2420203001;121,718
Leon;24202;2420203002;0,751
Leon;24203;2420301001;36,982
Leon;24205;2420501001;44,951
Leon;24207;2420701001;16,635
Leon;24210;2421001001;167,417
Leon;24211;2421101001;16,238
Leon;24212;2421201001;57,822
Leon;24213;2421301001;31,656
Leon;24214;2421401001;79,034
Leon;24215;2421501001;39,625
Leon;24216;2421601001;57,199
Leon;24217;2421701001;37,230
Leon;24218;2421801001;31,897
Leon;24219;2421901001;31,837
Leon;24221;2422101001;53,442
Leon;24222;2422201001;18,746
Leon;24222;2422201002;4,144
Leon;24222;2422201003;0,161
Leon;24222;2422201004;0,330
Leon;24222;2422201005;1,392
Leon;24222;2422201006;0,847
Leon;24222;2422201007;2,194
Leon;24222;2422202001;20,852
Leon;24222;2422202002;3,560
Leon;24222;2422202003;0,149
Leon;24222;2422202004;0,527
Leon;24223;2422301001;32,050
Leon;24223;2422301002;4,203
Leon;24224;2422401001;25,872
Leon;24225;2422501001;59,971
Leon;24226;2422601001;56,512
Leon;24227;2422701001;56,913
Leon;24228;2422801001;45,828
Leon;24229;2422901001;145,859
Leon;24230;2423001001;53,965
Leon;24901;2490101001;176,331
Leon;24902;2490201001;48,294
Palencia;34001;3400101001;11,392
Palencia;34003;3400301001;27,147
Palencia;34004;3400401001;0,075
Palencia;34004;3400401002;0,121
Palencia;34004;3400402001;0,619
Palencia;34004;3400402002;2,601
Palencia;34004;3400402003;23,693
Palencia;34004;3400403001;209,201
Palencia;34005;3400501001;57,886
Palencia;34006;3400601001;35,191
Palencia;34009;3400901001;10,169
Palencia;34010;3401001001;133,134
Palencia;34011;3401101001;78,821
Palencia;34012;3401201001;62,797
Palencia;34015;3401501001;19,427
Palencia;34017;3401701001;122,894
Palencia;34018;3401801001;34,572
Palencia;34019;3401901001;30,523
Palencia;34020;3402001001;19,698
Palencia;34022;3402201001;158,762
Palencia;34023;3402301001;12,695
Palencia;34023;3402301002;0,271
Palencia;34023;3402301003;0,466
Palencia;34023;3402301005;0,122
Palencia;34023;3402301006;0,689
Palencia;34024;3402401001;22,105
Palencia;34025;3402501001;14,532
Palencia;34027;3402701001;53,270
Palencia;34028;3402801001;18,557
Palencia;34029;3402901001;78,934
Palencia;34031;3403101001;16,139
Palencia;34032;3403201001;19,595
Palencia;34033;3403301001;14,523
Palencia;34034;3403401001;28,645
Palencia;34035;3403501001;51,258
Palencia;34036;3403601001;62,454
Palencia;34037;3403701001;81,615
Palencia;34038;3403801001;18,981
Palencia;34039;3403901001;31,195
Palencia;34041;3404101001;17,985
Palencia;34042;3404201001;25,932
Palencia;34045;3404501001;18,266
Palencia;34046;3404601001;13,692
Palencia;34047;3404701001;44,634
Palencia;34047;3404701002;18,718
Palencia;34048;3404801001;23,859
Palencia;34049;3404901001;106,365
Palencia;34050;3405001001;48,910
Palencia;34051;3405101001;40,245
Palencia;34052;3405201001;33,930
Palencia;34053;3405301001;52,954
Palencia;34055;3405501001;71,442
Palencia;34056;3405601001;1,092
Palencia;34056;3405601002;0,607
Palencia;34056;3405601003;324,325
Palencia;34057;3405701001;50,828
Palencia;34058;3405801001;44,029
Palencia;34059;3405901001;63,280
Palencia;34060;3406001001;46,485
Palencia;34061;3406101001;20,992
Palencia;34062;3406201001;68,903
Palencia;34063;3406301001;38,785
Palencia;34066;3406601001;21,088
Palencia;34067;3406701001;43,764
Palencia;34068;3406801001;20,937
Palencia;34069;3406901001;28,170
Palencia;34069;3406901002;96,133
Palencia;34070;3407001001;45,250
Palencia;34071;3407101001;38,024
Palencia;34072;3407201001;34,322
Palencia;34073;3407301001;44,015
Palencia;34074;3407401001;46,569
Palencia;34076;3407601001;60,494
Palencia;34077;3407701001;42,911
Palencia;34079;3407901001;28,582
Palencia;34080;3408001001;0,046
Palencia;34080;3408002001;0,288
Palencia;34080;3408002002;0,111
Palencia;34080;3408002003;51,166
Palencia;34081;3408101001;32,332
Palencia;34082;3408201001;32,307
Palencia;34083;3408301001;0,579
Palencia;34083;3408301002;98,447
Palencia;34084;3408401001;27,548
Palencia;34086;3408601001;29,518
Palencia;34087;3408701001;35,337
Palencia;34088;3408801001;16,342
Palencia;34089;3408901001;20,920
Palencia;34091;3409101001;43,520
Palencia;34092;3409201001;28,931
Palencia;34093;3409301001;20,070
Palencia;34094;3409401001;28,296
Palencia;34096;3409601001;17,068
Palencia;34098;3409801001;27,832
Palencia;34099;3409901001;12,590
Palencia;34100;3410001001;25,522
Palencia;34101;3410101001;21,851
Palencia;34102;3410201001;25,238
Palencia;34103;3410301001;18,558
Palencia;34104;3410401001;26,565
Palencia;34106;3410601001;28,210
Palencia;34107;3410701001;20,724
Palencia;34108;3410801001;45,890
Palencia;34109;3410901001;29,261
Palencia;34110;3411001001;6,803
Palencia;34112;3411201001;13,798
Palencia;34113;3411301001;8,137
Palencia;34114;3411401001;103,553
Palencia;34116;3411601001;18,167
Palencia;34120;3412001001;0,128
Palencia;34120;3412001003;0,032
Palencia;34120;3412001004;0,033
Palencia;34120;3412001005;0,031
Palencia;34120;3412002001;0,102
Palencia;34120;3412002002;0,042
Palencia;34120;3412002003;69,130
Palencia;34120;3412003001;0,036
Palencia;34120;3412003002;0,041
Palencia;34120;3412003004;0,038
Palencia;34120;3412003005;0,071
Palencia;34120;3412004001;0,072
Palencia;34120;3412004002;0,044
Palencia;34120;3412004003;0,060
Palencia;34120;3412004004;0,232
Palencia;34120;3412004005;1,063
Palencia;34120;3412004006;0,069
Palencia;34120;3412004007;0,083
Palencia;34120;3412004008;0,023
Palencia;34120;3412004009;0,034
Palencia;34120;3412005001;0,091
Palencia;34120;3412005002;0,090
Palencia;34120;3412005003;0,073
Palencia;34120;3412005004;1,070
Palencia;34120;3412005005;0,053
Palencia;34120;3412005006;0,076
Palencia;34120;3412005007;0,052
Palencia;34120;3412005008;0,070
Palencia;34120;3412005009;0,043
Palencia;34120;3412005010;0,074
Palencia;34120;3412005011;0,487
Palencia;34120;3412005012;0,044
Palencia;34120;3412005013;7,169
Palencia;34120;3412005014;0,860
Palencia;34120;3412005015;0,051
Palencia;34120;3412006001;0,068
Palencia;34120;3412006002;0,070
Palencia;34120;3412006003;8,517
Palencia;34120;3412006004;0,206
Palencia;34120;3412006006;0,445
Palencia;34120;3412006007;0,045
Palencia;34120;3412007001;0,264
Palencia;34120;3412007002;0,042
Palencia;34120;3412007003;0,133
Palencia;34120;3412007004;2,405
Palencia;34120;3412007005;0,044
Palencia;34120;3412007006;0,021
Palencia;34120;3412007007;0,082
Palencia;34120;3412007008;0,022
Palencia;34120;3412007009;0,034
Palencia;34120;3412007010;0,084
Palencia;34120;3412007011;0,025
Palencia;34120;3412007012;0,103
Palencia;34120;3412007013;0,017
Palencia;34120;3412007014;0,018
Palencia;34120;3412007015;0,027
Palencia;34120;3412007016;0,079
Palencia;34120;3412007017;0,032
Palencia;34120;3412007018;0,189
Palencia;34120;3412007019;0,150
Palencia;34120;3412007020;0,126
Palencia;34121;3412101001;75,681
Palencia;34122;3412201001;22,753
Palencia;34123;3412301001;93,190
Palencia;34123;3412301002;35,754
Palencia;34124;3412401001;19,270
Palencia;34125;3412501001;32,372
Palencia;34126;3412601001;21,052
Palencia;34127;3412701001;27,449
Palencia;34129;3412901001;51,995
Palencia;34130;3413001001;12,383
Palencia;34131;3413101001;22,864
Palencia;34132;3413201001;23,248
Palencia;34133;3413301001;19,781
Palencia;34134;3413401001;14,865
Palencia;34135;3413501001;80,228
Palencia;34136;3413601001;24,329
Palencia;34137;3413701001;13,811
Palencia;34139;3413901001;21,305
Palencia;34140;3414001001;29,489
Palencia;34141;3414101001;11,509
Palencia;34143;3414301001;51,041
Palencia;34146;3414601001;23,119
Palencia;34147;3414701001;22,238
Palencia;34149;3414901001;13,409
Palencia;34151;3415101001;65,634
Palencia;34152;3415201001;22,397
Palencia;34154;3415401001;20,550
Palencia;34155;3415501001;15,479
Palencia;34156;3415601001;19,787
Palencia;34157;3415701001;0,607
Palencia;34157;3415701002;1,349
Palencia;34157;3415701003;129,958
Palencia;34158;3415801001;21,192
Palencia;34159;3415901001;32,617
Palencia;34160;3416001001;41,104
Palencia;34161;3416101001;10,771
Palencia;34163;3416301001;15,532
Palencia;34165;3416501001;18,222
Palencia;34167;3416701001;19,940
Palencia;34168;3416801001;25,499
Palencia;34169;3416901001;70,658
Palencia;34170;3417001001;25,523
Palencia;34171;3417101001;111,706
Palencia;34174;3417401001;34,676
Palencia;34175;3417501001;12,300
Palencia;34176;3417601001;25,253
Palencia;34177;3417701001;12,937
Palencia;34178;3417801001;46,311
Palencia;34179;3417901001;21,553
Palencia;34180;3418001001;20,739
Palencia;34181;3418101001;20,669
Palencia;34182;3418201001;83,585
Palencia;34184;3418401001;28,238
Palencia;34185;3418501001;63,275
Palencia;34186;3418601001;29,001
Palencia;34189;3418901001;20,584
Palencia;34190;3419001001;28,799
Palencia;34192;3419201001;42,573
Palencia;34196;3419601001;38,941
Palencia;34201;3420101001;57,328
Palencia;34202;3420201001;11,190
Palencia;34204;3420401001;21,779
Palencia;34205;3420501001;34,042
Palencia;34206;3420601001;64,859
Palencia;34208;3420801001;20,663
Palencia;34210;3421001001;32,641
Palencia;34211;3421101001;40,772
Palencia;34213;3421301001;17,836
Palencia;34214;3421401001;33,843
Palencia;34215;3421501001;25,404
Palencia;34216;3421601001;26,316
Palencia;34217;3421701001;18,994
Palencia;34218;3421801001;26,288
Palencia;34220;3422001001;35,809
Palencia;34221;3422101001;58,102
Palencia;34222;3422201001;53,139
Palencia;34223;3422301001;13,289
Palencia;34224;3422401001;25,175
Palencia;34225;3422501001;0,431
Palencia;34225;3422501002;17,589
Palencia;34225;3422501003;11,496
Palencia;34225;3422501004;10,485
Palencia;34227;3422701001;16,558
Palencia;34228;3422801001;31,027
Palencia;34229;3422901001;26,403
Palencia;34230;3423001001;7,678
Palencia;34231;3423101001;80,272
Palencia;34232;3423201001;30,257
Palencia;34233;3423301001;20,490
Palencia;34234;3423401001;30,323
Palencia;34236;3423601001;26,142
Palencia;34237;3423701001;42,032
Palencia;34238;3423801001;37,213
Palencia;34240;3424001001;22,051
Palencia;34241;3424101001;8,695
Palencia;34242;3424201001;9,023
Palencia;34243;3424301001;40,586
Palencia;34245;3424501001;77,925
Palencia;34246;3424601001;23,518
Palencia;34901;3490101001;88,544
Palencia;34902;3490201001;62,970
Palencia;34903;3490301001;71,205
Palencia;34904;3490401001;165,608
Salamanca;37001;3700101001;23,124
Salamanca;37002;3700201001;44,558
Salamanca;37003;3700301001;27,979
Salamanca;37004;3700401001;24,134
Salamanca;37005;3700501001;32,330
Salamanca;37006;3700601001;19,370
Salamanca;37007;3700701001;49,181
Salamanca;37008;3700801001;11,283
Salamanca;37008;3700801002;19,156
Salamanca;37008;3700801003;16,084
Salamanca;37009;3700901001;22,382
Salamanca;37010;3701001001;60,786
Salamanca;37011;3701101001;30,116
Salamanca;37012;3701201001;21,259
Salamanca;37013;3701301001;37,193
Salamanca;37014;3701401001;46,253
Salamanca;37015;3701501001;41,990
Salamanca;37016;3701601001;5,479
Salamanca;37017;3701701001;55,655
Salamanca;37018;3701801001;14,518
Salamanca;37019;3701901001;8,420
Salamanca;37020;3702001001;32,856
Salamanca;37021;3702101001;17,583
Salamanca;37022;3702201001;24,300
Salamanca;37023;3702301001;31,492
Salamanca;37024;3702401001;12,856
Salamanca;37025;3702501001;70,709
Salamanca;37026;3702601001;60,521
Salamanca;37027;3702701001;19,303
Salamanca;37028;3702801001;39,118
Salamanca;37029;3702901001;37,047
Salamanca;37030;3703001001;20,250
Salamanca;37031;3703101001;23,261
Salamanca;37032;3703201001;25,254
Salamanca;37033;3703301001;11,486
Salamanca;37034;3703401001;7,100
Salamanca;37035;3703501001;38,941
Salamanca;37036;3703601001;10,394
Salamanca;37037;3703701001;24,157
Salamanca;37038;3703801001;22,606
Salamanca;37039;3703901001;50,567
Salamanca;37040;3704001001;36,124
Salamanca;37041;3704101001;37,591
Salamanca;37042;3704201001;21,154
Salamanca;37044;3704401001;37,904
Salamanca;37045;3704501001;18,546
Salamanca;37046;3704601003;0,102
Salamanca;37046;3704602001;0,170
Salamanca;37046;3704602002;0,099
Salamanca;37046;3704603001;0,077
Salamanca;37046;3704603002;0,147
Salamanca;37046;3704603003;0,119
Salamanca;37046;3704604001;0,081
Salamanca;37046;3704604002;0,052
Salamanca;37046;3704604003;44,232
Salamanca;37046;3704604004;0,100
Salamanca;37046;3704604005;0,086
Salamanca;37047;3704701001;26,638
Salamanca;37049;3704901001;28,500
Salamanca;37050;3705001001;38,727
Salamanca;37051;3705101001;30,566
Salamanca;37052;3705201001;30,234
Salamanca;37054;3705401001;60,824
Salamanca;37055;3705501001;32,956
Salamanca;37056;3705601001;14,596
Salamanca;37057;3705701001;23,015
Salamanca;37058;3705801001;14,916
Salamanca;37059;3705901001;59,302
Salamanca;37060;3706001001;27,056
Salamanca;37061;3706101001;47,393
Salamanca;37062;3706201001;8,493
Salamanca;37063;3706301001;13,917
Salamanca;37065;3706501001;45,045
Salamanca;37067;3706701001;5,697
Salamanca;37067;3706701002;5,950
Salamanca;37068;3706801001;24,878
Salamanca;37069;3706901001;28,169
Salamanca;37070;3707001001;25,744
Salamanca;37071;3707101001;9,470
Salamanca;37072;3707201001;44,117
Salamanca;37073;3707301001;20,038
Salamanca;37074;3707401001;26,067
Salamanca;37077;3707701001;45,203
Salamanca;37078;3707801001;60,207
Salamanca;37079;3707901001;38,809
Salamanca;37080;3708001001;7,516
Salamanca;37081;3708101001;71,149
Salamanca;37082;3708201001;78,480
Salamanca;37083;3708301001;37,069
Salamanca;37085;3708501001;3,679
Salamanca;37085;3708501002;0,103
Salamanca;37085;3708501003;1,005
Salamanca;37085;3708501004;8,841
Salamanca;37086;3708601001;70,625
Salamanca;37087;3708701001;76,642
Salamanca;37088;3708801001;41,002
Salamanca;37089;3708901001;29,621
Salamanca;37090;3709001001;1,263
Salamanca;37091;3709101001;42,674
Salamanca;37092;3709201001;13,844
Salamanca;37096;3709601001;155,971
Salamanca;37097;3709701001;30,409
Salamanca;37098;3709801001;10,742
Salamanca;37099;3709901001;15,495
Salamanca;37100;3710001001;17,954
Salamanca;37101;3710101001;51,669
Salamanca;37102;3710201001;25,880
