Provincia;CMuni;Periodo;Edad_media_de_la_población;Porcentaje_de_hogares_unipersonales;Porcentaje_de_población_española;Porcentaje_de_población_extranjera;Tamaño_medio_del_hogar;100_y_más_años;De_0_a_4_años;De_5_a_9_años;De_10_a_14_años;De_15_a_19_años;De_20_a_24_años;De_25_a_29_años;De_30_a_34_años;De_35_a_39_años;De_40_a_44_años;De_45_a_49_años;De_50_a_54_años;De_55_a_59_años;De_60_a_64_años;De_65_a_69_años;De_70_a_74_años;De_75_a_79_años;De_80_a_84_años;De_85_a_89_años;De_90_a_94_años;De_95_a_99_años;poblacion__menor_16;poblacion_16_64;poblacion_mayor_65;Indice_Envejecimiento;Tasa_Dependencia;Hombres;Mujeres;Población;%_Hombres;%_Mujeres;area_km2;Densidad de población;Rural
Burgos;09442;2022;52,200;40,500;93,400;6,600;2,200;0;6;4;15;17;26;18;19;25;21;30;38;44;29;26;33;22;22;19;7;2;28;264;131;4,679;0,602;228;195;423;53,901;46,099;23,898;17,700;True
Burgos;09442;2023;53,400;42,700;93,100;6,900;2,100;0;5;7;10;17;26;19;23;19;16;33;35;49;27;29;31;25;18;22;9;3;25;261;137;5,480;0,621;224;199;423;52,955;47,045;23,898;17,700;True
Burgos;09443;2021;55,500;54,700;94,400;5,600;1,900;0;0;0;4;3;5;15;11;3;6;7;10;13;25;15;7;6;10;10;6;1;5;97;55;11,000;0,619;76;81;157;48,408;51,592;40,685;3,859;True
Burgos;09443;2022;55,000;55,700;96,700;3,300;1,900;0;2;0;2;4;3;14;16;4;6;5;10;18;27;14;7;6;8;10;4;2;5;106;51;10,200;0,528;81;81;162;50,000;50,000;40,685;3,982;True
Burgos;09443;2023;54,100;56,400;93,400;6,600;1,900;0;2;1;3;4;2;12;16;8;5;5;9;16;25;16;11;6;6;12;4;2;7;101;57;8,143;0,634;82;83;165;49,697;50,303;40,685;4,056;True
Burgos;09444;2021;62,300;50,000;100,000;0,000;1,900;0;2;0;0;0;2;3;1;3;3;2;4;10;4;8;5;6;5;4;2;0;2;32;30;15,000;1,000;34;30;64;53,125;46,875;20,712;3,090;True
Burgos;09444;2022;62,500;51,600;100,000;0,000;1,900;0;1;0;0;0;2;2;1;1;3;3;4;6;7;8;5;7;5;4;1;1;1;29;31;31,000;1,103;33;28;61;54,098;45,902;20,712;2,945;True
Burgos;09444;2023;64,100;53,300;98,200;1,800;1,900;0;1;0;0;0;2;2;1;0;3;4;3;6;7;7;6;8;3;5;0;1;1;28;30;30,000;1,107;32;27;59;54,237;45,763;20,712;2,849;True
Burgos;09445;2021;62,700;67,700;100,000;0,000;1,400;0;1;0;0;0;0;2;1;2;1;1;1;7;7;8;3;5;2;2;1;1;1;22;22;22,000;1,045;33;12;45;73,333;26,667;13,060;3,446;True
Burgos;09445;2022;61,400;66,700;100,000;0,000;1,400;0;0;1;0;0;0;4;1;2;1;2;1;6;5;11;2;6;3;1;2;1;1;22;26;26,000;1,227;37;12;49;75,510;24,490;13,060;3,752;True
Burgos;09445;2023;63,600;68,800;100,000;0,000;1,400;0;0;1;0;0;0;2;3;2;1;1;2;6;4;10;4;5;2;2;1;1;1;21;25;25,000;1,238;37;10;47;78,723;21,277;13,060;3,599;True
Burgos;09446;2021;59,000;50,000;100,000;0,000;2,300;0;0;0;0;0;0;0;0;2;0;0;1;3;1;0;1;1;0;0;1;0;0;7;3;inf;0,429;7;3;10;70,000;30,000;6,754;1,481;True
Burgos;09446;2022;60,000;50,000;100,000;0,000;2,300;0;0;0;0;0;0;0;0;2;0;0;1;2;1;1;1;0;0;0;1;0;0;6;3;inf;0,500;6;3;9;66,667;33,333;6,754;1,333;True
Burgos;09446;2023;61,000;50,000;100,000;0,000;2,300;0;0;0;0;0;0;0;0;2;0;0;1;1;2;1;1;0;0;0;1;0;0;6;3;inf;0,500;6;3;9;66,667;33,333;6,754;1,333;True
Burgos;09447;2021;62,400;35,000;100,000;0,000;2,200;0;0;1;0;1;0;0;0;2;2;4;3;9;1;10;2;0;1;4;4;0;1;22;21;21,000;1,000;27;17;44;61,364;38,636;17,893;2,459;True
Burgos;09447;2022;64,000;35,000;100,000;0,000;2,100;0;0;1;0;1;0;0;0;1;3;4;2;8;3;9;3;0;1;4;4;0;1;22;21;21,000;1,000;27;17;44;61,364;38,636;17,893;2,459;True
Burgos;09447;2023;63,500;43,500;100,000;0,000;1,900;0;0;0;1;0;0;0;0;1;2;4;1;10;3;8;3;1;0;2;6;0;1;21;20;20,000;1,000;25;17;42;59,524;40,476;17,893;2,347;True
Burgos;09448;2021;57,400;46,000;93,700;6,300;2,000;1;2;1;2;6;8;10;8;10;9;16;22;23;23;7;21;17;17;14;5;2;6;134;84;14,000;0,672;136;88;224;60,714;39,286;38,322;5,845;True
Burgos;09448;2022;57,900;47,000;92,400;7,600;2,000;0;2;1;2;5;9;7;11;12;8;16;20;25;20;17;16;15;17;14;6;2;6;132;87;14,500;0,705;137;88;225;60,889;39,111;38,322;5,871;True
Burgos;09448;2023;56,500;46,100;89,200;10,800;2,000;0;0;2;2;6;5;11;10;13;7;16;20;24;22;18;13;17;17;12;7;3;5;133;87;17,400;0,692;138;87;225;61,333;38,667;38,322;5,871;True
Burgos;09449;2021;50,800;23,300;91,500;8,500;2,700;0;1;5;5;8;2;2;4;7;4;11;12;8;6;12;12;5;5;2;1;2;13;62;39;3,000;0,839;67;47;114;58,772;41,228;7,904;14,423;True
Burgos;09449;2022;50,600;28,300;91,600;8,400;2,600;0;1;4;8;6;3;3;2;9;4;7;17;7;5;13;11;8;4;3;1;2;14;62;42;3,000;0,903;70;48;118;59,322;40,678;7,904;14,929;True
Burgos;09449;2023;50,400;23,900;91,000;9,000;2,600;0;0;6;4;9;5;3;3;6;6;6;17;7;4;14;12;7;5;3;1;1;12;64;43;3,583;0,859;71;48;119;59,664;40,336;7,904;15,056;True
Burgos;09450;2021;59,000;66,700;95,800;4,200;1,300;0;0;0;1;0;0;0;0;2;2;1;1;3;3;4;2;2;1;2;0;0;1;12;11;11,000;1,000;16;8;24;66,667;33,333;7,376;3,254;True
Burgos;09450;2022;59,800;65,000;96,300;3,700;1,400;0;0;0;1;0;0;0;0;3;2;1;1;2;4;3;2;3;1;1;0;0;1;13;10;10,000;0,846;15;9;24;62,500;37,500;7,376;3,254;True
Burgos;09450;2023;60,800;65,000;96,300;3,700;1,400;0;0;0;1;0;0;0;0;4;1;2;1;1;5;2;5;3;1;1;0;0;1;14;12;12,000;0,929;17;10;27;62,963;37,037;7,376;3,661;True
Burgos;09451;2021;50,800;33,100;91,200;8,800;2,300;0;5;3;7;10;14;9;17;17;20;30;18;20;18;22;30;9;12;7;4;0;17;171;84;4,941;0,591;140;132;272;51,471;48,529;22,313;12,190;True
Burgos;09451;2022;50,400;33,600;91,500;8,500;2,300;0;7;2;7;8;16;11;17;18;21;28;20;23;15;22;33;12;9;9;1;4;18;175;90;5,000;0,617;146;137;283;51,590;48,410;22,313;12,683;True
Burgos;09451;2023;51,500;33,900;92,500;7,500;2,300;0;6;5;7;8;14;14;17;15;20;27;25;24;14;22;22;23;7;8;3;2;20;176;87;4,350;0,608;143;140;283;50,530;49,470;22,313;12,683;True
Burgos;09454;2021;56,900;40,900;95,400;4,600;1,900;0;1;0;0;0;1;0;1;1;5;3;5;4;7;2;3;3;2;1;0;0;1;27;11;11,000;0,444;23;16;39;58,974;41,026;6,119;6,374;True
Burgos;09454;2022;57,400;43,500;95,600;4,400;2,000;0;1;0;0;0;1;0;0;2;4;5;5;5;8;3;2;3;3;1;0;0;1;30;12;12,000;0,433;25;18;43;58,140;41,860;6,119;7,027;True
Burgos;09454;2023;58,600;42,900;97,600;2,400;2,000;0;1;0;0;0;1;1;0;1;2;7;4;7;6;5;3;2;4;1;0;0;1;29;15;15,000;0,552;25;20;45;55,556;44,444;6,119;7,354;True
Burgos;09455;2021;54,500;36,800;95,700;4,300;2,400;0;1;1;0;0;2;5;4;3;1;1;2;6;8;1;3;2;2;3;2;1;2;32;14;7,000;0,500;29;19;48;60,417;39,583;11,477;4,182;True
Burgos;09455;2022;58,000;45,000;95,500;4,500;2,200;0;1;1;0;0;1;4;5;2;2;1;2;5;7;3;3;2;3;3;0;1;2;29;15;7,500;0,586;26;20;46;56,522;43,478;11,477;4,008;True
Burgos;09455;2023;58,400;47,600;95,700;4,300;2,200;0;0;0;0;0;1;3;6;0;2;1;3;5;8;3;3;2;2;3;1;1;0;29;15;inf;0,517;27;17;44;61,364;38,636;11,477;3,834;True
Burgos;09456;2021;55,500;45,600;88,100;11,900;2,200;1;4;2;3;1;2;6;6;6;7;12;18;18;11;12;5;16;8;6;5;1;9;87;54;6,000;0,724;80;70;150;53,333;46,667;13,096;11,454;True
Burgos;09456;2022;55,500;42,400;89,300;10,700;2,300;0;4;2;3;3;2;6;5;8;5;12;18;17;13;11;4;14;11;5;6;1;10;88;52;5,200;0,705;80;70;150;53,333;46,667;13,096;11,454;True
Burgos;09456;2023;56,500;42,900;89,400;10,600;2,200;0;4;2;3;2;4;5;6;4;6;15;17;17;13;13;4;10;12;7;4;1;9;89;51;5,667;0,674;80;69;149;53,691;46,309;13,096;11,378;True
Burgos;09458;2021;38,800;28,700;96,700;3,300;2,500;0;35;60;47;27;22;16;42;62;85;80;52;53;35;21;27;11;6;8;2;0;147;469;75;0,510;0,473;374;317;691;54,124;45,876;10,286;67,179;True
Burgos;09458;2022;39,200;31,300;96,500;3,500;2,500;0;29;60;60;29;27;19;41;63;83;78;58;54;42;21;29;12;4;9;1;0;155;488;76;0,490;0,473;388;331;719;53,964;46,036;10,286;69,901;True
Burgos;09458;2023;40,000;32,400;97,100;2,900;2,400;0;26;57;60;34;30;18;30;63;81;84;60;55;43;29;28;13;4;5;2;0;150;491;81;0,540;0,470;392;330;722;54,294;45,706;10,286;70,192;True
Burgos;09460;2021;58,100;39,200;98,800;1,200;2,200;0;2;0;6;7;5;3;2;6;14;13;7;22;13;21;12;12;17;6;6;4;9;91;78;8,667;0,956;103;75;178;57,865;42,135;43,689;4,074;True
Burgos;09460;2022;58,000;39,800;97,800;2,200;2,100;0;2;0;4;8;6;4;2;4;13;15;4;22;13;19;14;13;16;5;5;4;8;89;76;9,500;0,944;97;76;173;56,069;43,931;43,689;3,960;True
Burgos;09460;2023;57,500;41,000;96,100;3,900;2,100;0;3;1;2;7;8;5;4;2;12;16;6;18;14;20;16;12;14;8;5;5;7;91;80;11,429;0,956;99;79;178;55,618;44,382;43,689;4,074;True
Burgos;09463;2021;52,900;47,700;96,000;4,000;2,100;0;2;1;5;7;6;11;16;22;12;15;23;22;33;23;18;16;5;12;9;1;9;166;84;9,333;0,560;162;97;259;62,548;37,452;87,734;2,952;True
Burgos;09463;2022;53,600;49,600;94,900;5,100;2,100;0;4;3;5;9;5;14;18;22;14;20;18;25;33;25;19;17;5;13;6;1;14;176;86;6,143;0,568;167;109;276;60,507;39,493;87,734;3,146;True
Burgos;09463;2023;53,600;47,700;94,500;5,500;2,100;0;4;3;4;7;7;13;17;20;17;17;20;25;26;30;20;19;6;11;7;1;12;168;94;7,833;0,631;162;112;274;59,124;40,876;87,734;3,123;True
Burgos;09464;2021;54,200;45,500;87,000;13,000;2,100;0;1;3;1;0;0;2;1;2;1;4;4;1;4;2;3;2;1;6;1;1;5;19;16;3,200;1,105;21;19;40;52,500;47,500;15,284;2,617;True
Burgos;09464;2022;49,600;48,000;77,400;22,600;2,100;0;1;3;2;0;0;4;1;1;3;4;5;1;4;2;4;0;3;5;2;1;6;23;17;2,833;1,000;24;22;46;52,174;47,826;15,284;3,010;True
Burgos;09464;2023;48,500;43,500;73,600;26,400;2,300;0;3;3;3;0;1;4;2;2;4;3;6;1;4;2;4;1;3;4;3;0;9;27;17;1,889;0,963;29;24;53;54,717;45,283;15,284;3,468;True
Burgos;09466;2021;64,800;65,300;97,400;2,600;1,500;0;0;0;4;2;2;5;4;2;2;7;11;11;8;9;7;16;11;14;6;0;4;54;63;15,750;1,241;72;49;121;59,504;40,496;37,279;3,246;True
Burgos;09466;2022;63,100;67,100;98,300;1,700;1,500;0;0;0;2;1;2;4;2;4;1;6;7;14;10;9;8;15;8;17;5;0;2;51;62;31,000;1,255;69;46;115;60,000;40,000;37,279;3,085;True
Burgos;09466;2023;64,100;67,100;100,000;0,000;1,500;0;1;0;2;0;4;6;3;2;3;3;7;16;9;10;7;13;7;15;5;1;3;53;58;19,333;1,151;67;47;114;58,772;41,228;37,279;3,058;True
Burgos;09467;2021;51,000;34,400;78,400;21,600;2,300;0;0;0;3;4;3;4;4;0;4;10;7;2;9;2;6;6;3;6;0;0;4;46;23;5,750;0,587;50;23;73;68,493;31,507;13,542;5,391;True
Burgos;09467;2022;53,000;37,500;79,500;20,500;2,300;0;1;0;3;3;5;4;3;3;5;8;8;3;6;4;5;5;3;5;0;0;5;47;22;4,400;0,574;51;23;74;68,919;31,081;13,542;5,464;True
Burgos;09467;2023;52,600;39,400;84,000;16,000;2,300;0;1;0;1;4;5;4;3;1;4;5;12;4;6;3;6;4;5;2;3;0;3;47;23;7,667;0,553;50;23;73;68,493;31,507;13,542;5,391;True
Burgos;09471;2021;43,000;25,700;94,800;5,200;2,700;0;8;10;14;16;7;5;11;8;18;20;26;13;16;4;9;7;9;3;4;0;35;137;36;1,029;0,518;110;98;208;52,885;47,115;10,485;19,838;True
Burgos;09471;2022;44,100;25,400;95,400;4,600;2,800;0;9;7;12;19;9;7;6;14;18;18;23;17;16;4;10;6;8;5;2;1;32;143;36;1,125;0,476;109;102;211;51,659;48,341;10,485;20,124;True
Burgos;09471;2023;45,500;27,500;96,800;3,200;2,700;1;8;8;12;20;10;4;7;12;16;20;24;17;13;8;11;7;6;8;2;1;32;139;44;1,375;0,547;113;102;215;52,558;47,442;10,485;20,505;True
Burgos;09472;2021;52,900;20,000;100,000;0,000;3,400;0;1;0;0;1;1;1;0;6;5;3;5;6;3;6;4;4;5;1;1;0;1;31;21;21,000;0,710;31;22;53;58,491;41,509;11,728;4,519;True
Burgos;09472;2022;57,500;30,000;100,000;0,000;3,200;0;1;0;0;3;1;1;0;5;6;2;5;6;4;4;5;4;4;2;1;0;2;32;20;10,000;0,688;30;24;54;55,556;44,444;11,728;4,604;True
Burgos;09472;2023;57,500;20,000;100,000;0,000;3,300;0;1;0;0;0;1;1;0;3;7;2;5;5;5;5;5;4;5;2;1;0;1;29;22;22,000;0,793;30;22;52;57,692;42,308;11,728;4,434;True
Burgos;09473;2021;57,400;46,200;97,900;2,100;2,400;0;0;0;0;0;5;5;4;4;9;6;4;8;16;2;8;4;6;7;1;1;0;61;29;inf;0,475;51;39;90;56,667;43,333;24,600;3,659;True
Burgos;09473;2022;58,400;47,200;100,000;0,000;2,300;0;0;0;0;0;6;4;6;4;6;8;5;7;17;3;7;5;5;8;2;1;0;63;31;inf;0,492;51;43;94;54,255;45,745;24,600;3,821;True
Burgos;09473;2023;59,100;47,100;100,000;0,000;2,300;0;0;0;0;0;2;4;7;3;4;9;6;6;12;7;6;4;4;5;4;1;0;53;31;inf;0,585;44;40;84;52,381;47,619;24,600;3,415;True
Burgos;09476;2021;56,500;51,500;100,000;0,000;2,100;0;0;0;0;0;0;3;3;3;5;8;7;8;5;10;5;6;3;1;1;0;0;42;26;inf;0,619;46;22;68;67,647;32,353;25,734;2,642;True
Burgos;09476;2022;57,800;51,500;100,000;0,000;2,100;0;1;1;1;0;0;2;3;3;4;9;6;9;6;8;5;7;2;2;1;0;3;42;25;8,333;0,667;46;24;70;65,714;34,286;25,734;2,720;True
Burgos;09476;2023;59,000;57,600;100,000;0,000;1,900;0;1;1;1;0;0;2;1;3;2;10;5;9;8;7;7;5;3;3;0;1;3;40;26;8,667;0,725;46;23;69;66,667;33,333;25,734;2,681;True
Burgos;09478;2021;59,700;50,000;100,000;0,000;1,800;1;0;0;1;0;3;2;3;1;1;4;5;2;7;5;3;1;1;3;3;0;1;28;17;17,000;0,643;34;12;46;73,913;26,087;11,474;4,009;True
Burgos;09478;2022;59,600;50,000;100,000;0,000;1,800;0;0;0;0;1;2;2;3;1;1;5;4;2;7;5;4;3;1;3;3;0;0;28;19;inf;0,679;35;12;47;74,468;25,532;11,474;4,096;True
Burgos;09478;2023;58,400;50,000;100,000;0,000;2,000;0;0;0;0;1;1;3;2;2;0;5;3;5;5;7;3;3;1;3;3;0;0;27;20;inf;0,741;36;11;47;76,596;23,404;11,474;4,096;True
Burgos;09480;2021;58,900;35,700;98,400;1,600;2,200;0;0;0;2;2;4;11;6;2;7;3;6;11;10;10;6;13;12;7;4;1;2;62;53;26,500;0,887;59;58;117;50,427;49,573;18,751;6,240;True
Burgos;09480;2022;58,000;43,600;99,100;0,900;2,100;0;0;0;1;3;1;12;8;3;6;4;7;10;13;8;8;12;11;8;5;1;2;66;53;26,500;0,833;61;60;121;50,413;49,587;18,751;6,453;True
Burgos;09480;2023;58,500;41,800;98,300;1,700;2,100;0;0;0;1;3;4;10;10;4;4;2;7;9;12;8;8;9;13;7;4;1;2;64;50;25,000;0,812;58;58;116;50,000;50,000;18,751;6,186;True
Burgos;09482;2021;65,600;50,000;100,000;0,000;2,000;0;0;0;0;0;0;1;0;2;3;1;3;3;0;8;5;0;3;3;1;1;0;13;21;inf;1,615;21;13;34;61,765;38,235;10,806;3,146;True
Burgos;09482;2022;65,700;56,300;100,000;0,000;1,900;1;0;0;0;0;0;0;1;1;2;2;3;2;1;8;1;4;2;3;1;0;0;12;20;inf;1,667;21;11;32;65,625;34,375;10,806;2,961;True
Burgos;09482;2023;66,700;56,300;100,000;0,000;1,900;1;0;0;0;0;0;0;1;1;2;2;2;3;1;6;3;4;2;3;0;0;0;12;19;inf;1,583;20;11;31;64,516;35,484;10,806;2,869;True
Burgos;09483;2021;52,400;37,000;98,000;2,000;2,200;0;5;4;6;8;13;7;5;13;13;11;18;22;17;14;13;13;10;6;6;1;17;125;63;3,706;0,640;102;103;205;49,756;50,244;22,563;9,086;True
Burgos;09483;2022;51,500;41,200;95,200;4,800;2,100;0;5;4;3;8;9;11;5;12;11;11;14;24;19;14;11;16;10;6;5;1;14;122;63;4,500;0,631;103;96;199;51,759;48,241;22,563;8,820;True
Burgos;09483;2023;51,100;40,000;95,200;4,800;2,100;0;3;5;8;7;12;11;9;5;13;10;15;27;20;15;11;15;9;7;3;2;17;128;62;3,647;0,617;106;101;207;51,208;48,792;22,563;9,174;True
Burgos;09485;2021;58,700;4,800;100,000;0,000;2,700;0;0;0;0;2;1;3;0;1;1;8;9;6;0;2;6;5;9;2;1;0;0;31;25;inf;0,806;30;26;56;53,571;46,429;12,135;4,615;True
Burgos;09485;2022;60,600;13,600;98,300;1,700;2,600;0;0;1;0;1;3;2;2;1;0;8;6;8;1;2;3;7;10;1;1;0;1;32;24;24,000;0,781;30;27;57;52,632;47,368;12,135;4,697;True
Burgos;09485;2023;60,100;20,800;96,500;3,500;2,400;0;0;0;0;1;2;1;3;1;2;4;8;10;1;1;4;6;9;3;1;0;0;33;24;inf;0,727;30;27;57;52,632;47,368;12,135;4,697;True
Burgos;09901;2021;58,900;48,900;92,100;7,900;1,800;0;3;4;0;7;8;14;17;19;16;22;36;37;29;21;28;25;26;23;16;5;8;204;144;18,000;0,745;192;164;356;53,933;46,067;35,761;9,955;True
Burgos;09901;2022;57,900;49,200;91,400;8,600;1,900;0;2;4;1;7;9;10;16;20;17;16;35;30;33;20;25;30;19;26;17;4;8;192;141;17,625;0,776;187;154;341;54,839;45,161;35,761;9,536;True
Burgos;09901;2023;58,100;49,500;92,600;7,400;1,900;0;4;5;6;8;6;11;15;20;20;12;38;31;34;17;29;27;22;21;17;5;17;193;138;8,118;0,803;190;158;348;54,598;45,402;35,761;9,731;True
Burgos;09902;2021;53,100;48,300;97,900;2,100;2,000;1;3;7;13;10;20;19;28;22;25;31;38;57;49;50;32;17;18;15;19;0;25;297;152;6,080;0,596;275;199;474;58,017;41,983;105,787;4,481;True
Burgos;09902;2022;53,100;46,700;97,100;2,900;2,000;0;3;11;15;9;18;20;28;19;29;32;36;51;50;54;37;20;12;18;10;4;31;290;155;5,000;0,641;278;198;476;58,403;41,597;105,787;4,500;True
Burgos;09902;2023;54,100;48,400;97,100;2,900;1,900;0;5;9;15;8;16;25;26;20;24;46;28;49;64;48;39;26;11;13;10;5;31;304;152;4,903;0,602;286;201;487;58,727;41,273;105,787;4,604;True
Burgos;09903;2021;48,075;41,616;89,834;10,166;2,100;1;99;161;193;178;157;184;181;237;317;321;326;365;304;238;185;181;141;152;75;27;488;2535;1000;2,049;0,587;2094;1929;4023;52,051;47,949;151,037;26,636;True
Burgos;09903;2022;51,685;45,184;96,367;3,633;2,100;3;85;152;185;172;162;172;164;221;281;341;320;346;330;239;187;174;121;167;80;16;457;2474;987;2,160;0,584;2029;1889;3918;51,787;48,213;151,037;25,941;True
Burgos;09903;2023;50,887;43,992;95,264;4,736;2,100;4;83;152;197;181;163;178;179;228;271;353;324;339;357;254;204;162;131;147;83;20;468;2537;1005;2,147;0,581;2055;1955;4010;51,247;48,753;151,037;26,550;True
Burgos;09904;2021;52,600;51,700;97,800;2,200;1,900;0;6;14;17;9;15;24;22;41;29;46;60;50;55;32;33;25;13;22;16;1;39;349;142;3,641;0,519;313;217;530;59,057;40,943;111,748;4,743;True
Burgos;09904;2022;52,500;51,900;97,500;2,500;1,900;0;6;13;23;6;15;20;23;28;37;55;52;56;58;34;35;25;16;22;18;1;43;349;151;3,512;0,556;322;221;543;59,300;40,700;111,748;4,859;True
Burgos;09904;2023;52,700;52,600;96,700;3,300;1,900;0;5;8;28;10;16;17;26;22;38;52;55;56;63;32;40;27;15;17;18;3;43;353;152;3,535;0,552;320;228;548;58,394;41,606;111,748;4,904;True
Burgos;09905;2021;51,800;50,000;94,500;5,500;2,200;0;5;10;7;10;16;23;18;33;17;21;57;41;37;35;20;18;21;10;7;4;24;271;115;4,792;0,513;241;169;410;58,780;41,220;263,877;1,554;True
Burgos;09905;2022;51,000;52,100;91,100;8,900;2,100;0;6;7;8;11;16;25;20;25;23;22;53;47;38;38;24;17;18;10;8;4;23;278;119;5,174;0,511;243;177;420;57,857;42,143;263,877;1,592;True
Burgos;09905;2023;52,400;49,300;90,500;9,500;2,200;0;10;8;7;10;16;19;26;19;23;29;47;52;39;44;22;17;21;7;7;3;27;278;121;4,481;0,532;239;187;426;56,103;43,897;263,877;1,614;True
Burgos;09906;2021;48,200;38,200;95,800;4,200;2,300;1;38;52;65;56;49;55;80;81;112;133;148;125;95;92;85;58;42;32;31;5;166;923;346;2,084;0,555;807;628;1435;56,237;43,763;275,033;5,218;True
Burgos;09906;2022;48,000;36,900;94,700;5,300;2,300;1;35;49;62;54;48;59;73;83;88;139;145;129;104;88;91;59;37;32;27;7;157;911;342;2,178;0,548;796;614;1410;56,454;43,546;275,033;5,127;True
Burgos;09906;2023;48,400;39,600;93,900;6,100;2,200;3;35;48;65;65;54;54;77;81;88;137;147;141;97;97;97;53;43;32;19;7;161;928;351;2,180;0,552;811;629;1440;56,319;43,681;275,033;5,236;True
Burgos;09907;2021;37,900;23,400;94,600;5,400;2,700;0;110;149;171;136;84;103;138;175;230;224;209;123;92;78;46;40;28;18;8;2;457;1487;220;0,481;0,455;1141;1023;2164;52,726;47,274;41,479;52,171;True
Burgos;09907;2022;38,200;24,200;94,800;5,200;2,700;0;106;136;182;141;102;85;150;165;220;227;213;151;89;73;60;41;30;23;5;2;452;1515;234;0,518;0,453;1161;1040;2201;52,749;47,251;41,479;53,063;True
Burgos;09907;2023;38,600;25,400;95,100;4,900;2,600;0;112;123;187;128;116;87;132;162;205;225;215;156;92;80;60;41;28;27;4;2;448;1492;242;0,540;0,462;1147;1035;2182;52,566;47,434;41,479;52,605;True
Burgos;09908;2021;52,900;45,200;96,000;4,000;1,900;0;4;15;16;8;11;11;17;33;29;54;49;54;46;41;20;22;22;26;10;1;37;310;142;3,838;0,577;280;209;489;57,260;42,740;227,478;2,150;True
Burgos;09908;2022;53,200;45,600;94,800;5,200;1,900;0;4;14;15;8;13;12;17;34;33;52;49;52;51;49;19;21;18;26;9;1;35;319;143;4,086;0,558;284;213;497;57,143;42,857;227,478;2,185;True
Burgos;09908;2023;53,800;47,300;94,400;5,600;1,900;0;3;14;12;11;12;15;18;32;29;53;51;45;58;46;30;21;19;24;8;1;31;322;149;4,806;0,559;283;219;502;56,375;43,625;227,478;2,207;True
Leon;24001;2021;55,400;50,600;100,000;0,000;2,100;0;0;3;6;9;6;4;4;5;7;19;18;13;21;21;12;11;8;9;8;1;11;104;70;6,364;0,779;106;79;185;57,297;42,703;50,175;3,687;True
Leon;24001;2022;55,900;49,500;98,900;1,100;2,000;0;0;2;7;9;9;4;2;6;6;19;21;11;23;19;12;11;7;8;9;1;11;108;67;6,091;0,722;103;83;186;55,376;44,624;50,175;3,707;True
Leon;24001;2023;56,300;51,600;98,900;1,100;2,000;0;0;2;6;7;12;5;2;6;4;17;20;13;21;18;19;10;7;8;9;1;9;106;72;8,000;0,764;102;85;187;54,545;45,455;50,175;3,727;True
Leon;24002;2021;49,200;36,000;84,600;15,400;2,500;0;7;8;9;11;13;16;15;23;11;22;20;22;16;20;17;16;17;15;4;1;26;167;90;3,462;0,695;150;133;283;53,004;46,996;15,333;18,457;True
Leon;24002;2022;49,800;35,900;85,900;14,100;2,500;1;8;10;10;11;13;12;19;15;20;21;21;22;16;21;17;16;12;14;6;0;30;168;87;2,900;0,696;147;138;285;51,579;48,421;15,333;18,587;True
Leon;24002;2023;49,000;34,500;80,800;19,200;2,500;1;7;11;12;9;14;14;18;13;21;14;27;24;15;21;14;18;15;16;6;0;32;167;91;2,844;0,737;150;140;290;51,724;48,276;15,333;18,913;True
Leon;24003;2021;60,100;48,300;99,800;0,200;1,900;1;8;5;7;11;19;17;25;24;27;36;44;55;45;38;48;59;43;45;24;12;22;301;270;12,273;0,970;314;279;593;52,951;47,049;52,344;11,329;True
Leon;24003;2022;60,000;49,500;98,200;1,800;1,900;1;4;4;9;9;16;20;20;25;19;35;45;44;54;39;38;54;53;44;24;15;19;285;268;14,105;1,007;304;268;572;53,147;46,853;52,344;10,928;True
Leon;24003;2023;60,300;49,300;97,000;3,000;1,900;0;4;11;10;10;17;22;19;24;22;37;38;45;57;40;38;55;52;45;28;15;27;289;273;10,111;1,038;299;290;589;50,764;49,236;52,344;11,252;True
Leon;24004;2021;51,000;40,600;90,100;9,900;2,200;1;16;22;10;13;14;27;37;46;32;37;46;48;44;43;45;30;32;23;21;4;51;341;199;3,902;0,733;340;251;591;57,530;42,470;141,973;4,163;True
Leon;24004;2022;50,300;37,900;87,700;12,300;2,300;0;17;21;20;11;18;29;41;52;36;34;43;60;35;47;40;35;24;23;19;11;60;357;199;3,317;0,725;348;268;616;56,494;43,506;141,973;4,339;True
Leon;24004;2023;51,200;41,600;88,700;11,300;2,200;0;17;18;25;15;17;25;45;48;45;43;35;63;38;42;48;36;23;22;15;8;63;371;194;3,079;0,693;351;277;628;55,892;44,108;141,973;4,423;True
Leon;24005;2021;63,000;47,500;98,800;1,200;1,900;0;1;2;7;2;7;7;11;17;14;26;20;22;24;29;44;40;27;34;15;2;10;150;191;19,100;1,340;198;153;351;56,410;43,590;54,727;6,414;True
Leon;24005;2022;62,100;51,100;99,100;0,900;1,900;0;2;1;6;4;4;7;9;19;13;23;22;19;22;19;48;36;33;24;20;2;10;141;182;18,200;1,362;190;143;333;57,057;42,943;54,727;6,085;True
Leon;24005;2023;61,400;51,200;97,900;2,100;1,900;0;4;1;6;5;4;6;10;20;15;19;23;19;23;17;47;35;28;28;17;2;12;143;174;14,500;1,301;189;140;329;57,447;42,553;54,727;6,012;True
