Provincia;CMuni;Periodo;Edad_media_de_la_población;Porcentaje_de_hogares_unipersonales;Porcentaje_de_población_española;Porcentaje_de_población_extranjera;Tamaño_medio_del_hogar
Valladolid;47103;2021;51,300;36,200;90,900;9,100;2,100
Valladolid;47103;2022;50,200;34,000;88,700;11,300;2,200
Valladolid;47103;2023;50,700;32,400;86,700;13,300;2,300
Valladolid;47104;2021;46,670;30,411;90,654;9,346;2,374
Valladolid;47104;2022;47,190;31,909;91,025;8,975;2,314
Valladolid;47104;2023;47,360;32,826;90,981;9,019;2,306
Valladolid;47105;2021;52,300;32,100;98,400;1,600;2,300
Valladolid;47105;2022;52,800;29,600;96,400;3,600;2,400
Valladolid;47105;2023;52,100;30,900;96,500;3,500;2,500
Valladolid;47106;2021;66,300;47,600;97,600;2,400;1,900
Valladolid;47106;2022;64,000;50,000;97,600;2,400;1,900
Valladolid;47106;2023;64,400;60,900;97,400;2,600;1,600
Valladolid;47109;2021;52,600;51,100;96,400;3,600;1,800
Valladolid;47109;2022;53,500;47,700;96,900;3,100;1,800
Valladolid;47109;2023;52,900;44,200;98,100;1,900;1,900
Valladolid;47110;2021;53,200;35,600;99,600;0,400;2,200
Valladolid;47110;2022;52,800;36,600;99,200;0,800;2,200
Valladolid;47110;2023;53,400;37,400;99,400;0,600;2,200
Valladolid;47111;2021;47,900;31,600;97,800;2,200;2,400
Valladolid;47111;2022;48,400;31,000;97,000;3,000;2,400
Valladolid;47111;2023;49,000;31,900;96,400;3,600;2,300
Valladolid;47112;2021;45,223;23,761;89,524;10,476;2,600
Valladolid;47112;2022;45,191;24,493;88,760;11,240;2,600
Valladolid;47112;2023;45,737;24,674;88,107;11,893;2,600
Valladolid;47113;2021;57,300;33,300;92,500;7,500;2,100
Valladolid;47113;2022;56,200;44,200;93,300;6,700;1,900
Valladolid;47113;2023;56,900;40,800;94,600;5,400;1,900
Valladolid;47114;2021;47,878;31,900;93,364;6,636;2,400
Valladolid;47114;2022;47,880;33,286;91,471;8,529;2,400
Valladolid;47114;2023;48,080;29,123;91,861;8,139;2,400
Valladolid;47115;2021;53,200;38,500;97,000;3,000;2,300
Valladolid;47115;2022;53,400;37,600;96,500;3,500;2,300
Valladolid;47115;2023;53,800;40,500;95,700;4,300;2,300
Valladolid;47116;2021;53,400;36,000;98,800;1,200;2,500
Valladolid;47116;2022;53,000;37,700;98,100;1,900;2,400
Valladolid;47116;2023;52,400;37,200;96,500;3,500;2,500
Valladolid;47117;2021;51,000;30,800;97,800;2,200;2,400
Valladolid;47117;2022;51,200;30,500;97,500;2,500;2,400
Valladolid;47117;2023;51,400;29,700;97,800;2,200;2,400
Valladolid;47118;2021;54,500;39,700;92,100;7,900;2,200
Valladolid;47118;2022;54,000;43,700;93,100;6,900;2,200
Valladolid;47118;2023;54,100;41,100;93,300;6,700;2,300
Valladolid;47119;2021;58,400;56,900;96,700;3,300;1,800
Valladolid;47119;2022;59,200;52,100;94,400;5,600;1,900
Valladolid;47119;2023;58,900;52,100;95,500;4,500;1,800
Valladolid;47121;2021;53,700;30,700;88,800;11,200;2,300
Valladolid;47121;2022;54,100;33,000;89,700;10,300;2,200
Valladolid;47121;2023;55,000;36,300;93,100;6,900;2,100
Valladolid;47122;2021;50,792;27,706;95,401;4,599;2,400
Valladolid;47122;2022;51,788;28,701;96,694;3,306;2,300
Valladolid;47122;2023;51,589;29,500;94,997;5,003;2,300
Valladolid;47123;2021;48,000;34,100;97,700;2,300;2,400
Valladolid;47123;2022;47,900;34,100;97,400;2,600;2,500
Valladolid;47123;2023;48,400;31,800;98,300;1,700;2,500
Valladolid;47124;2021;48,700;32,400;87,800;12,200;2,400
Valladolid;47124;2022;49,000;31,500;86,300;13,700;2,400
Valladolid;47124;2023;50,100;31,800;88,200;11,800;2,300
Valladolid;47125;2021;61,500;52,200;98,000;2,000;2,100
Valladolid;47125;2022;57,700;40,000;96,300;3,700;2,200
Valladolid;47125;2023;58,500;33,300;96,200;3,800;2,200
Valladolid;47126;2021;55,600;44,400;100,000;0,000;2,400
Valladolid;47126;2022;56,600;41,200;100,000;0,000;2,500
Valladolid;47126;2023;57,000;23,500;100,000;0,000;2,600
Valladolid;47127;2021;50,800;34,300;91,800;8,200;2,400
Valladolid;47127;2022;50,100;34,300;92,000;8,000;2,400
Valladolid;47127;2023;50,900;35,800;91,300;8,700;2,400
Valladolid;47128;2021;53,400;34,800;92,500;7,500;2,300
Valladolid;47128;2022;55,200;39,100;91,800;8,200;2,100
Valladolid;47128;2023;55,700;40,900;93,800;6,200;2,200
Valladolid;47129;2021;49,000;30,200;95,600;4,400;2,500
Valladolid;47129;2022;49,700;31,500;95,100;4,900;2,400
Valladolid;47129;2023;49,700;30,800;94,700;5,300;2,400
Valladolid;47130;2021;55,800;34,000;98,100;1,900;2,200
Valladolid;47130;2022;55,900;42,900;99,000;1,000;2,000
Valladolid;47130;2023;55,400;39,600;98,000;2,000;2,100
Valladolid;47131;2021;60,000;36,100;98,300;1,700;2,100
Valladolid;47131;2022;59,900;40,500;99,400;0,600;2,000
Valladolid;47131;2023;59,900;38,600;98,900;1,100;2,000
Valladolid;47132;2021;56,400;22,200;100,000;0,000;2,600
Valladolid;47132;2022;57,300;22,200;97,900;2,100;2,700
Valladolid;47132;2023;56,200;22,200;97,800;2,200;2,600
Valladolid;47133;2021;37,580;18,193;98,860;1,140;2,807
Valladolid;47133;2022;38,182;18,199;98,700;1,300;2,807
Valladolid;47133;2023;38,751;18,036;98,512;1,488;2,806
Valladolid;47134;2021;56,100;39,700;93,100;6,900;2,200
Valladolid;47134;2022;57,000;37,300;94,600;5,400;2,200
Valladolid;47134;2023;56,900;35,100;93,300;6,700;2,200
Valladolid;47135;2021;56,900;17,200;100,000;0,000;3,100
Valladolid;47135;2022;56,700;13,800;100,000;0,000;3,200
Valladolid;47135;2023;58,100;10,700;100,000;0,000;3,100
Valladolid;47137;2021;63,100;42,900;100,000;0,000;2,100
Valladolid;47137;2022;59,700;41,700;100,000;0,000;2,200
Valladolid;47137;2023;58,200;41,700;100,000;0,000;2,200
Valladolid;47138;2021;54,700;35,800;98,100;1,900;2,200
Valladolid;47138;2022;54,700;34,700;96,400;3,600;2,300
Valladolid;47138;2023;55,100;34,700;95,400;4,600;2,300
Valladolid;47139;2021;49,400;36,400;90,600;9,400;2,200
Valladolid;47139;2022;49,700;35,700;88,700;11,300;2,200
Valladolid;47139;2023;50,200;34,700;89,600;10,400;2,200
Valladolid;47140;2021;62,300;37,500;95,500;4,500;2,100
Valladolid;47140;2022;62,500;36,500;92,900;7,100;2,100
Valladolid;47140;2023;61,500;34,000;93,700;6,300;2,200
Valladolid;47141;2021;57,100;41,700;100,000;0,000;2,200
Valladolid;47141;2022;57,700;36,200;99,100;0,900;2,300
Valladolid;47141;2023;58,200;38,300;100,000;0,000;2,200
Valladolid;47142;2021;62,600;45,800;99,100;0,900;1,900
Valladolid;47142;2022;62,200;43,300;98,300;1,700;1,900
Valladolid;47142;2023;63,300;54,400;98,100;1,900;1,800
Valladolid;47143;2021;61,600;37,000;93,300;6,700;1,900
Valladolid;47143;2022;63,300;39,600;96,000;4,000;1,900
Valladolid;47143;2023;63,700;43,400;95,700;4,300;1,800
Valladolid;47144;2021;52,600;43,200;93,600;6,400;2,100
Valladolid;47144;2022;49,800;35,900;92,100;7,900;2,300
Valladolid;47144;2023;51,300;36,800;92,900;7,100;2,200
Valladolid;47145;2021;52,900;39,900;96,900;3,100;2,100
Valladolid;47145;2022;52,800;40,000;97,200;2,800;2,100
Valladolid;47145;2023;53,700;41,100;96,800;3,200;2,100
Valladolid;47146;2021;43,500;20,600;95,200;4,800;2,500
Valladolid;47146;2022;43,800;21,100;94,900;5,100;2,500
Valladolid;47146;2023;43,100;22,800;95,400;4,600;2,600
Valladolid;47147;2021;54,500;46,200;98,200;1,800;2,100
Valladolid;47147;2022;53,800;54,700;95,400;4,600;2,000
Valladolid;47147;2023;54,700;52,900;95,300;4,700;2,100
Valladolid;47148;2021;52,600;33,300;96,400;3,600;2,300
Valladolid;47148;2022;53,100;37,100;96,100;3,900;2,200
Valladolid;47148;2023;52,600;36,500;95,700;4,300;2,300
Valladolid;47149;2021;52,000;45,000;100,000;0,000;2,400
Valladolid;47149;2022;50,100;29,400;98,000;2,000;3,000
Valladolid;47149;2023;51,000;25,000;100,000;0,000;2,900
Valladolid;47150;2021;52,200;43,600;86,700;13,300;2,200
Valladolid;47150;2022;51,300;43,200;80,800;19,200;2,200
Valladolid;47150;2023;51,100;41,200;77,900;22,100;2,200
Valladolid;47151;2021;59,000;33,300;100,000;0,000;1,900
Valladolid;47151;2022;60,000;33,300;100,000;0,000;1,900
Valladolid;47151;2023;59,400;33,300;100,000;0,000;1,900
Valladolid;47152;2021;55,700;47,200;100,000;0,000;2,000
Valladolid;47152;2022;55,600;48,700;100,000;0,000;2,000
Valladolid;47152;2023;54,700;44,700;97,300;2,700;1,900
Valladolid;47153;2021;61,500;50,900;95,200;4,800;1,900
Valladolid;47153;2022;62,000;47,300;95,500;4,500;2,000
Valladolid;47153;2023;62,000;54,400;96,300;3,700;1,900
Valladolid;47154;2021;56,500;49,500;92,400;7,600;1,900
Valladolid;47154;2022;57,100;49,500;94,500;5,500;1,900
Valladolid;47154;2023;57,100;49,000;95,200;4,800;1,900
Valladolid;47155;2021;39,231;24,852;95,669;4,331;2,556
Valladolid;47155;2022;39,670;24,349;95,598;4,402;2,527
Valladolid;47155;2023;40,285;24,619;94,748;5,252;2,528
Valladolid;47156;2021;53,800;33,300;99,400;0,600;2,300
Valladolid;47156;2022;52,300;31,400;98,200;1,800;2,400
Valladolid;47156;2023;52,700;33,300;98,200;1,800;2,400
Valladolid;47157;2021;49,200;38,700;93,300;6,700;2,100
Valladolid;47157;2022;48,700;35,700;92,600;7,400;2,100
Valladolid;47157;2023;49,000;36,400;92,900;7,100;2,100
Valladolid;47158;2021;47,400;34,300;86,500;13,500;2,400
Valladolid;47158;2022;46,900;35,000;88,100;11,900;2,400
Valladolid;47158;2023;47,400;34,800;87,900;12,100;2,400
Valladolid;47159;2021;46,200;23,600;84,900;15,100;2,600
Valladolid;47159;2022;46,500;24,000;83,300;16,700;2,600
Valladolid;47159;2023;47,000;25,800;85,800;14,200;2,500
Valladolid;47160;2021;54,700;38,500;97,900;2,100;2,200
Valladolid;47160;2022;54,600;40,700;97,000;3,000;2,100
Valladolid;47160;2023;55,300;36,300;96,700;3,300;2,200
Valladolid;47161;2021;41,084;19,680;97,094;2,906;2,940
Valladolid;47161;2022;41,589;19,438;96,781;3,219;2,939
Valladolid;47161;2023;41,957;20,035;96,583;3,417;2,906
Valladolid;47162;2021;47,100;37,100;94,300;5,700;2,500
Valladolid;47162;2022;47,500;38,900;90,800;9,200;2,400
Valladolid;47162;2023;47,400;33,300;89,300;10,700;2,500
Valladolid;47163;2021;56,800;47,600;99,700;0,300;2,000
Valladolid;47163;2022;58,400;49,000;100,000;0,000;1,900
Valladolid;47163;2023;59,300;49,300;100,000;0,000;1,900
Valladolid;47164;2021;49,200;32,500;92,000;8,000;2,500
Valladolid;47164;2022;49,500;29,000;86,800;13,200;2,500
Valladolid;47164;2023;50,000;28,700;86,300;13,700;2,500
Valladolid;47165;2021;48,062;33,127;90,029;9,971;2,302
Valladolid;47165;2022;46,979;31,755;88,738;11,262;2,302
Valladolid;47165;2023;47,774;32,656;87,551;12,449;2,301
Valladolid;47166;2021;52,500;36,600;95,800;4,200;2,300
Valladolid;47166;2022;53,100;37,800;94,900;5,100;2,300
Valladolid;47166;2023;53,300;36,100;94,800;5,200;2,300
Valladolid;47167;2021;60,700;39,500;98,700;1,300;1,900
Valladolid;47167;2022;60,000;39,700;98,700;1,300;2,000
Valladolid;47167;2023;58,900;42,200;96,500;3,500;2,000
Valladolid;47168;2021;54,900;53,300;94,100;5,900;2,300
Valladolid;47168;2022;54,400;40,000;92,300;7,700;2,600
Valladolid;47168;2023;56,600;61,500;96,400;3,600;2,100
Valladolid;47169;2021;64,200;35,700;98,300;1,700;2,100
Valladolid;47169;2022;63,700;37,900;100,000;0,000;2,100
Valladolid;47169;2023;63,100;43,300;100,000;0,000;2,100
Valladolid;47170;2021;52,400;35,000;93,800;6,200;2,400
Valladolid;47170;2022;53,900;39,100;94,300;5,700;2,300
Valladolid;47170;2023;54,300;40,000;89,500;10,500;2,300
Valladolid;47171;2021;55,200;39,400;98,200;1,800;2,200
Valladolid;47171;2022;55,000;40,700;97,400;2,600;2,100
Valladolid;47171;2023;54,500;41,100;97,900;2,100;2,100
Valladolid;47172;2021;51,000;32,800;94,400;5,600;2,500
Valladolid;47172;2022;49,900;31,300;92,200;7,800;2,600
Valladolid;47172;2023;51,300;35,300;92,200;7,800;2,400
Valladolid;47173;2021;46,100;41,100;92,200;7,800;2,100
Valladolid;47173;2022;45,900;40,300;90,700;9,300;2,200
Valladolid;47173;2023;46,700;40,800;90,600;9,400;2,100
Valladolid;47174;2021;50,100;48,600;99,000;1,000;1,800
Valladolid;47174;2022;50,800;49,700;98,800;1,200;1,800
Valladolid;47174;2023;51,400;49,100;97,800;2,200;1,800
Valladolid;47175;2021;44,669;31,478;94,760;5,240;2,441
Valladolid;47175;2022;44,799;30,806;93,830;6,170;2,441
Valladolid;47175;2023;45,588;32,072;93,610;6,390;2,342
Valladolid;47176;2021;59,000;37,800;91,900;8,100;2,100
Valladolid;47176;2022;58,600;41,500;91,800;8,200;1,900
Valladolid;47176;2023;57,400;41,100;94,900;5,100;1,900
Valladolid;47177;2021;60,000;40,000;94,100;5,900;2,200
Valladolid;47177;2022;60,800;37,200;96,900;3,100;2,200
Valladolid;47177;2023;61,200;35,600;97,000;3,000;2,200
Valladolid;47178;2021;54,300;41,600;93,100;6,900;2,300
Valladolid;47178;2022;56,800;45,200;94,000;6,000;2,100
Valladolid;47178;2023;56,300;46,300;93,600;6,400;2,100
Valladolid;47179;2021;53,400;37,400;89,800;10,200;2,300
Valladolid;47179;2022;53,700;39,200;89,000;11,000;2,300
Valladolid;47179;2023;53,700;37,900;86,800;13,200;2,300
Valladolid;47180;2021;60,400;42,900;100,000;0,000;2,100
Valladolid;47180;2022;54,700;35,500;82,200;17,800;2,400
Valladolid;47180;2023;54,700;28,600;86,600;13,400;2,400
Valladolid;47181;2021;50,200;33,800;87,600;12,400;2,500
Valladolid;47181;2022;49,100;36,300;86,600;13,400;2,400
Valladolid;47181;2023;50,500;31,600;88,700;11,300;2,500
Valladolid;47182;2021;45,700;26,200;95,800;4,200;2,500
Valladolid;47182;2022;46,200;27,400;95,600;4,400;2,500
Valladolid;47182;2023;46,300;28,600;94,300;5,700;2,500
Valladolid;47183;2021;61,700;39,100;93,900;6,100;2,100
Valladolid;47183;2022;61,500;41,500;96,200;3,800;2,000
Valladolid;47183;2023;62,900;45,200;96,700;3,300;1,900
Valladolid;47184;2021;47,800;34,200;95,800;4,200;2,300
Valladolid;47184;2022;47,800;32,600;93,900;6,100;2,300
Valladolid;47184;2023;47,700;34,200;91,200;8,800;2,300
Valladolid;47185;2021;53,000;40,000;95,100;4,900;2,000
Valladolid;47185;2022;51,500;32,600;87,500;12,500;2,300
Valladolid;47185;2023;55,600;27,900;91,200;8,800;2,100
Valladolid;47186;2021;50,317;33,781;93,272;6,728;2,244
Valladolid;47186;2022;50,500;34,046;92,841;7,159;2,229
Valladolid;47186;2023;50,768;34,566;91,982;8,018;2,215
Valladolid;47187;2021;57,400;47,600;83,700;16,300;2,000
Valladolid;47187;2022;59,100;48,800;90,000;10,000;1,900
Valladolid;47187;2023;59,600;46,300;88,900;11,100;2,000
Valladolid;47188;2021;61,600;39,100;96,700;3,300;2,000
Valladolid;47188;2022;61,900;38,300;95,600;4,400;1,900
Valladolid;47188;2023;61,100;42,000;96,700;3,300;1,800
Valladolid;47189;2021;53,200;17,500;98,800;1,200;2,900
Valladolid;47189;2022;52,800;16,100;98,200;1,800;3,000
Valladolid;47189;2023;52,100;17,900;95,700;4,300;2,900
Valladolid;47190;2021;50,200;19,100;100,000;0,000;2,700
Valladolid;47190;2022;50,500;19,500;100,000;0,000;2,700
Valladolid;47190;2023;51,800;19,100;100,000;0,000;2,700
Valladolid;47191;2021;56,700;50,000;99,200;0,800;1,900
Valladolid;47191;2022;57,200;47,800;97,600;2,400;1,900
Valladolid;47191;2023;57,700;50,700;98,400;1,600;1,800
Valladolid;47192;2021;57,600;41,300;97,000;3,000;2,100
Valladolid;47192;2022;56,500;39,200;94,500;5,500;2,100
Valladolid;47192;2023;58,000;37,500;96,000;4,000;2,100
Valladolid;47193;2021;42,700;27,800;97,600;2,400;2,500
Valladolid;47193;2022;43,300;27,200;97,500;2,500;2,500
Valladolid;47193;2023;43,600;26,600;97,400;2,600;2,500
Valladolid;47194;2021;51,000;30,600;95,000;5,000;2,400
Valladolid;47194;2022;51,600;34,200;93,500;6,500;2,300
Valladolid;47194;2023;51,900;34,900;94,400;5,600;2,300
Valladolid;47195;2021;49,300;38,000;96,800;3,200;2,200
Valladolid;47195;2022;49,500;40,400;95,900;4,100;2,100
Valladolid;47195;2023;49,700;40,600;95,900;4,100;2,100
Valladolid;47196;2021;61,400;33,300;96,300;3,700;1,900
Valladolid;47196;2022;63,300;26,700;96,600;3,400;1,900
Valladolid;47196;2023;61,100;25,000;96,900;3,100;2,000
Valladolid;47197;2021;47,700;30,200;92,800;7,200;2,500
Valladolid;47197;2022;48,300;28,200;94,100;5,900;2,500
Valladolid;47197;2023;48,300;29,000;93,600;6,400;2,500
Valladolid;47198;2021;59,000;40,000;95,300;4,700;2,100
Valladolid;47198;2022;58,600;36,700;93,900;6,100;2,200
Valladolid;47198;2023;58,400;35,500;94,000;6,000;2,200
Valladolid;47199;2021;57,100;46,500;84,900;15,100;2,000
Valladolid;47199;2022;56,400;50,000;86,100;13,900;2,000
Valladolid;47199;2023;55,100;39,500;85,400;14,600;2,200
Valladolid;47200;2021;58,600;38,900;97,300;2,700;2,100
Valladolid;47200;2022;58,100;37,100;93,200;6,800;2,100
Valladolid;47200;2023;56,800;38,900;92,000;8,000;2,100
Valladolid;47203;2021;57,600;50,000;90,200;9,800;1,600
Valladolid;47203;2022;58,600;51,300;90,500;9,500;1,600
Valladolid;47203;2023;57,400;48,600;96,600;3,400;1,700
Valladolid;47204;2021;59,000;42,900;91,200;8,800;2,000
Valladolid;47204;2022;58,900;44,200;91,400;8,600;1,900
Valladolid;47204;2023;58,000;41,300;91,300;8,700;2,000
Valladolid;47205;2021;48,500;34,100;79,000;21,000;2,500
Valladolid;47205;2022;48,500;32,400;81,900;18,100;2,500
Valladolid;47205;2023;48,300;30,900;77,900;22,100;2,500
Valladolid;47206;2021;60,400;44,700;100,000;0,000;1,800
Valladolid;47206;2022;59,100;43,500;100,000;0,000;1,900
Valladolid;47206;2023;59,600;47,800;100,000;0,000;1,900
Valladolid;47207;2021;52,800;32,700;85,800;14,200;2,300
Valladolid;47207;2022;54,100;33,000;86,600;13,400;2,300
Valladolid;47207;2023;51,400;33,600;85,900;14,100;2,400
Valladolid;47208;2021;54,800;54,800;91,400;8,600;1,900
Valladolid;47208;2022;56,200;51,600;92,700;7,300;1,800
Valladolid;47208;2023;57,900;50,000;92,200;7,800;1,700
Valladolid;47209;2021;52,300;45,000;100,000;0,000;1,900
Valladolid;47209;2022;56,500;63,200;100,000;0,000;1,600
Valladolid;47209;2023;56,100;50,000;96,900;3,100;1,800
Valladolid;47210;2021;53,300;30,700;89,700;10,300;2,500
Valladolid;47210;2022;52,900;32,300;96,400;3,600;2,500
Valladolid;47210;2023;52,900;32,500;96,100;3,900;2,500
Valladolid;47211;2021;47,300;30,400;94,900;5,100;2,600
Valladolid;47211;2022;47,600;42,300;93,600;6,400;2,400
Valladolid;47211;2023;47,800;37,500;98,300;1,700;2,400
Valladolid;47212;2021;51,900;35,600;94,900;5,100;2,400
Valladolid;47212;2022;52,300;35,400;97,100;2,900;2,400
Valladolid;47212;2023;51,700;33,600;96,800;3,200;2,400
Valladolid;47213;2021;56,400;44,200;96,100;3,900;2,000
Valladolid;47213;2022;55,400;42,300;92,600;7,400;2,100
Valladolid;47213;2023;57,900;45,100;95,000;5,000;2,000
Valladolid;47214;2021;51,400;33,800;93,400;6,600;2,300
Valladolid;47214;2022;51,300;32,800;92,400;7,600;2,300
Valladolid;47214;2023;51,500;33,000;93,200;6,800;2,300
Valladolid;47215;2021;56,400;61,300;93,600;6,400;2,000
Valladolid;47215;2022;57,900;67,700;85,200;14,800;1,700
Valladolid;47215;2023;59,800;71,900;92,200;7,800;1,600
Valladolid;47216;2021;50,200;26,900;96,100;3,900;2,500
Valladolid;47216;2022;51,400;28,300;97,600;2,400;2,400
Valladolid;47216;2023;50,200;30,900;97,500;2,500;2,200
Valladolid;47217;2021;38,409;28,614;96,782;3,218;2,516
Valladolid;47217;2022;38,748;29,770;96,360;3,640;2,517
Valladolid;47217;2023;39,433;29,825;95,617;4,383;2,518
Valladolid;47218;2021;46,700;31,600;95,400;4,600;2,300
Valladolid;47218;2022;46,800;31,400;94,900;5,100;2,300
Valladolid;47218;2023;46,700;31,300;94,700;5,300;2,300
Valladolid;47219;2021;47,200;28,600;84,500;15,500;2,700
Valladolid;47219;2022;47,000;36,400;79,300;20,700;2,600
Valladolid;47219;2023;46,900;23,800;76,300;23,700;2,800
Valladolid;47220;2021;57,000;29,700;91,000;9,000;2,300
Valladolid;47220;2022;57,100;28,000;92,000;8,000;2,200
Valladolid;47220;2023;57,900;30,700;93,600;6,400;2,100
Valladolid;47221;2021;57,100;42,200;100,000;0,000;2,300
Valladolid;47221;2022;57,600;43,500;100,000;0,000;2,300
Valladolid;47221;2023;55,900;39,600;100,000;0,000;2,400
Valladolid;47222;2021;51,100;22,900;100,000;0,000;2,700
Valladolid;47222;2022;52,100;29,000;100,000;0,000;2,700
Valladolid;47222;2023;51,300;29,700;100,000;0,000;2,800
Valladolid;47223;2021;54,000;42,500;96,600;3,400;2,000
Valladolid;47223;2022;53,100;44,300;96,500;3,500;2,000
Valladolid;47223;2023;53,200;42,000;96,400;3,600;2,000
Valladolid;47224;2021;48,600;48,900;99,000;1,000;2,100
Valladolid;47224;2022;49,200;44,700;97,100;2,900;2,200
Valladolid;47224;2023;49,800;44,700;99,000;1,000;2,200
Valladolid;47225;2021;58,700;53,500;98,600;1,400;1,700
Valladolid;47225;2022;59,300;54,800;98,600;1,400;1,700
Valladolid;47225;2023;59,500;53,900;98,500;1,500;1,700
Valladolid;47226;2021;50,000;39,000;98,200;1,800;2,100
Valladolid;47226;2022;51,300;37,300;99,300;0,700;2,000
Valladolid;47226;2023;50,500;35,700;98,600;1,400;2,100
Valladolid;47227;2021;55,900;47,800;96,000;4,000;2,200
Valladolid;47227;2022;53,800;52,000;94,600;5,400;2,200
Valladolid;47227;2023;54,300;47,800;94,300;5,700;2,300
Valladolid;47228;2021;45,900;32,600;93,300;6,700;2,400
Valladolid;47228;2022;45,500;33,000;89,700;10,300;2,500
Valladolid;47228;2023;45,600;30,800;91,600;8,400;2,400
Valladolid;47229;2021;61,300;50,500;98,700;1,300;1,800
Valladolid;47229;2022;60,600;51,000;96,300;3,700;1,800
Valladolid;47229;2023;61,500;52,000;96,100;3,900;1,800
Valladolid;47230;2021;52,500;28,900;99,000;1,000;2,400
Valladolid;47230;2022;53,200;30,500;98,700;1,300;2,400
Valladolid;47230;2023;54,100;34,100;99,300;0,700;2,300
Valladolid;47231;2021;37,709;25,083;96,063;3,937;2,640
Valladolid;47231;2022;38,107;25,098;96,100;3,900;2,639
Valladolid;47231;2023;38,622;24,978;95,907;4,093;2,616
Valladolid;47232;2021;52,100;46,300;92,200;7,800;2,200
Valladolid;47232;2022;51,800;47,300;93,300;6,700;2,200
Valladolid;47232;2023;52,300;45,500;94,100;5,900;2,200
Zamora;49002;2021;56,300;45,500;98,500;1,500;1,900
Zamora;49002;2022;55,200;50,000;98,500;1,500;1,900
Zamora;49002;2023;56,200;51,500;98,300;1,700;1,800
Zamora;49003;2021;51,400;41,800;89,800;10,200;2,200
Zamora;49003;2022;51,400;43,900;88,500;11,500;2,200
Zamora;49003;2023;51,700;42,400;86,600;13,400;2,200
Zamora;49004;2021;58,700;39,700;100,000;0,000;2,000
Zamora;49004;2022;60,800;46,600;100,000;0,000;1,900
Zamora;49004;2023;61,900;46,600;100,000;0,000;1,900
Zamora;49005;2021;55,800;53,900;100,000;0,000;1,900
Zamora;49005;2022;55,000;53,900;100,000;0,000;1,900
Zamora;49005;2023;55,200;54,900;100,000;0,000;1,800
Zamora;49006;2021;60,300;35,800;100,000;0,000;2,100
Zamora;49006;2022;59,600;38,600;99,300;0,700;2,000
Zamora;49006;2023;60,200;41,400;98,500;1,500;1,900
Zamora;49007;2021;57,700;42,400;99,500;0,500;2,100
Zamora;49007;2022;57,700;43,400;99,200;0,800;2,100
Zamora;49007;2023;58,100;44,200;99,200;0,800;2,100
Zamora;49008;2021;60,200;42,000;97,600;2,400;2,000
Zamora;49008;2022;60,600;45,700;98,500;1,500;1,900
Zamora;49008;2023;60,300;44,700;97,800;2,200;1,900
Zamora;49009;2021;54,800;33,800;97,300;2,700;2,200
Zamora;49009;2022;54,900;33,900;97,900;2,100;2,200
Zamora;49009;2023;55,100;31,900;98,800;1,200;2,200
Zamora;49010;2021;42,800;30,100;98,700;1,300;2,300
Zamora;49010;2022;43,000;31,600;98,200;1,800;2,300
Zamora;49010;2023;42,900;32,800;98,700;1,300;2,300
Zamora;49011;2021;55,900;38,200;100,000;0,000;2,100
Zamora;49011;2022;56,200;39,600;99,500;0,500;2,100
Zamora;49011;2023;55,500;41,900;97,200;2,800;2,100
Zamora;49012;2021;55,300;40,500;94,600;5,400;2,000
Zamora;49012;2022;56,900;40,500;96,000;4,000;2,000
Zamora;49012;2023;51,700;37,100;93,800;6,200;2,300
Zamora;49013;2021;60,600;43,000;100,000;0,000;1,900
Zamora;49013;2022;59,400;46,000;99,500;0,500;1,900
Zamora;49013;2023;59,800;43,100;98,600;1,400;2,000
Zamora;49014;2021;57,800;42,100;99,200;0,800;2,000
Zamora;49014;2022;56,900;43,900;95,700;4,300;2,000
Zamora;49014;2023;57,100;43,900;96,400;3,600;2,000
Zamora;49015;2021;63,100;45,300;98,200;1,800;1,900
Zamora;49015;2022;63,800;45,700;98,100;1,900;1,800
Zamora;49015;2023;64,800;50,000;98,500;1,500;1,800
Zamora;49016;2021;56,700;37,700;98,300;1,700;2,000
Zamora;49016;2022;57,100;36,000;97,400;2,600;2,000
Zamora;49016;2023;57,400;34,500;95,600;4,400;2,000
Zamora;49017;2021;60,700;52,400;95,900;4,100;1,800
Zamora;49017;2022;61,300;56,300;94,700;5,300;1,700
Zamora;49017;2023;61,500;56,100;95,000;5,000;1,700
Zamora;49018;2021;63,000;52,700;97,800;2,200;1,800
Zamora;49018;2022;62,700;50,300;97,500;2,500;1,900
Zamora;49018;2023;62,600;50,000;97,800;2,200;1,900
Zamora;49019;2021;55,800;47,500;99,200;0,800;2,000
Zamora;49019;2022;55,200;48,400;96,800;3,200;2,000
Zamora;49019;2023;55,300;47,500;99,200;0,800;2,000
Zamora;49020;2021;59,700;43,000;98,800;1,200;2,000
Zamora;49020;2022;58,900;40,500;97,600;2,400;2,000
Zamora;49020;2023;59,600;39,500;97,600;2,400;2,000
Zamora;49021;2021;48,911;38,060;94,960;5,040;2,199
Zamora;49021;2022;49,130;38,173;94,000;6,000;2,148
Zamora;49021;2023;49,133;38,941;93,076;6,924;2,147
Zamora;49022;2021;55,300;32,600;98,000;2,000;2,300
Zamora;49022;2022;56,000;32,500;97,500;2,500;2,200
Zamora;49022;2023;57,000;33,300;97,800;2,200;2,100
Zamora;49023;2021;54,500;45,500;96,200;3,800;2,000
