Provincia;CMuni;CUSEC;Periodo;Hombres;Mujeres;Población;%_Hombres;%_Mujeres
Avila;05115;0511501001;2023;388;321;709;54,720;45,280
Avila;05116;0511601001;2021;46;47;93;49,460;50,540
Avila;05116;0511601001;2022;50;51;101;49,500;50,500
Avila;05116;0511601001;2023;50;49;99;50,510;49,490
Avila;05117;0511701001;2021;116;86;202;57,430;42,570
Avila;05117;0511701001;2022;115;83;198;58,080;41,920
Avila;05117;0511701001;2023;114;83;197;57,870;42,130
Avila;05118;0511801001;2021;41;31;72;56,940;43,060
Avila;05118;0511801001;2022;38;32;70;54,290;45,710
Avila;05118;0511801001;2023;38;33;71;53,520;46,480
Avila;05119;0511901001;2021;11;11;22;50,000;50,000
Avila;05119;0511901001;2022;10;11;21;47,620;52,380
Avila;05119;0511901001;2023;19;20;39;48,720;51,280
Avila;05120;0512001001;2021;22;11;33;66,670;33,330
Avila;05120;0512001001;2022;21;9;30;70,000;30,000
Avila;05120;0512001001;2023;22;13;35;62,860;37,140
Avila;05121;0512101001;2021;172;164;336;51,190;48,810
Avila;05121;0512101001;2022;176;162;338;52,070;47,930
Avila;05121;0512101001;2023;186;169;355;52,390;47,610
Avila;05122;0512201001;2021;58;53;111;52,250;47,750
Avila;05122;0512201001;2022;63;55;118;53,390;46,610
Avila;05122;0512201001;2023;61;54;115;53,040;46,960
Avila;05123;0512301001;2021;58;60;118;49,150;50,850
Avila;05123;0512301001;2022;60;54;114;52,630;47,370
Avila;05123;0512301001;2023;61;56;117;52,140;47,860
Avila;05124;0512401001;2021;45;53;98;45,920;54,080
Avila;05124;0512401001;2022;44;45;89;49,440;50,560
Avila;05124;0512401001;2023;40;38;78;51,280;48,720
Avila;05125;0512501001;2021;28;31;59;47,460;52,540
Avila;05125;0512501001;2022;30;31;61;49,180;50,820
Avila;05125;0512501001;2023;29;27;56;51,790;48,210
Avila;05126;0512601001;2021;36;24;60;60,000;40,000
Avila;05126;0512601001;2022;36;23;59;61,020;38,980
Avila;05126;0512601001;2023;41;37;78;52,560;47,440
Avila;05127;0512701001;2021;405;338;743;54,510;45,490
Avila;05127;0512701001;2022;397;327;724;54,830;45,170
Avila;05127;0512701001;2023;406;323;729;55,690;44,310
Avila;05128;0512801001;2021;196;182;378;51,850;48,150
Avila;05128;0512801001;2022;196;189;385;50,910;49,090
Avila;05128;0512801001;2023;202;187;389;51,930;48,070
Avila;05129;0512901001;2021;70;44;114;61,400;38,600
Avila;05129;0512901001;2022;67;42;109;61,470;38,530
Avila;05129;0512901001;2023;63;35;98;64,290;35,710
Avila;05130;0513001001;2021;56;50;106;52,830;47,170
Avila;05130;0513001001;2022;58;54;112;51,790;48,210
Avila;05130;0513001001;2023;59;50;109;54,130;45,870
Avila;05131;0513101001;2021;49;35;84;58,330;41,670
Avila;05131;0513101001;2022;50;38;88;56,820;43,180
Avila;05131;0513101001;2023;50;39;89;56,180;43,820
Avila;05132;0513201001;2021;481;451;932;51,610;48,390
Avila;05132;0513201001;2022;486;445;931;52,200;47,800
Avila;05132;0513201001;2023;485;430;915;53,010;46,990
Avila;05133;0513301001;2021;32;28;60;53,330;46,670
Avila;05133;0513301001;2022;31;29;60;51,670;48,330
Avila;05133;0513301001;2023;32;25;57;56,140;43,860
Avila;05134;0513401001;2021;29;25;54;53,700;46,300
Avila;05134;0513401001;2022;31;26;57;54,390;45,610
Avila;05134;0513401001;2023;30;24;54;55,560;44,440
Avila;05135;0513501001;2021;219;187;406;53,940;46,060
Avila;05135;0513501001;2022;247;215;462;53,460;46,540
Avila;05135;0513501001;2023;260;228;488;53,280;46,720
Avila;05136;0513601001;2021;47;34;81;58,020;41,980
Avila;05136;0513601001;2022;45;35;80;56,250;43,750
Avila;05136;0513601001;2023;46;33;79;58,230;41,770
Avila;05138;0513801001;2021;161;165;326;49,390;50,610
Avila;05138;0513801001;2022;153;157;310;49,350;50,650
Avila;05138;0513801001;2023;151;149;300;50,330;49,670
Avila;05139;0513901001;2021;42;35;77;54,550;45,450
Avila;05139;0513901001;2022;42;36;78;53,850;46,150
Avila;05139;0513901001;2023;40;36;76;52,630;47,370
Avila;05140;0514001001;2021;57;51;108;52,780;47,220
Avila;05140;0514001001;2022;56;53;109;51,380;48,620
Avila;05140;0514001001;2023;57;55;112;50,890;49,110
Avila;05141;0514101001;2021;55;46;101;54,460;45,540
Avila;05141;0514101001;2022;56;43;99;56,570;43,430
Avila;05141;0514101001;2023;53;50;103;51,460;48,540
Avila;05142;0514201001;2021;46;45;91;50,550;49,450
Avila;05142;0514201001;2022;47;42;89;52,810;47,190
Avila;05142;0514201001;2023;48;40;88;54,550;45,450
Avila;05143;0514301001;2021;30;35;65;46,150;53,850
Avila;05143;0514301001;2022;28;26;54;51,850;48,150
Avila;05143;0514301001;2023;28;23;51;54,900;45,100
Avila;05144;0514401001;2021;37;34;71;52,110;47,890
Avila;05144;0514401001;2022;34;27;61;55,740;44,260
Avila;05144;0514401001;2023;33;27;60;55,000;45,000
Avila;05145;0514501001;2021;24;14;38;63,160;36,840
Avila;05145;0514501001;2022;26;14;40;65,000;35,000
Avila;05145;0514501001;2023;24;13;37;64,860;35,140
Avila;05147;0514701001;2021;90;70;160;56,250;43,750
Avila;05147;0514701001;2022;85;69;154;55,190;44,810
Avila;05147;0514701001;2023;83;66;149;55,700;44,300
Avila;05148;0514801001;2021;15;11;26;57,690;42,310
Avila;05148;0514801001;2022;18;15;33;54,550;45,450
Avila;05148;0514801001;2023;16;14;30;53,330;46,670
Avila;05149;0514901001;2021;59;46;105;56,190;43,810
Avila;05149;0514901001;2022;57;49;106;53,770;46,230
Avila;05149;0514901001;2023;58;54;112;51,790;48,210
Avila;05151;0515101001;2021;50;42;92;54,350;45,650
Avila;05151;0515101001;2022;50;42;92;54,350;45,650
Avila;05151;0515101001;2023;52;43;95;54,740;45,260
Avila;05152;0515201001;2021;371;342;713;52,030;47,970
Avila;05152;0515201001;2022;360;334;694;51,870;48,130
Avila;05152;0515201001;2023;344;334;678;50,740;49,260
Avila;05153;0515301001;2021;41;38;79;51,900;48,100
Avila;05153;0515301001;2022;43;44;87;49,430;50,570
Avila;05153;0515301001;2023;44;41;85;51,760;48,240
Avila;05154;0515401001;2021;23;11;34;67,650;32,350
Avila;05154;0515401001;2022;25;12;37;67,570;32,430
Avila;05154;0515401001;2023;26;13;39;66,670;33,330
Avila;05155;0515501001;2021;29;19;48;60,420;39,580
Avila;05155;0515501001;2022;28;19;47;59,570;40,430
Avila;05155;0515501001;2023;33;22;55;60,000;40,000
Avila;05156;0515601001;2021;215;140;355;60,560;39,440
Avila;05156;0515601001;2022;218;146;364;59,890;40,110
Avila;05156;0515601001;2023;212;144;356;59,550;40,450
Avila;05157;0515701001;2021;123;101;224;54,910;45,090
Avila;05157;0515701001;2022;124;94;218;56,880;43,120
Avila;05157;0515701001;2023;126;94;220;57,270;42,730
Avila;05158;0515801001;2021;189;164;353;53,540;46,460
Avila;05158;0515801001;2022;190;171;361;52,630;47,370
Avila;05158;0515801001;2023;196;173;369;53,120;46,880
Avila;05159;0515901001;2021;107;104;211;50,710;49,290
Avila;05159;0515901001;2022;105;102;207;50,720;49,280
Avila;05159;0515901001;2023;98;96;194;50,520;49,480
Avila;05160;0516001001;2021;181;140;321;56,390;43,610
Avila;05160;0516001001;2022;180;136;316;56,960;43,040
Avila;05160;0516001001;2023;185;139;324;57,100;42,900
Avila;05161;0516101001;2021;410;356;766;53,520;46,480
Avila;05161;0516101001;2022;403;362;765;52,680;47,320
Avila;05161;0516101001;2023;416;369;785;52,990;47,010
Avila;05162;0516201001;2021;50;37;87;57,470;42,530
Avila;05162;0516201001;2022;46;35;81;56,790;43,210
Avila;05162;0516201001;2023;48;35;83;57,830;42,170
Avila;05163;0516301001;2021;362;396;758;47,760;52,240
Avila;05163;0516301001;2022;373;395;768;48,570;51,430
Avila;05163;0516301001;2023;371;402;773;47,990;52,010
Avila;05163;0516301002;2021;694;659;1353;51,290;48,710
Avila;05163;0516301002;2022;699;673;1372;50,950;49,050
Avila;05163;0516301002;2023;716;683;1399;51,180;48,820
Avila;05164;0516401001;2021;11;11;22;50,000;50,000
Avila;05164;0516401001;2022;12;12;24;50,000;50,000
Avila;05164;0516401001;2023;21;18;39;53,850;46,150
Avila;05165;0516501001;2021;217;211;428;50,700;49,300
Avila;05165;0516501001;2022;230;221;451;51,000;49,000
Avila;05165;0516501001;2023;233;219;452;51,550;48,450
Avila;05166;0516601001;2021;86;86;172;50,000;50,000
Avila;05166;0516601001;2022;77;73;150;51,330;48,670
Avila;05166;0516601001;2023;98;78;176;55,680;44,320
Avila;05167;0516701001;2021;156;119;275;56,730;43,270
Avila;05167;0516701001;2022;171;121;292;58,560;41,440
Avila;05167;0516701001;2023;179;129;308;58,120;41,880
Avila;05168;0516801001;2021;456;442;898;50,780;49,220
Avila;05168;0516801001;2022;437;430;867;50,400;49,600
Avila;05168;0516801001;2023;461;467;928;49,680;50,320
Avila;05168;0516801002;2021;647;603;1250;51,760;48,240
Avila;05168;0516801002;2022;644;594;1238;52,020;47,980
Avila;05168;0516801002;2023;646;591;1237;52,220;47,780
Avila;05168;0516802001;2021;1060;985;2045;51,830;48,170
Avila;05168;0516802001;2022;1072;1002;2074;51,690;48,310
Avila;05168;0516802001;2023;1081;1034;2115;51,110;48,890
Avila;05168;0516802002;2021;540;535;1075;50,230;49,770
Avila;05168;0516802002;2022;558;533;1091;51,150;48,850
Avila;05168;0516802002;2023;555;537;1092;50,820;49,180
Avila;05169;0516901001;2021;136;107;243;55,970;44,030
Avila;05169;0516901001;2022;131;107;238;55,040;44,960
Avila;05169;0516901001;2023;133;104;237;56,120;43,880
Avila;05170;0517001001;2021;24;31;55;43,640;56,360
Avila;05170;0517001001;2022;26;33;59;44,070;55,930
Avila;05170;0517001001;2023;25;30;55;45,450;54,550
Avila;05171;0517101001;2021;34;30;64;53,120;46,880
Avila;05171;0517101001;2022;35;29;64;54,690;45,310
Avila;05171;0517101001;2023;34;28;62;54,840;45,160
Avila;05172;0517201001;2021;115;74;189;60,850;39,150
Avila;05172;0517201001;2022;104;71;175;59,430;40,570
Avila;05172;0517201001;2023;111;76;187;59,360;40,640
Avila;05173;0517301001;2021;47;37;84;55,950;44,050
Avila;05173;0517301001;2022;47;39;86;54,650;45,350
Avila;05173;0517301001;2023;52;46;98;53,060;46,940
Avila;05174;0517401001;2021;41;30;71;57,750;42,250
Avila;05174;0517401001;2022;46;35;81;56,790;43,210
Avila;05174;0517401001;2023;39;32;71;54,930;45,070
Avila;05175;0517501001;2021;85;65;150;56,670;43,330
Avila;05175;0517501001;2022;83;61;144;57,640;42,360
Avila;05175;0517501001;2023;79;54;133;59,400;40,600
Avila;05176;0517601001;2021;147;125;272;54,040;45,960
Avila;05176;0517601001;2022;157;130;287;54,700;45,300
Avila;05176;0517601001;2023;154;121;275;56,000;44,000
Avila;05177;0517701001;2021;80;65;145;55,170;44,830
Avila;05177;0517701001;2022;80;63;143;55,940;44,060
Avila;05177;0517701001;2023;79;64;143;55,240;44,760
Avila;05178;0517801001;2021;209;180;389;53,730;46,270
Avila;05178;0517801001;2022;208;180;388;53,610;46,390
Avila;05178;0517801001;2023;225;188;413;54,480;45,520
Avila;05179;0517901001;2021;112;113;225;49,780;50,220
Avila;05179;0517901001;2022;115;117;232;49,570;50,430
Avila;05179;0517901001;2023;111;112;223;49,780;50,220
Avila;05180;0518001001;2021;43;27;70;61,430;38,570
Avila;05180;0518001001;2022;42;25;67;62,690;37,310
Avila;05180;0518001001;2023;40;24;64;62,500;37,500
Avila;05181;0518101001;2021;26;13;39;66,670;33,330
Avila;05181;0518101001;2022;27;15;42;64,290;35,710
Avila;05181;0518101001;2023;25;13;38;65,790;34,210
Avila;05182;0518201001;2021;429;380;809;53,030;46,970
Avila;05182;0518201001;2022;422;376;798;52,880;47,120
Avila;05182;0518201001;2023;416;376;792;52,530;47,470
Avila;05183;0518301001;2021;69;69;138;50,000;50,000
Avila;05183;0518301001;2022;74;66;140;52,860;47,140
Avila;05183;0518301001;2023;71;65;136;52,210;47,790
Avila;05184;0518401001;2021;159;119;278;57,190;42,810
Avila;05184;0518401001;2022;161;124;285;56,490;43,510
Avila;05184;0518401001;2023;171;135;306;55,880;44,120
Avila;05185;0518501001;2021;63;53;116;54,310;45,690
Avila;05185;0518501001;2022;60;50;110;54,550;45,450
Avila;05185;0518501001;2023;58;48;106;54,720;45,280
Avila;05186;0518601001;2021;851;916;1767;48,160;51,840
Avila;05186;0518601001;2022;839;895;1734;48,390;51,610
Avila;05186;0518601001;2023;805;874;1679;47,950;52,050
Avila;05187;0518701001;2021;580;584;1164;49,830;50,170
Avila;05187;0518701001;2022;564;591;1155;48,830;51,170
Avila;05187;0518701001;2023;575;588;1163;49,440;50,560
Avila;05187;0518702001;2021;491;484;975;50,360;49,640
Avila;05187;0518702001;2022;502;479;981;51,170;48,830
Avila;05187;0518702001;2023;499;491;990;50,400;49,600
Avila;05188;0518801001;2021;23;15;38;60,530;39,470
Avila;05188;0518801001;2022;24;19;43;55,810;44,190
Avila;05188;0518801001;2023;19;15;34;55,880;44,120
Avila;05189;0518901001;2021;237;196;433;54,730;45,270
Avila;05189;0518901001;2022;262;214;476;55,040;44,960
Avila;05189;0518901001;2023;274;223;497;55,130;44,870
Avila;05190;0519001001;2021;29;19;48;60,420;39,580
Avila;05190;0519001001;2022;29;20;49;59,180;40,820
Avila;05190;0519001001;2023;37;22;59;62,710;37,290
Avila;05191;0519101001;2021;72;56;128;56,250;43,750
Avila;05191;0519101001;2022;76;56;132;57,580;42,420
Avila;05191;0519101001;2023;71;51;122;58,200;41,800
Avila;05192;0519201001;2021;70;43;113;61,950;38,050
Avila;05192;0519201001;2022;70;41;111;63,060;36,940
Avila;05192;0519201001;2023;61;39;100;61,000;39,000
Avila;05193;0519301001;2021;95;73;168;56,550;43,450
Avila;05193;0519301001;2022;91;70;161;56,520;43,480
Avila;05193;0519301001;2023;91;69;160;56,880;43,120
Avila;05194;0519401001;2021;78;53;131;59,540;40,460
Avila;05194;0519401001;2022;80;54;134;59,700;40,300
Avila;05194;0519401001;2023;80;51;131;61,070;38,930
Avila;05195;0519501001;2021;118;77;195;60,510;39,490
Avila;05195;0519501001;2022;124;74;198;62,630;37,370
Avila;05195;0519501001;2023;123;76;199;61,810;38,190
Avila;05196;0519601001;2021;32;35;67;47,760;52,240
Avila;05196;0519601001;2022;25;31;56;44,640;55,360
Avila;05196;0519601001;2023;29;33;62;46,770;53,230
Avila;05197;0519701001;2021;65;54;119;54,620;45,380
Avila;05197;0519701001;2022;63;51;114;55,260;44,740
Avila;05197;0519701001;2023;63;52;115;54,780;45,220
Avila;05198;0519801001;2021;34;34;68;50,000;50,000
Avila;05198;0519801001;2022;40;39;79;50,630;49,370
Avila;05198;0519801001;2023;39;38;77;50,650;49,350
Avila;05199;0519901001;2021;21;22;43;48,840;51,160
Avila;05199;0519901001;2022;25;22;47;53,190;46,810
Avila;05199;0519901001;2023;29;25;54;53,700;46,300
Avila;05200;0520001001;2021;24;16;40;60,000;40,000
Avila;05200;0520001001;2022;22;17;39;56,410;43,590
Avila;05200;0520001001;2023;21;16;37;56,760;43,240
Avila;05201;0520101001;2021;285;238;523;54,490;45,510
Avila;05201;0520101001;2022;284;228;512;55,470;44,530
Avila;05201;0520101001;2023;278;225;503;55,270;44,730
Avila;05204;0520401001;2021;373;356;729;51,170;48,830
Avila;05204;0520401001;2022;367;346;713;51,470;48,530
Avila;05204;0520401001;2023;369;341;710;51,970;48,030
Avila;05205;0520501001;2021;42;43;85;49,410;50,590
Avila;05205;0520501001;2022;42;43;85;49,410;50,590
Avila;05205;0520501001;2023;44;40;84;52,380;47,620
Avila;05206;0520601001;2021;15;8;23;65,220;34,780
Avila;05206;0520601001;2022;14;7;21;66,670;33,330
Avila;05206;0520601001;2023;13;7;20;65,000;35,000
Avila;05207;0520701001;2021;385;350;735;52,380;47,620
Avila;05207;0520701001;2022;394;365;759;51,910;48,090
Avila;05207;0520701001;2023;382;360;742;51,480;48,520
Avila;05208;0520801001;2021;25;20;45;55,560;44,440
Avila;05208;0520801001;2022;21;19;40;52,500;47,500
Avila;05208;0520801001;2023;22;17;39;56,410;43,590
Avila;05209;0520901001;2021;45;26;71;63,380;36,620
Avila;05209;0520901001;2022;44;22;66;66,670;33,330
Avila;05209;0520901001;2023;45;24;69;65,220;34,780
Avila;05210;0521001001;2021;38;37;75;50,670;49,330
Avila;05210;0521001001;2022;38;34;72;52,780;47,220
Avila;05210;0521001001;2023;34;33;67;50,750;49,250
Avila;05211;0521101001;2021;260;209;469;55,440;44,560
Avila;05211;0521101001;2022;241;203;444;54,280;45,720
Avila;05211;0521101001;2023;243;194;437;55,610;44,390
Avila;05212;0521201001;2021;118;91;209;56,460;43,540
Avila;05212;0521201001;2022;115;87;202;56,930;43,070
Avila;05212;0521201001;2023;130;113;243;53,500;46,500
Avila;05213;0521301001;2021;57;28;85;67,060;32,940
Avila;05213;0521301001;2022;56;32;88;63,640;36,360
Avila;05213;0521301001;2023;54;28;82;65,850;34,150
Avila;05214;0521401001;2021;17;16;33;51,520;48,480
Avila;05214;0521401001;2022;16;16;32;50,000;50,000
Avila;05214;0521401001;2023;17;15;32;53,120;46,880
Avila;05215;0521501001;2021;94;70;164;57,320;42,680
Avila;05215;0521501001;2022;96;67;163;58,900;41,100
Avila;05215;0521501001;2023;98;66;164;59,760;40,240
Avila;05216;0521601001;2021;114;74;188;60,640;39,360
Avila;05216;0521601001;2022;124;83;207;59,900;40,100
Avila;05216;0521601001;2023;124;94;218;56,880;43,120
Avila;05217;0521701001;2021;31;23;54;57,410;42,590
Avila;05217;0521701001;2022;32;24;56;57,140;42,860
Avila;05217;0521701001;2023;39;33;72;54,170;45,830
Avila;05218;0521801001;2021;56;54;110;50,910;49,090
Avila;05218;0521801001;2022;57;50;107;53,270;46,730
Avila;05218;0521801001;2023;57;47;104;54,810;45,190
Avila;05219;0521901001;2021;25;18;43;58,140;41,860
Avila;05219;0521901001;2022;26;17;43;60,470;39,530
Avila;05219;0521901001;2023;26;18;44;59,090;40,910
Avila;05220;0522001001;2021;227;196;423;53,660;46,340
Avila;05220;0522001001;2022;238;212;450;52,890;47,110
Avila;05220;0522001001;2023;266;232;498;53,410;46,590
Avila;05221;0522101001;2021;168;157;325;51,690;48,310
Avila;05221;0522101001;2022;170;161;331;51,360;48,640
Avila;05221;0522101001;2023;167;157;324;51,540;48,460
Avila;05222;0522201001;2021;81;63;144;56,250;43,750
Avila;05222;0522201001;2022;93;67;160;58,130;41,880
Avila;05222;0522201001;2023;106;72;178;59,550;40,450
Avila;05224;0522401001;2021;56;49;105;53,330;46,670
Avila;05224;0522401001;2022;59;51;110;53,640;46,360
Avila;05224;0522401001;2023;55;46;101;54,460;45,540
Avila;05225;0522501001;2021;199;174;373;53,350;46,650
Avila;05225;0522501001;2022;203;182;385;52,730;47,270
Avila;05225;0522501001;2023;193;184;377;51,190;48,810
Avila;05226;0522601001;2021;41;25;66;62,120;37,880
Avila;05226;0522601001;2022;38;23;61;62,300;37,700
Avila;05226;0522601001;2023;42;25;67;62,690;37,310
Avila;05227;0522701001;2021;252;226;478;52,720;47,280
Avila;05227;0522701001;2022;262;238;500;52,400;47,600
Avila;05227;0522701001;2023;275;254;529;51,980;48,020
Avila;05228;0522801001;2021;113;62;175;64,570;35,430
Avila;05228;0522801001;2022;110;63;173;63,580;36,420
Avila;05228;0522801001;2023;108;64;172;62,790;37,210
Avila;05229;0522901001;2021;41;34;75;54,670;45,330
Avila;05229;0522901001;2022;41;35;76;53,950;46,050
Avila;05229;0522901001;2023;38;35;73;52,050;47,950
Avila;05230;0523001001;2021;43;32;75;57,330;42,670
Avila;05230;0523001001;2022;47;32;79;59,490;40,510
Avila;05230;0523001001;2023;46;31;77;59,740;40,260
Avila;05231;0523101001;2021;93;79;172;54,070;45,930
Avila;05231;0523101001;2022;93;76;169;55,030;44,970
Avila;05231;0523101001;2023;93;73;166;56,020;43,980
Avila;05232;0523201001;2021;70;62;132;53,030;46,970
Avila;05232;0523201001;2022;68;58;126;53,970;46,030
Avila;05232;0523201001;2023;71;67;138;51,450;48,550
Avila;05233;0523301001;2021;131;112;243;53,910;46,090
Avila;05233;0523301001;2022;130;116;246;52,850;47,150
Avila;05233;0523301001;2023;155;125;280;55,360;44,640
Avila;05234;0523401001;2021;20;25;45;44,440;55,560
Avila;05234;0523401001;2022;21;24;45;46,670;53,330
Avila;05234;0523401001;2023;21;24;45;46,670;53,330
Avila;05235;0523501001;2021;69;73;142;48,590;51,410
Avila;05235;0523501001;2022;69;80;149;46,310;53,690
Avila;05235;0523501001;2023;63;74;137;45,990;54,010
Avila;05236;0523601001;2021;63;50;113;55,750;44,250
Avila;05236;0523601001;2022;64;46;110;58,180;41,820
Avila;05236;0523601001;2023;61;42;103;59,220;40,780
Avila;05237;0523701001;2021;89;60;149;59,730;40,270
Avila;05237;0523701001;2022;88;64;152;57,890;42,110
Avila;05237;0523701001;2023;85;63;148;57,430;42,570
Avila;05238;0523801001;2021;441;375;816;54,040;45,960
Avila;05238;0523801001;2022;429;365;794;54,030;45,970
Avila;05238;0523801001;2023;421;357;778;54,110;45,890
Avila;05239;0523901001;2021;137;97;234;58,550;41,450
Avila;05239;0523901001;2022;140;100;240;58,330;41,670
Avila;05239;0523901001;2023;146;104;250;58,400;41,600
Avila;05240;0524001001;2021;1106;1151;2257;49,000;51,000
Avila;05240;0524001001;2022;1162;1166;2328;49,910;50,090
Avila;05240;0524001001;2023;1194;1184;2378;50,210;49,790
Avila;05240;0524002001;2021;1201;1212;2413;49,770;50,230
Avila;05240;0524002001;2022;1196;1220;2416;49,500;50,500
Avila;05240;0524002001;2023;1222;1252;2474;49,390;50,610
Avila;05241;0524101001;2021;921;875;1796;51,280;48,720
Avila;05241;0524101001;2022;918;857;1775;51,720;48,280
Avila;05241;0524101001;2023;921;861;1782;51,680;48,320
Avila;05241;0524101002;2021;1338;1308;2646;50,570;49,430
