Provincia;CMuni;CUSEC;Periodo;Hombres;Mujeres;Población;%_Hombres;%_Mujeres
Palencia;34056;3405601003;2021;346;266;612;56,540;43,460
Palencia;34056;3405601003;2022;333;261;594;56,060;43,940
Palencia;34056;3405601003;2023;321;266;587;54,680;45,320
Palencia;34057;3405701001;2021;243;234;477;50,940;49,060
Palencia;34057;3405701001;2022;250;239;489;51,120;48,880
Palencia;34057;3405701001;2023;239;227;466;51,290;48,710
Palencia;34058;3405801001;2021;113;75;188;60,110;39,890
Palencia;34058;3405801001;2022;112;77;189;59,260;40,740
Palencia;34058;3405801001;2023;105;73;178;58,990;41,010
Palencia;34059;3405901001;2021;212;218;430;49,300;50,700
Palencia;34059;3405901001;2022;211;205;416;50,720;49,280
Palencia;34059;3405901001;2023;203;206;409;49,630;50,370
Palencia;34060;3406001001;2021;75;56;131;57,250;42,750
Palencia;34060;3406001001;2022;75;57;132;56,820;43,180
Palencia;34060;3406001001;2023;75;58;133;56,390;43,610
Palencia;34061;3406101001;2021;60;42;102;58,820;41,180
Palencia;34061;3406101001;2022;56;39;95;58,950;41,050
Palencia;34061;3406101001;2023;62;45;107;57,940;42,060
Palencia;34062;3406201001;2021;88;62;150;58,670;41,330
Palencia;34062;3406201001;2022;88;59;147;59,860;40,140
Palencia;34062;3406201001;2023;87;54;141;61,700;38,300
Palencia;34063;3406301001;2021;57;47;104;54,810;45,190
Palencia;34063;3406301001;2022;70;58;128;54,690;45,310
Palencia;34063;3406301001;2023;72;62;134;53,730;46,270
Palencia;34066;3406601001;2021;38;25;63;60,320;39,680
Palencia;34066;3406601001;2022;37;27;64;57,810;42,190
Palencia;34066;3406601001;2023;36;26;62;58,060;41,940
Palencia;34067;3406701001;2021;75;55;130;57,690;42,310
Palencia;34067;3406701001;2022;79;57;136;58,090;41,910
Palencia;34067;3406701001;2023;80;52;132;60,610;39,390
Palencia;34068;3406801001;2021;33;24;57;57,890;42,110
Palencia;34068;3406801001;2022;34;21;55;61,820;38,180
Palencia;34068;3406801001;2023;37;19;56;66,070;33,930
Palencia;34069;3406901001;2021;544;531;1075;50,600;49,400
Palencia;34069;3406901001;2022;546;544;1090;50,090;49,910
Palencia;34069;3406901001;2023;536;541;1077;49,770;50,230
Palencia;34069;3406901002;2021;780;736;1516;51,450;48,550
Palencia;34069;3406901002;2022;771;731;1502;51,330;48,670
Palencia;34069;3406901002;2023;780;741;1521;51,280;48,720
Palencia;34070;3407001001;2021;73;61;134;54,480;45,520
Palencia;34070;3407001001;2022;71;58;129;55,040;44,960
Palencia;34070;3407001001;2023;72;51;123;58,540;41,460
Palencia;34071;3407101001;2021;90;77;167;53,890;46,110
Palencia;34071;3407101001;2022;89;77;166;53,610;46,390
Palencia;34071;3407101001;2023;91;79;170;53,530;46,470
Palencia;34072;3407201001;2021;74;74;148;50,000;50,000
Palencia;34072;3407201001;2022;68;68;136;50,000;50,000
Palencia;34072;3407201001;2023;69;66;135;51,110;48,890
Palencia;34073;3407301001;2021;89;95;184;48,370;51,630
Palencia;34073;3407301001;2022;88;96;184;47,830;52,170
Palencia;34073;3407301001;2023;86;92;178;48,310;51,690
Palencia;34074;3407401001;2021;397;380;777;51,090;48,910
Palencia;34074;3407401001;2022;389;380;769;50,590;49,410
Palencia;34074;3407401001;2023;381;374;755;50,460;49,540
Palencia;34076;3407601001;2021;318;309;627;50,720;49,280
Palencia;34076;3407601001;2022;316;295;611;51,720;48,280
Palencia;34076;3407601001;2023;307;286;593;51,770;48,230
Palencia;34077;3407701001;2021;260;239;499;52,100;47,900
Palencia;34077;3407701001;2022;260;240;500;52,000;48,000
Palencia;34077;3407701001;2023;248;234;482;51,450;48,550
Palencia;34079;3407901001;2021;1300;1203;2503;51,940;48,060
Palencia;34079;3407901001;2022;1350;1259;2609;51,740;48,260
Palencia;34079;3407901001;2023;1397;1301;2698;51,780;48,220
Palencia;34080;3408001001;2021;377;405;782;48,210;51,790
Palencia;34080;3408001001;2022;347;375;722;48,060;51,940
Palencia;34080;3408001001;2023;345;374;719;47,980;52,020
Palencia;34080;3408001002;2021;273;295;568;48,060;51,940
Palencia;34080;3408001002;2022;775;793;1568;49,430;50,570
Palencia;34080;3408001002;2023;771;764;1535;50,230;49,770
Palencia;34080;3408001003;2021;515;524;1039;49,570;50,430
Palencia;34080;3408002001;2021;584;583;1167;50,040;49,960
Palencia;34080;3408002001;2022;573;569;1142;50,180;49,820
Palencia;34080;3408002001;2023;571;575;1146;49,830;50,170
Palencia;34080;3408002002;2021;430;479;909;47,300;52,700
Palencia;34080;3408002002;2022;451;503;954;47,270;52,730
Palencia;34080;3408002002;2023;452;508;960;47,080;52,920
Palencia;34080;3408002003;2021;674;647;1321;51,020;48,980
Palencia;34080;3408002003;2022;665;647;1312;50,690;49,310
Palencia;34080;3408002003;2023;653;636;1289;50,660;49,340
Palencia;34081;3408101001;2021;36;23;59;61,020;38,980
Palencia;34081;3408101001;2022;35;21;56;62,500;37,500
Palencia;34081;3408101001;2023;34;23;57;59,650;40,350
Palencia;34082;3408201001;2021;39;39;78;50,000;50,000
Palencia;34082;3408201001;2022;40;38;78;51,280;48,720
Palencia;34082;3408201001;2023;38;36;74;51,350;48,650
Palencia;34083;3408301001;2021;526;542;1068;49,250;50,750
Palencia;34083;3408301001;2022;525;544;1069;49,110;50,890
Palencia;34083;3408301001;2023;525;539;1064;49,340;50,660
Palencia;34083;3408301002;2021;406;419;825;49,210;50,790
Palencia;34083;3408301002;2022;400;424;824;48,540;51,460
Palencia;34083;3408301002;2023;403;420;823;48,970;51,030
Palencia;34084;3408401001;2021;89;65;154;57,790;42,210
Palencia;34084;3408401001;2022;83;66;149;55,700;44,300
Palencia;34084;3408401001;2023;84;67;151;55,630;44,370
Palencia;34086;3408601001;2021;51;51;102;50,000;50,000
Palencia;34086;3408601001;2022;54;48;102;52,940;47,060
Palencia;34086;3408601001;2023;56;54;110;50,910;49,090
Palencia;34087;3408701001;2021;80;60;140;57,140;42,860
Palencia;34087;3408701001;2022;85;69;154;55,190;44,810
Palencia;34087;3408701001;2023;91;80;171;53,220;46,780
Palencia;34088;3408801001;2021;195;163;358;54,470;45,530
Palencia;34088;3408801001;2022;199;174;373;53,350;46,650
Palencia;34088;3408801001;2023;218;175;393;55,470;44,530
Palencia;34089;3408901001;2021;92;63;155;59,350;40,650
Palencia;34089;3408901001;2022;85;64;149;57,050;42,950
Palencia;34089;3408901001;2023;84;61;145;57,930;42,070
Palencia;34091;3409101001;2021;74;54;128;57,810;42,190
Palencia;34091;3409101001;2022;72;56;128;56,250;43,750
Palencia;34091;3409101001;2023;66;55;121;54,550;45,450
Palencia;34092;3409201001;2021;152;132;284;53,520;46,480
Palencia;34092;3409201001;2022;153;135;288;53,120;46,880
Palencia;34092;3409201001;2023;148;133;281;52,670;47,330
Palencia;34093;3409301001;2021;53;37;90;58,890;41,110
Palencia;34093;3409301001;2022;54;34;88;61,360;38,640
Palencia;34093;3409301001;2023;58;37;95;61,050;38,950
Palencia;34094;3409401001;2021;33;33;66;50,000;50,000
Palencia;34094;3409401001;2022;31;33;64;48,440;51,560
Palencia;34094;3409401001;2023;33;31;64;51,560;48,440
Palencia;34096;3409601001;2021;29;16;45;64,440;35,560
Palencia;34096;3409601001;2022;29;15;44;65,910;34,090
Palencia;34096;3409601001;2023;27;14;41;65,850;34,150
Palencia;34098;3409801001;2021;534;489;1023;52,200;47,800
Palencia;34098;3409801001;2022;532;480;1012;52,570;47,430
Palencia;34098;3409801001;2023;535;478;1013;52,810;47,190
Palencia;34099;3409901001;2021;38;23;61;62,300;37,700
Palencia;34099;3409901001;2022;35;17;52;67,310;32,690
Palencia;34099;3409901001;2023;35;18;53;66,040;33,960
Palencia;34100;3410001001;2021;79;61;140;56,430;43,570
Palencia;34100;3410001001;2022;83;58;141;58,870;41,130
Palencia;34100;3410001001;2023;83;60;143;58,040;41,960
Palencia;34101;3410101001;2021;21;25;46;45,650;54,350
Palencia;34101;3410101001;2022;22;26;48;45,830;54,170
Palencia;34101;3410101001;2023;22;27;49;44,900;55,100
Palencia;34102;3410201001;2021;129;88;217;59,450;40,550
Palencia;34102;3410201001;2022;129;83;212;60,850;39,150
Palencia;34102;3410201001;2023;125;83;208;60,100;39,900
Palencia;34103;3410301001;2021;58;35;93;62,370;37,630
Palencia;34103;3410301001;2022;57;33;90;63,330;36,670
Palencia;34103;3410301001;2023;55;31;86;63,950;36,050
Palencia;34104;3410401001;2021;148;107;255;58,040;41,960
Palencia;34104;3410401001;2022;145;110;255;56,860;43,140
Palencia;34104;3410401001;2023;154;109;263;58,560;41,440
Palencia;34106;3410601001;2021;70;51;121;57,850;42,150
Palencia;34106;3410601001;2022;57;47;104;54,810;45,190
Palencia;34106;3410601001;2023;54;42;96;56,250;43,750
Palencia;34107;3410701001;2021;42;29;71;59,150;40,850
Palencia;34107;3410701001;2022;43;29;72;59,720;40,280
Palencia;34107;3410701001;2023;42;29;71;59,150;40,850
Palencia;34108;3410801001;2021;315;279;594;53,030;46,970
Palencia;34108;3410801001;2022;314;280;594;52,860;47,140
Palencia;34108;3410801001;2023;311;268;579;53,710;46,290
Palencia;34109;3410901001;2021;33;31;64;51,560;48,440
Palencia;34109;3410901001;2022;38;29;67;56,720;43,280
Palencia;34109;3410901001;2023;36;30;66;54,550;45,450
Palencia;34110;3411001001;2021;45;35;80;56,250;43,750
Palencia;34110;3411001001;2022;47;33;80;58,750;41,250
Palencia;34110;3411001001;2023;45;30;75;60,000;40,000
Palencia;34112;3411201001;2021;23;17;40;57,500;42,500
Palencia;34112;3411201001;2022;24;17;41;58,540;41,460
Palencia;34112;3411201001;2023;27;20;47;57,450;42,550
Palencia;34113;3411301001;2021;15;26;41;36,590;63,410
Palencia;34113;3411301001;2022;14;23;37;37,840;62,160
Palencia;34113;3411301001;2023;13;23;36;36,110;63,890
Palencia;34114;3411401001;2021;114;69;183;62,300;37,700
Palencia;34114;3411401001;2022;120;74;194;61,860;38,140
Palencia;34114;3411401001;2023;113;65;178;63,480;36,520
Palencia;34116;3411601001;2021;29;27;56;51,790;48,210
Palencia;34116;3411601001;2022;30;26;56;53,570;46,430
Palencia;34116;3411601001;2023;32;27;59;54,240;45,760
Palencia;34120;3412001001;2021;656;861;1517;43,240;56,760
Palencia;34120;3412001001;2022;640;833;1473;43,450;56,550
Palencia;34120;3412001001;2023;642;831;1473;43,580;56,420
Palencia;34120;3412001003;2021;414;530;944;43,860;56,140
Palencia;34120;3412001003;2022;421;532;953;44,180;55,820
Palencia;34120;3412001003;2023;429;530;959;44,730;55,270
Palencia;34120;3412001004;2021;418;514;932;44,850;55,150
Palencia;34120;3412001004;2022;408;512;920;44,350;55,650
Palencia;34120;3412001004;2023;410;504;914;44,860;55,140
Palencia;34120;3412001005;2021;401;458;859;46,680;53,320
Palencia;34120;3412001005;2022;375;435;810;46,300;53,700
Palencia;34120;3412001005;2023;373;443;816;45,710;54,290
Palencia;34120;3412002001;2021;874;1015;1889;46,270;53,730
Palencia;34120;3412002001;2022;860;1019;1879;45,770;54,230
Palencia;34120;3412002001;2023;856;1045;1901;45,030;54,970
Palencia;34120;3412002002;2021;468;593;1061;44,110;55,890
Palencia;34120;3412002002;2022;467;581;1048;44,560;55,440
Palencia;34120;3412002002;2023;462;584;1046;44,170;55,830
Palencia;34120;3412002003;2021;918;822;1740;52,760;47,240
Palencia;34120;3412002003;2022;924;834;1758;52,560;47,440
Palencia;34120;3412002003;2023;910;826;1736;52,420;47,580
Palencia;34120;3412003001;2021;291;362;653;44,560;55,440
Palencia;34120;3412003001;2022;290;366;656;44,210;55,790
Palencia;34120;3412003001;2023;278;361;639;43,510;56,490
Palencia;34120;3412003002;2021;362;439;801;45,190;54,810
Palencia;34120;3412003002;2022;351;438;789;44,490;55,510
Palencia;34120;3412003002;2023;362;460;822;44,040;55,960
Palencia;34120;3412003004;2021;486;602;1088;44,670;55,330
Palencia;34120;3412003004;2022;480;575;1055;45,500;54,500
Palencia;34120;3412003004;2023;484;561;1045;46,320;53,680
Palencia;34120;3412003005;2021;571;717;1288;44,330;55,670
Palencia;34120;3412003005;2022;558;736;1294;43,120;56,880
Palencia;34120;3412003005;2023;567;735;1302;43,550;56,450
Palencia;34120;3412004001;2021;482;602;1084;44,460;55,540
Palencia;34120;3412004001;2022;466;590;1056;44,130;55,870
Palencia;34120;3412004001;2023;447;585;1032;43,310;56,690
Palencia;34120;3412004002;2021;388;483;871;44,550;55,450
Palencia;34120;3412004002;2022;397;492;889;44,660;55,340
Palencia;34120;3412004002;2023;409;496;905;45,190;54,810
Palencia;34120;3412004003;2021;355;432;787;45,110;54,890
Palencia;34120;3412004003;2022;358;433;791;45,260;54,740
Palencia;34120;3412004003;2023;369;432;801;46,070;53,930
Palencia;34120;3412004004;2021;569;621;1190;47,820;52,180
Palencia;34120;3412004004;2022;546;598;1144;47,730;52,270
Palencia;34120;3412004004;2023;536;593;1129;47,480;52,520
Palencia;34120;3412004005;2021;958;960;1918;49,950;50,050
Palencia;34120;3412004005;2022;950;957;1907;49,820;50,180
Palencia;34120;3412004005;2023;962;991;1953;49,260;50,740
Palencia;34120;3412004006;2021;298;379;677;44,020;55,980
Palencia;34120;3412004006;2022;298;357;655;45,500;54,500
Palencia;34120;3412004006;2023;295;351;646;45,670;54,330
Palencia;34120;3412004007;2021;818;863;1681;48,660;51,340
Palencia;34120;3412004007;2022;797;856;1653;48,220;51,780
Palencia;34120;3412004007;2023;766;859;1625;47,140;52,860
Palencia;34120;3412004008;2021;368;446;814;45,210;54,790
Palencia;34120;3412004008;2022;363;447;810;44,810;55,190
Palencia;34120;3412004008;2023;365;436;801;45,570;54,430
Palencia;34120;3412004009;2021;530;556;1086;48,800;51,200
Palencia;34120;3412004009;2022;483;538;1021;47,310;52,690
Palencia;34120;3412004009;2023;492;553;1045;47,080;52,920
Palencia;34120;3412005001;2021;655;679;1334;49,100;50,900
Palencia;34120;3412005001;2022;664;693;1357;48,930;51,070
Palencia;34120;3412005001;2023;639;689;1328;48,120;51,880
Palencia;34120;3412005002;2021;278;340;618;44,980;55,020
Palencia;34120;3412005002;2022;265;356;621;42,670;57,330
Palencia;34120;3412005002;2023;248;353;601;41,260;58,740
Palencia;34120;3412005003;2021;601;781;1382;43,490;56,510
Palencia;34120;3412005003;2022;592;749;1341;44,150;55,850
Palencia;34120;3412005003;2023;599;736;1335;44,870;55,130
Palencia;34120;3412005004;2021;811;838;1649;49,180;50,820
Palencia;34120;3412005004;2022;796;825;1621;49,110;50,890
Palencia;34120;3412005004;2023;781;821;1602;48,750;51,250
Palencia;34120;3412005005;2021;663;711;1374;48,250;51,750
Palencia;34120;3412005005;2022;655;694;1349;48,550;51,450
Palencia;34120;3412005005;2023;639;677;1316;48,560;51,440
Palencia;34120;3412005006;2021;569;658;1227;46,370;53,630
Palencia;34120;3412005006;2022;555;633;1188;46,720;53,280
Palencia;34120;3412005006;2023;544;628;1172;46,420;53,580
Palencia;34120;3412005007;2021;559;635;1194;46,820;53,180
Palencia;34120;3412005007;2022;558;635;1193;46,770;53,230
Palencia;34120;3412005007;2023;567;655;1222;46,400;53,600
Palencia;34120;3412005008;2021;484;535;1019;47,500;52,500
Palencia;34120;3412005008;2022;486;530;1016;47,830;52,170
Palencia;34120;3412005008;2023;506;541;1047;48,330;51,670
Palencia;34120;3412005009;2021;366;419;785;46,620;53,380
Palencia;34120;3412005009;2022;357;413;770;46,360;53,640
Palencia;34120;3412005009;2023;349;406;755;46,230;53,770
Palencia;34120;3412005010;2021;611;692;1303;46,890;53,110
Palencia;34120;3412005010;2022;599;682;1281;46,760;53,240
Palencia;34120;3412005010;2023;588;654;1242;47,340;52,660
Palencia;34120;3412005011;2021;1219;1293;2512;48,530;51,470
Palencia;34120;3412005011;2022;1258;1323;2581;48,740;51,260
Palencia;34120;3412005011;2023;1270;1355;2625;48,380;51,620
Palencia;34120;3412005012;2021;542;629;1171;46,290;53,710
Palencia;34120;3412005012;2022;520;620;1140;45,610;54,390
Palencia;34120;3412005012;2023;502;599;1101;45,590;54,410
Palencia;34120;3412005013;2021;530;685;1215;43,620;56,380
Palencia;34120;3412005013;2022;519;668;1187;43,720;56,280
Palencia;34120;3412005013;2023;517;644;1161;44,530;55,470
Palencia;34120;3412005014;2021;820;897;1717;47,760;52,240
Palencia;34120;3412005014;2022;811;887;1698;47,760;52,240
Palencia;34120;3412005014;2023;787;868;1655;47,550;52,450
Palencia;34120;3412005015;2021;443;513;956;46,340;53,660
Palencia;34120;3412005015;2022;434;493;927;46,820;53,180
Palencia;34120;3412005015;2023;424;482;906;46,800;53,200
Palencia;34120;3412006001;2021;670;739;1409;47,550;52,450
Palencia;34120;3412006001;2022;672;730;1402;47,930;52,070
Palencia;34120;3412006001;2023;828;890;1718;48,200;51,800
Palencia;34120;3412006002;2021;496;526;1022;48,530;51,470
Palencia;34120;3412006002;2022;500;511;1011;49,460;50,540
Palencia;34120;3412006002;2023;743;772;1515;49,040;50,960
Palencia;34120;3412006003;2021;1168;1205;2373;49,220;50,780
Palencia;34120;3412006003;2022;1192;1210;2402;49,630;50,370
Palencia;34120;3412006003;2023;997;1007;2004;49,750;50,250
Palencia;34120;3412006004;2021;1109;1114;2223;49,890;50,110
Palencia;34120;3412006004;2022;1095;1110;2205;49,660;50,340
Palencia;34120;3412006004;2023;1101;1115;2216;49,680;50,320
Palencia;34120;3412006006;2021;962;962;1924;50,000;50,000
Palencia;34120;3412006006;2022;943;954;1897;49,710;50,290
Palencia;34120;3412006006;2023;786;814;1600;49,120;50,880
Palencia;34120;3412006007;2021;768;880;1648;46,600;53,400
Palencia;34120;3412006007;2022;773;884;1657;46,650;53,350
Palencia;34120;3412006007;2023;766;893;1659;46,170;53,830
Palencia;34120;3412007001;2021;669;721;1390;48,130;51,870
Palencia;34120;3412007001;2022;701;737;1438;48,750;51,250
Palencia;34120;3412007001;2023;737;777;1514;48,680;51,320
Palencia;34120;3412007002;2021;392;423;815;48,100;51,900
Palencia;34120;3412007002;2022;393;418;811;48,460;51,540
Palencia;34120;3412007002;2023;408;418;826;49,390;50,610
Palencia;34120;3412007003;2021;1076;1188;2264;47,530;52,470
Palencia;34120;3412007003;2022;1061;1171;2232;47,540;52,460
Palencia;34120;3412007003;2023;1063;1185;2248;47,290;52,710
Palencia;34120;3412007004;2021;795;804;1599;49,720;50,280
Palencia;34120;3412007004;2022;809;831;1640;49,330;50,670
Palencia;34120;3412007004;2023;839;873;1712;49,010;50,990
Palencia;34120;3412007005;2021;485;565;1050;46,190;53,810
Palencia;34120;3412007005;2022;471;554;1025;45,950;54,050
Palencia;34120;3412007005;2023;482;550;1032;46,710;53,290
Palencia;34120;3412007006;2021;359;477;836;42,940;57,060
Palencia;34120;3412007006;2022;359;480;839;42,790;57,210
Palencia;34120;3412007006;2023;374;489;863;43,340;56,660
Palencia;34120;3412007007;2021;425;501;926;45,900;54,100
Palencia;34120;3412007007;2022;397;477;874;45,420;54,580
Palencia;34120;3412007007;2023;386;482;868;44,470;55,530
Palencia;34120;3412007008;2021;398;462;860;46,280;53,720
Palencia;34120;3412007008;2022;398;452;850;46,820;53,180
Palencia;34120;3412007008;2023;409;465;874;46,800;53,200
Palencia;34120;3412007009;2021;593;619;1212;48,930;51,070
Palencia;34120;3412007009;2022;560;586;1146;48,870;51,130
Palencia;34120;3412007009;2023;561;573;1134;49,470;50,530
Palencia;34120;3412007010;2021;739;827;1566;47,190;52,810
Palencia;34120;3412007010;2022;720;798;1518;47,430;52,570
Palencia;34120;3412007010;2023;704;800;1504;46,810;53,190
Palencia;34120;3412007011;2021;425;496;921;46,150;53,850
Palencia;34120;3412007011;2022;432;500;932;46,350;53,650
Palencia;34120;3412007011;2023;431;502;933;46,200;53,800
Palencia;34120;3412007012;2021;802;874;1676;47,850;52,150
Palencia;34120;3412007012;2022;787;859;1646;47,810;52,190
Palencia;34120;3412007012;2023;773;845;1618;47,780;52,220
Palencia;34120;3412007013;2021;336;383;719;46,730;53,270
Palencia;34120;3412007013;2022;330;379;709;46,540;53,460
Palencia;34120;3412007013;2023;320;377;697;45,910;54,090
Palencia;34120;3412007014;2021;262;330;592;44,260;55,740
Palencia;34120;3412007014;2022;260;319;579;44,910;55,090
Palencia;34120;3412007014;2023;253;327;580;43,620;56,380
Palencia;34120;3412007015;2021;338;404;742;45,550;54,450
Palencia;34120;3412007015;2022;344;408;752;45,740;54,260
Palencia;34120;3412007015;2023;349;400;749;46,600;53,400
Palencia;34120;3412007016;2021;777;868;1645;47,230;52,770
Palencia;34120;3412007016;2022;743;853;1596;46,550;53,450
Palencia;34120;3412007016;2023;736;854;1590;46,290;53,710
Palencia;34120;3412007017;2021;543;578;1121;48,440;51,560
Palencia;34120;3412007017;2022;523;578;1101;47,500;52,500
Palencia;34120;3412007017;2023;517;563;1080;47,870;52,130
Palencia;34120;3412007018;2021;478;507;985;48,530;51,470
Palencia;34120;3412007018;2022;463;494;957;48,380;51,620
Palencia;34120;3412007018;2023;447;484;931;48,010;51,990
Palencia;34120;3412007019;2021;483;567;1050;46,000;54,000
Palencia;34120;3412007019;2022;447;529;976;45,800;54,200
Palencia;34120;3412007019;2023;447;511;958;46,660;53,340
Palencia;34120;3412007020;2021;1038;1144;2182;47,570;52,430
Palencia;34120;3412007020;2022;1041;1145;2186;47,620;52,380
Palencia;34120;3412007020;2023;1036;1149;2185;47,410;52,590
Palencia;34121;3412101001;2021;124;91;215;57,670;42,330
Palencia;34121;3412101001;2022;121;92;213;56,810;43,190
Palencia;34121;3412101001;2023;121;91;212;57,080;42,920
Palencia;34122;3412201001;2021;60;43;103;58,250;41,750
Palencia;34122;3412201001;2022;63;42;105;60,000;40,000
Palencia;34122;3412201001;2023;63;42;105;60,000;40,000
Palencia;34123;3412301001;2021;479;495;974;49,180;50,820
Palencia;34123;3412301001;2022;489;500;989;49,440;50,560
Palencia;34123;3412301001;2023;476;497;973;48,920;51,080
Palencia;34123;3412301002;2021;481;419;900;53,440;46,560
Palencia;34123;3412301002;2022;485;425;910;53,300;46,700
Palencia;34123;3412301002;2023;486;435;921;52,770;47,230
Palencia;34124;3412401001;2021;39;24;63;61,900;38,100
Palencia;34124;3412401001;2022;39;24;63;61,900;38,100
Palencia;34124;3412401001;2023;37;22;59;62,710;37,290
Palencia;34125;3412501001;2021;39;36;75;52,000;48,000
Palencia;34125;3412501001;2022;42;34;76;55,260;44,740
Palencia;34125;3412501001;2023;42;33;75;56,000;44,000
Palencia;34126;3412601001;2021;159;131;290;54,830;45,170
Palencia;34126;3412601001;2022;162;136;298;54,360;45,640
Palencia;34126;3412601001;2023;159;128;287;55,400;44,600
Palencia;34127;3412701001;2021;46;47;93;49,460;50,540
Palencia;34127;3412701001;2022;50;54;104;48,080;51,920
Palencia;34127;3412701001;2023;56;61;117;47,860;52,140
Palencia;34129;3412901001;2021;101;73;174;58,050;41,950
Palencia;34129;3412901001;2022;101;68;169;59,760;40,240
Palencia;34129;3412901001;2023;97;65;162;59,880;40,120
Palencia;34130;3413001001;2021;102;101;203;50,250;49,750
Palencia;34130;3413001001;2022;106;94;200;53,000;47,000
Palencia;34130;3413001001;2023;105;92;197;53,300;46,700
Palencia;34131;3413101001;2021;31;25;56;55,360;44,640
Palencia;34131;3413101001;2022;28;24;52;53,850;46,150
Palencia;34131;3413101001;2023;25;20;45;55,560;44,440
Palencia;34132;3413201001;2021;75;59;134;55,970;44,030
Palencia;34132;3413201001;2022;76;56;132;57,580;42,420
Palencia;34132;3413201001;2023;73;54;127;57,480;42,520
Palencia;34133;3413301001;2021;65;47;112;58,040;41,960
Palencia;34133;3413301001;2022;62;45;107;57,940;42,060
Palencia;34133;3413301001;2023;60;43;103;58,250;41,750
Palencia;34134;3413401001;2021;25;21;46;54,350;45,650
Palencia;34134;3413401001;2022;25;22;47;53,190;46,810
Palencia;34134;3413401001;2023;23;22;45;51,110;48,890
Palencia;34135;3413501001;2021;264;210;474;55,700;44,300
Palencia;34135;3413501001;2022;262;215;477;54,930;45,070
Palencia;34135;3413501001;2023;266;216;482;55,190;44,810
Palencia;34136;3413601001;2021;103;72;175;58,860;41,140
Palencia;34136;3413601001;2022;97;69;166;58,430;41,570
Palencia;34136;3413601001;2023;95;72;167;56,890;43,110
Palencia;34137;3413701001;2021;14;7;21;66,670;33,330
Palencia;34137;3413701001;2022;14;6;20;70,000;30,000
Palencia;34137;3413701001;2023;14;5;19;73,680;26,320
Palencia;34139;3413901001;2021;104;82;186;55,910;44,090
Palencia;34139;3413901001;2022;100;77;177;56,500;43,500
Palencia;34139;3413901001;2023;100;77;177;56,500;43,500
Palencia;34140;3414001001;2021;48;44;92;52,170;47,830
Palencia;34140;3414001001;2022;47;39;86;54,650;45,350
Palencia;34140;3414001001;2023;46;38;84;54,760;45,240
Palencia;34141;3414101001;2021;167;130;297;56,230;43,770
Palencia;34141;3414101001;2022;161;130;291;55,330;44,670
Palencia;34141;3414101001;2023;141;117;258;54,650;45,350
Palencia;34143;3414301001;2021;101;80;181;55,800;44,200
Palencia;34143;3414301001;2022;100;79;179;55,870;44,130
Palencia;34143;3414301001;2023;100;80;180;55,560;44,440
Palencia;34146;3414601001;2021;36;22;58;62,070;37,930
Palencia;34146;3414601001;2022;35;21;56;62,500;37,500
Palencia;34146;3414601001;2023;35;21;56;62,500;37,500
Palencia;34147;3414701001;2021;101;90;191;52,880;47,120
Palencia;34147;3414701001;2022;105;93;198;53,030;46,970
Palencia;34147;3414701001;2023;111;88;199;55,780;44,220
Palencia;34149;3414901001;2021;10;13;23;43,480;56,520
Palencia;34149;3414901001;2022;13;12;25;52,000;48,000
Palencia;34149;3414901001;2023;15;13;28;53,570;46,430
Palencia;34151;3415101001;2021;89;58;147;60,540;39,460
Palencia;34151;3415101001;2022;90;56;146;61,640;38,360
Palencia;34151;3415101001;2023;90;57;147;61,220;38,780
Palencia;34152;3415201001;2021;74;72;146;50,680;49,320
Palencia;34152;3415201001;2022;71;72;143;49,650;50,350
Palencia;34152;3415201001;2023;66;72;138;47,830;52,170
Palencia;34154;3415401001;2021;46;32;78;58,970;41,030
Palencia;34154;3415401001;2022;46;35;81;56,790;43,210
Palencia;34154;3415401001;2023;43;35;78;55,130;44,870
Palencia;34155;3415501001;2021;66;71;137;48,180;51,820
Palencia;34155;3415501001;2022;75;72;147;51,020;48,980
Palencia;34155;3415501001;2023;80;74;154;51,950;48,050
Palencia;34156;3415601001;2021;33;22;55;60,000;40,000
Palencia;34156;3415601001;2022;35;23;58;60,340;39,660
Palencia;34156;3415601001;2023;33;22;55;60,000;40,000
Palencia;34157;3415701001;2021;597;533;1130;52,830;47,170
Palencia;34157;3415701001;2022;583;517;1100;53,000;47,000
Palencia;34157;3415701001;2023;586;536;1122;52,230;47,770
Palencia;34157;3415701002;2021;608;631;1239;49,070;50,930
Palencia;34157;3415701002;2022;614;626;1240;49,520;50,480
Palencia;34157;3415701002;2023;607;614;1221;49,710;50,290
Palencia;34157;3415701003;2021;304;262;566;53,710;46,290
Palencia;34157;3415701003;2022;300;259;559;53,670;46,330
Palencia;34157;3415701003;2023;301;264;565;53,270;46,730
Palencia;34158;3415801001;2021;158;149;307;51,470;48,530
Palencia;34158;3415801001;2022;165;148;313;52,720;47,280
Palencia;34158;3415801001;2023;162;150;312;51,920;48,080
Palencia;34159;3415901001;2021;231;183;414;55,800;44,200
Palencia;34159;3415901001;2022;246;180;426;57,750;42,250
Palencia;34159;3415901001;2023;244;173;417;58,510;41,490
Palencia;34160;3416001001;2021;87;68;155;56,130;43,870
Palencia;34160;3416001001;2022;84;67;151;55,630;44,370
Palencia;34160;3416001001;2023;80;66;146;54,790;45,210
Palencia;34161;3416101001;2021;15;8;23;65,220;34,780
