Provincia;CMuni;CUSEC;Periodo;Distribución_de_la_renta_P80_P20;Índice_de_Gini
Leon;24062;2406201001;2022;2,5;29,7
Leon;24062;2406201001;2023;2,7;29,2
Leon;24063;2406301001;2021;2,3;26,8
Leon;24063;2406301001;2022;2,2;24,9
Leon;24063;2406301001;2023;2,1;24,7
Leon;24064;2406401001;2021;2,1;24,1
Leon;24064;2406401001;2022;2,0;23,5
Leon;24064;2406401001;2023;2,0;23,2
Leon;24065;2406501001;2021;2,1;24,1
Leon;24065;2406501001;2022;2,0;23,8
Leon;24065;2406501001;2023;2,1;23,6
Leon;24065;2406501002;2021;2,2;25,5
Leon;24065;2406501002;2022;2,2;24,2
Leon;24065;2406501002;2023;2,2;26,7
Leon;24066;2406601001;2021;2,1;23,9
Leon;24066;2406601001;2022;1,9;24,1
Leon;24066;2406601001;2023;2,0;25,2
Leon;24067;2406701001;2021;2,2;33,5
Leon;24067;2406701001;2022;2,3;35,4
Leon;24067;2406701001;2023;2,0;34,3
Leon;24068;2406801001;2021;2,0;24,0
Leon;24068;2406801001;2022;2,0;25,6
Leon;24068;2406801001;2023;2,2;27,5
Leon;24070;2407001001;2021;2,2;25,7
Leon;24070;2407001001;2022;2,1;25,8
Leon;24070;2407001001;2023;2,3;25,2
Leon;24070;2407001002;2021;2,1;24,2
Leon;24070;2407001002;2022;2,0;24,5
Leon;24070;2407001002;2023;2,0;24,2
Leon;24070;2407001003;2021;2,2;23,2
Leon;24070;2407001003;2022;2,1;23,5
Leon;24070;2407001003;2023;1,9;22,1
Leon;24070;2407001004;2021;2,1;23,7
Leon;24070;2407001004;2022;2,3;24,9
Leon;24070;2407001004;2023;2,0;23,9
Leon;24071;2407101001;2021;2,2;24,8
Leon;24071;2407101001;2022;2,1;25,1
Leon;24071;2407101001;2023;2,1;23,8
Leon;24073;2407301001;2021;2,2;26,0
Leon;24073;2407301001;2022;2,4;26,7
Leon;24073;2407301001;2023;2,3;27,5
Leon;24076;2407601001;2021;2,3;27,2
Leon;24076;2407601001;2022;2,4;28,3
Leon;24076;2407601001;2023;2,4;28,7
Leon;24077;2407701001;2021;2,8;31,2
Leon;24077;2407701001;2022;2,9;31,9
Leon;24077;2407701001;2023;3,2;33,6
Leon;24078;2407801001;2021;2,1;28,0
Leon;24078;2407801001;2022;2,4;28,9
Leon;24078;2407801001;2023;2,9;29,9
Leon;24079;2407901001;2021;2,6;29,1
Leon;24079;2407901001;2022;2,7;29,7
Leon;24079;2407901001;2023;2,6;27,2
Leon;24080;2408001001;2021;2,7;29,6
Leon;24080;2408001001;2022;2,6;27,3
Leon;24080;2408001001;2023;2,3;29,9
Leon;24081;2408101001;2021;2,0;27,7
Leon;24081;2408101001;2022;2,0;26,1
Leon;24081;2408101001;2023;1,8;27,3
Leon;24082;2408201001;2021;2,2;26,9
Leon;24082;2408201001;2022;2,3;26,2
Leon;24082;2408201001;2023;2,3;27,0
Leon;24083;2408301001;2021;2,4;25,9
Leon;24083;2408301001;2022;2,5;26,2
Leon;24083;2408301001;2023;2,4;26,0
Leon;24084;2408401001;2021;2,5;29,3
Leon;24084;2408401001;2022;2,6;28,2
Leon;24084;2408401001;2023;2,3;30,3
Leon;24086;2408601001;2021;2,1;28,9
Leon;24086;2408601001;2022;2,4;27,9
Leon;24086;2408601001;2023;2,5;28,1
Leon;24087;2408701001;2021;2,0;22,5
Leon;24087;2408701001;2022;2,1;23,6
Leon;24087;2408701001;2023;2,1;23,4
Leon;24088;2408801001;2021;2,4;25,8
Leon;24088;2408801001;2022;2,2;26,2
Leon;24088;2408801001;2023;2,3;26,8
Leon;24089;2408901001;2021;2,9;33,3
Leon;24089;2408901001;2022;2,9;32,4
Leon;24089;2408901001;2023;2,7;32,3
Leon;24089;2408901002;2021;2,9;34,5
Leon;24089;2408901002;2022;2,9;33,7
Leon;24089;2408901002;2023;2,6;33,5
Leon;24089;2408901003;2021;2,9;33,3
Leon;24089;2408901003;2022;2,8;33,1
Leon;24089;2408901003;2023;2,8;34,2
Leon;24089;2408901004;2021;2,5;29,2
Leon;24089;2408901004;2022;2,6;29,2
Leon;24089;2408901004;2023;2,7;28,2
Leon;24089;2408901005;2021;3,2;33,5
Leon;24089;2408901005;2022;3,1;33,1
Leon;24089;2408901005;2023;3,0;33,4
Leon;24089;2408901006;2021;3,2;33,8
Leon;24089;2408901006;2022;3,0;34,8
Leon;24089;2408901006;2023;2,8;33,4
Leon;24089;2408902001;2021;2,7;31,7
Leon;24089;2408902001;2022;2,6;31,8
Leon;24089;2408902001;2023;2,7;31,3
Leon;24089;2408902002;2021;2,6;30,7
Leon;24089;2408902002;2022;2,5;31,2
Leon;24089;2408902002;2023;2,5;30,7
Leon;24089;2408902003;2021;2,5;27,9
Leon;24089;2408902003;2022;2,5;29,2
Leon;24089;2408902003;2023;2,7;29,9
Leon;24089;2408902004;2021;2,5;30,4
Leon;24089;2408902004;2022;2,6;31,9
Leon;24089;2408902004;2023;2,5;30,5
Leon;24089;2408902005;2021;2,8;34,3
Leon;24089;2408902005;2022;3,0;33,6
Leon;24089;2408902005;2023;2,8;33,6
Leon;24089;2408902006;2021;2,9;31,5
Leon;24089;2408902006;2022;2,7;30,2
Leon;24089;2408902006;2023;2,5;30,4
Leon;24089;2408902007;2021;2,5;29,4
Leon;24089;2408902007;2022;2,5;30,3
Leon;24089;2408902007;2023;2,5;29,4
Leon;24089;2408902008;2021;2,9;32,7
Leon;24089;2408902008;2022;3,4;34,0
Leon;24089;2408902008;2023;3,0;32,6
Leon;24089;2408902009;2021;2,8;32,3
Leon;24089;2408902009;2022;2,9;32,3
Leon;24089;2408902009;2023;3,2;31,3
Leon;24089;2408902010;2021;2,7;29,4
Leon;24089;2408902010;2022;2,7;29,1
Leon;24089;2408902010;2023;2,8;29,1
Leon;24089;2408903001;2021;3,0;32,6
Leon;24089;2408903001;2022;2,9;33,3
Leon;24089;2408903001;2023;2,9;31,3
Leon;24089;2408903002;2021;2,8;31,9
Leon;24089;2408903002;2022;2,9;31,7
Leon;24089;2408903002;2023;2,9;31,5
Leon;24089;2408903003;2021;2,8;30,5
Leon;24089;2408903003;2022;2,6;28,7
Leon;24089;2408903003;2023;2,6;29,9
Leon;24089;2408903004;2021;2,4;28,1
Leon;24089;2408903004;2022;2,3;27,0
Leon;24089;2408903004;2023;2,4;27,9
Leon;24089;2408903005;2021;2,4;28,8
Leon;24089;2408903005;2022;2,6;29,3
Leon;24089;2408903005;2023;2,5;28,0
Leon;24089;2408903006;2021;2,6;29,1
Leon;24089;2408903006;2022;2,6;29,3
Leon;24089;2408903006;2023;2,4;28,4
Leon;24089;2408903007;2021;2,7;29,5
Leon;24089;2408903007;2022;3,0;31,3
Leon;24089;2408903007;2023;2,7;30,2
Leon;24089;2408903008;2021;3,2;32,7
Leon;24089;2408903008;2022;3,2;32,2
Leon;24089;2408903008;2023;3,1;31,1
Leon;24089;2408903009;2021;2,1;24,0
Leon;24089;2408903009;2022;2,1;24,5
Leon;24089;2408903009;2023;2,1;24,9
Leon;24089;2408903010;2021;2,9;28,5
Leon;24089;2408903010;2022;2,8;30,6
Leon;24089;2408903010;2023;2,9;31,6
Leon;24089;2408903011;2021;2,5;27,5
Leon;24089;2408903011;2022;2,7;28,9
Leon;24089;2408903011;2023;2,6;28,5
Leon;24089;2408903012;2021;2,6;29,6
Leon;24089;2408903012;2022;2,4;28,4
Leon;24089;2408903012;2023;2,4;28,7
Leon;24089;2408903013;2021;2,1;26,1
Leon;24089;2408903013;2022;2,1;26,5
Leon;24089;2408903013;2023;2,3;24,2
Leon;24089;2408903014;2021;2,4;27,3
Leon;24089;2408903014;2022;2,4;27,5
Leon;24089;2408903014;2023;2,4;27,2
Leon;24089;2408903015;2021;2,9;34,7
Leon;24089;2408903015;2022;3,1;36,4
Leon;24089;2408903015;2023;3,0;35,6
Leon;24089;2408903016;2021;2,1;25,7
Leon;24089;2408903016;2022;2,1;24,6
Leon;24089;2408903016;2023;2,1;25,2
Leon;24089;2408903017;2021;2,6;30,8
Leon;24089;2408903017;2022;2,1;25,2
Leon;24089;2408903017;2023;2,1;24,4
Leon;24089;2408903018;2021;2,0;23,1
Leon;24089;2408903018;2022;2,0;22,5
Leon;24089;2408903018;2023;2,0;23,3
Leon;24089;2408903019;2021;2,1;25,2
Leon;24089;2408903019;2022;2,2;25,0
Leon;24089;2408903019;2023;2,2;24,5
Leon;24089;2408903020;2021;2,5;29,3
Leon;24089;2408903020;2022;2,6;30,1
Leon;24089;2408903020;2023;2,5;29,0
Leon;24089;2408903021;2021;2,1;24,7
Leon;24089;2408904001;2021;2,8;30,5
Leon;24089;2408904001;2022;2,9;30,7
Leon;24089;2408904001;2023;2,9;30,8
Leon;24089;2408904002;2021;2,0;25,4
Leon;24089;2408904002;2022;2,1;26,3
Leon;24089;2408904002;2023;2,2;26,6
Leon;24089;2408904003;2021;3,1;32,8
Leon;24089;2408904003;2022;3,0;33,4
Leon;24089;2408904003;2023;3,0;31,5
Leon;24089;2408904004;2021;2,6;30,1
Leon;24089;2408904004;2022;2,7;28,9
Leon;24089;2408904004;2023;2,8;30,2
Leon;24089;2408904005;2021;2,1;25,5
Leon;24089;2408904005;2022;2,2;25,5
Leon;24089;2408904005;2023;2,2;25,5
Leon;24089;2408904006;2021;2,6;30,8
Leon;24089;2408904006;2022;2,5;29,7
Leon;24089;2408904006;2023;2,7;30,3
Leon;24089;2408904007;2021;2,9;32,3
Leon;24089;2408904007;2022;2,9;32,7
Leon;24089;2408904007;2023;3,0;31,5
Leon;24089;2408904008;2021;2,8;30,0
Leon;24089;2408904008;2022;2,9;31,9
Leon;24089;2408904008;2023;3,1;31,4
Leon;24089;2408904009;2021;2,4;27,6
Leon;24089;2408904009;2022;2,3;26,3
Leon;24089;2408904009;2023;2,3;26,9
Leon;24089;2408904010;2021;2,3;26,7
Leon;24089;2408904010;2022;2,2;27,3
Leon;24089;2408904010;2023;2,5;29,1
Leon;24089;2408904011;2021;2,4;27,8
Leon;24089;2408904011;2022;2,7;28,4
Leon;24089;2408904011;2023;2,3;25,7
Leon;24089;2408904012;2021;2,6;28,6
Leon;24089;2408904012;2022;2,7;30,9
Leon;24089;2408904012;2023;2,6;30,2
Leon;24089;2408904013;2021;2,2;27,1
Leon;24089;2408904013;2022;2,3;26,9
Leon;24089;2408904013;2023;2,2;26,7
Leon;24089;2408904014;2021;2,3;26,4
Leon;24089;2408904014;2022;2,5;28,4
Leon;24089;2408904014;2023;2,7;27,8
Leon;24089;2408904015;2021;2,1;23,8
Leon;24089;2408904015;2022;2,0;23,4
Leon;24089;2408904015;2023;2,0;22,4
Leon;24089;2408905001;2021;2,7;31,3
Leon;24089;2408905001;2022;2,7;30,6
Leon;24089;2408905001;2023;2,7;30,7
Leon;24089;2408905002;2021;2,4;28,4
Leon;24089;2408905002;2022;2,4;28,6
Leon;24089;2408905002;2023;2,3;27,6
Leon;24089;2408905003;2021;2,6;30,3
Leon;24089;2408905003;2022;2,6;29,3
Leon;24089;2408905003;2023;2,7;29,5
Leon;24089;2408905004;2021;2,5;27,9
Leon;24089;2408905004;2022;2,6;29,0
Leon;24089;2408905004;2023;2,5;28,8
Leon;24089;2408905005;2021;2,2;27,8
Leon;24089;2408905005;2022;2,4;29,0
Leon;24089;2408905005;2023;2,5;29,2
Leon;24089;2408905006;2021;2,3;26,4
Leon;24089;2408905006;2022;2,1;27,0
Leon;24089;2408905006;2023;2,1;25,0
Leon;24089;2408905007;2021;2,5;28,4
Leon;24089;2408905007;2022;2,4;28,3
Leon;24089;2408905007;2023;2,3;28,2
Leon;24089;2408905008;2021;2,7;30,7
Leon;24089;2408905008;2022;2,9;31,4
Leon;24089;2408905008;2023;2,9;31,1
Leon;24089;2408905009;2021;2,5;29,3
Leon;24089;2408905009;2022;2,6;28,9
Leon;24089;2408905009;2023;2,3;29,2
Leon;24089;2408905010;2021;2,5;27,6
Leon;24089;2408905010;2022;2,6;29,2
Leon;24089;2408905010;2023;2,5;28,9
Leon;24089;2408905011;2021;2,1;25,3
Leon;24089;2408905011;2022;2,1;26,5
Leon;24089;2408905011;2023;2,2;25,6
Leon;24089;2408906001;2021;3,3;34,0
Leon;24089;2408906001;2022;3,0;33,6
Leon;24089;2408906001;2023;3,2;33,7
Leon;24089;2408906002;2021;2,1;24,5
Leon;24089;2408906002;2022;2,3;24,8
Leon;24089;2408906002;2023;2,2;25,3
Leon;24089;2408906003;2021;2,9;30,8
Leon;24089;2408906003;2022;2,6;29,9
Leon;24089;2408906003;2023;2,6;30,2
Leon;24089;2408906004;2021;3,3;35,4
Leon;24089;2408906004;2022;3,4;36,1
Leon;24089;2408906004;2023;3,8;37,5
Leon;24089;2408906005;2021;2,5;28,3
Leon;24089;2408906005;2022;2,5;27,4
Leon;24089;2408906005;2023;2,3;26,6
Leon;24089;2408906006;2021;2,6;30,6
Leon;24089;2408906006;2022;2,6;30,2
Leon;24089;2408906006;2023;2,5;28,4
Leon;24089;2408906007;2021;2,9;31,7
Leon;24089;2408906007;2022;2,8;31,5
Leon;24089;2408906007;2023;2,8;31,1
Leon;24089;2408906008;2021;2,1;25,1
Leon;24089;2408906008;2022;2,2;25,4
Leon;24089;2408906008;2023;2,3;26,0
Leon;24089;2408906009;2021;2,2;25,7
Leon;24089;2408906009;2022;2,2;26,8
Leon;24089;2408906009;2023;2,2;26,6
Leon;24089;2408906010;2021;2,5;27,3
Leon;24089;2408906010;2022;2,6;28,3
Leon;24089;2408906010;2023;2,5;27,3
Leon;24089;2408906011;2021;2,4;28,0
Leon;24089;2408906011;2022;2,5;27,2
Leon;24089;2408906011;2023;2,7;30,8
Leon;24089;2408906012;2021;2,9;31,0
Leon;24089;2408906012;2022;2,9;32,1
Leon;24089;2408906012;2023;2,6;28,3
Leon;24089;2408906013;2021;2,8;30,3
Leon;24089;2408906013;2022;2,8;30,0
Leon;24089;2408906013;2023;2,5;29,4
Leon;24089;2408906014;2021;2,3;27,2
Leon;24089;2408906014;2022;2,2;27,6
Leon;24089;2408906014;2023;2,2;27,0
Leon;24089;2408906015;2021;2,7;31,1
Leon;24089;2408906015;2022;2,6;30,3
Leon;24089;2408906015;2023;2,7;30,6
Leon;24089;2408906016;2021;2,5;27,7
Leon;24089;2408906016;2022;2,7;29,4
Leon;24089;2408906016;2023;2,6;28,5
Leon;24089;2408907001;2021;3,2;33,4
Leon;24089;2408907001;2022;3,2;33,7
Leon;24089;2408907001;2023;2,9;31,9
Leon;24089;2408907002;2021;2,6;28,9
Leon;24089;2408907002;2022;2,7;30,2
Leon;24089;2408907002;2023;2,7;29,5
Leon;24089;2408907003;2021;2,9;31,1
Leon;24089;2408907003;2022;2,7;30,9
Leon;24089;2408907003;2023;2,8;29,5
Leon;24089;2408907004;2021;2,9;32,2
Leon;24089;2408907004;2022;2,7;31,1
Leon;24089;2408907004;2023;2,5;30,1
Leon;24089;2408907005;2021;2,2;24,8
Leon;24089;2408907005;2022;2,1;25,3
Leon;24089;2408907005;2023;2,2;25,3
Leon;24089;2408907006;2021;2,2;27,1
Leon;24089;2408907006;2022;2,3;27,2
Leon;24089;2408907006;2023;2,2;27,6
Leon;24089;2408907007;2021;3,0;31,6
Leon;24089;2408907007;2022;2,8;31,2
Leon;24089;2408907007;2023;3,0;30,7
Leon;24089;2408907008;2021;2,5;27,6
Leon;24089;2408907008;2022;2,5;27,3
Leon;24089;2408907008;2023;2,3;26,6
Leon;24089;2408907009;2021;2,4;27,5
Leon;24089;2408907009;2022;2,7;28,2
Leon;24089;2408907009;2023;2,4;28,2
Leon;24089;2408907010;2021;2,8;31,4
Leon;24089;2408907010;2022;3,0;33,0
Leon;24089;2408907010;2023;3,0;33,5
Leon;24089;2408907011;2021;2,0;24,8
Leon;24089;2408907011;2022;2,0;25,5
Leon;24089;2408907011;2023;2,2;24,5
Leon;24089;2408907012;2021;2,6;27,8
Leon;24089;2408907012;2022;2,6;28,9
Leon;24089;2408907012;2023;2,5;28,2
Leon;24089;2408907013;2021;2,4;27,8
Leon;24089;2408907013;2022;2,2;26,6
Leon;24089;2408907013;2023;2,4;28,8
Leon;24089;2408908001;2021;2,3;26,5
Leon;24089;2408908001;2022;2,2;26,0
Leon;24089;2408908001;2023;2,2;25,7
Leon;24089;2408908002;2021;2,2;25,7
Leon;24089;2408908002;2022;2,2;25,7
Leon;24089;2408908002;2023;2,3;25,1
Leon;24089;2408909001;2021;2,7;30,2
Leon;24089;2408909001;2022;2,9;30,7
Leon;24089;2408909001;2023;3,1;30,2
Leon;24089;2408909002;2021;2,5;30,4
Leon;24089;2408909002;2022;2,5;30,0
Leon;24089;2408909002;2023;2,3;28,9
Leon;24089;2408909003;2021;3,1;32,5
Leon;24089;2408909003;2022;3,4;35,0
Leon;24089;2408909003;2023;3,4;35,7
Leon;24089;2408910001;2021;3,0;31,7
Leon;24089;2408910001;2022;3,0;31,4
Leon;24089;2408910001;2023;3,0;31,4
Leon;24089;2408910002;2021;2,6;30,3
Leon;24089;2408910002;2022;2,5;30,2
Leon;24089;2408910002;2023;2,5;28,7
Leon;24089;2408910003;2021;2,8;31,0
Leon;24089;2408910003;2022;2,7;30,9
Leon;24089;2408910003;2023;2,6;29,4
Leon;24089;2408910004;2021;2,4;26,5
Leon;24089;2408910004;2022;2,5;27,9
Leon;24089;2408910004;2023;2,3;26,7
Leon;24089;2408910005;2021;2,4;29,0
Leon;24089;2408910005;2022;2,3;28,6
Leon;24089;2408910005;2023;2,3;27,6
Leon;24089;2408910006;2021;2,5;28,2
Leon;24089;2408910006;2022;2,3;27,3
Leon;24089;2408910006;2023;2,3;27,1
Leon;24089;2408910007;2021;2,3;25,6
Leon;24089;2408910007;2022;2,3;25,7
Leon;24089;2408910007;2023;2,2;25,9
Leon;24090;2409001001;2021;2,0;24,5
Leon;24090;2409001001;2022;2,1;25,8
Leon;24090;2409001001;2023;2,4;26,8
Leon;24091;2409101001;2021;2,3;28,3
Leon;24091;2409101001;2022;2,4;28,0
Leon;24091;2409101001;2023;2,3;27,4
Leon;24092;2409201001;2021;2,0;25,2
Leon;24092;2409201001;2022;2,0;26,6
Leon;24092;2409201001;2023;2,3;28,2
Leon;24093;2409301001;2021;2,4;26,5
Leon;24093;2409301001;2022;2,3;25,7
Leon;24093;2409301001;2023;2,6;26,6
Leon;24094;2409401001;2021;2,7;29,8
Leon;24094;2409401001;2022;2,5;29,8
Leon;24094;2409401001;2023;2,5;30,2
Leon;24095;2409501001;2021;2,3;27,0
Leon;24095;2409501001;2022;2,5;30,5
Leon;24095;2409501001;2023;2,5;30,6
Leon;24096;2409601001;2021;3,3;41,2
Leon;24096;2409601001;2022;2,9;39,1
Leon;24096;2409601001;2023;2,7;36,7
Leon;24097;2409701001;2021;2,5;27,1
Leon;24097;2409701001;2022;3,2;31,2
Leon;24097;2409701001;2023;3,0;31,8
Leon;24098;2409801001;2021;2,4;26,6
Leon;24098;2409801001;2022;2,3;26,2
Leon;24098;2409801001;2023;2,3;25,3
Leon;24099;2409901001;2021;2,1;30,5
Leon;24099;2409901001;2022;2,5;30,6
Leon;24099;2409901001;2023;2,0;29,6
Leon;24100;2410001001;2021;2,4;27,7
Leon;24100;2410001001;2022;2,7;29,1
Leon;24100;2410001001;2023;2,5;27,7
Leon;24101;2410101001;2021;2,2;28,7
Leon;24101;2410101001;2022;2,5;28,7
Leon;24101;2410101001;2023;2,4;27,7
Leon;24102;2410201001;2021;2,1;23,9
Leon;24102;2410201001;2022;2,3;23,6
Leon;24102;2410201001;2023;2,2;23,6
Leon;24103;2410301001;2021;2,6;28,8
Leon;24103;2410301001;2022;2,5;28,8
Leon;24103;2410301001;2023;2,5;29,9
Leon;24104;2410401001;2021;2,0;26,7
Leon;24104;2410401001;2022;2,1;28,3
Leon;24104;2410401001;2023;2,6;30,3
Leon;24105;2410501001;2021;2,2;25,3
Leon;24105;2410501001;2022;2,3;24,8
Leon;24105;2410501001;2023;2,1;24,4
Leon;24106;2410601001;2021;2,6;30,9
Leon;24106;2410601001;2022;2,7;32,9
Leon;24106;2410601001;2023;2,3;28,6
Leon;24107;2410701001;2021;2,5;29,7
Leon;24107;2410701001;2022;2,5;29,1
Leon;24107;2410701001;2023;2,3;28,0
Leon;24108;2410801001;2021;2,0;22,4
Leon;24108;2410801001;2022;2,0;22,2
Leon;24108;2410801001;2023;1,8;21,1
Leon;24109;2410901001;2021;2,0;23,9
Leon;24109;2410901001;2022;2,0;23,3
Leon;24109;2410901001;2023;1,8;21,4
Leon;24110;2411001001;2021;2,3;26,5
Leon;24110;2411001001;2022;2,3;26,3
Leon;24110;2411001001;2023;2,2;25,6
Leon;24112;2411201001;2021;2,1;26,2
Leon;24112;2411201001;2022;2,3;26,4
Leon;24112;2411201001;2023;2,5;28,1
Leon;24113;2411301001;2021;2,3;30,2
Leon;24113;2411301001;2022;2,0;29,4
Leon;24113;2411301001;2023;2,1;33,4
Leon;24114;2411401001;2021;2,1;25,0
Leon;24114;2411401001;2022;2,1;24,6
Leon;24114;2411401001;2023;2,1;22,9
Leon;24114;2411401002;2021;2,2;25,8
Leon;24114;2411401002;2022;2,0;24,9
Leon;24114;2411401002;2023;2,0;23,7
Leon;24114;2411401003;2021;2,3;26,0
Leon;24114;2411401003;2022;2,5;26,6
Leon;24114;2411401003;2023;2,1;24,5
Leon;24115;2411501001;2021;2,3;25,6
Leon;24115;2411501001;2022;2,4;27,0
Leon;24115;2411501001;2023;2,5;26,6
Leon;24115;2411501002;2021;2,6;31,2
Leon;24115;2411501002;2022;2,6;31,7
Leon;24115;2411501002;2023;2,7;29,8
Leon;24115;2411501003;2021;2,8;29,8
Leon;24115;2411501003;2022;2,5;29,5
Leon;24115;2411501003;2023;2,5;29,2
Leon;24115;2411501004;2021;2,3;27,5
Leon;24115;2411501004;2022;2,3;27,2
Leon;24115;2411501004;2023;2,2;26,2
Leon;24115;2411501005;2021;2,5;30,2
Leon;24115;2411501005;2022;2,5;29,5
Leon;24115;2411501005;2023;2,5;29,0
Leon;24115;2411501006;2021;2,4;28,3
Leon;24115;2411501006;2022;2,6;29,5
Leon;24115;2411501006;2023;2,5;29,2
Leon;24115;2411501007;2021;2,5;30,4
Leon;24115;2411501007;2022;2,8;32,2
Leon;24115;2411501007;2023;2,8;30,2
Leon;24115;2411501008;2021;3,0;31,6
Leon;24115;2411501008;2022;2,8;32,1
Leon;24115;2411501008;2023;2,6;30,0
Leon;24115;2411501009;2021;2,2;26,2
Leon;24115;2411501009;2022;2,3;26,3
Leon;24115;2411501009;2023;2,4;25,8
Leon;24115;2411501010;2021;2,2;27,2
Leon;24115;2411501010;2022;2,4;27,3
Leon;24115;2411501010;2023;2,3;26,3
Leon;24115;2411501011;2021;2,3;26,1
Leon;24115;2411501011;2022;2,2;26,9
Leon;24115;2411501011;2023;2,4;27,2
Leon;24115;2411501012;2021;2,2;27,0
Leon;24115;2411501012;2022;2,3;27,3
Leon;24115;2411501012;2023;2,3;25,8
Leon;24115;2411502001;2021;2,6;29,1
Leon;24115;2411502001;2022;2,5;28,5
Leon;24115;2411502001;2023;2,5;28,3
Leon;24115;2411502002;2021;2,6;32,3
Leon;24115;2411502002;2022;2,7;32,3
Leon;24115;2411502002;2023;2,5;29,8
Leon;24115;2411502003;2021;2,7;31,8
Leon;24115;2411502003;2022;2,5;31,6
Leon;24115;2411502003;2023;2,6;32,0
Leon;24115;2411502004;2021;3,1;32,5
Leon;24115;2411502004;2022;2,9;32,6
Leon;24115;2411502004;2023;2,9;32,3
Leon;24115;2411502005;2021;2,5;29,9
Leon;24115;2411502005;2022;2,3;28,8
Leon;24115;2411502005;2023;2,3;27,7
Leon;24115;2411502006;2021;3,0;33,6
Leon;24115;2411502006;2022;3,1;33,8
Leon;24115;2411502006;2023;2,9;32,2
Leon;24115;2411502007;2021;3,2;35,5
Leon;24115;2411502007;2022;3,1;35,7
Leon;24115;2411502007;2023;3,2;36,0
Leon;24115;2411502008;2021;2,6;27,9
Leon;24115;2411502008;2022;2,5;28,7
Leon;24115;2411502008;2023;2,4;27,0
Leon;24115;2411502009;2021;2,2;26,2
Leon;24115;2411502009;2022;2,2;26,5
Leon;24115;2411502009;2023;2,1;26,9
Leon;24115;2411502010;2021;2,7;31,7
Leon;24115;2411502010;2022;2,9;31,8
Leon;24115;2411502010;2023;2,6;31,2
Leon;24115;2411502011;2021;2,4;26,3
Leon;24115;2411502011;2022;2,3;25,6
Leon;24115;2411502011;2023;2,4;25,0
Leon;24115;2411502012;2021;2,4;29,1
Leon;24115;2411502012;2022;2,6;30,8
Leon;24115;2411502012;2023;2,7;30,1
Leon;24115;2411502013;2021;2,2;26,9
Leon;24115;2411502013;2022;2,2;25,5
Leon;24115;2411502013;2023;2,2;25,6
Leon;24115;2411502014;2021;2,8;33,1
Leon;24115;2411502014;2022;3,1;32,5
Leon;24115;2411502014;2023;2,8;32,5
Leon;24115;2411502015;2021;2,6;32,1
Leon;24115;2411502015;2022;3,0;33,6
Leon;24115;2411502015;2023;2,9;32,8
Leon;24115;2411502016;2021;2,3;28,0
Leon;24115;2411502016;2022;2,2;28,9
Leon;24115;2411502016;2023;2,2;28,5
Leon;24115;2411502017;2021;2,2;27,1
Leon;24115;2411502017;2022;2,2;26,8
Leon;24115;2411502017;2023;2,1;25,4
Leon;24115;2411503001;2021;2,2;27,2
Leon;24115;2411503001;2022;2,5;28,4
Leon;24115;2411503001;2023;2,5;27,9
Leon;24115;2411503002;2021;2,7;28,8
Leon;24115;2411503002;2022;2,5;29,0
Leon;24115;2411503002;2023;2,5;28,5
Leon;24115;2411503003;2021;2,8;28,4
Leon;24115;2411503003;2022;2,7;29,0
Leon;24115;2411503003;2023;2,3;27,4
Leon;24115;2411503004;2021;2,4;27,0
Leon;24115;2411503004;2022;2,4;26,7
Leon;24115;2411503004;2023;2,4;26,4
Leon;24115;2411503005;2021;2,5;28,1
Leon;24115;2411503005;2022;2,4;27,6
Leon;24115;2411503005;2023;2,5;27,3
Leon;24115;2411503006;2021;2,6;28,7
Leon;24115;2411503006;2022;2,7;29,7
Leon;24115;2411503006;2023;2,4;28,1
Leon;24115;2411503007;2021;2,4;26,7
Leon;24115;2411503007;2022;2,5;27,1
Leon;24115;2411503007;2023;2,3;26,0
Leon;24115;2411504001;2021;2,6;33,0
Leon;24115;2411504001;2022;2,6;33,6
Leon;24115;2411504001;2023;2,6;31,8
Leon;24115;2411504002;2021;2,1;26,0
Leon;24115;2411504002;2022;2,2;25,2
Leon;24115;2411504002;2023;2,2;25,6
Leon;24115;2411505001;2021;2,3;26,7
Leon;24115;2411505001;2022;2,5;27,4
Leon;24115;2411505001;2023;2,2;26,1
Leon;24115;2411505002;2021;2,3;28,1
Leon;24115;2411505002;2022;2,4;27,5
Leon;24115;2411505002;2023;2,4;28,6
Leon;24115;2411505003;2021;2,6;29,3
Leon;24115;2411505003;2022;2,8;29,8
Leon;24115;2411505003;2023;2,9;30,4
Leon;24115;2411505004;2021;2,3;29,6
Leon;24115;2411505004;2022;2,3;28,7
Leon;24115;2411505004;2023;2,2;28,5
Leon;24115;2411505005;2021;2,4;30,0
Leon;24115;2411505005;2022;2,4;29,4
Leon;24115;2411505005;2023;2,6;30,7
Leon;24115;2411505006;2021;2,0;24,3
Leon;24115;2411505006;2022;2,0;24,4
Leon;24115;2411505006;2023;2,0;23,9
Leon;24115;2411505007;2021;2,3;28,0
Leon;24115;2411505007;2022;2,5;27,7
Leon;24115;2411505007;2023;2,3;28,2
Leon;24115;2411506001;2021;2,3;26,2
Leon;24115;2411506001;2022;2,2;26,7
Leon;24115;2411506001;2023;2,5;27,1
Leon;24116;2411601001;2021;2,1;26,3
Leon;24116;2411601001;2022;2,1;31,7
Leon;24116;2411601001;2023;2,0;24,8
