Provincia;CMuni;CUSEC;Periodo;Distribución_de_la_renta_P80_P20;Índice_de_Gini
Avila;05263;0526301001;2021;2;29,7
Avila;05263;0526301001;2022;2,4;28,5
Avila;05263;0526301001;2023;2,2;26,3
Avila;05901;0590101001;2021;2,5;29,4
Avila;05901;0590101001;2022;2,5;29,1
Avila;05901;0590101001;2023;2,4;30,6
Avila;05902;0590201001;2021;2,1;24,1
Avila;05902;0590201001;2022;2,6;26,7
Avila;05902;0590201001;2023;2,6;29,4
Avila;05903;0590301001;2021;2,4;28,6
Avila;05903;0590301001;2022;2;27,7
Avila;05903;0590301001;2023;1,8;27
Avila;05904;0590401001;2021;2,9;32,6
Avila;05904;0590401001;2022;2,7;31,5
Avila;05904;0590401001;2023;4,1;32,7
Avila;05905;0590501001;2021;3;31,4
Avila;05905;0590501001;2022;2,9;31
Avila;05905;0590501001;2023;2,5;28,2
Burgos;09003;0900301001;2021;2,3;28,7
Burgos;09003;0900301001;2022;2,2;28,1
Burgos;09003;0900301001;2023;2,2;25,8
Burgos;09009;0900901001;2021;1,9;22,1
Burgos;09009;0900901001;2022;1,8;23,0
Burgos;09009;0900901001;2023;1,9;21,1
Burgos;09012;0901201001;2021;4,1;32,4
Burgos;09012;0901201001;2023;3,6;31,5
Burgos;09014;0901401001;2021;2,5;32,1
Burgos;09014;0901401001;2022;3,2;34,1
Burgos;09014;0901401001;2023;3,0;33,0
Burgos;09016;0901601001;2021;2,6;31,0
Burgos;09016;0901601001;2022;3,5;34,4
Burgos;09016;0901601001;2023;3,1;31,1
Burgos;09017;0901701001;2021;4,2;42,3
Burgos;09017;0901701001;2022;3,6;34,9
Burgos;09017;0901701001;2023;2,8;37,0
Burgos;09018;0901801001;2021;2,0;24,0
Burgos;09018;0901801001;2022;2,0;23,2
Burgos;09018;0901801001;2023;2,1;24,2
Burgos;09018;0901801002;2021;2,4;27,7
Burgos;09018;0901801002;2022;2,4;27,5
Burgos;09018;0901801002;2023;2,3;26,1
Burgos;09018;0901801003;2021;2,4;27,2
Burgos;09018;0901801003;2022;2,3;27,2
Burgos;09018;0901801003;2023;2,5;27,6
Burgos;09018;0901801004;2021;2,5;27,1
Burgos;09018;0901801004;2022;2,3;26,4
Burgos;09018;0901801004;2023;2,2;26,1
Burgos;09018;0901801005;2021;2,9;29,7
Burgos;09018;0901801005;2022;2,9;30,5
Burgos;09018;0901801005;2023;2,7;29,2
Burgos;09018;0901801006;2021;2,2;25,9
Burgos;09018;0901801006;2022;2,3;27,2
Burgos;09018;0901801006;2023;2,2;25,2
Burgos;09018;0901801007;2021;2,5;28,7
Burgos;09018;0901801007;2022;2,5;27,6
Burgos;09018;0901801007;2023;2,5;27,5
Burgos;09018;0901801008;2021;2,2;27,7
Burgos;09018;0901801008;2022;2,4;28,5
Burgos;09018;0901801008;2023;2,4;28,0
Burgos;09018;0901801009;2021;2,3;25,1
Burgos;09018;0901801009;2022;2,3;26,2
Burgos;09018;0901801009;2023;2,3;26,0
Burgos;09018;0901802001;2021;2,4;29,4
Burgos;09018;0901802001;2022;2,5;30,1
Burgos;09018;0901802001;2023;2,7;31,8
Burgos;09018;0901802002;2021;2,7;29,7
Burgos;09018;0901802002;2022;2,7;31,1
Burgos;09018;0901802002;2023;2,4;29,3
Burgos;09018;0901802003;2021;2,9;33,5
Burgos;09018;0901802003;2022;3,2;33,5
Burgos;09018;0901802003;2023;3,1;34,3
Burgos;09018;0901802004;2021;2,8;31,6
Burgos;09018;0901802004;2022;2,9;32,2
Burgos;09018;0901802004;2023;3,0;33,5
Burgos;09018;0901802005;2021;2,2;25,0
Burgos;09018;0901802005;2022;2,3;25,0
Burgos;09018;0901802005;2023;2,3;24,5
Burgos;09018;0901803001;2021;2,7;29,6
Burgos;09018;0901803001;2022;2,7;30,3
Burgos;09018;0901803001;2023;2,6;29,1
Burgos;09018;0901803002;2021;2,6;30,5
Burgos;09018;0901803002;2022;2,7;30,5
Burgos;09018;0901803002;2023;2,7;30,3
Burgos;09018;0901803003;2021;3,0;31,9
Burgos;09018;0901803003;2022;3,1;33,7
Burgos;09018;0901803003;2023;3,0;32,4
Burgos;09018;0901803004;2021;2,5;28,8
Burgos;09018;0901803004;2022;2,6;28,9
Burgos;09018;0901803004;2023;2,4;28,0
Burgos;09018;0901803005;2021;2,5;30,2
Burgos;09018;0901803005;2022;2,5;29,2
Burgos;09018;0901803005;2023;2,4;29,7
Burgos;09018;0901803006;2021;2,5;26,3
Burgos;09018;0901803006;2022;2,2;25,7
Burgos;09018;0901803006;2023;2,1;24,7
Burgos;09018;0901803007;2021;2,2;24,9
Burgos;09018;0901803007;2022;2,2;25,2
Burgos;09018;0901803007;2023;2,3;25,1
Burgos;09018;0901803008;2021;2,5;29,6
Burgos;09018;0901803008;2022;2,5;29,3
Burgos;09018;0901803008;2023;2,3;27,4
Burgos;09019;0901901001;2021;2,5;26,9
Burgos;09019;0901901001;2022;2,6;27,1
Burgos;09019;0901901001;2023;2,7;29,9
Burgos;09020;0902001001;2021;2,3;27,0
Burgos;09020;0902001001;2022;2,4;28,1
Burgos;09020;0902001001;2023;2,4;27,9
Burgos;09023;0902301001;2021;1,9;22,6
Burgos;09023;0902301001;2022;1,9;23,7
Burgos;09023;0902301001;2023;1,9;23,4
Burgos;09024;0902401001;2021;4,2;38,7
Burgos;09024;0902401001;2022;3,5;35,1
Burgos;09024;0902401001;2023;3,4;33,5
Burgos;09025;0902501001;2021;2,6;28,8
Burgos;09025;0902501001;2022;2,7;27,7
Burgos;09025;0902501001;2023;2,5;28,3
Burgos;09026;0902601001;2021;2,5;29,1
Burgos;09026;0902601001;2022;2,5;29,4
Burgos;09026;0902601001;2023;2,4;25,3
Burgos;09029;0902901001;2021;2,5;26,4
Burgos;09029;0902901001;2022;2,2;26,4
Burgos;09029;0902901001;2023;2,0;25,3
Burgos;09030;0903001001;2021;2,5;24,5
Burgos;09030;0903001001;2022;2,6;25,1
Burgos;09030;0903001001;2023;2,3;25,0
Burgos;09032;0903201001;2022;1,8;21,3
Burgos;09034;0903401001;2021;2,5;32,7
Burgos;09034;0903401001;2022;2,9;33,9
Burgos;09034;0903401001;2023;2,7;34,5
Burgos;09035;0903501001;2021;2,7;31,1
Burgos;09035;0903501001;2022;2,5;29,8
Burgos;09035;0903501001;2023;2,4;28,7
Burgos;09037;0903701001;2021;2,1;22,8
Burgos;09037;0903701001;2022;2,3;22,3
Burgos;09037;0903701001;2023;2,1;22,6
Burgos;09038;0903801001;2021;2,3;38,3
Burgos;09038;0903801001;2022;2,7;39,8
Burgos;09038;0903801001;2023;2,7;41,2
Burgos;09043;0904301001;2021;2,9;37,3
Burgos;09043;0904301001;2022;3,2;36,3
Burgos;09043;0904301001;2023;2,4;34,8
Burgos;09045;0904501001;2021;2,4;25,7
Burgos;09045;0904501001;2022;2,5;26,6
Burgos;09045;0904501001;2023;2,7;27,7
Burgos;09048;0904801001;2021;2,5;29,8
Burgos;09048;0904801001;2022;2,5;29,5
Burgos;09048;0904801001;2023;2,5;28,0
Burgos;09048;0904801002;2021;2,8;29,9
Burgos;09048;0904801002;2022;2,2;28,8
Burgos;09048;0904801002;2023;2,5;28,5
Burgos;09051;0905101001;2021;2,9;32,5
Burgos;09051;0905101001;2022;3,2;33,1
Burgos;09051;0905101001;2023;3,0;33,3
Burgos;09054;0905401001;2022;2,2;21,9
Burgos;09054;0905401001;2023;1,9;19,9
Burgos;09056;0905601001;2021;2,6;29,5
Burgos;09056;0905601001;2022;2,3;28,1
Burgos;09056;0905601001;2023;2,4;29,1
Burgos;09056;0905601002;2021;2,7;31,0
Burgos;09056;0905601002;2022;2,7;29,0
Burgos;09056;0905601002;2023;2,5;29,9
Burgos;09056;0905601003;2021;2,3;30,5
Burgos;09056;0905601003;2022;2,3;28,4
Burgos;09056;0905601003;2023;2,3;27,8
Burgos;09056;0905601004;2021;2,4;28,7
Burgos;09056;0905601004;2022;2,3;27,6
Burgos;09056;0905601004;2023;2,3;26,9
Burgos;09057;0905701001;2021;2,3;27,4
Burgos;09057;0905701001;2022;2,4;25,8
Burgos;09057;0905701001;2023;2,3;26,4
Burgos;09058;0905801001;2021;2,0;21,9
Burgos;09058;0905801001;2022;1,8;21,2
Burgos;09058;0905801001;2023;1,8;21,6
Burgos;09059;0905901001;2021;3,4;36,3
Burgos;09059;0905901001;2022;3,0;35,9
Burgos;09059;0905901001;2023;3,3;37,3
Burgos;09059;0905901002;2021;3,0;32,2
Burgos;09059;0905901002;2022;3,1;34,0
Burgos;09059;0905901002;2023;3,1;33,5
Burgos;09059;0905902001;2021;3,3;36,8
Burgos;09059;0905902001;2022;3,6;37,0
Burgos;09059;0905902001;2023;3,3;43,1
Burgos;09059;0905902002;2021;2,5;30,8
Burgos;09059;0905902002;2022;2,7;32,8
Burgos;09059;0905902002;2023;2,6;32,2
Burgos;09059;0905902003;2021;2,7;30,7
Burgos;09059;0905902003;2022;2,9;32,8
Burgos;09059;0905902003;2023;2,7;31,4
Burgos;09059;0905902004;2021;3,2;33,8
Burgos;09059;0905902004;2022;2,9;32,9
Burgos;09059;0905902004;2023;2,9;33,3
Burgos;09059;0905902005;2021;2,7;33,3
Burgos;09059;0905902005;2022;2,7;33,0
Burgos;09059;0905902005;2023;2,7;32,7
Burgos;09059;0905903001;2021;2,5;30,4
Burgos;09059;0905903001;2022;2,5;30,3
Burgos;09059;0905903001;2023;2,7;30,7
Burgos;09059;0905903002;2021;2,8;32,4
Burgos;09059;0905903002;2022;2,6;31,8
Burgos;09059;0905903002;2023;2,8;34,3
Burgos;09059;0905903003;2021;2,4;26,7
Burgos;09059;0905903003;2022;2,3;27,6
Burgos;09059;0905903003;2023;2,4;27,7
Burgos;09059;0905903004;2021;2,3;27,9
Burgos;09059;0905903004;2022;2,5;27,6
Burgos;09059;0905903004;2023;2,3;28,2
Burgos;09059;0905903005;2021;2,3;26,4
Burgos;09059;0905903005;2022;2,2;25,4
Burgos;09059;0905903005;2023;2,1;25,1
Burgos;09059;0905903006;2021;2,1;25,5
Burgos;09059;0905903006;2022;2,3;25,0
Burgos;09059;0905903006;2023;2,1;24,8
Burgos;09059;0905903007;2021;2,7;29,8
Burgos;09059;0905903007;2022;2,6;29,7
Burgos;09059;0905903007;2023;2,5;29,8
Burgos;09059;0905903008;2021;2,3;25,4
Burgos;09059;0905903008;2022;2,1;23,7
Burgos;09059;0905903008;2023;2,0;23,6
Burgos;09059;0905903009;2021;2,0;23,5
Burgos;09059;0905903009;2022;2,0;23,7
Burgos;09059;0905903009;2023;2,0;23,6
Burgos;09059;0905903010;2021;2,3;25,3
Burgos;09059;0905903010;2022;2,2;24,4
Burgos;09059;0905903010;2023;2,0;23,8
Burgos;09059;0905903011;2021;2,0;23,0
Burgos;09059;0905903011;2022;2,1;23,2
Burgos;09059;0905903011;2023;2,0;22,4
Burgos;09059;0905904001;2021;2,2;26,8
Burgos;09059;0905904001;2022;2,2;27,5
Burgos;09059;0905904001;2023;2,2;26,3
Burgos;09059;0905904002;2021;2,6;26,9
Burgos;09059;0905904002;2022;2,6;26,0
Burgos;09059;0905904002;2023;2,6;27,1
Burgos;09059;0905904003;2021;3,1;32,5
Burgos;09059;0905904003;2022;2,6;29,9
Burgos;09059;0905904003;2023;2,9;30,8
Burgos;09059;0905904004;2021;2,8;31,2
Burgos;09059;0905904004;2022;2,9;33,2
Burgos;09059;0905904004;2023;2,6;30,2
Burgos;09059;0905905001;2021;2,4;29,3
Burgos;09059;0905905001;2022;2,6;29,1
Burgos;09059;0905905001;2023;2,4;27,4
Burgos;09059;0905905002;2021;2,6;30,3
Burgos;09059;0905905002;2022;2,5;29,9
Burgos;09059;0905905002;2023;2,6;29,2
Burgos;09059;0905905003;2021;2,7;27,7
Burgos;09059;0905905003;2022;2,9;28,3
Burgos;09059;0905905003;2023;2,4;25,9
Burgos;09059;0905905004;2021;2,5;27,9
Burgos;09059;0905905004;2022;2,3;26,4
Burgos;09059;0905905004;2023;2,4;28,9
Burgos;09059;0905905005;2021;2,6;30,9
Burgos;09059;0905905005;2022;2,8;30,5
Burgos;09059;0905905005;2023;2,6;29,9
Burgos;09059;0905905006;2021;2,3;27,9
Burgos;09059;0905905006;2022;2,4;28,9
Burgos;09059;0905905006;2023;2,4;28,3
Burgos;09059;0905905007;2021;2,1;25,9
Burgos;09059;0905905007;2022;2,2;26,7
Burgos;09059;0905905007;2023;2,2;27,0
Burgos;09059;0905905008;2021;2,4;27,7
Burgos;09059;0905905008;2022;2,4;27,1
Burgos;09059;0905905008;2023;2,6;28,7
Burgos;09059;0905905009;2021;2,5;28,2
Burgos;09059;0905905009;2022;2,4;28,3
Burgos;09059;0905905009;2023;2,5;27,9
Burgos;09059;0905905010;2021;2,3;28,8
Burgos;09059;0905905010;2022;2,3;26,6
Burgos;09059;0905905010;2023;2,3;27,0
Burgos;09059;0905905011;2021;2,1;23,8
Burgos;09059;0905905011;2022;2,1;23,0
Burgos;09059;0905905011;2023;2,0;23,3
Burgos;09059;0905905012;2021;2,3;27,1
Burgos;09059;0905905012;2022;2,3;28,5
Burgos;09059;0905905012;2023;2,5;29,8
Burgos;09059;0905905013;2021;2,2;25,3
Burgos;09059;0905905013;2022;2,2;25,7
Burgos;09059;0905905013;2023;2,1;24,6
Burgos;09059;0905905014;2021;2,4;27,0
Burgos;09059;0905905014;2022;2,7;27,4
Burgos;09059;0905905014;2023;2,3;26,3
Burgos;09059;0905905015;2021;2,5;31,5
Burgos;09059;0905905015;2022;2,7;31,7
Burgos;09059;0905905015;2023;2,5;31,8
Burgos;09059;0905905016;2021;2,7;28,7
Burgos;09059;0905905016;2022;2,6;28,3
Burgos;09059;0905905016;2023;2,6;29,1
Burgos;09059;0905905017;2021;2,4;26,6
Burgos;09059;0905905017;2022;2,2;26,8
Burgos;09059;0905905017;2023;2,3;26,0
Burgos;09059;0905905018;2021;2,5;30,4
Burgos;09059;0905905018;2022;2,4;28,4
Burgos;09059;0905905018;2023;2,3;29,6
Burgos;09059;0905905019;2021;2,2;24,1
Burgos;09059;0905905019;2022;2,1;23,4
Burgos;09059;0905905019;2023;2,1;23,6
Burgos;09059;0905905020;2021;2,5;27,9
Burgos;09059;0905905020;2022;2,4;29,1
Burgos;09059;0905905020;2023;2,5;28,2
Burgos;09059;0905905021;2021;2,4;27,3
Burgos;09059;0905905021;2022;2,7;29,3
Burgos;09059;0905905021;2023;2,7;29,7
Burgos;09059;0905905022;2021;2,4;29,2
Burgos;09059;0905905022;2022;2,5;28,3
Burgos;09059;0905905022;2023;2,7;29,5
Burgos;09059;0905905023;2021;2,0;26,7
Burgos;09059;0905905023;2022;2,1;27,0
Burgos;09059;0905905023;2023;2,3;27,5
Burgos;09059;0905905024;2021;2,1;24,9
Burgos;09059;0905905024;2022;2,1;24,9
Burgos;09059;0905905024;2023;2,3;27,4
Burgos;09059;0905905025;2021;2,5;29,2
Burgos;09059;0905905025;2022;2,3;26,8
Burgos;09059;0905905025;2023;2,4;27,9
Burgos;09059;0905905026;2021;2,2;25,7
Burgos;09059;0905905026;2022;2,1;24,4
Burgos;09059;0905905026;2023;2,1;25,0
Burgos;09059;0905905027;2021;2,8;33,7
Burgos;09059;0905905027;2022;2,7;32,1
Burgos;09059;0905905027;2023;2,7;32,2
Burgos;09059;0905905028;2021;2,2;28,2
Burgos;09059;0905905028;2022;2,1;28,6
Burgos;09059;0905905028;2023;2,0;28,5
Burgos;09059;0905905029;2021;2,3;26,9
Burgos;09059;0905905029;2022;2,1;25,5
Burgos;09059;0905905029;2023;2,2;26,0
Burgos;09059;0905905030;2021;2,1;23,9
Burgos;09059;0905905030;2022;2,0;24,0
Burgos;09059;0905905030;2023;2,0;23,5
Burgos;09059;0905905031;2021;2,9;34,0
Burgos;09059;0905905031;2022;2,6;34,3
Burgos;09059;0905905031;2023;2,5;32,8
Burgos;09059;0905905032;2021;2,2;26,1
Burgos;09059;0905905032;2022;2,4;27,7
Burgos;09059;0905905032;2023;2,4;27,1
Burgos;09059;0905905033;2021;2,5;28,8
Burgos;09059;0905905033;2022;2,5;27,8
Burgos;09059;0905905033;2023;2,4;27,9
Burgos;09059;0905905034;2021;2,7;30,7
Burgos;09059;0905905035;2021;2,2;24,2
Burgos;09059;0905905035;2022;2,0;23,7
Burgos;09059;0905905035;2023;2,1;24,4
Burgos;09059;0905905036;2021;2,3;27,5
Burgos;09059;0905905037;2021;2,5;30,6
Burgos;09059;0905905037;2022;2,5;28,7
Burgos;09059;0905905037;2023;2,6;29,6
Burgos;09059;0905905038;2021;2,7;31,3
Burgos;09059;0905905038;2022;2,5;30,6
Burgos;09059;0905905038;2023;2,6;29,5
Burgos;09059;0905905039;2021;2,0;24,7
Burgos;09059;0905905039;2022;2,1;25,8
Burgos;09059;0905905039;2023;2,1;24,7
Burgos;09059;0905905040;2021;2,1;24,5
Burgos;09059;0905905040;2022;2,2;24,9
Burgos;09059;0905905040;2023;2,1;24,5
Burgos;09059;0905905041;2021;2,3;30,3
Burgos;09059;0905905041;2022;2,3;29,4
Burgos;09059;0905905041;2023;2,4;29,1
Burgos;09059;0905905042;2021;2,3;25,8
Burgos;09059;0905905042;2022;2,1;25,6
Burgos;09059;0905905042;2023;2,0;25,7
Burgos;09059;0905905043;2021;2,3;27,2
Burgos;09059;0905905043;2022;2,4;26,8
Burgos;09059;0905905043;2023;2,2;26,1
Burgos;09059;0905905044;2021;2,4;25,1
Burgos;09059;0905905044;2022;2,2;25,6
Burgos;09059;0905905044;2023;2,4;25,1
Burgos;09059;0905905045;2021;2,2;24,6
Burgos;09059;0905905045;2022;2,2;25,5
Burgos;09059;0905905045;2023;2,1;24,0
Burgos;09059;0905905046;2021;2,0;25,0
Burgos;09059;0905905046;2022;2,1;24,0
Burgos;09059;0905905046;2023;2,1;24,5
Burgos;09059;0905905047;2021;1,9;22,6
Burgos;09059;0905905047;2022;1,9;21,4
Burgos;09059;0905905047;2023;1,8;20,8
Burgos;09059;0905905048;2021;2,3;27,9
Burgos;09059;0905905048;2022;2,2;25,9
Burgos;09059;0905905048;2023;2,1;26,2
Burgos;09059;0905905049;2021;2,1;27,5
Burgos;09059;0905905049;2022;2,3;27,2
Burgos;09059;0905905049;2023;2,3;27,1
Burgos;09059;0905905050;2021;2,1;27,3
Burgos;09059;0905905050;2022;2,2;27,7
Burgos;09059;0905905050;2023;2,1;26,7
Burgos;09059;0905905051;2021;1,9;20,4
Burgos;09059;0905905051;2022;1,9;21,3
Burgos;09059;0905905051;2023;1,9;21,1
Burgos;09059;0905905052;2021;1,9;23,8
Burgos;09059;0905905052;2022;2,0;23,8
Burgos;09059;0905905052;2023;2,1;23,6
Burgos;09059;0905906001;2021;2,8;31,8
Burgos;09059;0905906001;2022;2,7;31,1
Burgos;09059;0905906001;2023;2,8;31,9
Burgos;09059;0905906002;2021;2,9;32,5
Burgos;09059;0905906002;2022;2,7;29,9
Burgos;09059;0905906002;2023;2,6;29,0
Burgos;09059;0905906003;2021;2,6;30,1
Burgos;09059;0905906003;2022;2,5;29,6
Burgos;09059;0905906003;2023;2,9;32,7
Burgos;09059;0905906004;2021;2,5;29,2
Burgos;09059;0905906004;2022;2,5;27,5
Burgos;09059;0905906004;2023;2,8;30,3
Burgos;09059;0905906005;2021;2,5;30,8
Burgos;09059;0905906005;2022;2,7;30,0
Burgos;09059;0905906005;2023;2,3;28,9
Burgos;09059;0905906006;2021;2,2;26,1
Burgos;09059;0905906006;2022;2,2;27,6
Burgos;09059;0905906006;2023;2,3;27,4
Burgos;09059;0905906007;2021;2,3;27,3
Burgos;09059;0905906007;2022;2,4;27,8
Burgos;09059;0905906007;2023;2,4;27,4
Burgos;09059;0905906008;2021;2,4;26,4
Burgos;09059;0905906008;2022;2,3;25,3
Burgos;09059;0905906008;2023;2,3;26,2
Burgos;09059;0905906009;2021;2,5;27,7
Burgos;09059;0905906009;2022;2,3;27,2
Burgos;09059;0905906009;2023;2,4;27,7
Burgos;09059;0905906010;2021;2,3;27,3
Burgos;09059;0905906011;2021;2,3;27,3
Burgos;09059;0905906011;2022;2,5;28,9
Burgos;09059;0905906011;2023;2,4;25,8
Burgos;09059;0905906012;2021;2,5;29,6
Burgos;09059;0905906012;2022;2,5;29,3
Burgos;09059;0905906012;2023;2,5;28,9
Burgos;09059;0905907001;2021;2,4;30,0
Burgos;09059;0905907001;2022;2,6;29,7
Burgos;09059;0905907001;2023;2,4;28,8
Burgos;09059;0905907002;2021;2,4;27,9
Burgos;09059;0905907002;2022;2,7;29,4
Burgos;09059;0905907002;2023;2,5;28,3
Burgos;09059;0905907003;2021;2,5;34,2
Burgos;09059;0905907003;2022;2,5;32,4
Burgos;09059;0905907003;2023;2,4;35,1
Burgos;09059;0905907004;2021;2,5;27,9
Burgos;09059;0905907004;2022;2,4;28,2
Burgos;09059;0905907004;2023;2,5;29,0
Burgos;09059;0905907005;2021;2,2;25,9
Burgos;09059;0905907005;2022;2,4;29,2
Burgos;09059;0905907005;2023;2,4;28,5
Burgos;09059;0905907006;2021;2,9;31,4
Burgos;09059;0905907006;2022;2,6;29,4
Burgos;09059;0905907006;2023;2,5;30,0
Burgos;09059;0905907007;2021;2,0;23,2
Burgos;09059;0905907007;2022;2,0;23,2
Burgos;09059;0905907007;2023;2,0;24,3
Burgos;09059;0905907008;2021;2,4;28,7
Burgos;09059;0905907008;2022;2,2;28,5
Burgos;09059;0905907008;2023;2,4;27,2
Burgos;09059;0905907009;2021;2,5;28,4
Burgos;09059;0905907009;2022;2,4;27,2
Burgos;09059;0905907009;2023;2,4;27,8
Burgos;09059;0905907010;2021;2,1;26,6
Burgos;09059;0905907010;2022;2,2;25,9
Burgos;09059;0905907010;2023;2,3;26,3
Burgos;09059;0905908001;2021;2,4;28,0
Burgos;09059;0905908001;2022;2,3;27,8
Burgos;09059;0905908001;2023;2,2;27,1
Burgos;09059;0905908002;2021;2,7;30,3
Burgos;09059;0905908002;2022;2,8;29,8
Burgos;09059;0905908002;2023;2,7;30,4
Burgos;09059;0905908003;2021;2,3;27,7
Burgos;09059;0905908003;2022;2,3;27,8
Burgos;09059;0905908003;2023;2,5;27,2
Burgos;09059;0905908004;2021;2,5;31,5
Burgos;09059;0905908004;2022;2,3;31,4
Burgos;09059;0905908004;2023;2,3;30,4
Burgos;09059;0905908005;2021;2,2;26,6
Burgos;09059;0905908005;2022;2,2;25,4
Burgos;09059;0905908005;2023;2,2;25,4
Burgos;09059;0905908006;2021;2,3;26,7
Burgos;09059;0905908006;2022;2,3;26,6
Burgos;09059;0905908006;2023;2,4;27,5
Burgos;09059;0905908007;2021;2,5;28,0
Burgos;09059;0905908007;2022;2,5;28,2
Burgos;09059;0905908007;2023;2,5;28,8
Burgos;09059;0905908008;2021;2,1;25,2
Burgos;09059;0905908008;2022;2,3;26,3
Burgos;09059;0905908008;2023;2,3;25,5
Burgos;09059;0905908009;2021;2,3;26,1
Burgos;09059;0905908009;2022;2,2;24,8
Burgos;09059;0905908009;2023;2,2;26,1
Burgos;09059;0905908010;2021;2,6;29,6
Burgos;09059;0905908010;2022;2,5;30,1
Burgos;09059;0905908010;2023;2,6;30,1
Burgos;09059;0905908011;2021;2,5;30,7
Burgos;09059;0905908011;2022;2,6;29,1
Burgos;09059;0905908011;2023;2,5;30,6
Burgos;09059;0905908012;2022;2,4;29,7
Burgos;09059;0905908012;2023;2,6;29,1
Burgos;09059;0905909001;2021;2,2;24,1
Burgos;09059;0905909001;2022;2,2;24,6
Burgos;09059;0905909001;2023;2,2;24,8
Burgos;09059;0905909002;2021;2,0;22,5
Burgos;09059;0905909002;2022;2,0;22,6
Burgos;09059;0905909002;2023;2,0;22,5
Burgos;09059;0905909003;2021;2,5;27,2
Burgos;09059;0905909003;2022;2,2;27,1
Burgos;09059;0905909003;2023;2,3;27,1
Burgos;09059;0905909004;2021;2,5;27,4
Burgos;09059;0905909004;2022;2,6;28,3
Burgos;09059;0905909004;2023;2,4;26,3
Burgos;09059;0905909005;2021;2,3;26,9
Burgos;09059;0905909005;2022;2,6;28,3
Burgos;09059;0905909005;2023;2,5;27,5
Burgos;09059;0905909006;2021;1,9;23,7
Burgos;09059;0905909006;2022;1,9;24,5
Burgos;09059;0905909006;2023;2,0;24,7
Burgos;09059;0905909007;2021;2,1;24,4
Burgos;09059;0905909007;2022;2,1;24,9
Burgos;09059;0905909007;2023;2,2;26,4
Burgos;09059;0905909008;2021;2,4;25,3
Burgos;09059;0905909008;2022;2,3;25,5
Burgos;09059;0905909008;2023;2,3;25,0
Burgos;09059;0905909009;2021;2,3;24,8
Burgos;09059;0905909009;2022;2,4;25,4
Burgos;09059;0905909009;2023;2,4;25,0
Burgos;09059;0905909010;2021;2,0;24,4
Burgos;09059;0905909010;2022;2,0;23,5
Burgos;09059;0905909010;2023;2,0;23,4
Burgos;09059;0905909011;2021;2,2;25,7
Burgos;09059;0905909011;2022;2,4;26,0
Burgos;09059;0905909011;2023;2,3;24,2
Burgos;09059;0905909012;2021;2,1;24,5
Burgos;09059;0905909012;2022;2,2;24,8
Burgos;09059;0905909012;2023;2,1;23,7
Burgos;09059;0905909013;2021;2,1;25,4
Burgos;09059;0905909013;2022;2,2;24,9
Burgos;09059;0905909013;2023;2,1;24,6
Burgos;09059;0905909014;2021;2,2;25,1
Burgos;09059;0905909014;2022;2,4;25,8
Burgos;09059;0905909014;2023;2,2;25,5
Burgos;09059;0905909015;2021;2,3;26,3
Burgos;09059;0905909015;2022;2,3;26,2
Burgos;09059;0905909015;2023;2,6;27,0
Burgos;09059;0905909016;2021;2,3;26,0
Burgos;09059;0905909016;2022;2,2;26,5
Burgos;09059;0905909016;2023;2,2;26,8
Burgos;09059;0905909017;2021;2,0;22,1
Burgos;09059;0905909017;2022;2,0;21,6
Burgos;09059;0905909017;2023;1,9;21,4
Burgos;09059;0905909018;2021;1,9;24,0
Burgos;09059;0905909019;2021;2,3;25,9
Burgos;09059;0905909019;2022;2,4;26,1
Burgos;09059;0905909019;2023;2,2;25,0
Burgos;09059;0905909020;2021;1,9;20,3
Burgos;09059;0905909020;2022;2,3;26,5
Burgos;09059;0905909020;2023;2,3;26,3
Burgos;09059;0905909021;2021;2,2;26,1
Burgos;09059;0905909021;2022;2,2;25,9
Burgos;09059;0905909021;2023;2,3;27,8
Burgos;09059;0905909022;2021;2,3;27,0
Burgos;09059;0905909022;2022;2,5;28,0
Burgos;09059;0905909022;2023;2,4;27,2
Burgos;09059;0905909023;2021;2,0;23,1
Burgos;09059;0905909023;2022;2,1;23,8
Burgos;09059;0905909023;2023;2,3;23,7
Burgos;09059;0905909024;2021;2,0;23,5
Burgos;09059;0905909024;2022;2,1;21,9
Burgos;09059;0905909024;2023;2,0;22,1
Burgos;09059;0905909025;2021;2,3;25,4
Burgos;09059;0905909025;2022;2,5;26,5
Burgos;09059;0905909025;2023;2,2;25,0
Burgos;09059;0905909026;2021;2,1;25,6
Burgos;09059;0905909026;2022;2,3;25,0
Burgos;09059;0905909026;2023;2,0;24,1
Burgos;09059;0905909027;2021;2,1;24,5
Burgos;09059;0905909027;2022;2,1;24,7
Burgos;09059;0905909027;2023;2,1;24,7
Burgos;09059;0905909028;2021;2,3;25,5
Burgos;09059;0905909028;2022;2,4;25,4
Burgos;09059;0905909028;2023;2,1;23,8
Burgos;09059;0905909029;2021;2,4;27,8
Burgos;09059;0905909029;2022;2,5;28,2
Burgos;09059;0905909029;2023;2,4;26,3
Burgos;09059;0905909030;2021;2,4;27,4
Burgos;09059;0905909031;2021;2,1;24,2
Burgos;09059;0905909031;2022;2,3;25,6
Burgos;09059;0905909031;2023;2,2;25,2
Burgos;09059;0905909032;2021;2,2;24,6
Burgos;09059;0905909032;2022;2,4;25,9
Burgos;09059;0905909032;2023;2,3;25,4
