Provincia;CMuni;CUSEC;Periodo;Media_de_la_renta_por_unidad_de_consumo;Mediana_de_la_renta_por_unidad_de_consumo;Renta_bruta_media_por_hogar;Renta_bruta_media_por_persona;Renta_neta_media_por_hogar;Renta_neta_media_por_persona
Valladolid;47061;4706101001;2023;20272;18550;39656;17085;33054;14241
Valladolid;47062;4706201001;2021;23301;19250;44754;20028;34048;15237
Valladolid;47062;4706201001;2022;22757;19950;42972;18756;35055;15300
Valladolid;47062;4706201001;2023;24117;22750;46124;20349;38327;16909
Valladolid;47063;4706301001;2021;21979;18550;45613;17157;38574;14510
Valladolid;47063;4706301001;2022;22641;19950;49166;18043;40800;14972
Valladolid;47063;4706301001;2023;23936;21350;52234;19346;43210;16004
Valladolid;47064;4706401001;2021;;;36174;17072;30562;14423
Valladolid;47064;4706401001;2022;;;34772;16881;29320;14234
Valladolid;47064;4706401001;2023;;;37064;17879;30985;14947
Valladolid;47065;4706501001;2021;15791;14350;27222;12581;24141;11157
Valladolid;47065;4706501001;2022;15897;14000;27334;13012;23891;11373
Valladolid;47065;4706501001;2023;17158;15050;28875;14247;25367;12516
Valladolid;47066;4706601001;2021;21311;19250;42569;17480;35207;14457
Valladolid;47066;4706601001;2022;22316;19950;45150;18466;36979;15125
Valladolid;47066;4706601001;2023;23589;20650;48190;19435;39530;15943
Valladolid;47067;4706701001;2021;19856;17150;37745;16211;32662;14028
Valladolid;47067;4706701001;2022;20118;19250;36345;16719;31398;14443
Valladolid;47067;4706701001;2023;21721;20650;39624;18129;33907;15513
Valladolid;47068;4706801001;2021;;;36174;17072;30562;14423
Valladolid;47068;4706801001;2022;;;36524;16446;30777;13858
Valladolid;47068;4706801001;2023;;;38877;17865;32535;14950
Valladolid;47069;4706901001;2021;20020;17850;37838;16511;32400;14138
Valladolid;47069;4706901001;2022;20591;18550;39527;16993;33464;14387
Valladolid;47069;4706901001;2023;21872;19600;40463;17941;34375;15242
Valladolid;47070;4707001001;2021;;;36174;17072;30562;14423
Valladolid;47070;4707001001;2022;;;34772;16881;29320;14234
Valladolid;47070;4707001001;2023;;;37064;17879;30985;14947
Valladolid;47071;4707101001;2021;20819;19250;40657;16836;34084;14114
Valladolid;47071;4707101001;2022;22246;18550;44275;18515;36426;15233
Valladolid;47071;4707101001;2023;24157;21350;48257;20200;39541;16552
Valladolid;47073;4707301001;2021;19078;16100;31104;16437;26470;13988
Valladolid;47073;4707301001;2022;19420;15050;31255;16850;26307;14183
Valladolid;47073;4707301001;2023;19981;16450;32666;17479;27700;14822
Valladolid;47074;4707401001;2021;19806;17150;34924;16747;29634;14210
Valladolid;47074;4707401001;2022;21940;19950;40051;18303;33499;15309
Valladolid;47074;4707401001;2023;22017;21350;38734;18917;32407;15827
Valladolid;47075;4707501001;2021;16432;14350;32856;12760;28544;11085
Valladolid;47075;4707501001;2022;16721;15050;34043;13169;29377;11364
Valladolid;47075;4707501001;2023;17614;15750;35581;13810;30908;11996
Valladolid;47075;4707501002;2021;17948;15750;36756;14102;30953;11875
Valladolid;47075;4707501002;2022;18560;17150;38206;14791;31934;12363
Valladolid;47075;4707501002;2023;20165;17850;41166;16216;34372;13540
Valladolid;47075;4707502001;2021;16374;15050;33242;12657;28060;10684
Valladolid;47075;4707502001;2022;16682;15050;35433;12912;27353;9967
Valladolid;47075;4707502001;2023;17706;15750;38152;13806;31632;11447
Valladolid;47075;4707502002;2021;17264;15750;36595;13412;31281;11465
Valladolid;47075;4707502002;2022;18145;17150;38445;14200;32602;12042
Valladolid;47075;4707502002;2023;19473;17850;41756;15358;35186;12941
Valladolid;47076;4707601001;2021;19358;17850;37323;15851;31380;13327
Valladolid;47076;4707601001;2022;20146;18550;38745;16750;32297;13962
Valladolid;47076;4707601001;2023;20571;19250;39625;17339;33119;14492
Valladolid;47076;4707601002;2021;18202;16450;35503;14606;30317;12473
Valladolid;47076;4707601002;2022;18773;17150;37032;15207;31249;12832
Valladolid;47076;4707601002;2023;19783;17850;39516;16129;33390;13629
Valladolid;47076;4707601003;2021;19252;17850;38904;15331;32792;12922
Valladolid;47076;4707601003;2022;20526;18550;41256;16671;34404;13903
Valladolid;47076;4707601003;2023;21656;19950;43748;17712;36318;14704
Valladolid;47076;4707601004;2021;17652;17150;35103;14041;30267;12107
Valladolid;47076;4707601004;2022;18136;17850;35586;14516;30522;12451
Valladolid;47076;4707601004;2023;19033;18550;36709;15385;31521;13211
Valladolid;47076;4707601005;2021;17576;17150;36492;13523;31558;11695
Valladolid;47076;4707601005;2022;18498;17850;38005;14374;32627;12340
Valladolid;47076;4707601005;2023;19563;18550;39864;15394;34283;13238
Valladolid;47076;4707601006;2021;22495;20650;49721;17882;41033;14757
Valladolid;47076;4707601006;2022;23692;22050;51778;19052;42584;15669
Valladolid;47076;4707601006;2023;25286;23450;55142;20730;44928;16890
Valladolid;47076;4707601007;2021;23190;20650;52131;18878;42634;15439
Valladolid;47076;4707601007;2022;25370;22750;56658;20572;46153;16758
Valladolid;47076;4707601007;2023;27675;23450;61614;22787;49872;18444
Valladolid;47076;4707601008;2021;21145;19950;47145;16802;38943;13879
Valladolid;47076;4707601008;2022;22127;20650;49442;17765;40627;14597
Valladolid;47076;4707601008;2023;23402;21350;52517;19018;42980;15564
Valladolid;47076;4707601009;2021;23288;21350;53652;18459;43489;14963
Valladolid;47076;4707601009;2022;24955;22050;57954;20153;46550;16188
Valladolid;47076;4707601009;2023;26259;23450;60245;21247;48566;17128
Valladolid;47076;4707601010;2021;20264;19250;45317;16014;37279;13173
Valladolid;47076;4707601010;2022;21681;19600;48231;17175;39791;14169
Valladolid;47076;4707601010;2023;23698;22050;53464;19126;43849;15686
Valladolid;47076;4707601011;2021;18411;17850;38210;14631;32591;12479
Valladolid;47076;4707601011;2022;19029;18550;38522;15228;32919;13013
Valladolid;47076;4707601011;2023;20802;20650;41830;16898;35651;14402
Valladolid;47076;4707601012;2021;19375;18550;42068;15328;35189;12822
Valladolid;47076;4707601012;2022;20905;19250;45359;16728;37538;13844
Valladolid;47076;4707601012;2023;22546;20650;48575;18383;40125;15185
Valladolid;47076;4707601013;2021;20036;17850;44793;15959;37102;13219
Valladolid;47076;4707601013;2022;21174;19250;47392;16926;39296;14034
Valladolid;47076;4707601013;2023;23115;21350;51011;18524;42200;15325
Valladolid;47076;4707601014;2021;18505;17150;35343;14887;29639;12484
Valladolid;47076;4707601014;2022;18816;17850;35972;15298;29903;12717
Valladolid;47076;4707601014;2023;19875;19250;38182;16630;31769;13837
Valladolid;47076;4707601015;2021;19416;17850;37363;15568;31841;13267
Valladolid;47076;4707601015;2022;20288;19250;38667;16420;32587;13838
Valladolid;47076;4707601015;2023;21391;19250;41726;17516;35134;14749
Valladolid;47076;4707601016;2021;29186;26250;75362;23807;57852;18276
Valladolid;47076;4707601016;2022;32000;27650;83523;26200;63083;19788
Valladolid;47076;4707601016;2023;33220;29050;88102;27248;66668;20619
Valladolid;47076;4707601017;2021;22367;20650;49460;17205;40353;14037
Valladolid;47076;4707601017;2022;23790;22050;52566;18540;42484;14984
Valladolid;47076;4707601017;2023;25401;23450;57064;19951;45968;16072
Valladolid;47076;4707601018;2021;17568;16450;38388;13658;32485;11558
Valladolid;47076;4707601018;2022;18608;17850;41048;14660;34462;12308
Valladolid;47076;4707601018;2023;19688;18550;43000;15472;36228;13036
Valladolid;47077;4707701001;2021;19325;17850;34490;15751;29517;13480
Valladolid;47077;4707701001;2022;18915;17150;32798;15167;28499;13179
Valladolid;47077;4707701001;2023;19264;18200;34202;15460;29869;13501
Valladolid;47078;4707801001;2021;17705;13650;31721;13913;26932;11812
Valladolid;47078;4707801001;2022;18460;13650;34300;15799;29147;13425
Valladolid;47078;4707801001;2023;22086;16450;42347;19727;34523;16082
Valladolid;47079;4707901001;2021;;;36174;17072;30562;14423
Valladolid;47079;4707901001;2022;;;36524;16446;30777;13858
Valladolid;47079;4707901001;2023;;;38877;17865;32535;14950
Valladolid;47080;4708001001;2021;;;36174;17072;30562;14423
Valladolid;47080;4708001001;2022;;;36524;16446;30777;13858
Valladolid;47080;4708001001;2023;;;38877;17865;32535;14950
Valladolid;47081;4708101001;2021;;;36174;17072;30562;14423
Valladolid;47081;4708101001;2022;;;37937;17543;31777;14694
Valladolid;47081;4708101001;2023;;;40367;19229;33390;15906
Valladolid;47082;4708201001;2021;16717;15050;32836;13432;28067;11481
Valladolid;47082;4708201001;2022;17234;15750;33649;13967;28823;11964
Valladolid;47082;4708201001;2023;18142;17150;35562;14712;30449;12597
Valladolid;47083;4708301001;2021;;;36174;17072;30562;14423
Valladolid;47083;4708301001;2022;19098;15050;35407;15968;29558;13330
Valladolid;47083;4708301001;2023;19958;17850;38341;17000;32010;14193
Valladolid;47084;4708401001;2021;16321;14350;32469;13240;27318;11140
Valladolid;47084;4708401001;2022;16932;15050;32953;13792;28303;11846
Valladolid;47084;4708401001;2023;18360;16450;35575;15031;30588;12924
Valladolid;47085;4708501001;2021;16838;15050;30524;14081;26219;12095
Valladolid;47085;4708501001;2022;17334;15750;32238;14599;27594;12496
Valladolid;47085;4708501001;2023;18604;17150;35380;15808;29914;13366
Valladolid;47085;4708501002;2021;17565;16450;34690;13851;29562;11803
Valladolid;47085;4708501002;2022;18539;17150;36685;14761;31084;12507
Valladolid;47085;4708501002;2023;19665;18550;38918;15882;32786;13380
Valladolid;47085;4708501003;2021;18103;17150;35297;14355;29875;12150
Valladolid;47085;4708501003;2022;19104;17150;37194;15386;31340;12964
Valladolid;47085;4708501003;2023;20050;18550;39587;16434;32775;13606
Valladolid;47085;4708501004;2021;18590;16450;33502;15613;28433;13250
Valladolid;47085;4708501004;2022;19024;17150;33904;15824;28838;13459
Valladolid;47085;4708501004;2023;20531;17850;37078;17551;31298;14815
Valladolid;47085;4708501005;2021;17546;15750;33073;14183;28161;12077
Valladolid;47085;4708501005;2022;18722;17150;35742;15176;30116;12787
Valladolid;47085;4708501005;2023;19661;17850;37527;16345;31362;13660
Valladolid;47085;4708501006;2021;19096;18550;39062;15250;32838;12820
Valladolid;47085;4708501006;2022;20157;18550;40647;16199;34083;13583
Valladolid;47085;4708501006;2023;21040;19950;42635;17078;35550;14240
Valladolid;47085;4708502001;2021;18671;17150;34118;15514;28756;13076
Valladolid;47085;4708502001;2022;19764;17850;36206;16708;30406;14032
Valladolid;47085;4708502001;2023;20538;17850;36864;17581;30735;14658
Valladolid;47085;4708502002;2021;17939;15750;34130;15003;28355;12464
Valladolid;47085;4708502002;2022;18775;16450;35430;15747;29757;13225
Valladolid;47085;4708502002;2023;20245;17150;38618;17292;32192;14415
Valladolid;47085;4708502003;2021;15466;14350;29104;12313;25164;10646
Valladolid;47085;4708502003;2022;16528;15050;31143;13299;26785;11438
Valladolid;47085;4708502003;2023;18152;16450;34069;14886;29089;12710
Valladolid;47085;4708502004;2021;13373;12950;25636;9848;22953;8818
Valladolid;47085;4708502004;2022;14272;13650;27419;10675;24330;9472
Valladolid;47085;4708502004;2023;15530;14350;30615;12061;26599;10479
Valladolid;47085;4708503001;2021;14653;13650;26151;11840;23067;10444
Valladolid;47085;4708503001;2022;15174;14350;27194;12279;23880;10782
Valladolid;47085;4708503001;2023;16301;15050;29370;13192;25790;11584
Valladolid;47085;4708503002;2021;14166;12950;27190;11151;23954;9824
Valladolid;47085;4708503002;2022;14992;13650;28666;11952;25019;10432
Valladolid;47085;4708503002;2023;16092;15050;30817;12817;26928;11200
Valladolid;47085;4708503003;2021;16345;15050;31355;12634;27101;10920
Valladolid;47085;4708503003;2022;16975;15750;32686;13289;28116;11431
Valladolid;47085;4708503003;2023;17870;16450;34400;14053;29631;12105
Valladolid;47085;4708503004;2021;15261;14350;29527;11715;25699;10197
Valladolid;47085;4708503004;2022;15969;15050;30867;12418;26674;10731
Valladolid;47085;4708503004;2023;16850;15750;32702;13203;28255;11408
Valladolid;47086;4708601001;2021;14090;12950;25116;10925;22327;9712
Valladolid;47086;4708601001;2022;14303;13650;25508;11212;22716;9985
Valladolid;47086;4708601001;2023;16029;15050;28156;12738;25026;11322
Valladolid;47086;4708601002;2021;18724;17150;35553;15014;30075;12701
Valladolid;47086;4708601002;2022;19589;17850;37042;15784;31061;13236
Valladolid;47086;4708601002;2023;20197;18550;39537;16616;32974;13858
Valladolid;47086;4708602001;2021;17351;15750;32577;13978;27770;11916
Valladolid;47086;4708602001;2022;18357;16450;34865;14907;29503;12614
Valladolid;47086;4708602001;2023;19888;18550;38385;16146;32360;13611
Valladolid;47086;4708602002;2021;18168;15750;34778;14679;29449;12430
Valladolid;47086;4708602002;2022;19042;16450;36487;15527;30849;13128
Valladolid;47086;4708602002;2023;20055;17850;38932;16525;32810;13927
Valladolid;47087;4708701001;2021;19658;16450;39339;16209;32298;13308
Valladolid;47087;4708701001;2022;21334;17850;42035;17887;34487;14675
Valladolid;47087;4708701001;2023;22563;19250;44621;19502;35941;15708
Valladolid;47088;4708801001;2021;21983;20650;38040;20198;31032;16477
Valladolid;47088;4708801001;2022;21210;20650;36239;19090;29906;15754
Valladolid;47088;4708801001;2023;23559;21350;40305;21952;32878;17907
Valladolid;47089;4708901001;2021;20532;16450;37243;17395;31108;14530
Valladolid;47089;4708901001;2022;23247;19950;42895;20171;36297;17068
Valladolid;47089;4708901001;2023;23409;20300;40532;20516;34271;17347
Valladolid;47090;4709001001;2021;17773;16450;35038;14190;30123;12200
Valladolid;47090;4709001001;2022;18464;17150;36875;14826;31430;12637
Valladolid;47090;4709001001;2023;19887;18550;40395;16170;33568;13437
Valladolid;47090;4709001002;2021;18170;17150;38457;14177;32590;12014
Valladolid;47090;4709001002;2022;19129;17850;40266;15027;33955;12672
Valladolid;47090;4709001002;2023;20225;18550;43581;16100;36378;13439
Valladolid;47091;4709101001;2021;;;36174;17072;30562;14423
Valladolid;47091;4709101001;2022;;;34772;16881;29320;14234
Valladolid;47091;4709101001;2023;;;37064;17879;30985;14947
Valladolid;47092;4709201001;2021;20226;18550;36814;17699;30572;14698
Valladolid;47092;4709201001;2022;20546;18550;35649;17305;29931;14530
Valladolid;47092;4709201001;2023;20848;17150;38113;17618;31666;14638
Valladolid;47093;4709301001;2021;18958;16450;34956;16143;29518;13632
Valladolid;47093;4709301001;2022;18911;17150;34368;15949;29092;13501
Valladolid;47093;4709301001;2023;20568;17850;38115;17823;32007;14967
Valladolid;47094;4709401001;2021;16511;15050;29403;13241;25448;11460
Valladolid;47094;4709401001;2022;15074;15050;28552;12602;24301;10726
Valladolid;47094;4709401001;2023;17321;16450;32327;13790;28556;12181
Valladolid;47095;4709501001;2021;;;36174;17072;30562;14423
Valladolid;47096;4709601001;2021;22257;19250;42024;17917;35096;14964
Valladolid;47096;4709601001;2022;23300;19250;42474;18805;35230;15598
Valladolid;47096;4709601001;2023;24901;22050;46041;21087;37879;17349
Valladolid;47097;4709701001;2021;17814;16450;34886;14228;29145;11887
Valladolid;47097;4709701001;2022;18550;17150;35622;14976;30421;12789
Valladolid;47097;4709701001;2023;19449;17850;37707;15895;32180;13565
Valladolid;47098;4709801001;2021;20499;17850;38615;17286;32194;14412
Valladolid;47098;4709801001;2022;20879;19250;39480;17671;32742;14655
Valladolid;47098;4709801001;2023;22718;20650;43824;19117;36417;15886
Valladolid;47099;4709901001;2021;22791;20650;43929;19922;35627;16156
Valladolid;47099;4709901001;2022;26051;23800;46643;22468;38548;18569
Valladolid;47099;4709901001;2023;24426;21350;47964;21127;39783;17523
Valladolid;47100;4710001001;2021;15916;13300;23871;13959;21095;12335
Valladolid;47100;4710001001;2022;15871;12600;24820;14336;21685;12525
Valladolid;47100;4710001001;2023;18035;15050;27203;16322;23715;14229
Valladolid;47101;4710101001;2021;14727;12950;27230;11410;24085;10092
Valladolid;47101;4710101001;2022;15063;13650;27497;11810;24224;10404
Valladolid;47101;4710101001;2023;16285;15050;30599;13059;26641;11370
Valladolid;47101;4710101002;2021;15213;14350;28456;11898;25127;10507
Valladolid;47101;4710101002;2022;15624;15050;29251;12322;25701;10826
Valladolid;47101;4710101002;2023;16751;15750;31154;13320;27194;11627
Valladolid;47102;4710201001;2021;18533;16100;35997;14830;30484;12559
Valladolid;47102;4710201001;2022;22647;18550;48005;20213;38216;16091
Valladolid;47102;4710201001;2023;25822;18550;59707;25589;44644;19133
Valladolid;47103;4710301001;2021;17728;15050;33247;15320;27553;12696
Valladolid;47103;4710301001;2022;18888;16450;35765;16134;29935;13504
Valladolid;47103;4710301001;2023;19991;17150;38369;16682;32678;14208
Valladolid;47104;4710401001;2021;18160;17150;33529;14706;28984;12712
Valladolid;47104;4710401001;2022;18819;18550;34775;15475;29880;13296
Valladolid;47104;4710401001;2023;19806;19250;36667;16407;31230;13974
Valladolid;47104;4710401002;2021;18179;17150;33698;14678;28680;12492
Valladolid;47104;4710401002;2022;18675;17150;34584;15171;29432;12911
Valladolid;47104;4710401002;2023;20174;18550;37473;16455;31800;13964
Valladolid;47104;4710402001;2021;18510;17150;36832;15041;31046;12678
Valladolid;47104;4710402001;2022;19243;17850;37961;15817;31956;13315
Valladolid;47104;4710402001;2023;21379;18550;42369;17912;35089;14834
Valladolid;47104;4710402002;2021;16796;15750;31829;13108;27728;11420
Valladolid;47104;4710402002;2022;17547;16450;32753;13939;28304;12046
Valladolid;47104;4710402002;2023;19006;17850;36027;15203;30881;13032
Valladolid;47105;4710501001;2021;19097;17850;36162;15638;30823;13329
Valladolid;47105;4710501001;2022;20208;19250;39696;16370;33975;14010
Valladolid;47105;4710501001;2023;22942;19950;47503;19049;39275;15750
Valladolid;47106;4710601001;2021;;;36174;17072;30562;14423
Valladolid;47106;4710601001;2022;;;36524;16446;30777;13858
Valladolid;47106;4710601001;2023;;;38877;17865;32535;14950
Valladolid;47109;4710901001;2021;18225;16450;28973;15772;24757;13477
Valladolid;47109;4710901001;2022;18834;15750;31297;17018;26377;14342
Valladolid;47109;4710901001;2023;19276;16450;31866;16942;26472;14074
Valladolid;47110;4711001001;2021;17528;15750;31016;14266;27012;12424
Valladolid;47110;4711001001;2022;18337;17150;32865;14836;28353;12799
Valladolid;47110;4711001001;2023;19971;17850;35859;16464;30715;14102
Valladolid;47111;4711101001;2021;18169;17150;34511;14481;29532;12392
Valladolid;47111;4711101001;2022;18919;17850;36309;15257;30861;12968
Valladolid;47111;4711101001;2023;19938;19250;38421;16264;32671;13830
Valladolid;47112;4711201001;2021;15548;15050;31269;11874;27159;10313
Valladolid;47112;4711201001;2022;16608;15050;33057;12819;28585;11085
Valladolid;47112;4711201001;2023;17920;15750;36175;14013;31155;12068
Valladolid;47112;4711201002;2021;17089;15750;34837;13305;29595;11303
Valladolid;47112;4711201002;2022;17545;15750;35725;13767;30393;11712
Valladolid;47112;4711201002;2023;18881;17150;39171;15064;33000;12691
Valladolid;47113;4711301001;2021;19122;16450;32527;15695;27722;13376
Valladolid;47113;4711301001;2022;19407;15050;32126;16617;26525;13720
Valladolid;47113;4711301001;2023;20261;17150;34408;17323;28872;14536
Valladolid;47114;4711401001;2021;18596;17150;35951;14925;30387;12615
Valladolid;47114;4711401001;2022;19642;17850;38531;15933;32135;13288
Valladolid;47114;4711401001;2023;21221;18550;41627;17480;34284;14396
Valladolid;47114;4711401002;2021;15593;14350;31838;12199;27503;10538
Valladolid;47114;4711401002;2022;16390;14350;33736;12890;28891;11039
Valladolid;47114;4711401002;2023;17501;15750;35786;13702;30794;11790
Valladolid;47114;4711402001;2021;19020;17850;35323;15327;29839;12947
Valladolid;47114;4711402001;2022;19303;17850;36766;15719;30919;13219
Valladolid;47114;4711402001;2023;20722;19250;39831;17216;33426;14448
Valladolid;47114;4711402002;2021;20204;18550;39471;16689;33104;13997
Valladolid;47114;4711402002;2022;21267;19250;41376;17772;34415;14782
Valladolid;47114;4711402002;2023;23184;20650;46634;19372;38555;16016
Valladolid;47115;4711501001;2021;19867;18550;37844;16522;32067;14000
Valladolid;47115;4711501001;2022;20399;17850;38639;16883;32524;14211
Valladolid;47115;4711501001;2023;22975;21350;45142;19549;37448;16217
Valladolid;47116;4711601001;2021;21793;18550;45199;18466;37029;15128
Valladolid;47116;4711601001;2022;26205;19950;52528;21813;42478;17640
Valladolid;47116;4711601001;2023;24238;21350;50028;20350;40416;16441
Valladolid;47117;4711701001;2021;20064;18550;39008;16048;32877;13526
Valladolid;47117;4711701001;2022;22753;20650;43959;18002;36874;15101
Valladolid;47117;4711701001;2023;23638;21350;46334;18837;38527;15663
Valladolid;47118;4711801001;2021;19222;19250;35977;16095;30622;13699
Valladolid;47118;4711801001;2022;21702;23450;41185;18391;34328;15329
Valladolid;47118;4711801001;2023;24230;22050;47153;20701;38939;17095
Valladolid;47119;4711901001;2021;;;36174;17072;30562;14423
Valladolid;47119;4711901001;2022;;;36524;16446;30777;13858
Valladolid;47119;4711901001;2023;;;38877;17865;32535;14950
Valladolid;47121;4712101001;2021;16219;13650;29516;13118;25943;11530
Valladolid;47121;4712101001;2022;16553;15050;29997;13457;26351;11822
Valladolid;47121;4712101001;2023;19160;16450;34216;16083;29449;13843
Valladolid;47122;4712201001;2021;19787;18550;37902;16016;32019;13530
Valladolid;47122;4712201001;2022;20247;19250;37878;16495;32051;13957
Valladolid;47122;4712201001;2023;21317;19950;41170;17860;34326;14891
Valladolid;47122;4712202001;2021;18916;17150;35650;15154;30140;12812
Valladolid;47122;4712202001;2022;20425;18550;39202;16523;32843;13843
Valladolid;47122;4712202001;2023;20714;19250;40891;17128;33913;14205
Valladolid;47123;4712301001;2021;17594;16450;33044;13547;28599;11724
Valladolid;47123;4712301001;2022;18755;17850;35884;14627;31067;12664
Valladolid;47123;4712301001;2023;19991;19250;39347;15783;33740;13534
Valladolid;47124;4712401001;2021;15726;15050;30361;12685;26406;11033
Valladolid;47124;4712401001;2022;16486;16450;32056;13330;27713;11524
Valladolid;47124;4712401001;2023;18301;17150;36072;14946;30966;12830
Valladolid;47125;4712501001;2021;;;36174;17072;30562;14423
Valladolid;47125;4712501001;2022;;;34772;16881;29320;14234
Valladolid;47125;4712501001;2023;;;37064;17879;30985;14947
Valladolid;47126;4712601001;2021;;;36174;17072;30562;14423
Valladolid;47126;4712601001;2022;;;36524;16446;30777;13858
Valladolid;47126;4712601001;2023;;;38877;17865;32535;14950
Valladolid;47127;4712701001;2021;16022;15050;29939;12395;26154;10828
Valladolid;47127;4712701001;2022;16239;15050;31082;12511;27115;10914
Valladolid;47127;4712701001;2023;17518;17150;33390;13484;29131;11764
Valladolid;47128;4712801001;2021;;;36174;17072;30562;14423
Valladolid;47128;4712801001;2022;;;34772;16881;29320;14234
Valladolid;47128;4712801001;2023;;;37064;17879;30985;14947
Valladolid;47129;4712901001;2021;19097;17850;38682;15060;32955;12830
Valladolid;47129;4712901001;2022;20090;18550;39209;16317;33149;13795
Valladolid;47129;4712901001;2023;21509;19950;42291;17500;35659;14756
Valladolid;47130;4713001001;2021;17816;17150;32648;14581;28235;12610
Valladolid;47130;4713001001;2022;18702;17850;31941;15486;27213;13194
Valladolid;47130;4713001001;2023;20339;18550;37480;17415;30933;14373
Valladolid;47131;4713101001;2021;19022;17150;32983;15824;28296;13576
Valladolid;47131;4713101001;2022;19677;18550;33700;16458;28913;14120
Valladolid;47131;4713101001;2023;21735;18550;37078;18647;30925;15553
Valladolid;47132;4713201001;2021;;;36174;17072;30562;14423
Valladolid;47132;4713201001;2022;;;36524;16446;30777;13858
Valladolid;47132;4713201001;2023;;;38877;17865;32535;14950
Valladolid;47133;4713301001;2021;20294;18550;43419;15828;36183;13190
Valladolid;47133;4713301001;2022;21545;19250;46366;17138;37979;14038
Valladolid;47133;4713301001;2023;22523;20650;48469;17944;39947;14789
Valladolid;47133;4713301002;2021;22161;20650;50716;17223;41141;13971
Valladolid;47133;4713301002;2022;23420;22050;53824;18420;43383;14847
Valladolid;47133;4713301002;2023;24863;22750;58080;19784;46602;15874
Valladolid;47134;4713401001;2021;17113;15050;31349;13852;27123;11985
Valladolid;47134;4713401001;2022;16497;15050;29782;13438;25692;11593
Valladolid;47134;4713401001;2023;19398;17850;36279;16224;30744;13749
Valladolid;47135;4713501001;2021;;;36174;17072;30562;14423
Valladolid;47135;4713501001;2022;;;37937;17543;31777;14694
Valladolid;47135;4713501001;2023;;;40367;19229;33390;15906
Valladolid;47137;4713701001;2021;;;36174;17072;30562;14423
Valladolid;47137;4713701001;2022;;;36524;16446;30777;13858
Valladolid;47137;4713701001;2023;;;38877;17865;32535;14950
Valladolid;47138;4713801001;2021;17565;15750;32480;14316;28016;12348
Valladolid;47138;4713801001;2022;19625;17150;37165;16049;31282;13508
Valladolid;47138;4713801001;2023;21438;17850;42073;18003;35137;15036
Valladolid;47139;4713901001;2021;17257;15750;31395;14263;26974;12254
Valladolid;47139;4713901001;2022;18507;17150;33962;15280;28855;12982
Valladolid;47139;4713901001;2023;20230;18550;38219;17063;32101;14332
Valladolid;47140;4714001001;2021;;;36174;17072;30562;14423
Valladolid;47140;4714001001;2022;19963;17150;34912;16209;30738;14271
Valladolid;47140;4714001001;2023;19830;18550;34540;15559;30857;13900
Valladolid;47141;4714101001;2021;17204;15750;29993;13711;26593;12157
Valladolid;47141;4714101001;2022;16358;15750;29815;13220;26341;11679
Valladolid;47141;4714101001;2023;18380;18550;33009;15062;28941;13206
Valladolid;47142;4714201001;2021;21815;17150;35296;18429;30444;15896
Valladolid;47142;4714201001;2022;22756;18550;36991;19469;31631;16648
Valladolid;47142;4714201001;2023;23457;19950;36275;19916;31279;17173
Valladolid;47143;4714301001;2021;20399;17150;34105;17540;29118;14975
Valladolid;47143;4714301001;2022;21373;16450;35064;18584;30073;15939
Valladolid;47143;4714301001;2023;;;38877;17865;32535;14950
Valladolid;47144;4714401001;2021;;;36174;17072;30562;14423
Valladolid;47144;4714401001;2022;;;37937;17543;31777;14694
Valladolid;47144;4714401001;2023;;;40367;19229;33390;15906
Valladolid;47145;4714501001;2021;18411;15750;32660;15235;27825;12979
Valladolid;47145;4714501001;2022;21231;16450;38947;18207;32506;15196
Valladolid;47145;4714501001;2023;20329;17850;36556;17334;30736;14574
Valladolid;47146;4714601001;2021;18257;15750;35992;14274;30384;12050
Valladolid;47146;4714601001;2022;18977;17150;37637;15185;31853;12851
Valladolid;47146;4714601001;2023;18687;17150;39204;15193;32608;12637
Valladolid;47147;4714701001;2021;15119;15050;27783;13016;23799;11149
Valladolid;47147;4714701001;2022;16515;17150;28297;13886;24820;12180
Valladolid;47147;4714701001;2023;18253;17850;32188;15183;27996;13206
Valladolid;47148;4714801001;2021;15915;14350;29510;12704;25986;11187
Valladolid;47148;4714801001;2022;15792;14350;27227;12115;23904;10636
Valladolid;47148;4714801001;2023;16811;16450;30064;13131;26689;11657
Valladolid;47149;4714901001;2021;;;36174;17072;30562;14423
Valladolid;47149;4714901001;2022;;;37937;17543;31777;14694
Valladolid;47149;4714901001;2023;;;40367;19229;33390;15906
Valladolid;47150;4715001001;2021;15366;14350;26567;12084;23807;10828
Valladolid;47150;4715001001;2022;14211;12950;25897;11197;22918;9909
Valladolid;47150;4715001001;2023;14597;13650;26471;11423;23589;10179
Valladolid;47151;4715101001;2021;;;36174;17072;30562;14423
Valladolid;47151;4715101001;2022;;;37937;17543;31777;14694
Valladolid;47151;4715101001;2023;;;40367;19229;33390;15906
Valladolid;47152;4715201001;2021;;;36174;17072;30562;14423
Valladolid;47152;4715201001;2022;;;34772;16881;29320;14234
Valladolid;47152;4715201001;2023;;;37064;17879;30985;14947
Valladolid;47153;4715301001;2021;18733;16450;31269;16236;27128;14086
Valladolid;47153;4715301001;2022;19347;15750;33973;16678;29339;14403
Valladolid;47153;4715301001;2023;20507;16450;35173;17925;30761;15676
Valladolid;47154;4715401001;2021;18639;15750;32656;17054;27181;14195
Valladolid;47154;4715401001;2022;19867;17150;33350;17958;28116;15139
