CUSEC;numero_bienes;superficie_media;antiguedad_media;dispersion_antiguedad;dispersion_superficie;viviendas_pre2000;viviendas_reformadas_2000;pct_reformado_2000;Seccion_id
3708501003;811;162,814;2007;0,000;0,490;66;0;0,000;1660
3708501004;731;322,410;2004;0,000;0,330;90;0;0,000;1661
3708601001;48;213,000;1972;0,020;0,520;38;17;44,740;1662
3708701001;657;204,959;2001;0,010;0,490;218;5;2,290;1663
3708801001;167;157,611;1954;0,020;0,710;139;52;37,410;1664
3708901001;96;230,000;1964;0,020;0,570;81;24;29,630;1665
3709001001;172;187,424;1970;0,020;0,510;149;49;32,890;1666
3709101001;300;204,280;1974;0,020;0,560;245;33;13,470;1667
3709201001;1622;133,288;2004;0,010;0,630;161;10;6,210;1668
3709601001;125;225,824;1973;0,020;0,560;91;35;38,460;1669
3709701001;35;184,543;1946;0,020;0,730;34;17;50,000;1670
3709801001;348;201,994;1978;0,020;0,520;310;32;10,320;1671
3709901001;88;201,523;1950;0,020;0,460;80;22;27,500;1672
3710001001;132;190,682;1969;0,020;0,680;119;25;21,010;1673
3710101001;220;173,464;1969;0,010;0,540;193;37;19,170;1674
3710201001;477;135,438;1963;0,020;0,490;426;8;1,880;1675
3710301001;594;210,569;1980;0,020;0,600;456;58;12,720;1676
3710401001;27;176,370;1956;0,020;0,540;24;4;16,670;1677
3710601001;338;166,411;1970;0,020;0,660;291;58;19,930;1678
3710701001;597;149,621;1971;0,020;0,760;505;31;6,140;1679
3710701002;428;150,035;1974;0,020;0,780;367;39;10,630;1680
3710702001;910;125,019;1985;0,010;0,670;659;18;2,730;1681
3710702002;828;117,705;1980;0,010;0,470;704;20;2,840;1682
3710702003;888;137,382;1983;0,010;0,650;571;21;3,680;1683
3710702004;1146;134,329;1987;0,010;0,510;805;13;1,610;1684
3710702005;828;126,908;1980;0,010;0,630;696;20;2,870;1685
3710702006;903;144,035;1975;0,010;0,670;784;69;8,800;1686
3710702007;798;167,391;1985;0,010;0,610;641;13;2,030;1687
3710702008;662;133,360;1986;0,010;0,510;606;14;2,310;1688
3710703001;650;147,334;1970;0,010;0,660;623;54;8,670;1689
3710801001;80;258,288;1944;0,020;0,540;77;8;10,390;1690
3710901001;222;165,288;1966;0,020;0,560;195;25;12,820;1691
3711001001;57;245,877;1956;0,030;0,630;44;19;43,180;1692
3711201001;215;190,809;1971;0,020;0,580;189;31;16,400;1693
3711301001;223;185,197;1974;0,020;0,570;147;51;34,690;1694
3711401001;46;170,522;1899;0,030;0,810;44;10;22,730;1695
3711501001;117;235,786;1972;0,020;0,500;82;18;21,950;1696
3711601001;47;218,915;1973;0,020;0,830;31;15;48,390;1697
3711701001;1011;182,865;1995;0,010;0,480;291;18;6,190;1698
3711801001;125;170,464;1959;0,020;0,530;106;42;39,620;1699
3711901001;189;173,725;1972;0,020;0,500;165;13;7,880;1700
3712001001;104;184,298;1984;0,030;0,660;60;26;43,330;1701
3712101001;403;158,149;1990;0,010;0,760;188;31;16,490;1702
3712201001;92;174,424;1971;0,020;0,610;68;14;20,590;1703
3712301001;173;198,382;1970;0,020;0,580;142;8;5,630;1704
3712401001;246;190,459;1967;0,020;0,500;204;61;29,900;1705
3712501001;299;199,365;1974;0,020;0,500;256;12;4,690;1706
3712601001;30;205,400;1968;0,020;0,660;26;9;34,620;1707
3712701001;286;160,664;1963;0,020;0,560;244;26;10,660;1708
3712801001;201;215,199;1953;0,020;0,670;180;29;16,110;1709
3712901001;259;201,934;1984;0,020;0,600;202;10;4,950;1710
3713001001;82;285,488;1969;0,020;0,580;68;20;29,410;1711
3713101001;215;210,614;1965;0,020;0,510;192;16;8,330;1712
3713201001;379;179,831;1963;0,020;0,580;354;61;17,230;1713
3713301001;127;179,031;1976;0,020;0,480;112;6;5,360;1714
3713401001;170;210,324;1967;0,010;0,580;140;35;25,000;1715
3713501001;1099;158,641;1976;0,010;0,730;872;70;8,030;1716
3713601001;745;183,756;1970;0,020;0,680;657;71;10,810;1717
3713701001;62;340,597;1956;0,020;0,510;59;10;16,950;1718
3713801001;221;226,457;1972;0,010;0,510;175;21;12,000;1719
3713901001;321;172,754;1955;0,010;0,700;292;50;17,120;1720
3714001001;555;197,991;1968;0,010;0,760;525;44;8,380;1721
3714101001;184;193,484;1947;0,030;0,640;156;19;12,180;1722
3714201001;800;192,934;1991;0,010;0,600;532;39;7,330;1723
3714301001;432;174,347;1960;0,020;0,700;381;59;15,490;1724
3714401001;261;233,916;1962;0,010;0,570;233;91;39,060;1725
3714501001;306;214,902;1957;0,020;0,650;284;79;27,820;1726
3714601001;175;197,446;1959;0,020;0,550;123;61;49,590;1727
3714701001;212;213,075;1960;0,020;0,440;169;35;20,710;1728
3714801001;185;250,573;1972;0,020;0,700;149;26;17,450;1729
3714901001;28;267,786;1958;0,020;0,720;26;9;34,620;1730
3715001001;16;307,188;1954;0,020;0,530;15;4;26,670;1731
3715101001;123;217,569;1972;0,010;0,690;100;13;13,000;1732
3715201001;173;176,410;1976;0,010;0,730;110;13;11,820;1733
3715401001;126;260,381;1957;0,020;0,630;117;21;17,950;1734
3715501001;75;191,400;1959;0,030;0,490;50;25;50,000;1735
3715601001;1021;150,438;1989;0,010;0,750;649;17;2,620;1736
3715601002;1225;151,274;1979;0,010;0,760;1039;26;2,500;1737
3715601003;869;171,841;1977;0,010;0,800;674;33;4,900;1738
3715701001;124;224,952;1965;0,020;0,440;115;5;4,350;1739
3715801001;275;177,284;1955;0,030;0,550;221;29;13,120;1740
3715901001;125;220,664;1969;0,020;0,500;105;30;28,570;1741
3716001001;616;194,458;1971;0,020;0,560;545;95;17,430;1742
3716101001;234;164,803;1963;0,020;0,580;210;18;8,570;1743
3716201001;312;159,792;1964;0,020;0,680;279;56;20,070;1744
3716301001;81;158,753;1981;0,020;0,670;47;11;23,400;1745
3716401001;233;188,283;1981;0,020;0,630;149;36;24,160;1746
3716501001;49;210,408;1972;0,020;0,700;36;9;25,000;1747
3716601001;178;201,893;1976;0,020;0,540;120;30;25,000;1748
3716701001;108;231,685;1971;0,020;0,680;87;19;21,840;1749
3716801001;675;175,169;1968;0,020;0,620;553;161;29,110;1750
3716901001;142;158,317;1964;0,020;0,580;108;57;52,780;1751
3717001001;1273;158,227;1972;0,020;0,720;1064;321;30,170;1752
3717101001;428;221,353;1965;0,020;0,690;345;46;13,330;1753
3717201001;802;192,954;1979;0,010;0,600;690;85;12,320;1754
3717301001;888;218,839;1972;0,020;0,650;775;68;8,770;1755
3717302001;670;199,696;1975;0,020;0,560;539;43;7,980;1756
3717401001;1063;194,492;1969;0,020;0,610;925;67;7,240;1757
3717501001;279;236,849;1975;0,010;0,590;226;52;23,010;1758
3717601001;137;182,161;1961;0,020;0,520;122;12;9,840;1759
3717701001;393;169,842;1972;0,010;0,530;330;17;5,150;1760
3717801001;88;178,989;1949;0,020;0,630;77;39;50,650;1761
3717901001;237;216,806;1944;0,020;0,700;209;61;29,190;1762
3718001001;91;179,154;1980;0,020;0,610;67;29;43,280;1763
3718101001;271;242,011;1980;0,020;0,470;178;57;32,020;1764
3718201001;102;206,961;1968;0,030;0,710;63;22;34,920;1765
3718301001;272;182,290;1968;0,020;0,740;204;116;56,860;1766
3718401001;427;159,297;1975;0,020;0,530;373;44;11,800;1767
3718501001;535;259,245;1989;0,010;0,560;311;42;13,500;1768
3718601001;77;183,312;1963;0,010;0,690;70;9;12,860;1769
3718701001;179;143,788;1980;0,020;0,730;112;42;37,500;1770
3718801001;160;167,806;1963;0,010;0,650;137;38;27,740;1771
3718901001;96;155,208;1970;0,020;0,580;79;19;24,050;1772
3719001001;295;211,878;1976;0,020;0,440;258;52;20,160;1773
3719101001;131;194,947;1969;0,020;0,450;108;27;25,000;1774
3719201001;296;184,628;1991;0,010;0,660;183;13;7,100;1775
3719301001;549;183,306;1953;0,020;0,600;477;51;10,690;1776
3719401001;366;183,530;1942;0,020;0,660;339;63;18,580;1777
3719501001;80;147,688;1963;0,020;0,540;68;15;22,060;1778
3719601001;115;181,809;1949;0,020;0,560;108;11;10,190;1779
3719701001;115;170,904;1974;0,010;0,580;93;24;25,810;1780
3719801001;226;203,646;1980;0,020;0,600;176;33;18,750;1781
3719901001;152;196,632;1983;0,020;0,490;112;16;14,290;1782
3720001001;110;211,809;1968;0,020;0,460;85;35;41,180;1783
3720101001;336;161,131;1950;0,020;0,620;307;38;12,380;1784
3720201001;546;197,183;1999;0,010;0,340;241;6;2,490;1785
3720301001;125;182,232;1971;0,020;0,760;91;23;25,270;1786
3720401001;311;223,743;1968;0,020;0,530;290;39;13,450;1787
3720501001;240;164,246;1962;0,020;0,710;182;46;25,270;1788
3720601001;79;234,823;1959;0,030;0,740;59;20;33,900;1789
3720701001;333;157,357;2005;0,020;0,670;71;24;33,800;1790
3720801001;91;218,956;1964;0,020;0,590;78;4;5,130;1791
3720901001;404;185,228;1983;0,020;0,700;298;32;10,740;1792
3721101001;146;211,952;1966;0,020;0,710;122;51;41,800;1793
3721201001;200;152,365;1969;0,030;0,670;131;5;3,820;1794
3721301001;158;186,728;1949;0,010;0,490;143;39;27,270;1795
3721401001;176;182,773;1970;0,010;0,540;157;21;13,380;1796
3721501001;166;179,542;1956;0,020;0,650;147;23;15,650;1797
3721601001;228;176,728;1970;0,020;0,600;175;37;21,140;1798
3721701001;84;170,786;1946;0,030;0,670;62;18;29,030;1799
3721801001;201;201,682;1978;0,010;0,530;172;12;6,980;1800
3721901001;183;173,978;1976;0,020;0,490;125;43;34,400;1801
3722101001;580;194,766;1968;0,020;0,510;552;52;9,420;1802
3722201001;81;260,247;1951;0,020;0,540;72;17;23,610;1803
3722301001;94;186,117;1965;0,020;0,550;78;28;35,900;1804
3722401001;157;258,803;1964;0,010;0,610;138;20;14,490;1805
3722501001;88;248,307;1966;0,020;0,500;70;6;8,570;1806
3722601001;105;260,600;1968;0,020;0,530;86;44;51,160;1807
3722801001;263;223,688;1962;0,010;0,700;249;33;13,250;1808
3722901001;111;288,685;1956;0,020;0,540;89;29;32,580;1809
3723001001;166;177,187;1981;0,020;0,580;121;10;8,260;1810
3723101001;301;164,748;1948;0,020;0,590;253;19;7,510;1811
3723201001;343;211,367;1966;0,020;0,630;282;25;8,870;1812
3723301001;69;228,319;1966;0,020;0,580;55;12;21,820;1813
3723401001;477;243,243;1972;0,020;0,480;414;99;23,910;1814
3723501001;199;200,151;1965;0,020;0,660;172;39;22,670;1815
3723601001;71;221,620;1949;0,020;0,600;60;16;26,670;1816
3723701001;328;208,302;1967;0,010;0,540;301;39;12,960;1817
3723801001;79;253,468;1963;0,030;0,550;57;13;22,810;1818
3723901001;222;192,464;1949;0,030;0,520;188;47;25,000;1819
3724001001;829;229,782;1994;0,010;0,660;479;34;7,100;1820
3724101001;130;165,646;1973;0,020;0,550;110;24;21,820;1821
3724201001;80;220,188;1966;0,020;0,560;67;19;28,360;1822
3724301001;88;209,295;1969;0,020;0,560;79;20;25,320;1823
3724401001;186;178,027;1970;0,020;0,550;110;53;48,180;1824
3724501001;447;216,541;1969;0,010;0,490;409;59;14,430;1825
3724601001;1059;120,279;1984;0,010;0,670;685;24;3,500;1826
3724601002;1156;132,981;1991;0,010;0,660;688;45;6,540;1827
3724602001;1045;119,374;1979;0,010;0,520;822;26;3,160;1828
3724602002;752;132,351;1981;0,020;0,610;537;51;9,500;1829
3724701001;142;211,993;1967;0,020;0,600;126;25;19,840;1830
3724801001;181;188,320;1978;0,020;0,690;139;25;17,990;1831
3724901001;55;162,927;1972;0,020;0,540;47;14;29,790;1832
3725001001;481;149,557;1973;0,020;0,590;408;102;25,000;1833
3725101001;166;189,096;1973;0,020;0,520;144;11;7,640;1834
3725201001;135;157,830;1961;0,020;0,620;122;8;6,560;1835
3725301001;83;226,398;1973;0,020;0,760;65;16;24,620;1836
3725401001;164;195,006;1967;0,020;0,500;133;34;25,560;1837
3725501001;35;193,886;1944;0,020;0,530;32;16;50,000;1838
3725601001;123;208,341;1949;0,020;0,630;103;33;32,040;1839
3725701001;26;234,423;1955;0,020;0,800;22;16;72,730;1840
3725801001;225;194,653;1978;0,020;0,580;182;45;24,730;1841
3725901001;32;192,188;1934;0,030;0,560;27;11;40,740;1842
3726001001;183;178,421;1974;0,020;0,560;160;23;14,370;1843
3726101001;500;203,724;1969;0,020;0,570;432;87;20,140;1844
3726201001;22;258,864;1962;0,020;0,540;19;13;68,420;1845
3726301001;503;155,433;1957;0,020;0,670;447;57;12,750;1846
3726401001;146;196,144;1964;0,020;0,530;129;30;23,260;1847
3726501001;186;243,720;1958;0,020;0,700;169;57;33,730;1848
3726601001;72;265,708;1956;0,020;0,450;63;39;61,900;1849
3726701001;192;170,135;1977;0,020;0,530;150;38;25,330;1850
3726801001;92;186,652;1958;0,030;0,530;77;12;15,580;1851
3726901001;472;259,464;1973;0,020;0,510;382;49;12,830;1852
3727001001;156;161,506;1963;0,020;0,710;131;25;19,080;1853
3727101001;206;164,146;1974;0,020;0,670;161;42;26,090;1854
3727201001;157;208,605;1957;0,020;0,650;136;47;34,560;1855
3727301001;88;274,420;1952;0,010;0,440;82;46;56,100;1856
3727401001;888;126,654;1966;0,020;0,600;773;39;5,050;1857
3727401002;838;131,228;1969;0,010;0,450;830;41;4,940;1858
3727401003;574;128,848;1972;0,000;0,340;571;7;1,230;1859
3727401004;653;130,548;1977;0,010;0,350;592;5;0,840;1860
3727401005;873;117,404;1975;0,000;0,330;865;6;0,690;1861
3727401006;1277;100,910;1990;0,010;0,690;835;18;2,160;1862
3727401007;1040;100,429;1983;0,010;0,590;832;28;3,370;1863
3727401008;489;117,939;1976;0,000;0,330;482;1;0,210;1864
3727401009;853;109,106;1981;0,010;0,470;759;3;0,400;1865
3727401010;741;132,711;1975;0,010;0,460;684;36;5,260;1866
3727401011;687;124,613;1974;0,010;0,380;667;5;0,750;1867
3727401012;407;122,373;1972;0,000;0,190;407;0;0,000;1868
3727402001;990;127,102;1977;0,010;0,410;878;13;1,480;1869
3727402002;1109;112,730;1977;0,010;0,270;1106;8;0,720;1870
3727402003;874;111,771;1977;0,010;0,310;852;4;0,470;1871
3727402004;869;107,362;1979;0,010;0,310;834;4;0,480;1872
3727402005;888;95,427;1987;0,010;0,220;806;0;0,000;1873
3727402006;668;102,623;1996;0,000;0,270;472;0;0,000;1874
3727402007;761;87,788;1972;0,000;0,180;761;7;0,920;1875
3727402008;747;89,138;1972;0,010;0,260;747;4;0,540;1876
3727402009;549;97,987;1978;0,010;0,170;545;8;1,470;1877
3727402010;915;104,372;1976;0,010;0,270;858;0;0,000;1878
3727402011;489;89,374;1974;0,000;0,200;489;3;0,610;1879
3727402012;693;113,076;1984;0,000;0,220;654;0;0,000;1880
3727402013;542;101,655;1975;0,000;0,210;542;1;0,180;1881
3727402014;574;115,084;1976;0,010;0,370;564;0;0,000;1882
3727402015;526;94,403;1978;0,010;0,240;526;1;0,190;1883
3727402016;404;110,455;1986;0,000;0,470;403;5;1,240;1884
3727402017;375;109,349;1983;0,000;0,230;360;0;0,000;1885
3727402018;933;97,626;1994;0,000;0,220;860;0;0,000;1886
3727402019;423;104,262;1982;0,010;0,620;385;1;0,260;1887
3727402020;683;92,321;1997;0,000;0,150;610;1;0,160;1888
3727403001;475;95,299;1974;0,010;0,320;474;2;0,420;1889
3727403002;1617;98,792;1987;0,010;0,620;1219;6;0,490;1890
3727403003;467;86,171;1979;0,000;0,110;467;0;0,000;1891
3727403004;907;97,657;1972;0,010;0,250;762;3;0,390;1892
3727403005;600;97,763;1968;0,000;0,180;600;0;0,000;1893
3727403006;376;97,971;1955;0,010;0,340;366;59;16,120;1894
3727403007;630;104,551;1997;0,000;0,330;612;0;0,000;1895
3727403008;467;85,323;1973;0,000;0,230;466;0;0,000;1896
3727403009;1143;109,843;1996;0,010;0,530;542;14;2,580;1897
3727403010;737;100,749;1996;0,000;0,370;586;0;0,000;1898
3727403011;568;128,345;1989;0,010;0,720;377;11;2,920;1899
3727403012;355;85,211;1980;0,000;0,190;354;2;0,560;1900
3727403013;785;94,065;1985;0,010;0,640;740;12;1,620;1901
3727403014;861;96,390;1983;0,010;0,410;611;36;5,890;1902
3727403015;504;97,849;1990;0,000;0,190;484;0;0,000;1903
3727403016;383;114,157;1998;0,000;0,320;383;0;0,000;1904
3727403017;1015;139,424;2003;0,000;0,420;111;0;0,000;1905
3727403018;1281;100,947;2001;0,010;0,380;131;11;8,400;1906
3727403019;622;113,635;1996;0,010;0,500;210;6;2,860;1907
3727403020;780;110,779;2008;0,000;0,320;4;0;0,000;1908
3727404001;661;97,026;1977;0,010;0,490;649;25;3,850;1909
3727404002;848;99,745;1975;0,000;0,260;820;1;0,120;1910
3727404003;721;94,963;1977;0,000;0,220;707;0;0,000;1911
3727404004;1053;93,653;1978;0,010;0,270;943;2;0,210;1912
3727404005;1132;78,928;1972;0,010;0,280;1051;5;0,480;1913
3727404006;937;78,835;1963;0,000;0,220;937;7;0,750;1914
3727404008;746;74,252;1966;0,000;0,280;746;0;0,000;1915
3727404009;868;95,888;1994;0,010;0,350;288;12;4,170;1916
3727404010;1212;87,421;1988;0,010;0,340;877;5;0,570;1917
3727404011;679;93,001;1987;0,010;0,250;545;3;0,550;1918
3727404012;1029;94,001;1998;0,000;0,200;677;0;0,000;1919
3727404013;766;86,471;1991;0,010;0,250;564;2;0,350;1920
3727404014;651;79,863;1967;0,010;0,350;647;11;1,700;1921
3727404016;944;106,922;1976;0,010;0,260;881;13;1,480;1922
3727404017;781;97,182;1989;0,010;0,450;404;2;0,500;1923
3727404018;613;97,956;1974;0,000;0,220;613;2;0,330;1924
3727404019;1242;85,853;1990;0,010;0,250;872;10;1,150;1925
3727404020;596;115,069;1977;0,010;0,340;550;1;0,180;1926
3727404021;705;92,336;1987;0,010;0,200;612;0;0,000;1927
3727404022;1009;95,186;1995;0,010;0,470;444;14;3,150;1928
3727404023;640;94,072;1997;0,000;0,390;619;1;0,160;1929
3727404024;1716;107,879;2006;0,000;0,390;2;0;0,000;1930
3727404025;1141;93,634;2006;0,000;0,180;0;0;;1931
3727405001;925;125,724;1973;0,010;0,350;905;17;1,880;1932
3727405002;686;114,399;1977;0,000;0,280;656;4;0,610;1933
3727405003;569;108,023;1977;0,000;0,270;565;3;0,530;1934
3727405004;679;90,616;1972;0,010;0,280;614;0;0,000;1935
3727405005;1145;91,500;1966;0,010;0,250;1103;1;0,090;3532
3727405006;949;92,020;1969;0,010;0,220;932;2;0,210;1936
3727405007;719;83,533;1968;0,000;0,260;719;0;0,000;1937
3727405008;747;112,467;1994;0,010;0,610;335;8;2,390;1938
3727405009;904;88,232;1986;0,010;0,220;904;0;0,000;1939
3727405010;611;95,900;1967;0,000;0,270;611;1;0,160;1940
3727405011;662;98,340;1976;0,000;0,180;662;5;0,760;1941
3727405012;931;91,579;1974;0,010;0,250;827;0;0,000;1942
3727405013;671;80,289;1968;0,000;0,130;671;1;0,150;1943
3727405014;337;96,145;1973;0,000;0,110;337;0;0,000;1944
3727405015;581;82,420;1967;0,000;0,170;581;0;0,000;1945
3727405016;329;91,383;1977;0,000;0,120;329;1;0,300;1946
3727405017;810;92,242;1973;0,010;0,240;797;2;0,250;1947
3727405018;507;79,515;1966;0,000;0,180;507;0;0,000;1948
3727405019;620;109,198;1981;0,000;0,280;597;4;0,670;1949
3727405020;783;113,441;1982;0,010;0,410;620;0;0,000;1950
3727405022;476;74,645;1972;0,000;0,020;476;0;0,000;1951
3727405025;694;91,755;1995;0,000;0,330;674;2;0,300;1952
3727405026;576;88,698;1976;0,010;0,310;456;0;0,000;1953
3727406001;915;98,485;1972;0,010;0,220;885;1;0,110;1954
3727406002;817;100,375;1969;0,010;0,240;811;9;1,110;1955
3727406003;919;114,367;1973;0,010;0,270;890;8;0,900;1956
3727406004;479;125,021;1970;0,000;0,250;479;0;0,000;1957
3727406005;709;100,472;1976;0,010;0,240;682;1;0,150;1958
3727406006;770;99,455;1975;0,010;0,260;713;3;0,420;1959
3727406007;666;102,245;1973;0,000;0,180;666;0;0,000;1960
3727406008;702;76,188;1968;0,010;0,280;680;0;0,000;1961
3727406009;602;102,025;1980;0,010;0,200;530;1;0,190;1962
3727406010;933;89,248;1976;0,010;0,280;835;0;0,000;1963
3727406011;1224;91,556;1990;0,010;0,300;769;0;0,000;1964
3727406012;792;105,715;1975;0,000;0,250;784;0;0,000;1965
3727406013;955;107,057;1975;0,010;0,240;942;3;0,320;1966
3727406014;826;97,660;1976;0,010;0,190;796;0;0,000;1967
3727406015;557;92,797;1977;0,010;0,350;557;1;0,180;1968
3727406016;665;130,594;1978;0,010;0,360;592;8;1,350;1969
3727406017;1000;103,089;1983;0,010;0,200;838;4;0,480;1970
3727406019;684;108,256;1983;0,010;0,410;654;0;0,000;1971
3727406020;1006;113,438;1999;0,010;0,540;246;4;1,630;1972
3727406021;906;92,102;1997;0,000;0,200;349;2;0,570;1973
3727406022;421;99,995;1979;0,010;0,180;399;0;0,000;1974
3727406023;791;92,534;1993;0,000;0,370;646;0;0,000;1975
3727501001;127;198,496;1972;0,010;0,850;112;21;18,750;1976
3727601001;301;238,638;1962;0,020;0,690;279;68;24,370;1977
3727701001;39;323,513;1965;0,020;0,620;33;21;63,640;1978
3727801001;730;164,152;1999;0,010;0,710;207;12;5,800;1979
3727901001;691;184,480;1971;0,010;0,660;592;151;25,510;1980
3728001001;70;168,271;1973;0,020;0,790;58;28;48,280;1981
3728101001;41;153,073;1960;0,020;0,730;35;20;57,140;1982
3728201001;301;162,844;1973;0,020;0,520;251;41;16,330;1983
3728301001;91;223,879;1957;0,020;0,560;79;39;49,370;1984
3728401001;380;213,784;1966;0,020;0,530;332;42;12,650;1985
3728501001;464;227,282;1953;0,020;0,540;423;30;7,090;1986
3728601001;362;183,818;1950;0,020;0,630;304;51;16,780;1987
3728701001;317;213,555;1978;0,010;0,550;243;23;9,470;1988
3728801001;214;189,463;1985;0,020;0,450;111;5;4,500;1989
3728901001;137;185,234;1963;0,020;0,540;116;46;39,660;1990
3729001001;104;184,029;1977;0,020;0,680;76;18;23,680;1991
3729101001;173;189,936;1977;0,020;0,820;117;36;30,770;1992
3729201001;51;238,686;1976;0,020;0,630;38;11;28,950;1993
3729301001;118;181,593;1954;0,020;0,660;109;60;55,050;1994
3729401001;807;99,611;1986;0,010;0,360;736;2;0,270;1995
3729401002;681;101,401;1986;0,000;0,210;665;0;0,000;1996
3729401003;944;91,157;1995;0,000;0,320;695;0;0,000;1997
3729401004;647;133,172;1994;0,000;0,750;341;1;0,290;1998
3729401005;526;120,810;1994;0,010;0,570;336;0;0,000;1999
3729401006;967;123,706;1995;0,010;0,680;475;0;0,000;2000
3729401007;547;309,218;1989;0,000;0,330;497;1;0,200;2001
3729401008;712;196,660;2004;0,000;0,350;128;0;0,000;2002
3729401009;453;305,163;1999;0,000;0,320;242;0;0,000;2003
3729401010;641;110,621;2000;0,000;0,300;281;0;0,000;3533
3729601001;414;215,879;1957;0,020;0,680;385;92;23,900;2004
3729701001;333;213,706;1969;0,020;0,610;252;47;18,650;2005
3729801001;210;157,033;1956;0,020;0,660;184;21;11,410;2006
3729901001;141;250,411;1971;0,020;0,470;103;50;48,540;2007
3730001001;686;162,914;1968;0,020;0,480;550;58;10,550;2008
3730101001;83;188,108;1984;0,020;0,820;60;9;15,000;2009
3730201001;310;176,971;1968;0,020;0,540;275;50;18,180;2010
3730301001;191;254,131;1979;0,020;0,470;155;35;22,580;2011
3730401001;211;195,630;1963;0,020;0,600;183;23;12,570;2012
3730501001;376;196,665;1976;0,020;0,630;323;12;3,720;2013
3730601001;414;205,983;1965;0,020;0,550;347;37;10,660;2014
3730701001;119;194,261;1970;0,020;0,580;102;19;18,630;2015
3730901001;42;179,976;1967;0,020;0,480;36;8;22,220;2016
3731001001;70;195,971;1964;0,020;0,710;60;17;28,330;2017
3731101001;402;164,184;1968;0,020;0,510;359;44;12,260;2018
3731201001;272;204,408;1963;0,020;0,550;223;20;8,970;2019
3731301001;407;201,966;1965;0,020;0,550;360;16;4,440;2020
3731401001;33;287,697;1958;0,020;0,760;24;13;54,170;2021
3731501001;121;223,231;1944;0,020;0,480;105;39;37,140;2022
3731601001;713;162,105;1974;0,010;0,690;559;39;6,980;2023
3731701001;206;222,752;1971;0,010;0,560;187;71;37,970;2024
3731801001;77;269,104;1971;0,020;0,460;50;16;32,000;2025
3731901001;222;171,230;1957;0,020;0,620;188;20;10,640;2026
3732001001;70;201,057;1973;0,020;0,650;55;25;45,450;2027
3732101001;104;246,221;1970;0,020;0,540;86;18;20,930;2028
3732201001;581;187,427;1984;0,010;0,450;447;11;2,460;2029
3732201002;1394;88,346;1990;0,000;0,200;1189;0;0,000;2030
3732301001;373;206,761;1977;0,010;0,580;281;100;35,590;2031
3732401001;270;277,256;1955;0,020;0,570;251;8;3,190;2032
3732501001;109;136,404;1960;0,020;0,550;95;16;16,840;2033
3732701001;144;243,222;1971;0,020;0,590;112;37;33,040;2034
3732801001;179;163,402;1983;0,020;0,760;142;10;7,040;2035
3732901001;20;253,500;1950;0,020;0,470;19;10;52,630;2036
3733001001;297;193,912;1967;0,020;0,620;233;33;14,160;2037
3733101001;210;202,652;1953;0,020;0,580;188;13;6,910;2038
3733201001;66;139,091;1969;0,020;0,580;51;7;13,730;2039
3733301001;114;189,781;1975;0,020;0,650;83;27;32,530;2040
3733401001;54;145,796;1953;0,030;0,650;40;1;2,500;2041
3733501001;254;187,118;1961;0,020;0,530;200;70;35,000;2042
3733601001;48;195,333;1942;0,030;0,510;35;22;62,860;2043
3733701001;73;233,438;1983;0,020;0,550;53;9;16,980;2044
3733801001;76;252,118;1965;0,010;0,670;64;25;39,060;2045
3733901001;226;211,004;1963;0,020;0,520;195;36;18,460;2046
3734001001;113;194,726;1982;0,020;0,650;72;28;38,890;2047
3734101001;98;139,684;1966;0,020;0,540;83;18;21,690;2048
3734201001;168;217,244;1982;0,020;0,750;108;26;24,070;2049
3734301001;87;197,115;1943;0,030;0,640;59;12;20,340;2050
3734401001;119;188,630;1965;0,020;0,860;90;43;47,780;2051
3734501001;126;186,548;1972;0,020;0,670;104;22;21,150;2052
3734601001;218;159,229;1959;0,020;0,620;187;74;39,570;2053
3734701001;386;230,855;1966;0,020;0,560;249;33;13,250;2054
3734801001;122;203,869;1962;0,020;0,660;109;37;33,940;2055
3734901001;111;187,333;1972;0,020;0,770;102;16;15,690;2056
3735001001;431;255,545;1971;0,020;0,540;397;77;19,400;2057
3735101001;249;214,112;1969;0,020;0,630;211;51;24,170;2058
3735201001;170;195,918;1982;0,020;0,600;119;28;23,530;2059
3735301001;90;176,544;1965;0,010;0,700;83;16;19,280;2060
3735401001;701;158,208;1996;0,010;0,520;259;19;7,340;2061
3735401002;1458;241,967;2002;0,010;0,470;333;32;9,610;2062
3735401003;1019;129,909;1998;0,010;0,590;467;17;3,640;2063
3735401004;549;185,273;1995;0,000;0,580;447;2;0,450;2064
3735501001;294;212,252;1963;0,030;0,480;244;58;23,770;2065
3735601001;72;245,014;1961;0,020;0,630;63;16;25,400;2066
3735701001;293;213,652;1974;0,020;0,620;241;65;26,970;2067
3735801001;144;252,465;1970;0,010;0,710;121;19;15,700;2068
3735901001;287;241,063;1967;0,020;0,670;254;75;29,530;2069
3736001001;226;174,385;1966;0,020;0,620;210;74;35,240;2070
3736101001;69;138,942;1974;0,020;0,560;62;13;20,970;2071
3736201001;640;154,730;1998;0,010;0,670;250;8;3,200;2072
3736201002;823;170,741;2000;0,010;0,740;349;7;2,010;2073
3736201003;617;152,395;2000;0,010;0,570;264;7;2,650;2074
3736201004;774;103,783;2003;0,000;0,340;66;7;10,610;2075
3736301001;97;192,577;1956;0,020;0,680;93;44;47,310;2076
3736401001;1203;132,151;1971;0,020;0,600;1085;222;20,460;2077
