CUSEC;numero_bienes;superficie_media;antiguedad_media;dispersion_antiguedad;dispersion_superficie;viviendas_pre2000;viviendas_reformadas_2000;pct_reformado_2000;Seccion_id
0905905028;331;165,665;1980;0,000;0,150;331;2;0,600;430
0905905029;549;119,202;1988;0,010;0,190;398;2;0,500;431
0905905030;360;77,872;1988;0,000;0,120;360;0;0,000;432
0905905031;464;241,976;1972;0,010;0,400;345;61;17,680;433
0905905032;753;124,544;1987;0,010;0,240;571;0;0,000;434
0905905033;588;135,139;1992;0,000;0,120;518;0;0,000;435
0905905034;402;90,097;1971;0,000;0,260;402;0;0,000;436
0905905035;796;187,508;2009;0,000;0,390;0;0;;437
0905905036;272;137,393;1981;0,000;0,200;272;0;0,000;438
0905905037;432;134,477;1973;0,010;0,300;432;0;0,000;439
0905905038;942;171,555;1992;0,010;0,540;738;11;1,490;440
0905905039;343;110,373;1985;0,000;0,120;343;132;38,480;441
0905905040;863;133,194;1997;0,000;0,150;500;0;0,000;442
0905905041;540;207,844;1997;0,000;0,500;308;0;0,000;443
0905905042;707;136,666;2000;0,000;0,250;372;0;0,000;444
0905905043;534;147,985;2001;0,000;0,260;194;0;0,000;445
0905905044;340;133,744;1996;0,000;0,220;340;0;0,000;446
0905905045;681;124,182;1996;0,000;0,200;681;0;0,000;447
0905905046;456;103,342;1983;0,000;0,160;456;0;0,000;448
0905905047;867;132,578;2014;0,000;0,200;0;0;;449
0905905048;459;201,190;1996;0,010;0,490;233;5;2,150;450
0905905049;486;144,603;2001;0,010;0,310;151;0;0,000;451
0905905050;360;136,525;1993;0,000;0,150;360;0;0,000;452
0905905051;862;141,905;2015;0,000;0,240;0;0;;453
0905905052;745;162,658;2011;0,000;0,450;0;0;;454
0905906001;539;108,033;1964;0,010;0,370;500;32;6,400;455
0905906002;450;120,209;1968;0,010;0,360;371;3;0,810;456
0905906003;484;112,990;1973;0,010;0,460;385;10;2,600;457
0905906004;757;106,781;1972;0,010;0,260;737;9;1,220;458
0905906005;769;87,412;1967;0,010;0,250;708;0;0,000;459
0905906006;635;116,535;1976;0,010;0,540;612;16;2,610;460
0905906007;1139;109,378;1987;0,010;0,260;535;0;0,000;461
0905906008;496;126,665;1997;0,010;0,210;266;0;0,000;462
0905906009;402;96,674;1973;0,000;0,220;398;0;0,000;463
0905906010;413;85,264;1972;0,010;0,200;413;1;0,240;464
0905906011;403;112,194;1969;0,010;0,420;385;20;5,190;465
0905906012;597;122,228;1988;0,010;0,450;535;0;0,000;466
0905907001;567;98,570;1970;0,010;0,380;494;5;1,010;467
0905907002;608;97,072;1967;0,010;0,370;582;1;0,170;468
0905907003;717;138,604;1978;0,010;0,710;549;25;4,550;469
0905907004;615;101,042;1970;0,010;0,310;569;29;5,100;470
0905907005;512;88,729;1960;0,010;0,420;459;56;12,200;471
0905907006;627;115,525;1976;0,010;0,590;483;14;2,900;472
0905907007;647;166,311;1987;0,010;0,380;439;51;11,620;473
0905907008;934;104,805;1978;0,010;0,370;626;14;2,240;474
0905907009;526;97,810;1967;0,010;0,270;526;0;0,000;475
0905907010;966;109,305;1980;0,010;0,500;877;7;0,800;476
0905908001;395;80,453;1965;0,010;0,240;385;3;0,780;477
0905908002;850;89,336;1975;0,010;0,440;580;3;0,520;478
0905908003;1274;121,143;1994;0,010;0,420;512;14;2,730;479
0905908004;712;156,038;2002;0,010;0,690;140;1;0,710;480
0905908005;1955;134,405;1999;0,010;0,570;262;25;9,540;481
0905908006;1366;109,325;1995;0,010;0,290;507;0;0,000;482
0905908007;589;82,986;1976;0,010;0,250;468;1;0,210;483
0905908008;609;127,502;1990;0,010;0,400;520;0;0,000;484
0905908009;464;96,502;1981;0,010;0,340;452;1;0,220;485
0905908010;792;118,996;1999;0,010;0,300;64;0;0,000;486
0905908011;898;183,634;1996;0,010;0,610;277;13;4,690;487
0905909001;515;72,318;1965;0,000;0,170;515;0;0,000;488
0905909002;492;72,400;1964;0,000;0,080;492;0;0,000;489
0905909003;681;93,044;1978;0,010;0,450;522;3;0,570;490
0905909004;382;72,610;1962;0,000;0,070;375;14;3,730;491
0905909005;614;68,671;1960;0,000;0,080;614;26;4,230;492
0905909006;513;97,846;1988;0,010;0,310;272;0;0,000;493
0905909007;943;103,029;1987;0,010;0,250;779;0;0,000;494
0905909008;521;81,307;1974;0,000;0,260;521;0;0,000;495
0905909009;440;98,134;1975;0,010;0,240;440;44;10,000;496
0905909010;397;85,272;1971;0,000;0,140;397;0;0,000;497
0905909011;527;86,638;1973;0,000;0,160;527;0;0,000;498
0905909012;841;89,763;1979;0,000;0,180;841;0;0,000;499
0905909013;399;103,777;1986;0,000;0,200;397;0;0,000;500
0905909014;541;80,632;1979;0,010;0,260;391;0;0,000;501
0905909015;487;95,733;1975;0,000;0,270;487;0;0,000;502
0905909016;1180;150,477;1990;0,010;0,620;609;30;4,930;503
0905909017;411;81,477;1974;0,000;0,240;411;0;0,000;504
0905909018;328;78,814;1969;0,000;0,070;328;0;0,000;505
0905909019;444;96,115;1977;0,000;0,180;444;0;0,000;506
0905909020;264;111,860;1978;0,000;0,100;264;0;0,000;507
0905909021;603;96,076;1973;0,000;0,140;603;0;0,000;508
0905909022;689;86,335;1972;0,010;0,220;601;0;0,000;509
0905909023;712;107,277;1988;0,000;0,180;712;0;0,000;510
0905909024;508;105,132;1983;0,000;0,130;508;0;0,000;511
0905909025;518;89,857;1978;0,000;0,180;518;0;0,000;512
0905909026;689;83,965;1970;0,000;0,210;689;0;0,000;513
0905909027;570;95,863;1974;0,000;0,190;570;0;0,000;514
0905909028;453;105,051;1976;0,000;0,210;453;0;0,000;515
0905909029;384;88,065;1972;0,000;0,220;384;0;0,000;516
0905909030;641;82,083;1971;0,000;0,120;641;0;0,000;517
0905909031;393;79,888;1974;0,000;0,330;393;0;0,000;518
0905909032;393;77,975;1971;0,000;0,120;393;0;0,000;519
0905909033;360;86,764;1969;0,000;0,310;360;0;0,000;520
0905909034;441;96,887;1974;0,000;0,250;441;0;0,000;521
0905909035;693;118,652;1990;0,000;0,170;693;0;0,000;522
0905909036;406;90,436;1975;0,000;0,330;406;0;0,000;523
0905909037;424;102,328;1980;0,000;0,180;424;0;0,000;524
0905909038;441;110,540;1987;0,010;0,360;251;0;0,000;525
0905909039;491;89,927;1982;0,010;0,250;432;0;0,000;526
0905909040;557;108,925;1994;0,010;0,230;396;0;0,000;527
0905909041;1140;125,402;2005;0,000;0,240;327;0;0,000;528
0905909042;441;135,540;2004;0,000;0,210;0;0;;529
0905909043;1522;115,698;2010;0,000;0,230;0;0;;530
0905909044;762;107,988;1988;0,010;0,460;437;20;4,580;531
0906001001;245;221,322;1961;0,020;0,610;224;23;10,270;532
0906101001;199;158,915;1951;0,020;0,520;167;22;13,170;533
0906201001;82;185,915;1945;0,030;0,500;74;9;12,160;534
0906301001;191;215,644;1987;0,020;0,570;137;14;10,220;535
0906401001;517;184,234;1966;0,020;0,490;417;143;34,290;536
0906501001;189;205,693;1942;0,030;0,670;146;17;11,640;537
0906601001;121;179,851;1960;0,020;0,350;111;20;18,020;538
0906701001;443;244,266;1966;0,020;0,480;349;48;13,750;539
0906801001;132;172,492;1966;0,020;0,480;121;21;17,360;540
0907001001;108;171,509;1981;0,020;0,440;94;14;14,890;541
0907101001;100;178,490;1951;0,020;0,430;79;5;6,330;542
0907201001;336;203,229;1990;0,020;0,470;124;7;5,650;543
0907301001;884;164,062;1991;0,020;0,550;427;18;4,220;544
0907401001;592;211,476;1991;0,010;0,430;268;16;5,970;545
0907501001;99;206,889;1979;0,020;0,640;69;19;27,540;546
0907601001;36;250,944;1934;0,010;0,340;35;14;40,000;547
0907701001;68;224,971;1970;0,020;0,530;61;13;21,310;548
0907801001;84;158,833;1958;0,020;0,490;68;7;10,290;549
0907901001;33;246,788;1920;0,030;0,410;33;5;15,150;550
0908201001;42;282,000;1952;0,010;0,510;42;9;21,430;551
0908301001;103;242,262;1944;0,020;0,470;93;26;27,960;552
0908401001;330;158,524;1975;0,020;0,410;290;33;11,380;553
0908501001;527;196,328;1958;0,020;0,530;437;57;13,040;554
0908601001;470;255,406;1988;0,010;0,520;318;23;7,230;555
0908801001;84;280,405;1965;0,020;0,560;74;18;24,320;556
0909001001;41;270,122;1952;0,010;0,450;38;9;23,680;557
0909101001;1151;204,593;1958;0,020;0,810;1044;158;15,130;558
0909301001;158;202,994;1990;0,020;0,620;101;6;5,940;559
0909401001;75;170,280;1947;0,020;0,450;59;15;25,420;560
0909501001;118;238,263;1962;0,020;0,570;91;25;27,470;561
0909801001;715;163,483;1967;0,020;0,590;660;56;8,480;562
0910001001;53;254,925;1979;0,020;0,440;47;10;21,280;563
0910101001;105;207,362;1968;0,020;0,620;92;14;15,220;564
0910201001;91;185,429;1975;0,020;0,570;82;14;17,070;565
0910301001;294;162,980;1959;0,020;0,470;243;27;11,110;566
0910401001;100;149,120;1939;0,010;0,440;96;11;11,460;567
0910501001;158;182,589;1935;0,040;0,560;112;28;25,000;568
0910801001;480;162,852;1990;0,020;0,570;174;7;4,020;569
0910901001;2237;228,041;1977;0,020;0,760;1710;186;10,880;570
0911001001;169;163,882;1973;0,020;0,410;143;6;4,200;571
0911201001;174;200,517;1950;0,020;0,500;155;10;6,450;572
0911301001;851;153,591;1958;0,020;0,720;770;55;7,140;573
0911401001;137;165,263;1973;0,020;0,530;111;10;9,010;574
0911501001;178;202,904;1920;0,030;0,520;156;14;8,970;575
0911701001;86;226,616;1969;0,020;0,570;81;12;14,810;576
0911901001;137;159,993;1956;0,020;0,550;120;27;22,500;577
0912001001;32;286,344;1956;0,020;0,510;23;5;21,740;578
0912201001;97;176,351;1977;0,020;0,400;79;18;22,780;579
0912301001;32;233,875;1979;0,020;0,500;21;6;28,570;580
0912401001;1954;157,319;1968;0,010;0,810;1687;112;6,640;581
0912501001;977;191,114;1977;0,020;0,750;862;99;11,480;582
0912701001;107;151,439;1940;0,010;0,460;100;19;19,000;583
0912801001;152;192,395;1968;0,020;0,660;121;17;14,050;584
0912901001;118;240,534;1954;0,020;0,570;106;15;14,150;585
0913001001;79;266,544;1927;0,020;0,540;71;25;35,210;586
0913101001;359;199,916;1992;0,020;0,610;148;26;17,570;587
0913201001;179;225,777;1962;0,020;0,580;163;32;19,630;588
0913301001;66;222,758;1963;0,020;0,410;56;3;5,360;589
0913401001;608;165,178;1955;0,020;0,570;510;121;23,730;590
0913501001;109;222,972;1937;0,020;0,530;101;14;13,860;591
0913601001;381;195,294;1971;0,020;0,600;343;44;12,830;592
0913701001;362;216,729;1950;0,020;0,630;272;42;15,440;593
0913801001;163;212,037;1975;0,020;0,560;133;20;15,040;594
0913901001;137;241,679;1968;0,020;0,570;122;39;31,970;595
0914001001;213;184,901;1934;0,030;0,620;190;21;11,050;596
0914101001;441;212,079;1978;0,020;0,540;282;24;8,510;597
0914301001;57;156,386;1906;0,020;0,470;56;4;7,140;598
0914401001;69;203,594;1977;0,020;0,430;63;14;22,220;599
0914801001;100;261,650;1963;0,020;0,560;89;26;29,210;600
0914901001;79;214,658;1913;0,030;0,500;69;8;11,590;601
0915101001;740;201,818;1967;0,020;0,530;595;33;5,550;602
0915201001;366;216,306;1935;0,030;0,590;309;61;19,740;603
0915401001;256;172,879;1973;0,020;0,570;197;13;6,600;604
0915501001;45;166,356;1970;0,020;0,560;39;7;17,950;605
0915901001;47;232,000;1941;0,030;0,500;34;6;17,650;606
0916001001;179;212,235;1976;0,020;0,580;152;15;9,870;607
0916201001;171;181,930;1978;0,020;0,500;97;28;28,870;608
0916301001;742;204,342;1970;0,020;0,550;646;89;13,780;609
0916401001;270;211,715;1947;0,020;0,570;232;18;7,760;610
0916601001;100;289,270;1974;0,020;0,510;88;9;10,230;611
0916701001;69;268,029;1979;0,020;0,480;59;11;18,640;612
0916801001;316;205,741;1977;0,020;0,490;269;78;29,000;613
0916901001;277;149,552;1980;0,010;0,510;237;10;4,220;614
0917001001;284;205,165;1971;0,020;0,580;261;33;12,640;615
0917201001;163;301,589;1889;0,040;0,550;148;31;20,950;616
0917301001;197;180,208;1957;0,020;0,440;164;24;14,630;617
0917401001;1065;188,586;1970;0,020;0,590;849;160;18,850;618
0917501001;245;268,518;1952;0,010;0,500;223;41;18,390;619
0917601001;70;209,314;1969;0,020;0,650;59;7;11,860;620
0917701001;1252;183,529;1978;0,020;0,500;821;119;14,490;621
0917801001;57;242,526;1954;0,020;0,390;52;18;34,620;622
0917901001;94;201,511;1943;0,020;0,590;80;12;15,000;623
0918001001;166;229,301;1923;0,030;0,510;145;21;14,480;624
0918101001;425;264,774;1964;0,020;0,580;366;48;13,110;625
0918201001;125;216,192;1964;0,020;0,720;107;25;23,360;626
0918301001;102;154,255;1969;0,020;0,460;84;52;61,900;627
0918401001;66;187,758;1966;0,020;0,440;61;12;19,670;628
0918901001;273;365,421;1935;0,020;0,550;241;50;20,750;629
0919001001;129;330,953;1958;0,020;0,670;110;20;18,180;630
0919101001;119;167,790;1980;0,020;0,430;107;18;16,820;631
0919201001;162;246,265;1961;0,020;0,680;130;28;21,540;632
0919401001;1003;155,800;1978;0,020;0,650;747;12;1,610;633
0919401002;1694;126,410;1964;0,020;0,780;1220;29;2,380;634
0919501001;73;212,836;1930;0,030;0,480;63;12;19,050;635
0919601001;287;135,547;1946;0,020;0,620;246;23;9,350;636
0919701001;285;162,365;1963;0,020;0,670;213;29;13,620;637
0919801001;199;215,327;1944;0,020;0,630;170;34;20,000;638
0919901001;157;225,471;1978;0,020;0,610;135;51;37,780;639
0920001001;176;150,767;1978;0,020;0,380;136;42;30,880;640
0920101001;122;140,656;1982;0,020;0,400;96;4;4,170;641
0920201001;32;286,750;1906;0,030;0,540;28;13;46,430;642
0920601001;74;199,743;1912;0,030;0,490;64;19;29,690;643
0920801001;317;184,508;1957;0,020;0,520;291;31;10,650;644
0920901001;1240;137,933;1991;0,010;0,720;696;7;1,010;645
0920901002;892;153,317;1972;0,010;0,810;784;40;5,100;646
0920901003;1452;233,097;1969;0,020;0,630;1145;224;19,560;647
0920901004;3719;119,806;1988;0,010;0,560;2580;15;0,580;648
0920901005;1674;111,176;1984;0,010;0,600;1251;2;0,160;649
0921101001;1274;213,109;1970;0,010;0,730;1164;275;23,630;650
0921301001;703;236,307;1960;0,020;0,580;622;192;30,870;651
0921401001;1272;270,597;1965;0,020;0,650;970;150;15,460;652
0921501001;956;315,048;1950;0,020;0,550;810;231;28,520;653
0921601001;1121;225,955;1964;0,020;0,650;983;149;15,160;654
0921701001;912;230,259;1950;0,020;0,610;789;161;20,410;655
0921801001;526;161,907;1958;0,020;0,680;435;39;8,970;656
0921901001;318;109,814;1944;0,010;0,990;299;12;4,010;657
0921901002;529;118,359;1962;0,010;1,010;476;25;5,250;658
0921902001;575;102,129;1973;0,010;0,650;455;46;10,110;659
0921902002;676;108,617;1971;0,010;0,380;606;27;4,460;660
0921902003;514;88,514;1959;0,010;0,220;483;69;14,290;661
0921902004;463;90,970;1965;0,010;0,280;442;43;9,730;662
0921902005;628;103,936;1972;0,010;0,300;491;67;13,650;663
0921902006;785;114,279;1979;0,010;0,630;524;2;0,380;664
0921902007;847;118,257;1991;0,010;0,250;621;16;2,580;665
0921903001;545;102,894;1973;0,010;0,370;545;12;2,200;666
0921903002;720;111,692;1973;0,010;0,350;698;79;11,320;667
0921903003;465;108,996;1976;0,010;0,530;465;0;0,000;668
0921903004;507;111,933;1981;0,000;0,370;506;95;18,770;669
0921903005;599;107,609;1972;0,010;0,320;569;29;5,100;670
0921903006;643;102,603;1965;0,010;0,250;618;79;12,780;671
0921903007;875;102,282;1982;0,010;0,250;721;16;2,220;672
0921903008;826;103,609;1982;0,010;0,300;668;40;5,990;673
0921903009;773;95,973;1967;0,010;0,490;716;43;6,010;674
0921903010;832;108,659;1984;0,010;0,230;570;16;2,810;675
0921903011;867;102,304;1986;0,010;0,200;580;14;2,410;676
0921903012;838;99,932;1979;0,010;0,270;803;12;1,490;677
0921903013;1110;100,058;1981;0,010;0,270;905;107;11,820;678
0921903014;656;114,364;2003;0,010;0,270;133;0;0,000;679
0921903015;482;107,450;1975;0,010;0,310;455;20;4,400;680
0921903016;971;108,405;1985;0,010;0,300;772;34;4,400;681
0921903017;716;106,487;1981;0,010;0,250;716;0;0,000;682
0921903018;482;108,757;1999;0,000;0,180;257;0;0,000;683
0921904001;358;264,665;1959;0,020;0,640;298;52;17,450;684
0921904002;858;182,852;1971;0,020;0,600;629;99;15,740;685
0921904003;1010;171,855;1994;0,010;0,540;270;53;19,630;686
0922001001;220;220,327;1952;0,020;0,600;194;16;8,250;687
0922101001;421;185,986;1995;0,010;0,500;181;20;11,050;688
0922301001;90;152,167;1914;0,020;0,430;81;16;19,750;689
0922401001;196;214,439;1899;0,020;0,580;185;45;24,320;690
0922501001;120;223,183;1980;0,020;0,440;108;6;5,560;691
0922601001;84;163,452;1939;0,020;0,440;72;11;15,280;692
0922701001;161;241,081;1987;0,020;0,500;111;32;28,830;693
0922801001;187;233,519;1976;0,020;0,550;154;19;12,340;694
0922901001;246;225,126;1971;0,020;0,530;217;29;13,360;695
0923001001;29;319,069;1959;0,010;0,400;28;3;10,710;696
0923101001;109;196,229;1948;0,020;0,490;95;10;10,530;697
0923201001;227;152,599;1983;0,020;0,490;187;36;19,250;698
0923501001;267;183,506;1980;0,020;0,640;232;46;19,830;699
0923601001;43;175,512;1950;0,030;0,750;31;8;25,810;700
0923801001;1409;168,663;1963;0,020;0,670;1213;185;15,250;701
0923901001;67;187,627;1957;0,020;0,530;59;15;25,420;702
0924101001;169;186,698;1992;0,010;0,580;66;22;33,330;703
0924201001;89;290,056;1973;0,010;0,690;70;24;34,290;704
0924301001;94;280,319;1974;0,010;0,540;82;27;32,930;705
0924401001;111;171,009;1948;0,030;0,520;99;15;15,150;706
0924601001;704;226,744;1966;0,020;0,490;590;49;8,310;707
0924701001;38;320,553;1948;0,010;0,450;38;5;13,160;708
0924801001;122;176,713;1961;0,010;0,430;108;12;11,110;709
0924901001;74;253,122;1968;0,010;0,650;66;14;21,210;710
0925001001;346;221,066;1973;0,010;0,630;311;11;3,540;711
0925101001;401;214,766;1967;0,010;0,660;361;69;19,110;712
0925301001;88;221,080;1953;0,030;0,560;62;16;25,810;713
0925501001;144;184,056;1929;0,030;0,530;128;35;27,340;714
0925601001;627;198,587;1973;0,020;0,590;530;110;20,750;715
0925701001;74;292,986;1925;0,030;0,580;58;5;8,620;716
0925801001;237;232,186;1955;0,020;0,710;220;26;11,820;717
0925901001;244;275,459;1980;0,020;0,540;196;13;6,630;718
0926101001;554;193,473;1964;0,020;0,530;454;74;16,300;719
0926201001;174;175,213;1945;0,020;0,580;159;27;16,980;720
0926501001;72;177,042;1962;0,020;0,590;54;14;25,930;721
0926601001;166;183,012;1973;0,020;0,620;134;38;28,360;722
0926701001;180;139,694;1955;0,020;0,610;160;12;7,500;723
0926801001;180;211,033;1946;0,020;0,490;157;30;19,110;724
0926901001;92;172,120;1962;0,020;0,410;78;17;21,790;725
0927001001;165;180,139;1951;0,020;0,520;150;26;17,330;726
0927201001;850;158,448;1924;0,030;0,690;768;183;23,830;727
0927301001;80;254,538;1937;0,020;0,440;74;6;8,110;728
0927401001;1143;163,937;1974;0,020;0,730;1033;52;5,030;729
0927501001;277;209,917;1980;0,020;0,640;206;18;8,740;730
0927601001;480;178,392;1986;0,020;0,760;305;26;8,520;731
0927701001;219;157,598;1962;0,020;0,590;183;20;10,930;732
0927901001;328;215,317;1948;0,020;0,710;291;53;18,210;733
0928001001;84;164,667;1946;0,020;0,610;70;15;21,430;734
0928101001;160;222,988;1958;0,020;0,520;113;29;25,660;735
0928301001;125;231,024;1947;0,020;0,400;109;24;22,020;736
0928701001;207;214,952;1983;0,010;0,410;122;4;3,280;737
0928801001;105;236,590;1962;0,020;0,520;87;12;13,790;738
0928901001;613;170,865;1972;0,020;0,700;508;56;11,020;739
0928901002;847;172,817;1973;0,020;0,620;717;85;11,850;740
0929201001;145;199,924;1968;0,020;0,430;137;17;12,410;741
0929401001;131;177,275;1956;0,020;0,610;114;17;14,910;742
0929501001;88;183,000;1936;0,020;0,490;77;13;16,880;743
0929701001;256;281,352;1986;0,020;0,550;164;14;8,540;744
0929801001;133;230,271;1896;0,020;0,530;130;9;6,920;745
0930101001;549;189,230;1990;0,010;0,540;323;32;9,910;746
0930201001;177;266,056;1972;0,010;0,380;143;15;10,490;747
0930301001;131;123,321;1934;0,020;0,630;126;8;6,350;748
0930401001;146;268,390;1982;0,020;0,490;92;10;10,870;749
0930601001;172;256,116;1948;0,020;0,660;159;46;28,930;750
0930701001;116;244,698;1962;0,020;0,700;96;20;20,830;751
0930801001;114;244,930;1956;0,020;0,490;97;39;40,210;752
0930901001;321;226,997;1962;0,010;0,450;287;47;16,380;753
0931001001;33;242,364;1935;0,020;0,440;28;4;14,290;754
0931101001;108;224,361;1943;0,030;0,580;88;17;19,320;755
0931201001;224;154,594;1963;0,020;0,510;171;15;8,770;756
0931401001;299;155,194;1959;0,020;0,670;272;32;11,760;757
0931501001;476;195,414;1993;0,010;0,560;167;36;21,560;758
0931601001;158;217,627;1963;0,010;0,690;139;20;14,390;759
0931701001;32;284,375;1973;0,020;0,500;26;7;26,920;760
0931801001;131;142,885;1969;0,020;0,400;106;14;13,210;761
0932101001;897;145,613;1984;0,020;0,630;675;53;7,850;762
0932101002;683;165,245;1976;0,020;0,770;561;60;10,700;763
0932301001;112;211,304;1949;0,020;0,490;102;11;10,780;764
0932501001;744;115,833;1943;0,020;0,870;702;15;2,140;765
0932601001;133;200,564;1977;0,010;0,350;83;23;27,710;766
0932701001;98;172,255;1938;0,020;0,450;81;8;9,880;767
0932801001;205;185,434;1946;0,020;0,510;185;53;28,650;768
0932901001;229;183,288;1960;0,020;0,690;197;36;18,270;769
0933001001;1727;141,794;1979;0,010;0,640;1311;93;7,090;770
0933201001;147;204,565;1988;0,010;0,630;76;5;6,580;771
0933401001;75;204,813;1956;0,020;0,630;60;10;16,670;772
0933501001;159;231,987;1979;0,020;0,490;78;16;20,510;773
0933701001;232;200,953;1958;0,020;0,500;196;36;18,370;774
0933801001;236;174,593;1987;0,020;0,660;180;6;3,330;775
0933901001;252;235,333;1967;0,020;0,650;223;53;23,770;776
0934001001;111;161,613;1963;0,020;0,430;91;12;13,190;777
0934301001;118;160,042;1954;0,020;0,540;98;9;9,180;778
0934501001;196;205,719;1957;0,020;0,510;158;33;20,890;779
0934601001;144;197,479;1946;0,020;0,480;128;25;19,530;780
0934701001;195;222,195;1947;0,020;0,560;183;24;13,110;781
0934801001;261;165,153;1992;0,020;0,440;209;29;13,880;782
0935001001;495;240,453;1978;0,020;0,600;403;73;18,110;783
0935101001;109;222,092;1948;0,020;0,500;95;25;26,320;784
0935201001;81;174,938;1953;0,030;0,490;65;14;21,540;785
0935301001;271;183,893;1962;0,010;0,660;251;26;10,360;786
0935401001;66;216,455;1928;0,020;0,520;60;8;13,330;787
